,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Michael Jordan,G,CHI,82,37.9,5.15,2.47,7.62,20.72,6cbad2dc-2d47-4b93-b998-97f104cef79c,24.86
1,Gary Payton,PG,SEA,82,39.2,3.66,2.52,6.18,19.22,901e08ca-0383-4677-9716-e0d94aaf1fdc,23.36
2,Shaquille O'Neal,C,LAL,51,38.1,3.42,2.63,6.04,11.80,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,15.940000000000001
3,Terry Mills,F,DET,79,25.3,1.48,4.44,5.92,10.98,ebfc0d0c-20a2-4b02-bed3-2da068d81aa1,15.120000000000001
4,Tim Hardaway,G,MIA,81,38.7,4.25,1.58,5.83,18.58,96e17ae1-a423-4d71-890b-525d2395dcc3,22.72
5,Mookie Blaylock,G,ATL,78,39.2,3.28,2.37,5.65,16.66,cec2d617-bfcd-42bb-904f-d87cf5e681c7,20.8
6,David Robinson,C,SA,6,24.5,3.73,1.68,5.42,0.81,c669dde1-a016-4cf3-a1af-9b7b0a045415,4.95
7,Bo Outlaw,PF,LAC,82,26.8,-0.54,5.78,5.24,12.08,847a478d-8ace-4c5d-9963-9b38c35392bc,16.22
8,Nate McMillan,G,SEA,37,21.6,0.42,4.55,4.97,4.09,6311524b-a492-4fdc-b247-84827eec95c0,8.23
9,Grant Hill,SF,DET,80,39.3,2.00,2.97,4.97,15.54,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d,19.68
10,Charles Barkley,F,HOU,53,37.9,3.59,1.32,4.91,10.77,506ca80a-4985-45a0-b755-af0d8aeb9843,14.91
11,Scottie Pippen,SF,CHI,82,37.7,3.87,0.90,4.77,15.15,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3,19.29
12,John Stockton,G,UTAH,82,35.3,4.10,0.54,4.64,14.60,5f856e9e-3c4b-48b2-9d84-ae40b83961fa,18.74
13,Karl Malone,PF,UTAH,82,36.6,3.99,0.36,4.35,14.86,7d550d35-347b-42e8-bda4-31788e36b3a6,19.0
14,Alonzo Mourning,C,MIA,66,35.2,-0.18,4.36,4.18,11.01,a32e66f6-300c-44d3-9755-c4a1891e4399,15.15
15,Jeff Hornacek,G,UTAH,82,31.6,2.09,1.87,3.96,12.22,947b97b4-0083-4ed2-8f6e-0ed68b255a9a,16.36
16,Clyde Drexler,G,HOU,62,36.6,3.03,0.92,3.95,10.71,473afddc-75ad-491f-b164-d17dd41a71fc,14.850000000000001
17,Dikembe Mutombo,C,ATL,80,37.2,-3.16,6.78,3.62,12.38,8e555f1d-241c-4438-8bb0-ed81079037e9,16.520000000000003
18,Kenny Anderson,PG,POR,82,37.6,3.28,0.13,3.42,13.43,a8644ea2-3e28-4207-98be-fda50363c248,17.57
19,Kevin Garnett,PF,MIN,77,38.9,-0.46,3.88,3.42,12.82,8c4661f3-343f-4842-be7c-8b91d0f7409f,16.96
20,Toni Kukoc,SF,CHI,57,28.2,3.29,0.11,3.40,6.36,f5360117-1330-451d-9734-11b1c8d278ab,10.5
21,Rasheed Wallace,PF,POR,62,30.5,0.49,2.87,3.36,8.03,59cc773b-c6d6-4242-ae3e-6795a5945ee2,12.17
22,Mitch Richmond,G,SAC,81,38.6,3.59,-0.30,3.28,11.36,ef0049c2-c8e5-48c3-a52e-3c7f9f168c74,15.5
23,Sam Perkins,C,SEA,81,24.4,1.02,2.22,3.24,8.02,9b20199a-21ae-47ad-b9ed-5cc9b08354f3,12.16
24,Vlade Divac,C,CHA,81,35.1,-0.29,3.48,3.19,11.44,3740f3aa-439c-4cbf-983d-6ea3283bfcfd,15.58
25,Arvydas Sabonis,C,POR,69,25.5,1.85,1.31,3.17,7.32,156f499e-05c4-4f63-b5ea-ca7e35b0b520,11.46
26,Reggie Miller,SG,IND,81,36.6,3.17,-0.08,3.09,12.14,15a02eb5-28f3-4168-ae9d-d30ed736e98e,16.28
