,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Shaquille O'Neal,C,LAL,67,36.1,5.80,1.92,7.72,17.09,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,22.25
1,Tim Duncan,C,SA,82,40.6,1.99,4.53,6.52,20.03,12b9fb27-2178-4f65-9099-9764b863e4df,25.19
2,Eddie Jones,SG,MIA,81,39.0,0.62,5.44,6.07,17.53,6b241fe1-c80c-41a2-92ea-b47e81c2a631,22.69
3,Andrei Kirilenko,SF,UTAH,82,26.2,0.59,5.15,5.74,11.99,a1f17fb0-a5bc-471c-a65a-1e2efae6a8a0,17.15
4,Tracy McGrady,SG,ORL,76,38.3,5.24,-0.37,4.86,14.98,50fe8196-017f-4587-90e5-12e32a204930,20.14
5,Rasheed Wallace,PF,POR,79,37.5,1.80,3.06,4.86,14.56,59cc773b-c6d6-4242-ae3e-6795a5945ee2,19.72
6,David Robinson,C,SA,78,29.5,0.07,4.58,4.64,10.77,c669dde1-a016-4cf3-a1af-9b7b0a045415,15.93
7,Kevin Garnett,PF,MIN,81,39.2,2.42,1.90,4.32,14.40,8c4661f3-343f-4842-be7c-8b91d0f7409f,19.560000000000002
8,Paul Pierce,SF,BOS,82,40.3,3.46,0.81,4.27,15.32,ead63c29-2988-478d-b595-6060f10983e0,20.48
9,Dirk Nowitzki,F,DAL,76,38.0,4.40,-0.49,3.92,13.00,41454901-7576-4ff8-89a6-6763f727d2d8,18.16
10,Ben Wallace,PF,DET,80,36.5,-1.61,5.46,3.86,12.41,59af6d1d-a322-41e8-9b64-220eecc0185a,17.57
11,Gary Payton,PG,SEA,82,40.3,3.87,-0.07,3.80,13.83,901e08ca-0383-4677-9716-e0d94aaf1fdc,18.990000000000002
12,Vlade Divac,C,SAC,80,30.3,0.57,3.06,3.62,10.42,3740f3aa-439c-4cbf-983d-6ea3283bfcfd,15.58
13,Jason Kidd,PG,NJ,82,37.3,3.22,0.39,3.61,12.89,4f6cd300-77de-4617-918f-8ab84d906538,18.05
14,Charlie Ward,PG,NY,63,16.8,0.88,2.69,3.56,4.19,75da2c59-d6f0-4526-ad3b-5b1478e167bb,9.350000000000001
15,Vince Carter,G,TOR,60,39.8,3.18,0.32,3.50,9.50,96046c84-d179-44f1-976e-f81afa46108f,14.66
16,Baron Davis,PG,CHA,82,40.5,3.82,-0.35,3.48,13.27,526e351a-8d16-41df-9162-83221df6ec56,18.43
17,ZhiZhi Wang,C,DAL,55,10.9,2.87,0.59,3.46,2.40,,7.5600000000000005
18,Allen Iverson,SG,PHI,60,43.7,3.19,0.20,3.40,10.64,bd09a88b-9e70-4aaa-8101-9fdaaa7ef878,15.8
19,John Stockton,G,UTAH,82,31.3,2.70,0.66,3.36,10.17,5f856e9e-3c4b-48b2-9d84-ae40b83961fa,15.33
20,Kobe Bryant,SF,LAL,80,38.3,3.94,-0.81,3.13,12.01,825ab381-2ad5-4685-98b9-93b318bd37da,17.17
21,Ray Allen,SG,MIL,69,36.6,3.79,-0.78,3.01,9.43,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,14.59
22,Dan Majerle,G,PHX,65,18.2,0.36,2.62,2.98,4.32,5132f353-70d8-47fe-a753-42e26ab27294,9.48
23,Rashard Lewis,PF,SEA,71,36.4,1.98,0.95,2.93,9.44,73d9d740-ca6f-4303-88bd-ec4c0c081054,14.6
24,Dikembe Mutombo,C,PHI,80,36.3,-2.67,5.50,2.83,10.44,8e555f1d-241c-4438-8bb0-ed81079037e9,15.6
25,Terry Porter,G,SA,72,18.0,0.76,2.02,2.77,4.63,458877e6-636d-4a9a-bcc8-c2629a92333b,9.79
26,Joe Crispin,G,LAL/PHX,21,7.4,4.20,-1.45,2.76,0.53,,5.69
27,Quentin Richardson,SF,LAC,81,26.6,2.79,-0.07,2.72,7.74,fb70095c-b1f8-411d-bdb6-dd3303d2630d,12.9
28,Michael Redd,SG,MIL,67,21.1,3.29,-0.63,2.66,4.85,944701e5-4c7b-47c5-a3a2-bb640007372c,10.01
29,Chris Webber,C,SAC,54,38.4,3.21,-0.58,2.64,7.57,385a081e-69b9-4320-af78-f783a50e5e10,12.73
30,Metta World Peace,SF,CHI/IND,55,29.9,0.31,2.29,2.60,5.73,670a19ff-960f-4b66-89c5-c438ef9dcd19,10.89
31,Andre Miller,PG,CLE,81,37.3,3.72,-1.26,2.47,10.10,8d3f8f93-4d10-4a38-ac11-5f2a1c7b6fdf,15.26
32,Antoine Walker,PF,BOS,81,42.0,2.87,-0.41,2.46,11.72,fa43675b-7e49-4349-8ecc-6074694cb6d6,16.880000000000003
33,Terrell Brandon,PG,MIN,32,30.1,3.25,-0.88,2.37,3.27,823fab52-6900-49dc-84a3-9402c2c86964,8.43
34,Lucious Harris,SG,NJ,74,21.0,0.27,2.00,2.27,4.92,33ac255e-e749-4e24-bb16-d02b1f8546db,10.08
35,Rodney Rogers,SF,PHX/BOS,77,24.4,2.09,0.17,2.26,6.19,1bc81cc3-3df5-4058-bd4a-0ede68a069f5,11.350000000000001
36,Devean George,SF,LAL,82,21.5,-0.00,2.24,2.24,5.83,ee393253-12db-4147-ad4f-251b80f81a1e,10.99
37,Steve Francis,PG,HOU,57,41.1,2.21,0.00,2.21,7.38,a5845013-8c2b-4fd7-89a8-d903e78c65e9,12.54
38,Chauncey Billups,PG,MIN,82,28.7,2.83,-0.64,2.19,7.34,7a09dda4-5980-4115-b1c8-bde37d6b4d12,12.5
39,Bobby Jackson,PG,SAC,81,21.6,2.54,-0.38,2.16,5.72,649f1b35-874d-47c0-93fa-abfbc73fb520,10.879999999999999
41,Sam Cassell,PG,MIL,74,35.2,3.64,-1.53,2.11,8.29,25693f41-b7e7-4c94-ae69-db2e7017f40b,13.45
42,Derek Anderson,SG,POR,70,26.6,1.40,0.70,2.10,5.75,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,10.91
43,Jamaal Magloire,C,CHA,82,18.9,-0.05,2.09,2.04,4.64,b399d96d-37b3-41e5-a408-326680fb6743,9.8
44,Eduardo Najera,PF,DAL,62,21.9,0.24,1.76,1.99,4.27,6faa55d4-a225-48b3-8af3-85c447fc87ec,9.43
45,Jerome Williams,PF,TOR,68,24.1,-1.05,3.00,1.95,4.76,9e20ebe5-a960-45c0-a5ae-73a104949c99,9.92
46,Othella Harrington,PF,NY,77,20.3,-1.85,3.79,1.94,4.55,fa4ed7b4-2252-41a5-886f-ad9534232d0f,9.71
47,Alonzo Mourning,C,MIA,75,32.7,-1.30,3.23,1.93,7.14,a32e66f6-300c-44d3-9755-c4a1891e4399,12.3
48,Bob Sura,PG,GS,78,22.8,2.00,-0.08,1.92,5.53,9ba0daa6-0d1b-4153-be48-1bd29ae14289,10.690000000000001
49,Shawn Marion,SG,PHX,81,38.4,0.56,1.32,1.88,9.33,980bde42-31de-40aa-87d9-61cdfe340132,14.49
50,Derek Fisher,PG,LAL,70,28.2,1.87,0.01,1.87,6.08,c076eff2-f72f-4639-bc10-6332183d5f2a,11.24
51,Brent Barry,SG,SEA,81,37.5,2.75,-0.91,1.84,8.92,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,14.08
52,Elton Brand,PF,LAC,80,37.8,1.99,-0.16,1.83,8.98,992a6106-25bb-4542-a824-1ab30a90ff3a,14.14
53,Kedrick Brown,SG,BOS,29,8.4,-0.54,2.36,1.82,0.71,98a15614-ab3e-40f9-8ca3-a1d1783e0684,5.87
54,Tony Delk,PG,PHX/BOS,63,23.0,2.00,-0.20,1.80,4.32,5002a175-a18d-4000-a34f-611921f3f8be,9.48
55,Robert Horry,PF,LAL,81,26.4,0.17,1.62,1.79,6.47,93669feb-37a9-4d9c-a3e5-8ecb16893011,11.629999999999999
56,Brad Miller,C,CHI/IND,76,29.8,0.46,1.32,1.79,6.51,b90d3227-f99e-448a-9831-ab5b3c1ec0e5,11.67
57,Ryan Bowen,SF,DEN,75,22.5,-1.77,3.54,1.78,4.91,b0c32737-0075-4029-9456-d4709971b8d1,10.07
58,Scot Pollard,C,SAC,80,23.5,-0.63,2.32,1.69,5.48,06a1fe8c-da22-472a-a9e6-a10db81a51cd,10.64
59,Joe Smith,PF,MIN,72,26.7,-0.48,2.14,1.66,5.37,f7dcee6c-783e-4e7c-b065-6f6e5f9adb69,10.530000000000001
60,Brendan Haywood,C,WSH,62,20.4,-2.66,4.30,1.65,3.37,f07acb84-9579-4176-ad13-c9e9c8dd8490,8.530000000000001
61,Austin Croshere,PF,IND,76,16.9,0.50,1.13,1.64,3.64,ae83a672-c6be-4244-ba60-d87e113250b9,8.8
62,Fred Hoiberg,SG,CHI,79,17.8,-0.69,2.26,1.57,3.76,3bc3be86-6a2c-4e3b-ad47-db7ddc5ca82d,8.92
63,Donnell Harvey,PF,DAL/DEN,47,17.9,-1.16,2.70,1.54,2.31,e35d7b7d-9cbf-40cd-a655-29242a1b9e7d,7.470000000000001
64,Raef LaFrentz,C,DEN/DAL,78,31.5,0.97,0.57,1.54,6.75,4edcf6cd-8e7b-4fa0-9042-85aced40fdab,11.91
65,Hidayet Turkoglu,SF,SAC,80,24.6,1.19,0.29,1.48,5.62,,10.780000000000001
66,Bo Outlaw,PF,ORL/PHX,83,23.2,-2.70,4.07,1.36,4.98,847a478d-8ace-4c5d-9963-9b38c35392bc,10.14
67,Randy Livingston,PG,SEA,13,13.5,-0.72,2.00,1.28,0.42,95473557-84a2-4ac0-be34-e2379cd3dd20,5.58
68,Ira Bowman,G,PHI,3,9.7,1.27,-0.02,1.26,0.07,98442606-0374-4fc2-b26d-74eb7ea5cb65,5.23
69,Chris Whitney,PG,WSH,82,26.5,1.61,-0.37,1.25,5.40,6e85172a-17b1-4e8b-bfeb-f80fa89478bb,10.56
70,Scott Padgett,PF,UTAH,75,17.3,0.93,0.30,1.22,3.29,f2ec41c2-edb0-46f5-a1d4-49045db66bb0,8.45
71,Shane Battier,SF,MEM,78,39.7,-0.13,1.34,1.21,8.00,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,13.16
72,Steve Nash,PG,DAL,82,34.6,4.08,-2.87,1.21,7.51,34456aa0-a158-4716-8239-0dafe5d7b920,12.67
73,Shammond Williams,PG,SEA,50,12.1,0.97,0.23,1.19,1.42,adf71c72-f3ff-481a-a2d7-ea8c1fafa2ee,6.58
74,Tyrone Nesby,F,WSH,70,21.4,-1.18,2.36,1.18,3.65,bd4c4a60-ce48-4222-86fd-03e2947a9d2a,8.81
75,Shareef Abdur-Rahim,PF,ATL,77,38.7,0.12,1.04,1.16,7.56,fe3dd58a-1354-44f3-8d09-e6c39cb1cca5,12.719999999999999
76,Rafer Alston,PG,MIL,50,12.0,0.79,0.29,1.09,1.37,ee905b13-ef4f-4bb4-9dd7-a8bf290c289a,6.53
77,Tyronn Lue,PG,WSH,71,20.5,0.23,0.84,1.07,3.47,341b16d5-f830-4f02-ab9d-8947313bafcc,8.63
78,Tim Thomas,PF,MIL,74,26.9,0.22,0.85,1.07,4.79,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85,9.95
79,Jalen Rose,SG,IND/CHI,83,38.0,1.59,-0.53,1.06,7.89,d53d133e-836d-4a3a-9bc7-6a715ea850f7,13.05
80,Jason Terry,G,ATL,78,38.0,3.33,-2.29,1.04,7.38,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb,12.54
82,Pau Gasol,PF,MEM,82,36.7,0.40,0.61,1.01,7.35,d0e5dfb2-54b8-4447-9abf-8d1e4d777fe1,12.51
83,Doug Christie,SG,SAC,81,34.5,1.39,-0.39,1.00,7.03,98192981-14b8-4c10-ad93-5144b65a3df4,12.190000000000001
84,Kenyon Martin,PF,NJ,73,34.3,-0.48,1.47,0.99,6.11,ce9c2320-705d-4df5-9f4f-dd335fdd24fa,11.27
85,AJ Guyton,G,CHI,45,13.5,1.54,-0.56,0.99,1.38,,6.54
86,Aaron McKie,SG,PHI,48,30.6,0.23,0.69,0.92,3.51,492d581c-0609-457a-a650-fd0929e9efee,8.67
87,PJ Brown,PF,CHA,80,32.0,-1.55,2.45,0.89,5.89,,11.05
88,Nick Van Exel,PG,DEN/DAL,72,34.7,3.12,-2.25,0.87,5.80,c661c225-c552-4ab7-90b9-110973575f08,10.96
89,Keith Van Horn,PF,NJ,81,30.4,1.36,-0.51,0.85,5.77,cd16449f-11ef-45f3-b6ae-e21c996ab006,10.93
90,Jerry Stackhouse,SF,DET,76,35.3,2.02,-1.18,0.84,6.23,cad4bcad-272d-4165-aa5f-cd084acdca21,11.39
91,Damon Stoudamire,PG,POR,75,37.3,1.11,-0.28,0.83,6.35,65af4a1d-57ae-4291-8d73-4181ad67d20a,11.51
92,Lamar Odom,PF,LAC,29,34.4,0.16,0.67,0.82,2.32,0bf56478-de26-403e-b839-60c328fa925a,7.48
93,Carlos Rogers,F,IND,22,7.6,0.65,0.16,0.81,0.34,3f35dc45-b811-4446-a8eb-c0378cd49a14,5.5
94,Jamal Mashburn,SF,CHA,40,40.0,0.55,0.26,0.81,3.54,6f5071db-5846-4675-9437-9119f9e7f926,8.7
95,John Crotty,G,UTAH,41,19.6,1.22,-0.47,0.75,1.76,136cd263-ba67-449d-ab12-5401d727c24e,6.92
96,Bryce Drew,PG,CHA,61,12.7,-0.18,0.92,0.73,1.62,5313c6d0-69f2-4cdb-915f-d07a5f8bda43,6.78
97,Aaron Williams,C,NJ,82,18.9,-0.90,1.64,0.73,3.37,f01bd8ac-7c4a-48e8-8480-b319dbe8bacd,8.530000000000001
98,Jermaine O'Neal,C,IND,72,37.6,-0.44,1.17,0.73,6.18,45cea8b4-0319-4aac-9f62-1dc0f13900e9,11.34
99,Shawn Bradley,C,DAL,53,14.3,-2.58,3.30,0.72,1.63,4fd85cd0-21f4-4af3-81f0-ef44ab854177,6.79
100,Toni Kukoc,SF,ATL,59,25.3,1.62,-0.92,0.70,3.33,f5360117-1330-451d-9734-11b1c8d278ab,8.49
101,Morris Peterson,SG,TOR,63,31.6,1.68,-1.00,0.68,4.31,fefb2816-ff8c-41ac-bf5f-e626d7a316dd,9.469999999999999
102,Chris Mills,SF,GS,66,18.7,-0.02,0.68,0.67,2.68,ffc290c9-39b2-41fc-b40f-79b055090e01,7.84
103,Stanislav Medvedenko,PF,LAL,71,10.3,0.55,0.11,0.66,1.56,,6.720000000000001
104,Etan Thomas,C,WSH,47,13.1,-1.23,1.90,0.66,1.32,ab74915b-d2c6-40d9-ad99-61f992b3b706,6.48
105,Brevin Knight,PG,MEM,53,21.7,-0.24,0.85,0.61,2.46,7a60d7cd-1ff7-4876-8b59-dee90d519afa,7.62
106,Kerry Kittles,SG,NJ,82,31.7,0.93,-0.34,0.60,5.66,25caec9e-0456-493f-8dce-c47ad86faa44,10.82
107,Darrell Armstrong,PG,ORL,82,33.3,2.82,-2.27,0.55,6.02,,11.18
108,Kenny Anderson,PG,BOS,76,32.0,-0.47,1.01,0.54,5.15,a8644ea2-3e28-4207-98be-fda50363c248,10.31
109,Ruben Patterson,PF,POR,75,23.5,0.85,-0.31,0.54,3.62,81a8cf51-f42b-40b4-9815-863e75a86f32,8.780000000000001
110,Rod Strickland,PG,MIA,76,30.2,-0.36,0.90,0.54,4.62,b74538bf-c5c2-4243-8598-66de6bdd3277,9.780000000000001
111,Lamond Murray,SF,CLE,71,32.6,0.63,-0.10,0.53,4.75,eb7beeac-98f0-46e7-ba3b-a86e7e9bd29d,9.91
112,Michael Jordan,G,WSH,60,34.9,2.16,-1.63,0.52,4.23,6cbad2dc-2d47-4b93-b998-97f104cef79c,9.39
113,Richard Jefferson,F,NJ,79,24.3,-1.14,1.64,0.50,3.93,ae0878bd-1bac-4208-9e7f-77d7fd358a1f,9.09
114,Trajan Langdon,SG,CLE,44,10.8,1.55,-1.08,0.47,1.01,0a7d0436-ca50-4b67-b762-82bc67029072,6.17
115,Jon Barry,SG,DET,82,24.2,1.10,-0.64,0.46,4.08,7c58917c-b227-40f1-8c47-f9b4ae4e064a,9.24
116,Wally Szczerbiak,SG,MIN,82,38.0,1.00,-0.58,0.42,6.26,baa92d68-b6f6-4351-9d24-ccb6b6cf4d9f,11.42
117,Eddie Griffin,PF,HOU,73,26.0,-0.49,0.88,0.40,3.71,64c40f3f-1db4-408c-b691-dfd306cdf7f7,8.870000000000001
118,Isaiah Rider,G,DEN,10,17.3,0.75,-0.36,0.39,0.34,6880c19d-624f-4231-ab15-8d291dd23d8e,5.5
119,James Posey,SF,DEN,73,30.7,-0.89,1.28,0.38,4.41,b973fe43-5197-4d1c-ae9d-8a69d3f0eb11,9.57
120,Lavor Postell,G,NY,23,7.8,0.50,-0.13,0.37,0.34,c1bd29e4-b860-49cf-9ea6-3cfd0574ef45,5.5
121,Stephon Marbury,PG,PHX,82,38.9,3.09,-2.75,0.33,6.31,49401b77-f61b-4893-84a9-9fcb6c460515,11.469999999999999
123,Jeff Foster,PF,IND,82,21.8,-1.90,2.23,0.33,3.50,bc15d9b1-6e6c-4cae-9d6a-56877871da48,8.66
124,Pat Garrity,PF,ORL,80,30.1,1.37,-1.06,0.32,4.83,e0c84a9e-cac8-4c94-9a44-f77bd3e15c84,9.99
125,Eric Williams,PF,BOS,74,23.6,-2.23,2.54,0.32,3.48,20616e0d-ed38-4118-9459-4bd2d79e8bad,8.64
126,Bonzi Wells,SG,POR,74,31.7,1.07,-0.77,0.29,4.54,794b91a7-20a9-43df-a579-89ad70cd1e45,9.7
127,Gilbert Arenas,PG,GS,47,24.6,2.14,-1.86,0.28,2.37,0a21b475-e840-4031-9c72-7b32c63c3721,7.53
