,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Alonzo Mourning,C,MIA,46,38.1,1.01,5.87,6.87,11.11,a32e66f6-300c-44d3-9755-c4a1891e4399,13.36
1,Shaquille O'Neal,C,LAL,49,34.8,6.52,-0.01,6.52,11.41,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,13.66
2,David Robinson,C,SA,49,31.7,2.04,3.23,5.27,8.75,c669dde1-a016-4cf3-a1af-9b7b0a045415,11.0
3,Gary Payton,PG,SEA,50,40.2,5.16,-0.47,4.69,10.57,901e08ca-0383-4677-9716-e0d94aaf1fdc,12.82
4,Tim Duncan,C,SA,50,39.3,1.49,2.89,4.38,9.94,12b9fb27-2178-4f65-9099-9764b863e4df,12.19
5,John Stockton,G,UTAH,50,28.2,2.85,1.44,4.29,6.99,5f856e9e-3c4b-48b2-9d84-ae40b83961fa,9.24
6,Tim Hardaway,G,MIA,48,36.9,3.37,0.80,4.17,8.28,96e17ae1-a423-4d71-890b-525d2395dcc3,10.53
7,Rasheed Wallace,PF,POR,49,28.9,-0.02,3.99,3.97,6.82,59cc773b-c6d6-4242-ae3e-6795a5945ee2,9.07
8,Jason Kidd,PG,PHX,50,41.2,3.45,0.42,3.87,10.01,4f6cd300-77de-4617-918f-8ab84d906538,12.26
9,Allen Iverson,SG,PHI,48,41.5,3.83,0.00,3.83,9.65,bd09a88b-9e70-4aaa-8101-9fdaaa7ef878,11.9
10,Darrell Armstrong,PG,ORL,50,30.0,3.66,0.08,3.74,7.03,,9.280000000000001
11,Shawn Bradley,C,DAL,49,26.4,-0.68,4.30,3.63,5.72,4fd85cd0-21f4-4af3-81f0-ef44ab854177,7.97
12,Mookie Blaylock,G,ATL,48,36.7,0.96,2.32,3.28,7.34,cec2d617-bfcd-42bb-904f-d87cf5e681c7,9.59
13,Scot Pollard,C,ATL/SAC,16,16.2,1.06,2.21,3.28,1.17,06a1fe8c-da22-472a-a9e6-a10db81a51cd,3.42
14,Dikembe Mutombo,C,ATL,50,36.6,-1.31,4.47,3.16,7.45,8e555f1d-241c-4438-8bb0-ed81079037e9,9.7
15,Kevin Garnett,PF,MIN,47,37.9,1.98,1.17,3.15,7.70,8c4661f3-343f-4842-be7c-8b91d0f7409f,9.95
16,Greg Anthony,G,POR,50,16.1,1.52,1.50,3.02,3.30,c9961f2c-2cd0-42ee-80bb-9553fc139f92,5.55
17,Karl Malone,PF,UTAH,49,37.4,2.50,0.51,3.01,7.53,7d550d35-347b-42e8-bda4-31788e36b3a6,9.780000000000001
18,Vince Carter,G,TOR,50,35.2,1.49,1.47,2.96,7.16,96046c84-d179-44f1-976e-f81afa46108f,9.41
19,Toni Kukoc,SF,CHI,44,37.6,2.00,0.96,2.96,6.69,f5360117-1330-451d-9734-11b1c8d278ab,8.940000000000001
20,Eddie Jones,SG,LAL/CHA,50,37.6,1.63,1.29,2.91,7.83,6b241fe1-c80c-41a2-92ea-b47e81c2a631,10.08
21,Grant Long,F,ATL,50,27.6,-1.99,4.88,2.89,5.31,cb1f862c-806d-4a95-ad35-8b1182a4a195,7.56
22,Jon Barry,SG,SAC,43,17.1,2.38,0.39,2.77,3.23,7c58917c-b227-40f1-8c47-f9b4ae4e064a,5.48
23,Chris Whitney,PG,WSH,39,11.3,3.74,-0.99,2.75,1.78,6e85172a-17b1-4e8b-bfeb-f80fa89478bb,4.03
24,Charles Barkley,F,HOU,42,36.3,2.91,-0.17,2.74,5.92,506ca80a-4985-45a0-b755-af0d8aeb9843,8.17
25,Chris Morris,F,PHX,44,12.2,1.96,0.74,2.70,2.08,5d38a93e-415b-4388-bfbe-b8d91419e83a,4.33
26,Adonis Jordan,G,MIL,4,4.5,3.49,-0.80,2.69,0.07,b895b7cb-8103-4701-b4c8-f5da7e5de6fb,2.3200000000000003
27,Stephon Marbury,PG,MIN/NJ,49,38.7,4.62,-1.97,2.65,7.59,49401b77-f61b-4893-84a9-9fcb6c460515,9.84
28,Ben Wallace,PF,WSH,46,26.8,-0.18,2.80,2.63,4.86,59af6d1d-a322-41e8-9b64-220eecc0185a,7.11
29,Erick Strickland,PG,DAL,33,17.2,1.27,1.31,2.57,2.26,8c5c5bae-d67b-4946-899c-9daa3a781307,4.51
30,Bryon Russell,SF,UTAH,50,35.4,-0.42,2.95,2.53,6.58,8a599a92-32fa-48b8-88c5-40779bbca879,8.83
31,Walt Williams,F,POR,48,21.8,1.16,1.37,2.53,4.02,12444039-8819-4e46-9134-03ad3406bd4c,6.27
32,Hakeem Olajuwon,C,HOU,50,35.7,-0.20,2.71,2.51,6.71,a196eb76-71e0-47b0-99a6-c1e7c8d755d3,8.96
33,Mark Jackson,PG,IND,49,28.2,2.22,0.28,2.50,5.14,2adb3228-33c5-4769-a1d5-5b5da6bb737d,7.39
34,Jerome Williams,PF,DET,50,23.1,-0.06,2.55,2.49,4.22,9e20ebe5-a960-45c0-a5ae-73a104949c99,6.47
35,Nick Anderson,F,ORL,47,33.6,1.74,0.75,2.49,5.99,bb214207-755d-4c90-9f69-637609f05ee6,8.24
36,Clifford Robinson,PF,PHX,50,34.8,1.73,0.72,2.44,6.75,024864e9-58dc-47f9-9e64-4e7a4d84d464,9.0
37,Sam Mack,G,VAN/HOU,44,24.6,2.14,0.28,2.42,4.06,c412544c-f35e-4218-ac3f-471b2d96874e,6.31
38,Jaren Jackson Jr,G,SA,47,18.3,0.13,2.17,2.29,3.13,,5.38
39,Larry Johnson,F,NY,49,33.4,-0.26,2.48,2.22,5.76,d8b862bc-d388-4f95-bab2-d51913dffce3,8.01
41,Arvydas Sabonis,C,POR,50,27.0,0.76,1.46,2.22,4.81,156f499e-05c4-4f63-b5ea-ca7e35b0b520,7.06
42,Malik Rose,PF,SA,47,12.9,1.29,0.92,2.21,2.13,b21b3fd5-9881-4b62-bff1-4c185eba3f61,4.38
43,Steve Smith,SG,ATL,36,36.5,1.58,0.54,2.11,4.55,0ecd82f9-eb94-4739-8623-7f23355c740f,6.8
44,Terry Cummings,F,GS,50,20.2,-0.11,2.19,2.08,3.66,7476bfee-7c7e-490c-89af-56e322a8df0a,5.91
45,Anfernee Hardaway,SF,ORL,50,38.9,0.88,1.18,2.07,6.86,16eee61d-7636-4b5a-972e-b8aeb9b5d54b,9.11
46,Joe Dumars,G,DET,38,29.4,2.27,-0.22,2.05,3.83,52562e9d-0b45-428b-b1b7-4549570e8c76,6.08
47,Ray Allen,SG,MIL,50,34.4,2.50,-0.48,2.02,5.95,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,8.2
48,Sam Cassell,PG,NJ/MIL,8,24.9,3.13,-1.12,2.01,0.74,25693f41-b7e7-4c94-ae69-db2e7017f40b,2.99
49,Glenn Robinson,SF,MIL,47,33.6,1.14,0.82,1.96,5.29,f0396674-9f8c-448d-a707-0cf9940a29c9,7.54
50,Shawn Kemp,C,CLE,42,35.1,1.61,0.34,1.95,5.04,ec838592-3c4e-4e25-bfa0-295f026db2ec,7.29
51,John Starks,G,GS,50,33.7,1.92,0.03,1.95,5.90,11685273-76a7-4c81-ab0e-0e34a1100a02,8.15
52,Grant Hill,SF,DET,50,37.0,2.45,-0.59,1.87,6.24,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d,8.49
53,Rod Strickland,PG,WSH,44,37.1,3.02,-1.17,1.85,5.74,b74538bf-c5c2-4243-8598-66de6bdd3277,7.99
54,Derek Anderson,SG,CLE,38,25.7,0.13,1.62,1.75,3.12,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,5.37
55,Brad Miller,C,CHA,38,12.3,2.06,-0.37,1.70,1.51,b90d3227-f99e-448a-9831-ab5b3c1ec0e5,3.76
56,Jelani McCoy,PF,SEA,26,12.7,2.25,-0.62,1.62,1.07,9b5565ef-c271-45b7-933e-fc4e373129df,3.3200000000000003
57,Antawn Jamison,PF,GS,47,22.5,-0.07,1.69,1.62,3.42,723063d2-7943-425a-b594-87715e7cb912,5.67
58,Dell Curry,G,MIL,42,20.6,2.35,-0.77,1.59,2.65,68ff8943-d218-4539-8d43-74acf22d65d1,4.9
59,John Thomas,C,TOR,39,15.2,0.09,1.48,1.57,1.81,c729a5cc-3f2f-483e-995e-bd6a0c438f2c,4.0600000000000005
60,Joe Smith,PF,MIN,43,33.0,0.13,1.45,1.57,4.59,f7dcee6c-783e-4e7c-b065-6f6e5f9adb69,6.84
61,Chris Webber,C,SAC,42,40.9,1.66,-0.16,1.51,5.96,385a081e-69b9-4320-af78-f783a50e5e10,8.21
62,Ron Harper,F,CHI,35,31.6,-0.41,1.90,1.49,3.36,d3d39f73-8478-45bf-8684-556942385b82,5.609999999999999
63,Predrag Stojakovic,SF,SAC,48,21.4,1.44,0.03,1.46,3.40,,5.65
64,Vlade Divac,C,SAC,50,35.2,1.46,-0.01,1.45,5.98,3740f3aa-439c-4cbf-983d-6ea3283bfcfd,8.23
65,Jeff Hornacek,G,UTAH,48,29.9,1.01,0.43,1.43,4.39,947b97b4-0083-4ed2-8f6e-0ed68b255a9a,6.64
66,Damon Jones,PG,NJ/BOS,24,14.3,1.06,0.33,1.39,1.11,4f39fd49-af13-4c1a-b3cb-09a7153f9b38,3.3600000000000003
67,Larry Hughes,SG,PHI,50,19.8,1.36,0.03,1.39,3.11,cf96c6d7-ffa3-4052-a021-917f06944732,5.359999999999999
68,Tony Battie,C,BOS,50,22.4,-0.35,1.69,1.35,3.59,b867608b-3f21-40b3-83dd-349f974f7990,5.84
69,Tyrone Nesby,F,LAC,50,25.8,1.00,0.35,1.35,3.97,bd4c4a60-ce48-4222-86fd-03e2947a9d2a,6.220000000000001
70,Reggie Miller,SG,IND,50,35.7,2.70,-1.36,1.34,5.47,15a02eb5-28f3-4168-ae9d-d30ed736e98e,7.72
71,Detlef Schrempf,F,SEA,50,35.3,0.79,0.50,1.29,5.30,97eeab53-3c7c-43ed-a7fb-d3a98cc66c92,7.55
72,Terry Porter,G,MIA,50,27.3,0.32,0.92,1.23,3.85,458877e6-636d-4a9a-bcc8-c2629a92333b,6.1
73,Robert Traylor,PF,MIL,49,16.0,0.36,0.86,1.22,2.26,ff40cf4e-9c96-40da-8c17-43d5d59ab553,4.51
74,Hersey Hawkins,G,SEA,50,32.9,-0.02,1.23,1.21,4.87,10fb12d4-0deb-4d01-a77a-703193cdc512,7.12
75,Lindsey Hunter,SG,DET,49,35.8,-0.03,1.24,1.21,5.07,c6ad6e21-e204-4e63-a2c6-5a601bbbff48,7.32
76,Sam Perkins,C,IND,48,16.4,-0.65,1.81,1.16,2.15,9b20199a-21ae-47ad-b9ed-5cc9b08354f3,4.4
77,Jud Buechler,G,DET,50,21.1,-0.53,1.68,1.15,3.08,5cc0522a-92c2-4b12-a9ff-963e2840c135,5.33
78,Matt Geiger,C,PHI,50,30.8,-0.28,1.42,1.15,4.50,fba26ae0-efa6-4b02-9eaf-3ab8756e54e6,6.75
79,Raef LaFrentz,C,DEN,12,32.3,1.81,-0.70,1.12,1.20,4edcf6cd-8e7b-4fa0-9042-85aced40fdab,3.45
80,Stacey Augmon,SF,POR,48,18.2,-2.16,3.27,1.11,2.44,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0,4.6899999999999995
82,Randy Livingston,PG,PHX,1,22.0,1.52,-0.43,1.08,0.07,95473557-84a2-4ac0-be34-e2379cd3dd20,2.3200000000000003
83,Derek Fisher,PG,LAL,50,22.6,-0.30,1.37,1.07,3.30,c076eff2-f72f-4639-bc10-6332183d5f2a,5.55
84,Rik Smits,C,IND,49,25.9,0.86,0.18,1.04,3.55,19672fc7-6c78-4dd3-a721-7a56d1e4248d,5.8
85,Antonio McDyess,PF,DEN,50,38.7,0.82,0.22,1.04,5.61,7e12e271-e4f2-4ba2-ba1a-ed12410db263,7.86
86,Zydrunas Ilgauskas,C,CLE,5,34.2,0.61,0.42,1.03,0.48,de4d2b63-1ed2-4e1a-8669-c886bb1cdcf0,2.73
87,Terrell Brandon,PG,MIL/MIN,36,33.8,2.40,-1.38,1.02,3.52,823fab52-6900-49dc-84a3-9402c2c86964,5.77
88,Brian Grant,PF,POR,48,31.8,-0.32,1.28,0.96,4.21,cb60c459-9cd0-48ce-a876-10795693f3d0,6.46
89,Patrick Ewing,C,NY,38,34.2,-1.04,1.99,0.95,3.60,b37ba7aa-8c68-4dff-b6c6-94051e3fca06,5.85
90,Kelvin Cato,C,POR,43,12.7,-1.74,2.68,0.94,1.53,909ae863-05ac-4c22-b009-9caeda539a53,3.7800000000000002
91,Mario Elie,NA,,--,--,0.50,0.43,0.93,3.60,9a34fe53-7775-4472-9659-9d49bf9ef336,5.85
92,Chris Mullin,F,IND,50,23.6,1.41,-0.48,0.93,3.14,a9a609d3-1742-4cce-b26b-f887a1706f7b,5.390000000000001
93,Brevin Knight,PG,CLE,39,30.4,-0.09,1.01,0.92,3.32,7a60d7cd-1ff7-4876-8b59-dee90d519afa,5.57
94,Chris Mills,SF,GS,47,29.7,-0.56,1.48,0.92,3.90,ffc290c9-39b2-41fc-b40f-79b055090e01,6.15
95,David Wesley,SG,CHA,50,37.0,1.31,-0.42,0.89,5.14,e4130f45-2741-442e-8312-5f935d607c5f,7.39
96,Tracy McGrady,SG,TOR,49,22.6,1.59,-0.70,0.89,3.05,50fe8196-017f-4587-90e5-12e32a204930,5.3
97,Elden Campbell,C,LAL/CHA,49,29.8,-0.03,0.91,0.88,4.00,b2c688d6-6b67-46d0-ab35-32d0fda30e13,6.25
98,Korleone Young,F,DET,3,5.0,1.37,-0.49,0.88,0.04,18289c39-c2a6-4f1c-aba8-7ec70d48ed9f,2.29
99,Rick Fox,SF,LAL,44,21.5,1.50,-0.67,0.83,2.60,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,4.85
100,Doug Christie,SG,TOR,50,35.4,0.27,0.55,0.82,4.77,98192981-14b8-4c10-ad93-5144b65a3df4,7.02
101,Andrae Patterson,F,MIN,35,8.1,-0.23,0.99,0.76,0.74,89c7e197-6fab-48f8-bd69-c30bf40ac8a6,2.99
102,Dana Barros,PG,BOS,50,23.1,2.72,-1.97,0.75,3.29,d1acce80-d01a-443f-b39b-cc9e4819ba09,5.54
103,Dominique Wilkins,F,ORL,27,9.3,2.01,-1.28,0.73,0.64,8aa77c47-db52-424d-9451-38b4e43d028a,2.89
104,Scottie Pippen,SF,HOU,50,40.2,0.59,0.11,0.69,5.24,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3,7.49
105,Chuck Person,F,CHA,50,19.8,-0.27,0.96,0.69,2.53,dfb84abb-d10c-4787-815c-5bee1d7f758b,4.779999999999999
106,Gary Trent,PF,DAL,45,30.3,2.04,-1.35,0.69,3.57,d2b81eb0-1c4e-4992-93a6-63c0f07d1d2a,5.82
107,Lucious Harris,SG,NJ,36,16.7,0.02,0.66,0.69,1.55,33ac255e-e749-4e24-bb16-d02b1f8546db,3.8
108,Robert Horry,PF,LAL,38,19.6,-0.96,1.60,0.65,2.00,93669feb-37a9-4d9c-a3e5-8ecb16893011,4.25
109,Brian Evans,F,NJ/MIN,16,9.1,-0.82,1.45,0.63,0.37,2c5a70c3-e8f4-4bfb-ac80-b0f04e09d744,2.62
110,Danny Ferry,F,CLE,50,21.2,-0.82,1.44,0.62,2.56,4d2819b0-30c9-40f3-af49-4b950b0fad78,4.8100000000000005
111,Wesley Person,SF,CLE,45,29.8,1.03,-0.47,0.56,3.34,ef40a902-ea86-4002-b272-16951b470e54,5.59
112,Don Reid,F,DET,47,19.9,-0.99,1.55,0.56,2.26,f5bba885-691b-4e26-8d88-f052fb6e6fce,4.51
113,Cory Alexander,PG,DEN,36,21.6,0.02,0.52,0.54,1.97,aec90717-ab44-4cfe-afb6-0feb8b6f9362,4.22
114,Sam Jacobson,G,LAL,2,6.0,1.11,-0.58,0.53,0.03,6179d65a-eb2d-4fff-9e5b-cd64e86d1bde,2.2800000000000002
115,Marcus Camby,C,NY,46,20.5,-0.32,0.84,0.52,2.28,daabe87b-5399-40dc-9a97-5c08300da5a5,4.529999999999999
116,Antonio Daniels,PG,SA,47,13.1,0.31,0.20,0.51,1.48,3a923594-ba80-45fa-9bf3-d76f56fb16a0,3.73
117,Eric Riley,C,BOS,35,9.6,-2.15,2.64,0.49,0.81,f7a5834b-16e9-4712-b6b0-8e46e3fa7c38,3.06
118,Michael Finley,SG,DAL,50,41.0,2.03,-1.56,0.47,5.11,73c724d7-8b98-491b-acc0-1fd6eeea2414,7.36
119,Donyell Marshall,PF,GS,48,26.0,0.16,0.29,0.45,3.15,5380b666-aaf2-4ff7-b306-f6ac3465a886,5.4
120,Bonzi Wells,SG,POR,7,5.0,1.60,-1.16,0.44,0.09,794b91a7-20a9-43df-a579-89ad70cd1e45,2.34
121,Andrew Gaze,F,SA,19,3.1,0.87,-0.51,0.36,0.12,9b3a8b83-ba80-46eb-8054-9ac3155b0ca6,2.37
123,Andrew Gaze,F,SA,19,3.1,0.87,-0.51,0.36,0.12,9b3a8b83-ba80-46eb-8054-9ac3155b0ca6,2.37
124,Paul Pierce,SF,BOS,48,34.0,2.66,-2.34,0.32,4.20,ead63c29-2988-478d-b595-6060f10983e0,6.45
125,Chris Dudley,C,NY,46,14.9,-3.21,3.50,0.30,1.49,10207f22-6a09-46de-9e54-a6e20300ec6a,3.74
126,Charlie Ward,PG,NY,50,31.1,-1.11,1.39,0.29,3.60,75da2c59-d6f0-4526-ad3b-5b1478e167bb,5.85
127,Bobby Phills,F,CHA,43,36.6,0.90,-0.63,0.27,3.74,d469a9f0-ccd7-44dc-87d1-366db7ec215f,5.99
128,Glen Rice,SF,LAL,27,36.5,1.76,-1.51,0.25,2.42,fab5958e-5a64-48fb-b2ae-3e29575fd790,4.67
129,Michael Smith,F,VAN,48,22.9,-1.09,1.31,0.22,2.48,91510177-eba8-4f42-8328-30266e83c8ba,4.73
130,Mitchell Butler,SG,CLE,31,13.5,-0.69,0.91,0.22,0.88,10656c23-5d8d-45a5-bdb6-887f2b7b60de,3.13
131,Ervin Johnson,C,MIL,50,20.5,-1.40,1.60,0.20,2.27,76cbd006-580e-4262-9b4c-fad67aae888b,4.52
132,Dan Majerle,G,MIA,48,33.8,-0.35,0.55,0.19,3.57,5132f353-70d8-47fe-a753-42e26ab27294,5.82
133,Dennis Scott,F,NY/MIN,36,20.5,-0.28,0.47,0.19,1.68,3d0730d9-64e4-470d-82c1-0dffd8105932,3.9299999999999997
134,Kobe Bryant,SF,LAL,50,37.9,1.40,-1.21,0.19,4.51,825ab381-2ad5-4685-98b9-93b318bd37da,6.76
135,Dejuan Wheat,G,VAN,46,12.8,0.19,-0.02,0.17,1.26,,3.51
136,Tony Delk,PG,GS,36,17.5,0.73,-0.60,0.13,1.42,5002a175-a18d-4000-a34f-611921f3f8be,3.67
137,Popeye Jones,PF,BOS,18,11.4,0.16,-0.03,0.13,0.47,6d14ada1-de54-4766-8dfd-306372cdc460,2.7199999999999998
138,Bobby Jackson,PG,MIN,50,18.8,-0.07,0.19,0.12,2.08,649f1b35-874d-47c0-93fa-abfbc73fb520,4.33
139,Scott Burrell,G,NJ,32,22.1,-0.65,0.74,0.09,1.66,d59bee5e-7d0b-40f3-86e4-861692cd6840,3.91
140,Danny Fortson,C,DEN,50,28.3,0.86,-0.78,0.08,3.18,e463ac7a-f596-4237-b6f1-4e3779539705,5.43
141,Jim Jackson,SF,POR,49,24.0,-0.18,0.23,0.05,2.64,9c03bb87-7a3d-4f9a-9ad8-b455d8782fa4,4.890000000000001
142,Tyrone Corbin,F,ATL,47,22.7,-0.84,0.86,0.02,2.26,2333fb56-5711-47c8-88ac-873809c87028,4.51
143,Theo Ratliff,C,PHI,50,32.5,-1.55,1.56,0.00,3.56,b695b1a8-a19c-487c-976a-541c4df63547,5.8100000000000005
