,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Tim Duncan,C,SA,80,34.1,2.33,4.90,7.23,18.30,12b9fb27-2178-4f65-9099-9764b863e4df,21.32
1,LeBron James,SF,CLE,78,40.9,4.17,2.78,6.95,21.53,bedcfe40-c385-484d-85bc-e13eb14254ca,24.55
2,Kevin Garnett,PF,MIN,76,39.4,1.04,5.10,6.14,18.22,8c4661f3-343f-4842-be7c-8b91d0f7409f,21.24
3,Manu Ginobili,G,SA,75,27.5,3.77,1.79,5.56,11.87,d4a0b468-3ec5-4ecb-b94e-f1565f1af651,14.889999999999999
4,Baron Davis,PG,GS,63,35.3,4.56,0.48,5.03,12.99,526e351a-8d16-41df-9162-83221df6ec56,16.009999999999998
5,Tracy McGrady,SG,HOU,71,35.8,4.72,0.13,4.85,13.51,50fe8196-017f-4587-90e5-12e32a204930,16.53
6,Kobe Bryant,SF,LAL,77,40.8,4.87,-0.03,4.84,17.25,825ab381-2ad5-4685-98b9-93b318bd37da,20.27
7,Shaquille O'Neal,C,MIA,40,28.4,2.28,1.89,4.16,5.18,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,8.2
8,Dirk Nowitzki,F,DAL,78,36.2,3.49,0.53,4.02,13.14,41454901-7576-4ff8-89a6-6763f727d2d8,16.16
9,Gilbert Arenas,PG,WSH,74,39.8,6.29,-2.36,3.93,14.74,0a21b475-e840-4031-9c72-7b32c63c3721,17.76
10,Zydrunas Ilgauskas,C,CLE,78,27.3,-0.65,4.56,3.91,9.65,de4d2b63-1ed2-4e1a-8669-c886bb1cdcf0,12.67
11,Metta World Peace,SF,SAC,70,37.7,1.47,2.13,3.60,12.21,670a19ff-960f-4b66-89c5-c438ef9dcd19,15.23
12,Vince Carter,G,NJ,82,38.1,4.02,-0.47,3.55,14.23,96046c84-d179-44f1-976e-f81afa46108f,17.25
13,Antonio McDyess,PF,DET,82,21.1,-0.62,4.14,3.52,7.25,7e12e271-e4f2-4ba2-ba1a-ed12410db263,10.27
14,Rashard Lewis,PF,SEA,60,39.1,3.01,0.48,3.49,10.50,73d9d740-ca6f-4303-88bd-ec4c0c081054,13.52
15,Dwight Howard,C,ORL,82,36.9,0.56,2.92,3.47,13.16,b89c8f21-0a6f-4c76-b5e8-b5775c73583b,16.18
16,Dwyane Wade,G,MIA,51,37.9,4.17,-0.75,3.42,8.57,911c5842-c4ce-4684-a479-31e7220e6277,11.59
17,Renaldo Balkman,SF,NY,68,15.6,-0.64,4.02,3.38,4.69,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68,7.710000000000001
18,Chuck Hayes,PF,HOU,78,22.0,-1.38,4.64,3.25,7.23,badd0170-6da9-40ab-b90d-30b8c1401f73,10.25
19,Steve Nash,PG,PHX,76,35.3,5.86,-2.70,3.16,11.88,34456aa0-a158-4716-8239-0dafe5d7b920,14.9
20,Tim Thomas,PF,LAC,76,27.0,1.23,1.93,3.16,8.65,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85,11.67
21,Shawn Marion,SG,PHX,80,37.6,2.28,0.70,2.98,12.91,980bde42-31de-40aa-87d9-61cdfe340132,15.93
22,Donyell Marshall,PF,CLE,81,16.8,2.04,0.93,2.98,5.73,5380b666-aaf2-4ff7-b306-f6ac3465a886,8.75
23,Jason Terry,G,DAL,81,35.1,2.27,0.60,2.87,11.12,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb,14.139999999999999
24,Chauncey Billups,PG,DET,70,36.2,2.61,0.17,2.79,9.53,7a09dda4-5980-4115-b1c8-bde37d6b4d12,12.549999999999999
25,Jermaine O'Neal,C,IND,69,35.6,-1.24,4.02,2.78,9.75,45cea8b4-0319-4aac-9f62-1dc0f13900e9,12.77
26,Elton Brand,PF,LAC,80,38.5,1.02,1.67,2.69,11.97,992a6106-25bb-4542-a824-1ab30a90ff3a,14.99
27,Michael Redd,SG,MIL,53,38.4,4.10,-1.49,2.61,7.99,944701e5-4c7b-47c5-a3a2-bb640007372c,11.01
28,Ray Allen,SG,SEA,55,40.3,4.32,-1.80,2.52,8.55,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,11.57
29,JR Smith,G,DEN,63,23.3,4.11,-1.60,2.51,5.88,8e853379-163d-463c-8827-d80647c8dd79,8.9
30,Jason Kidd,PG,NJ,80,36.7,2.68,-0.17,2.51,11.38,4f6cd300-77de-4617-918f-8ab84d906538,14.4
31,Emeka Okafor,C,CHA,67,34.8,-0.39,2.88,2.49,8.84,c5d5c0d2-51be-4f69-b9bf-8955dd93520e,11.86
32,Yao Ming,C,HOU,48,33.8,1.72,0.65,2.37,6.05,3c78ce92-1413-4da4-8dc9-24464fa4ad19,9.07
33,Samuel Dalembert,C,PHI,82,30.9,-0.97,3.33,2.37,9.33,6712c841-c113-4333-9925-98f952093c43,12.35
34,Luol Deng,F,CHI,82,37.5,0.24,2.07,2.31,11.55,8fc3eccc-a295-4ff3-84aa-59e2f2695930,14.57
35,Carlos Boozer,PF,UTAH,74,34.6,2.01,0.25,2.26,9.36,ff148c20-a1b1-444c-9f51-c2f202a6a397,12.379999999999999
36,Josh Howard,SF,DAL,70,35.1,1.59,0.66,2.25,8.65,4f226b91-2fcf-453e-a6a9-0c9428bab7aa,11.67
37,Jason Richardson,SG,GS,51,32.8,2.93,-0.71,2.22,6.52,2ae10e27-713f-4024-85f2-8250bda16e3c,9.54
38,Brian Cook,PF,LAL,65,15.7,1.01,1.17,2.19,3.59,e6a5c010-7607-44bf-81f9-3c5b80e9a264,6.609999999999999
39,Darrell Armstrong,PG,IND,81,15.7,1.56,0.56,2.13,4.62,,7.640000000000001
41,Richard Hamilton,SG,DET,75,36.8,0.45,1.64,2.09,9.13,972e9473-2c64-43bd-b2a7-94dd8236c4f3,12.15
42,Rafer Alston,PG,HOU,82,37.1,0.35,1.74,2.08,10.53,ee905b13-ef4f-4bb4-9dd7-a8bf290c289a,13.549999999999999
43,Kirk Hinrich,SG,CHI,80,35.5,1.57,0.51,2.08,10.23,33d38c3e-61a9-4e6a-b57c-cf6ef04f09e4,13.25
44,Nate Robinson,PG,NY,64,21.2,1.80,0.24,2.04,4.78,ad748b99-6c60-4e38-b6f9-6d10f2684150,7.800000000000001
45,Devin Harris,G,DAL,80,26.0,-0.07,2.09,2.03,7.01,6fd4c498-dfe8-4089-a51e-a251dd3c7a86,10.03
46,Matt Harpring,SF,UTAH,77,25.5,-0.28,2.27,1.99,6.75,42a8ff40-ccfb-4a5b-a35e-18a813642d51,9.77
47,Paul Pierce,SF,BOS,47,37.0,4.02,-2.09,1.93,6.08,ead63c29-2988-478d-b595-6060f10983e0,9.1
48,Predrag Stojakovic,SF,NO,13,32.7,1.91,-0.04,1.87,1.42,,4.4399999999999995
49,Paul Millsap,PF,UTAH,82,18.0,-0.04,1.86,1.82,4.79,16209d46-a478-4126-8230-fb91cea66f19,7.8100000000000005
50,Leandro Barbosa,G,PHX,80,32.7,3.81,-1.99,1.82,9.11,d5e4a8c9-8695-429f-84c0-c83d674b4c39,12.129999999999999
51,Hidayet Turkoglu,SF,ORL,73,31.1,0.96,0.83,1.78,7.39,,10.41
52,Jason Williams,PG,MIA,61,30.6,1.32,0.46,1.78,5.99,07f1b897-9583-4190-8226-15ebce621d1a,9.01
53,Brian Cardinal,PF,MEM,28,11.2,1.52,0.25,1.77,1.07,08533fc6-e4a2-4e07-8785-e3987f094b8c,4.09
54,Rasheed Wallace,PF,DET,75,32.3,-0.90,2.64,1.75,7.45,59cc773b-c6d6-4242-ae3e-6795a5945ee2,10.47
55,Bostjan Nachbar,SF,NJ,76,20.2,0.52,1.21,1.73,5.06,d9f2557a-6767-46c9-9064-7ff514283f64,8.08
56,John Lucas,PG,HOU,47,8.1,0.66,1.07,1.73,1.17,,4.1899999999999995
57,Anthony Parker,SG,TOR,73,33.4,0.15,1.55,1.70,7.89,08ab7c57-50b6-48f2-97a4-9432fd6f22f1,10.91
58,Andris Biedrins,C,GS,82,29.0,0.19,1.50,1.69,8.23,97f05c43-e1a0-46ff-aff5-85174df33ba0,11.25
59,Ben Gordon,SG,CHI,82,33.0,2.65,-1.00,1.65,8.98,5179f6f2-6905-433a-9623-ba855f91c1f4,12.0
60,Joe Johnson,G,ATL,57,41.4,2.57,-0.97,1.60,7.38,813f81d6-73a3-46c4-8365-6991d1dd5a84,10.4
61,Dikembe Mutombo,C,HOU,75,17.2,-2.62,4.22,1.60,3.92,8e555f1d-241c-4438-8bb0-ed81079037e9,6.9399999999999995
62,Eddie Jones,SG,MEM/MIA,64,24.9,-0.41,2.00,1.59,4.95,6b241fe1-c80c-41a2-92ea-b47e81c2a631,7.970000000000001
63,Lamar Odom,PF,LAL,56,39.3,0.99,0.60,1.59,7.10,0bf56478-de26-403e-b839-60c328fa925a,10.12
64,Derek Anderson,SG,CHA,50,23.8,0.92,0.66,1.58,3.75,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,6.77
65,Chris Bosh,PF,TOR,69,38.5,1.21,0.36,1.57,8.32,ce7ae779-d64a-4736-86b2-4184fd5871fb,11.34
66,Antawn Jamison,PF,WSH,70,38.0,3.07,-1.54,1.53,8.66,723063d2-7943-425a-b594-87715e7cb912,11.68
67,Al Jefferson,C,BOS,69,33.6,-0.13,1.61,1.48,7.07,0efc7b08-70c4-4468-912a-6345b7971a14,10.09
68,Chris Paul,PG,NO,64,36.8,2.37,-0.91,1.46,7.11,40b1fb2d-fa62-4821-ad86-82eb61726f8c,10.13
69,Amir Johnson,F,DET,8,15.5,-0.37,1.81,1.44,0.37,49d36efa-34b1-4527-825b-0b8f65f20697,3.39
70,Anderson Varejao,C,CLE,81,23.9,-0.42,1.85,1.43,6.02,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b,9.04
71,Walter Herrmann,PF,CHA,48,19.5,1.25,0.14,1.39,2.86,,5.88
72,Trevor Ariza,SF,ORL,57,22.4,-0.68,2.06,1.38,3.77,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,6.79
73,Zaza Pachulia,C,ATL,72,28.1,-1.03,2.40,1.37,5.96,d4f03cd5-02e2-42f2-8b5b-6ae39c49917e,8.98
74,Shane Battier,SF,HOU,82,36.4,-1.58,2.93,1.35,8.88,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,11.9
75,Deron Williams,PG,UTAH,80,36.9,2.12,-0.79,1.34,8.85,57b01acc-6f51-43b8-8059-7117e6d0066f,11.87
76,Carlos Arroyo,PG,ORL,72,18.1,-0.28,1.61,1.33,3.74,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,6.76
77,Tyson Chandler,C,NO,73,34.6,-0.69,2.01,1.33,7.35,0c588c9f-a494-458c-977d-9bb060491882,10.37
78,Devin Brown,SG,NO,58,28.7,0.47,0.82,1.29,4.78,b1ba3ee5-e51a-4137-93fc-a89f384be97b,7.800000000000001
79,Gerald Wallace,SF,CHA,72,36.7,0.58,0.71,1.29,7.90,32ababf8-aaa7-4c8c-a836-e3bc6c38a6b0,10.92
80,Matt Bonner,C,SA,56,11.7,1.22,0.06,1.28,1.85,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,4.87
82,Zach Randolph,F,POR,68,35.7,1.10,0.18,1.28,6.93,a213f52e-0ad3-4d46-8911-ad35c7438b82,9.95
83,Robert Horry,PF,SA,68,16.5,-1.54,2.79,1.24,3.15,93669feb-37a9-4d9c-a3e5-8ecb16893011,6.17
84,Dan Dickau,PG,POR,50,8.9,0.92,0.32,1.24,1.28,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f,4.3
85,Radoslav Nesterovic,C,TOR,80,21.0,-2.17,3.37,1.19,4.72,,7.74
86,Jason Maxiell,PF,DET,67,14.1,-1.67,2.86,1.19,2.60,455a8b41-678c-4e5e-8c94-92c9d6e740e5,5.62
87,Kyle Lowry,PG,MEM,10,17.5,0.10,1.05,1.15,0.55,09855ef9-5497-4128-8dc1-db0500f2491e,3.5700000000000003
