,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
16,Shawn Bradley,C,DAL,82,24.4,-2.42,6.40,3.98,8.92,4fd85cd0-21f4-4af3-81f0-ef44ab854177,13.9
17,Ray Allen,SG,MIL,82,38.2,4.35,-0.53,3.82,14.18,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,19.16
18,Allen Iverson,SG,PHI,71,42.0,4.28,-0.66,3.61,13.35,bd09a88b-9e70-4aaa-8101-9fdaaa7ef878,18.33
19,Dikembe Mutombo,C,ATL/PHI,75,34.5,-2.44,5.97,3.54,10.86,8e555f1d-241c-4438-8bb0-ed81079037e9,15.84
20,Lindsey Hunter,SG,MIL,82,24.4,1.78,1.52,3.30,8.16,c6ad6e21-e204-4e63-a2c6-5a601bbbff48,13.14
21,Arvydas Sabonis,C,POR,61,21.3,-0.51,3.76,3.25,5.04,156f499e-05c4-4f63-b5ea-ca7e35b0b520,10.02
22,Andre Miller,PG,CLE,82,34.7,2.53,0.63,3.17,11.39,8d3f8f93-4d10-4a38-ac11-5f2a1c7b6fdf,16.37
23,Scot Pollard,C,SAC,77,21.5,-1.62,4.70,3.08,6.45,06a1fe8c-da22-472a-a9e6-a10db81a51cd,11.43
24,Karl Malone,PF,UTAH,81,35.7,2.77,0.30,3.07,11.29,7d550d35-347b-42e8-bda4-31788e36b3a6,16.27
25,Steve Francis,PG,HOU,80,39.9,3.24,-0.43,2.81,11.98,a5845013-8c2b-4fd7-89a8-d903e78c65e9,16.96
26,Darrell Armstrong,PG,ORL,75,36.9,3.44,-0.65,2.79,10.72,,15.700000000000001
27,Bryon Russell,SF,UTAH,78,31.7,-0.18,2.92,2.73,8.98,8a599a92-32fa-48b8-88c5-40779bbca879,13.96
28,Glen Rice,SF,NY,75,29.5,-0.32,2.98,2.67,7.68,fab5958e-5a64-48fb-b2ae-3e29575fd790,12.66
29,Stephon Marbury,PG,NJ,67,38.2,5.03,-2.44,2.59,9.41,49401b77-f61b-4893-84a9-9fcb6c460515,14.39
30,Lamar Odom,PF,LAC,76,37.3,1.29,1.21,2.50,9.80,0bf56478-de26-403e-b839-60c328fa925a,14.780000000000001
31,Matt Bullard,F,HOU,61,16.4,2.44,-0.02,2.42,3.37,3154c4f2-02b4-4e45-b006-309b7b40279d,8.35
32,Terry Porter,G,SA,80,21.0,0.82,1.59,2.41,5.68,458877e6-636d-4a9a-bcc8-c2629a92333b,10.66
33,Hakeem Olajuwon,C,HOU,58,26.6,-0.09,2.39,2.30,5.30,a196eb76-71e0-47b0-99a6-c1e7c8d755d3,10.28
34,Ben Wallace,PF,DET,80,34.5,-1.46,3.75,2.29,9.81,59af6d1d-a322-41e8-9b64-220eecc0185a,14.790000000000001
35,Donyell Marshall,PF,UTAH,81,28.7,1.96,0.25,2.21,7.79,5380b666-aaf2-4ff7-b306-f6ac3465a886,12.77
36,Jerry Stackhouse,SF,DET,80,40.2,4.23,-2.03,2.20,11.31,cad4bcad-272d-4165-aa5f-cd084acdca21,16.29
37,Danny Fortson,C,GS,6,33.8,2.67,-0.49,2.19,0.73,e463ac7a-f596-4237-b6f1-4e3779539705,5.71
38,Toni Kukoc,SF,PHI/ATL,65,24.6,2.50,-0.32,2.18,5.40,f5360117-1330-451d-9734-11b1c8d278ab,10.38
39,Danny Manning,F,UTAH,82,15.9,-0.83,2.99,2.16,4.11,c8507e27-c58b-4d76-8a83-1a6a7ce9c04d,9.09
41,Jermaine O'Neal,C,IND,81,32.6,-1.19,3.33,2.14,8.60,45cea8b4-0319-4aac-9f62-1dc0f13900e9,13.58
42,Bobby Jackson,PG,SAC,79,20.9,-1.21,3.32,2.10,5.34,649f1b35-874d-47c0-93fa-abfbc73fb520,10.32
43,Scott Williams,C,MIL,66,19.3,-1.00,3.02,2.02,4.08,3e79b5ca-eea7-4699-ac24-6ed33798fff5,9.06
44,Jason Kidd,PG,PHX,77,39.8,1.58,0.44,2.01,10.08,4f6cd300-77de-4617-918f-8ab84d906538,15.06
45,Terrell Brandon,PG,MIN,78,36.2,2.22,-0.23,2.00,9.13,823fab52-6900-49dc-84a3-9402c2c86964,14.110000000000001
46,Paul Pierce,SF,BOS,82,38.0,3.42,-1.48,1.94,10.35,ead63c29-2988-478d-b595-6060f10983e0,15.33
47,Antonio McDyess,PF,DEN,70,36.5,1.03,0.85,1.88,8.18,7e12e271-e4f2-4ba2-ba1a-ed12410db263,13.16
48,Michael Finley,SG,DAL,82,42.0,2.31,-0.45,1.86,11.02,73c724d7-8b98-491b-acc0-1fd6eeea2414,16.0
49,Derek Anderson,SG,SA,82,34.9,1.27,0.54,1.80,8.74,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,13.72
50,Eddie Jones,SG,MIA,63,36.2,0.33,1.48,1.80,6.76,6b241fe1-c80c-41a2-92ea-b47e81c2a631,11.74
51,Will Perdue,C,POR,13,4.5,0.76,1.02,1.78,0.16,fa1ad0af-f9c3-4612-89ca-30d319071a97,5.14
52,Damon Stoudamire,PG,POR,82,32.4,1.40,0.31,1.71,7.90,65af4a1d-57ae-4291-8d73-4181ad67d20a,12.88
53,Cal Bowdler,F,ATL,44,8.5,0.20,1.35,1.55,1.09,b023207a-2fdc-4bc3-b11a-84e2dd17dada,6.07
54,Nick Van Exel,PG,DEN,71,37.9,3.04,-1.53,1.51,7.89,c661c225-c552-4ab7-90b9-110973575f08,12.87
55,Cuttino Mobley,SG,HOU,79,38.0,1.30,0.18,1.48,8.58,47547bc3-5a8a-44a5-8537-0450b4cba539,13.56
56,Anfernee Hardaway,SF,PHX,4,28.0,1.66,-0.19,1.48,0.33,16eee61d-7636-4b5a-972e-b8aeb9b5d54b,5.31
57,Mahmoud Abdul-Rauf,G,VAN,41,11.9,2.37,-0.93,1.44,1.33,9439df8b-3c02-4808-aed0-dcbba833f300,6.3100000000000005
58,Quentin Richardson,SF,LAC,76,17.9,1.92,-0.51,1.41,3.71,fb70095c-b1f8-411d-bdb6-dd3303d2630d,8.69
59,A.C. Green,F,MIA,82,17.2,-2.86,4.22,1.36,3.72,282c77d5-61ed-40e2-b715-9e65b65ce2e7,8.7
60,Tim Thomas,PF,MIL,76,27.4,1.35,-0.07,1.28,5.82,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85,10.8
61,Allan Houston,SG,NY,78,36.6,-0.69,1.95,1.26,7.37,465e59ac-6809-4cb1-a46a-c54e1193b673,12.35
62,Marcus Camby,C,NY,63,33.8,-0.46,1.71,1.26,5.48,daabe87b-5399-40dc-9a97-5c08300da5a5,10.46
63,Brent Barry,SG,SEA,67,26.5,2.08,-0.83,1.25,4.89,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,9.87
64,Ruben Patterson,PF,SEA,76,27.1,1.89,-0.65,1.23,5.65,81a8cf51-f42b-40b4-9815-863e75a86f32,10.63
65,Erick Strickland,PG,NY/VAN,50,16.6,-1.50,2.70,1.20,2.15,8c5c5bae-d67b-4946-899c-9daa3a781307,7.13
66,Ryan Bowen,SF,DEN,57,12.2,-0.28,1.39,1.11,1.82,b0c32737-0075-4029-9456-d4709971b8d1,6.8
67,Corliss Williamson,PF,TOR/DET,69,24.4,-0.60,1.70,1.09,4.45,54d2cdae-41c5-4f0a-82c6-1bb15dabbaf1,9.43
68,Jamal Mashburn,SF,CHA,76,39.3,1.20,-0.12,1.08,7.71,6f5071db-5846-4675-9437-9119f9e7f926,12.69
69,Clifford Robinson,PF,PHX,82,33.5,0.71,0.37,1.08,7.26,024864e9-58dc-47f9-9e64-4e7a4d84d464,12.24
70,Antoine Walker,PF,BOS,81,41.9,3.48,-2.42,1.06,9.18,fa43675b-7e49-4349-8ecc-6074694cb6d6,14.16
71,Rodney Rogers,SF,PHX,82,26.6,0.34,0.72,1.06,5.79,1bc81cc3-3df5-4058-bd4a-0ede68a069f5,10.77
72,Anthony Goldwire,PG,DEN,20,10.1,2.22,-1.17,1.05,0.51,48b56c82-2f23-4b74-bad9-0234cbd26343,5.49
73,Rashard Lewis,PF,SEA,78,34.9,1.90,-0.86,1.05,7.16,73d9d740-ca6f-4303-88bd-ec4c0c081054,12.14
74,Fred Hoiberg,SG,CHI,74,30.4,0.34,0.71,1.05,5.68,3bc3be86-6a2c-4e3b-ad47-db7ddc5ca82d,10.66
75,Derek Fisher,PG,LAL,20,35.5,0.40,0.63,1.03,1.86,c076eff2-f72f-4639-bc10-6332183d5f2a,6.84
76,Mookie Blaylock,G,GS,69,34.1,0.88,0.15,1.02,6.31,cec2d617-bfcd-42bb-904f-d87cf5e681c7,11.29
77,Kurt Thomas,PF,NY,77,27.6,-0.54,1.46,0.92,5.07,d3b65687-9fb8-4089-bfc2-b5d624452cf4,10.05
78,Mario Elie,NA,,--,--,-1.87,2.78,0.91,3.74,9a34fe53-7775-4472-9659-9d49bf9ef336,8.72
79,Aaron McKie,SG,PHI,76,31.5,0.85,0.05,0.90,6.14,492d581c-0609-457a-a650-fd0929e9efee,11.12
80,Rick Fox,SF,LAL,82,27.9,1.08,-0.22,0.85,5.71,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,10.69
82,Bo Outlaw,PF,ORL,80,31.7,0.38,0.47,0.85,6.40,847a478d-8ace-4c5d-9963-9b38c35392bc,11.38
83,Alonzo Mourning,C,MIA,13,23.5,0.94,-0.13,0.81,0.69,a32e66f6-300c-44d3-9755-c4a1891e4399,5.67
84,Jerome Kersey,F,MIL,22,11.0,-1.69,2.50,0.81,0.58,58b748c5-f84e-4fb9-87b7-0beb927995b3,5.56
85,Steve Smith,SG,POR,81,31.4,0.96,-0.17,0.79,6.00,0ecd82f9-eb94-4739-8623-7f23355c740f,10.98
86,Sam Perkins,C,IND,64,15.6,-1.36,2.11,0.75,2.28,9b20199a-21ae-47ad-b9ed-5cc9b08354f3,7.26
87,Larry Robinson,G,ATL/CLE,34,18.6,-0.21,0.95,0.74,1.51,a7f8bb8d-1a54-4a27-bf64-a4acb3305bd1,6.49
88,Vlade Divac,C,SAC,81,29.9,0.84,-0.11,0.73,5.96,3740f3aa-439c-4cbf-983d-6ea3283bfcfd,10.94
89,Moochie Norris,PG,HOU,82,20.2,0.31,0.42,0.73,3.85,c9fd992c-7363-41ee-b176-09a456b1b907,8.83
90,Scottie Pippen,SF,POR,64,33.3,0.14,0.59,0.73,4.91,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3,9.89
91,Earl Boykins,PG,LAC,10,14.9,2.03,-1.31,0.72,0.36,f926e81f-3df9-4cc8-8885-1a5cb77ece58,5.34
92,Hersey Hawkins,G,CHA,59,11.5,-0.63,1.34,0.71,1.48,10fb12d4-0deb-4d01-a77a-703193cdc512,6.46
93,Doug Christie,SG,SAC,81,36.3,0.45,0.24,0.70,7.22,98192981-14b8-4c10-ad93-5144b65a3df4,12.2
94,Carlos Rogers,F,HOU,39,13.9,0.78,-0.09,0.69,1.24,3f35dc45-b811-4446-a8eb-c0378cd49a14,6.22
95,Kelvin Cato,C,HOU,35,17.8,-1.47,2.15,0.68,1.42,909ae863-05ac-4c22-b009-9caeda539a53,6.4
96,Vladimir Stepania,C,NJ,29,9.7,-2.18,2.86,0.68,0.63,7fa877e5-34c0-4d53-aa19-1ff9ec9af721,5.61
97,Khalid El-Amin,G,CHI,50,18.7,-0.25,0.89,0.64,2.14,a4d8bb21-b78d-4a33-8a70-3256cb6d1107,7.12
98,Jud Buechler,G,DET,57,12.9,-0.64,1.23,0.58,1.71,5cc0522a-92c2-4b12-a9ff-963e2840c135,6.6899999999999995
99,Darrick Martin,PG,SAC,31,5.7,1.94,-1.36,0.58,0.37,a0fe6821-7faa-4759-87f2-cb9b7e02bbfd,5.35
100,Matt Maloney,G,ATL,55,25.5,-1.36,1.90,0.54,3.14,2184f062-893e-4edf-813e-b8a8701cb6de,8.120000000000001
101,Todd MacCulloch,C,PHI,63,9.5,1.16,-0.64,0.53,1.30,8247e9e8-b087-4293-94b5-9ef3f359ece8,6.28
102,Scott Burrell,G,CHA,4,10.3,0.90,-0.38,0.52,0.09,d59bee5e-7d0b-40f3-86e4-861692cd6840,5.07
103,Mitch Richmond,G,WSH,37,32.9,0.88,-0.36,0.52,2.78,ef0049c2-c8e5-48c3-a52e-3c7f9f168c74,7.76
104,James Posey,SF,DEN,82,27.5,0.01,0.49,0.50,5.10,b973fe43-5197-4d1c-ae9d-8a69d3f0eb11,10.08
105,Antonio Davis,PF,TOR,78,35.0,-0.59,1.08,0.50,5.98,0cc43dc1-98ea-4ea2-962d-1465fac7dc37,10.96
106,Predrag Stojakovic,SF,SAC,75,38.7,2.12,-1.63,0.50,6.69,,11.67
107,Greg Buckner,SG,DAL,37,22.2,-1.01,1.51,0.49,1.80,47e6319b-cbda-476c-81ff-3f285baa2ad5,6.78
108,Bruce Bowen,SF,MIA,82,32.7,-3.04,3.53,0.49,5.63,c818a730-e15e-42bb-a276-fa305e6c0125,10.61
109,Dale Davis,PF,POR,81,26.7,-0.97,1.43,0.46,4.54,9bd7b705-76b9-4cd9-b230-4872e38108fd,9.52
110,Dan Majerle,G,MIA,53,24.6,-1.62,2.07,0.46,2.72,5132f353-70d8-47fe-a753-42e26ab27294,7.7
111,Sean Elliott,F,SA,52,23.6,-1.35,1.80,0.45,2.62,06ab8ae4-e8f3-4b6b-a216-4187e8ac6dc0,7.6
112,Latrell Sprewell,SG,NY,77,39.2,-1.67,2.10,0.44,6.25,0bfd9d49-7871-4504-a406-32c8c6fe5e86,11.23
113,Scott Padgett,PF,UTAH,27,4.7,0.79,-0.37,0.42,0.27,f2ec41c2-edb0-46f5-a1d4-49045db66bb0,5.25
114,Trajan Langdon,SG,CLE,65,17.2,-0.28,0.70,0.41,2.39,0a7d0436-ca50-4b67-b762-82bc67029072,7.37
115,Tony Battie,C,BOS,40,21.1,-1.32,1.69,0.37,1.87,b867608b-3f21-40b3-83dd-349f974f7990,6.85
116,Eddie Robinson,SF,CHA,67,17.9,-0.43,0.79,0.36,2.41,23fbee74-7755-4c74-a283-5653ac4e08d3,7.390000000000001
117,Jerome Williams,PF,DET/TOR,59,20.0,-1.03,1.39,0.35,2.53,9e20ebe5-a960-45c0-a5ae-73a104949c99,7.51
118,Theo Ratliff,C,PHI,50,36.0,-2.21,2.52,0.31,3.91,b695b1a8-a19c-487c-976a-541c4df63547,8.89
119,Charlie Ward,PG,NY,61,24.5,1.02,-0.72,0.29,3.03,75da2c59-d6f0-4526-ad3b-5b1478e167bb,8.01
120,Pat Garrity,PF,ORL,76,20.8,-0.44,0.72,0.28,3.32,e0c84a9e-cac8-4c94-9a44-f77bd3e15c84,8.3
121,Antawn Jamison,PF,GS,82,41.4,2.29,-2.02,0.27,7.32,723063d2-7943-425a-b594-87715e7cb912,12.3
123,Eric Snow,PG,PHI,50,34.8,-0.62,0.89,0.26,3.70,6c7a3fbe-8815-48f4-9fd5-dd9a2f341775,8.68
124,Pepe Sanchez,G,PHI/ATL,29,5.2,-0.36,0.62,0.26,0.30,24dc543d-3cf5-4fea-b331-ee526870e8f5,5.28
125,Alvin Williams,PG,TOR,82,29.2,0.95,-0.71,0.24,4.90,830445db-5ef7-4947-bbc8-42678130f7d0,9.88
126,Shammond Williams,PG,SEA,69,17.9,1.20,-0.96,0.23,2.53,adf71c72-f3ff-481a-a2d7-ea8c1fafa2ee,7.51
127,Chris Carr,G,BOS,35,8.8,1.66,-1.43,0.23,0.65,d7925d9d-d53a-4a16-94a5-98af66819f26,5.63
128,Evan Eschmeyer,C,NJ,74,18.0,-1.80,2.02,0.22,2.68,63d96983-6488-49e2-b0d8-ff76cedb0234,7.66
129,Walt Williams,F,HOU,72,22.0,-0.19,0.39,0.20,3.17,12444039-8819-4e46-9134-03ad3406bd4c,8.15
130,Jason Terry,G,ATL,82,37.7,2.14,-1.94,0.20,6.47,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb,11.45
131,Jeff Foster,PF,IND,71,16.2,-2.14,2.30,0.16,2.31,bc15d9b1-6e6c-4cae-9d6a-56877871da48,7.29
132,Darius Miles,SF,LAC,81,26.3,-1.14,1.28,0.14,4.25,56a9c605-50f9-4ada-ab53-18e2006aeecd,9.23
133,Eric Piatkowski,SG,LAC,81,26.5,1.48,-1.39,0.09,4.15,f193b4fc-173e-4b82-a937-ad33f0be183a,9.13
134,Wally Szczerbiak,SG,MIN,82,34.8,0.65,-0.56,0.09,5.60,baa92d68-b6f6-4351-9d24-ccb6b6cf4d9f,10.58
135,Popeye Jones,PF,WSH,45,14.2,-0.51,0.59,0.08,1.25,6d14ada1-de54-4766-8dfd-306372cdc460,6.23
136,Danny Ferry,F,SA,80,21.1,-0.73,0.80,0.07,3.18,4d2819b0-30c9-40f3-af49-4b950b0fad78,8.16
137,Jalen Rose,SG,IND,72,40.9,0.37,-0.32,0.05,5.64,d53d133e-836d-4a3a-9bc7-6a715ea850f7,10.62
138,Raef LaFrentz,C,DEN,78,31.5,0.32,-0.30,0.02,4.77,4edcf6cd-8e7b-4fa0-9042-85aced40fdab,9.75
139,Mark Jackson,PG,TOR/NY,83,31.2,0.68,-0.66,0.02,4.81,2adb3228-33c5-4769-a1d5-5b5da6bb737d,9.79
140,Zydrunas Ilgauskas,C,CLE,24,25.7,-1.88,1.86,-0.02,1.11,de4d2b63-1ed2-4e1a-8669-c886bb1cdcf0,6.09
141,Ervin Johnson,C,MIL,82,24.2,-2.31,2.29,-0.03,3.67,76cbd006-580e-4262-9b4c-fad67aae888b,8.65
142,Steve Nash,PG,DAL,70,34.1,3.26,-3.34,-0.07,4.54,34456aa0-a158-4716-8239-0dafe5d7b920,9.52
143,Grant Hill,SF,ORL,4,33.3,0.84,-0.92,-0.08,0.27,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d,5.25
144,Horace Grant,C,LAL,77,31.0,-0.57,0.49,-0.09,4.38,c856ad79-88c6-4ea2-8901-b9a394638941,9.36
145,Tyrone Nesby,F,LAC/WSH,62,25.1,-1.06,0.97,-0.09,2.85,bd4c4a60-ce48-4222-86fd-03e2947a9d2a,7.83
146,Andrew DeClercq,C,ORL,67,13.5,-0.71,0.61,-0.10,1.60,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a,6.58
147,Sam Cassell,PG,MIL,76,35.6,2.62,-2.75,-0.13,5.04,25693f41-b7e7-4c94-ae69-db2e7017f40b,10.02
148,Lee Nailon,SF,CHA,42,11.2,-1.64,1.47,-0.17,0.76,989c78b6-74bd-4d7c-8a53-855557442292,5.74
149,Derrick Dial,SG,SA,33,6.3,1.11,-1.29,-0.18,0.34,1823bd43-0615-4792-919a-4a5c96b54a67,5.32
150,Olumide Oyedeji,C,SEA,30,7.4,-2.90,2.68,-0.22,0.35,b57f236b-3ebd-4663-ba1b-dd31978bb0d3,5.33
151,Avery Johnson,PG,SA,55,23.5,-1.20,0.97,-0.23,2.16,1b017b2f-f5f4-4e85-baf8-faae999d9aad,7.140000000000001
152,Rafer Alston,PG,MIL,37,7.8,1.09,-1.33,-0.24,0.47,ee905b13-ef4f-4bb4-9dd7-a8bf290c289a,5.45
153,PJ Brown,PF,CHA,80,35.1,-1.86,1.63,-0.24,4.76,,9.74
154,Nick Anderson,F,SAC,21,8.0,-1.43,1.17,-0.26,0.28,bb214207-755d-4c90-9f69-637609f05ee6,5.26
155,Corey Maggette,SF,LAC,69,19.7,0.78,-1.05,-0.26,2.36,5718e20e-9b08-44aa-a370-f5975c373dc5,7.34
156,Anthony Peeler,SG,MIN,75,28.3,0.60,-0.88,-0.28,3.65,d6e2ba43-0c0f-471f-87b0-ee1eb89d608c,8.629999999999999
157,Mikki Moore,C,DET,81,14.2,-2.00,1.72,-0.28,1.97,c5b78241-8eb6-461d-97ef-30b860977a69,6.95
158,Othella Harrington,PF,VAN/NY,74,24.5,-2.33,2.05,-0.28,3.04,fa4ed7b4-2252-41a5-886f-ad9534232d0f,8.02
159,Gary Grant,G,POR,4,4.3,0.41,-0.71,-0.30,0.03,0ad85d16-2bf0-4ad4-9809-fd9959229831,5.01
160,Sam Jacobson,G,MIN,14,4.2,-0.19,-0.11,-0.31,0.09,6179d65a-eb2d-4fff-9e5b-cd64e86d1bde,5.07
161,Damon Jones,PG,VAN,71,19.9,1.27,-1.58,-0.31,2.35,4f39fd49-af13-4c1a-b3cb-09a7153f9b38,7.33
162,Adrian Griffin,SG,BOS,44,8.6,-1.65,1.33,-0.33,0.62,b89070d5-e250-4dc6-aef3-fd2419a20d03,5.6
164,Don Reid,F,ORL,65,11.8,-1.07,0.73,-0.34,1.29,f5bba885-691b-4e26-8d88-f052fb6e6fce,6.27
165,Brian Grant,PF,MIA,82,33.8,-1.58,1.24,-0.34,4.42,cb60c459-9cd0-48ce-a876-10795693f3d0,9.4
166,Chris Childs,G,NY/TOR,77,24.1,-2.83,2.45,-0.38,2.87,5f5dbe60-7f2f-40ef-8a62-66c2483855c4,7.85
167,Ricky Davis,SG,MIA,7,10.0,-0.98,0.60,-0.38,0.11,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,5.09
168,Elton Brand,PF,CHI,74,39.3,0.44,-0.83,-0.39,4.69,992a6106-25bb-4542-a824-1ab30a90ff3a,9.67
169,Chris Gatling,C,CLE,74,22.6,0.60,-0.99,-0.39,2.73,91a83481-28a4-45a5-b350-4cc0cc050926,7.71
170,Tony Delk,PG,PHX,82,27.9,0.62,-1.02,-0.40,3.83,5002a175-a18d-4000-a34f-611921f3f8be,8.81
171,Eric Williams,PF,BOS,81,21.5,-1.18,0.75,-0.43,2.89,20616e0d-ed38-4118-9459-4bd2d79e8bad,7.87
172,Cedric Ceballos,F,DET/MIA,40,14.0,1.26,-1.73,-0.46,0.83,b2b1330d-bc6c-4322-b539-ee859f77fd1a,5.81
173,Nazr Mohammed,C,PHI/ATL,58,15.7,0.76,-1.26,-0.50,1.46,5c191673-db6b-429f-9b10-cb19cd73aee1,6.4399999999999995
174,David Wesley,SG,CHA,82,37.9,0.19,-0.69,-0.50,4.75,e4130f45-2741-442e-8312-5f935d607c5f,9.73
175,Larry Hughes,SG,GS,50,36.9,0.19,-0.70,-0.50,3.01,cf96c6d7-ffa3-4052-a021-917f06944732,7.99
176,Keith Van Horn,PF,NJ,49,35.4,1.28,-1.82,-0.55,2.65,cd16449f-11ef-45f3-b6ae-e21c996ab006,7.63
177,Dion Glover,SG,ATL,57,16.3,-0.42,-0.14,-0.56,1.44,c694e26c-c165-495d-a6c3-7c85846c3b7b,6.42
178,Jaren Jackson Jr,G,SA,16,7.1,0.21,-0.76,-0.56,0.17,,5.15
179,Quincy Lewis,SG,UTAH,35,11.5,-2.14,1.57,-0.57,0.57,53c79a39-ba44-425a-b6e7-5f204feeaaa6,5.55
180,Robert Traylor,PF,CLE,70,17.3,-1.33,0.75,-0.58,1.80,ff40cf4e-9c96-40da-8c17-43d5d59ab553,6.78
181,Charles Oakley,PF,TOR,78,35.5,-2.30,1.70,-0.60,4.10,32b8c8ac-6646-4fc3-b447-3ba4839005c5,9.08
182,Reggie Miller,SG,IND,81,39.3,2.07,-2.66,-0.60,4.78,15a02eb5-28f3-4168-ae9d-d30ed736e98e,9.76
183,Ray Weathers,NA,,--,--,-1.28,0.67,-0.61,4.09,,9.07
184,Metta World Peace,SF,CHI,76,31.1,-1.12,0.51,-0.61,3.44,670a19ff-960f-4b66-89c5-c438ef9dcd19,8.42
185,Paul McPherson,G,PHX/GS,55,10.8,0.20,-0.83,-0.63,0.88,607e77bc-9bd1-4db5-aaf4-01557bf44871,5.86
186,Chauncey Billups,PG,MIN,77,23.2,0.65,-1.29,-0.64,2.56,7a09dda4-5980-4115-b1c8-bde37d6b4d12,7.54
187,Greg Anthony,G,POR,58,14.8,-0.02,-0.67,-0.68,1.17,c9961f2c-2cd0-42ee-80bb-9553fc139f92,6.15
188,Bonzi Wells,SG,POR,75,26.6,0.66,-1.35,-0.69,2.78,794b91a7-20a9-43df-a579-89ad70cd1e45,7.76
189,Anthony Mason,F,MIA,80,40.7,-2.13,1.44,-0.69,4.46,d7367804-3951-4de4-9c1a-1e1ba71a8719,9.44
190,Voshon Lenard,SG,DEN,80,29.1,0.67,-1.38,-0.71,3.37,801d210f-0f85-431c-b98a-3cc8302540a4,8.35
191,Lucious Harris,SG,NJ,73,28.4,-0.10,-0.65,-0.75,2.90,33ac255e-e749-4e24-bb16-d02b1f8546db,7.88
192,Morris Peterson,SG,TOR,80,22.6,0.80,-1.55,-0.75,2.48,fefb2816-ff8c-41ac-bf5f-e626d7a316dd,7.46
193,Sean Rooks,C,LAC,82,18.9,-1.99,1.24,-0.76,2.13,6b3b2aec-65a2-48e4-9ef9-ed5feb8f0ce6,7.109999999999999
194,Chris Whitney,PG,WSH,59,26.0,1.03,-1.81,-0.77,2.13,6e85172a-17b1-4e8b-bfeb-f80fa89478bb,7.109999999999999
195,Howard Eisley,PG,DAL,82,29.6,0.09,-0.86,-0.78,3.40,cc328bd8-3597-4002-94e5-503fffe934fe,8.379999999999999
196,AJ Guyton,G,CHI,33,19.1,-0.83,0.04,-0.79,0.81,,5.79
197,Greg Ostertag,C,UTAH,81,18.4,-2.59,1.79,-0.81,1.92,1ccd8985-6548-4f9f-adfe-180ecb388360,6.9
198,Michael Doleac,C,ORL,77,18.2,-1.97,1.16,-0.81,1.89,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,6.87
199,Rod Strickland,PG,WSH/POR,54,25.4,0.01,-0.82,-0.81,1.87,b74538bf-c5c2-4243-8598-66de6bdd3277,6.85
