,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Shaquille O'Neal,C,LAL,60,36.3,5.79,1.23,7.02,15.02,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,22.11
1,Gary Payton,PG,SEA,82,38.4,4.19,2.35,6.53,19.52,901e08ca-0383-4677-9716-e0d94aaf1fdc,26.61
2,David Robinson,C,SA,73,33.7,2.46,3.97,6.43,15.08,c669dde1-a016-4cf3-a1af-9b7b0a045415,22.17
3,Dikembe Mutombo,C,ATL,82,35.6,-1.07,7.25,6.18,16.91,8e555f1d-241c-4438-8bb0-ed81079037e9,24.0
4,Michael Jordan,G,CHI,82,38.8,3.81,2.15,5.96,18.79,6cbad2dc-2d47-4b93-b998-97f104cef79c,25.88
5,Karl Malone,PF,UTAH,81,37.4,3.29,2.20,5.50,16.74,7d550d35-347b-42e8-bda4-31788e36b3a6,23.83
6,Alonzo Mourning,C,MIA,58,33.4,1.02,4.21,5.22,10.18,a32e66f6-300c-44d3-9755-c4a1891e4399,17.27
7,Tim Hardaway,G,MIA,81,37.4,4.06,0.26,4.32,14.37,96e17ae1-a423-4d71-890b-525d2395dcc3,21.46
8,Charlie Ward,PG,NY,82,28.3,0.82,3.27,4.10,10.73,75da2c59-d6f0-4526-ad3b-5b1478e167bb,17.82
9,Chris Webber,C,WSH,71,39.6,2.68,1.38,4.06,13.36,385a081e-69b9-4320-af78-f783a50e5e10,20.45
10,Tim Duncan,C,SA,82,39.1,1.27,2.76,4.03,14.48,12b9fb27-2178-4f65-9099-9764b863e4df,21.57
11,Eddie Jones,SG,LAL,80,36.4,2.85,1.03,3.87,13.72,6b241fe1-c80c-41a2-92ea-b47e81c2a631,20.810000000000002
12,Robert Horry,PF,LAL,72,30.4,0.66,3.20,3.86,10.23,93669feb-37a9-4d9c-a3e5-8ecb16893011,17.32
13,Arvydas Sabonis,C,POR,73,32.0,2.01,1.84,3.85,10.60,156f499e-05c4-4f63-b5ea-ca7e35b0b520,17.689999999999998
14,Toni Kukoc,SF,CHI,74,30.2,1.83,2.00,3.83,10.01,f5360117-1330-451d-9734-11b1c8d278ab,17.1
15,John Stockton,G,UTAH,64,29.0,3.80,-0.03,3.76,8.03,5f856e9e-3c4b-48b2-9d84-ae40b83961fa,15.12
16,Grant Hill,SF,DET,81,40.7,1.46,1.89,3.35,13.71,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d,20.8
17,Mookie Blaylock,G,ATL,70,38.6,1.36,1.94,3.30,10.91,cec2d617-bfcd-42bb-904f-d87cf5e681c7,18.0
18,Vlade Divac,C,CHA,64,28.2,0.74,2.56,3.29,7.32,3740f3aa-439c-4cbf-983d-6ea3283bfcfd,14.41
19,Dana Barros,PG,BOS,80,21.1,2.98,0.24,3.22,7.03,d1acce80-d01a-443f-b39b-cc9e4819ba09,14.120000000000001
20,Reggie Miller,SG,IND,81,34.5,2.48,0.70,3.18,11.15,15a02eb5-28f3-4168-ae9d-d30ed736e98e,18.240000000000002
21,Hakeem Olajuwon,C,HOU,47,34.7,-0.53,3.70,3.18,6.43,a196eb76-71e0-47b0-99a6-c1e7c8d755d3,13.52
22,Danny Manning,F,PHX,70,25.6,0.80,2.30,3.10,7.23,c8507e27-c58b-4d76-8a83-1a6a7ce9c04d,14.32
23,Cedric Ceballos,F,PHX/DAL,47,21.1,1.87,1.23,3.10,3.92,b2b1330d-bc6c-4322-b539-ee859f77fd1a,11.01
24,Scott Burrell,G,CHI,80,13.7,0.94,2.09,3.04,4.18,d59bee5e-7d0b-40f3-86e4-861692cd6840,11.27
25,Dan Majerle,G,MIA,72,26.8,-0.41,3.42,3.01,7.31,5132f353-70d8-47fe-a753-42e26ab27294,14.399999999999999
26,John Starks,G,NY,82,26.7,1.50,1.45,2.95,8.35,11685273-76a7-4c81-ab0e-0e34a1100a02,15.44
27,Jayson Williams,C,NJ,65,36.0,1.62,1.28,2.90,9.55,50b7e899-8125-4ca8-ac3b-c33b70ff2747,16.64
28,Steve Nash,PG,PHX,76,21.9,1.50,1.38,2.87,6.38,34456aa0-a158-4716-8239-0dafe5d7b920,13.469999999999999
29,Ron Harper,F,CHI,82,27.9,0.16,2.64,2.81,8.48,d3d39f73-8478-45bf-8684-556942385b82,15.57
30,Tyrone Hill,PF,MIL,57,36.2,-1.14,3.91,2.77,7.86,797fa251-57d3-4319-b3ab-1534229fc5e5,14.95
31,Chris Mullin,F,IND,82,26.5,0.68,2.08,2.76,7.99,a9a609d3-1742-4cce-b26b-f887a1706f7b,15.08
32,Ben Wallace,PF,WSH,67,16.8,-1.36,4.09,2.73,4.36,59af6d1d-a322-41e8-9b64-220eecc0185a,11.45
33,Dale Ellis,G,SEA,79,24.5,1.58,1.07,2.65,6.99,3deebb20-3308-404d-be67-ab1e32b18cba,14.08
34,Terrell Brandon,PG,MIL,50,35.7,2.17,0.44,2.61,6.71,823fab52-6900-49dc-84a3-9402c2c86964,13.8
35,Brevin Knight,PG,CLE,80,31.0,0.38,2.21,2.60,9.08,7a60d7cd-1ff7-4876-8b59-dee90d519afa,16.17
36,Scottie Pippen,SF,CHI,44,37.5,3.55,-1.01,2.54,5.99,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3,13.08
37,Mitch Richmond,G,SAC,70,36.7,3.56,-1.04,2.52,9.45,ef0049c2-c8e5-48c3-a52e-3c7f9f168c74,16.54
38,Charles Barkley,F,HOU,68,33.0,2.95,-0.47,2.49,7.93,506ca80a-4985-45a0-b755-af0d8aeb9843,15.02
39,Rasheed Wallace,PF,POR,77,37.6,-0.62,3.06,2.45,10.36,59cc773b-c6d6-4242-ae3e-6795a5945ee2,17.45
41,Vernon Maxwell,G,ORL/CHA,42,15.1,1.45,0.98,2.43,2.11,a4101125-cf8c-4656-8cc8-b6ea5b061fe9,9.2
42,Clyde Drexler,G,HOU,70,35.3,2.98,-0.64,2.35,8.58,473afddc-75ad-491f-b164-d17dd41a71fc,15.67
43,Nick Anderson,F,ORL,58,29.3,2.75,-0.41,2.34,5.85,bb214207-755d-4c90-9f69-637609f05ee6,12.94
44,Eric Murdock,G,MIA,82,17.0,-0.64,2.95,2.31,4.61,2d3af441-a2c1-4967-8352-336899ed581b,11.7
45,Patrick Ewing,C,NY,26,32.6,0.68,1.59,2.28,2.95,b37ba7aa-8c68-4dff-b6c6-94051e3fca06,10.04
