,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Tim Duncan,C,SA,66,33.4,2.82,5.11,7.93,15.89,12b9fb27-2178-4f65-9099-9764b863e4df,20.17
1,Andrei Kirilenko,SF,UTAH,41,32.9,1.90,4.59,6.49,8.34,a1f17fb0-a5bc-471c-a65a-1e2efae6a8a0,12.62
2,Manu Ginobili,G,SA,74,29.6,3.74,2.20,5.94,13.01,d4a0b468-3ec5-4ecb-b94e-f1565f1af651,17.29
3,Shaquille O'Neal,C,MIA,73,34.1,4.72,1.21,5.93,14.92,4780ef7e-7c65-4ab0-b2ab-239f446cf97e,19.2
4,Tracy McGrady,SG,HOU,78,40.8,3.46,1.74,5.20,17.46,50fe8196-017f-4587-90e5-12e32a204930,21.740000000000002
5,Dirk Nowitzki,F,DAL,78,38.7,4.19,0.99,5.18,17.47,41454901-7576-4ff8-89a6-6763f727d2d8,21.75
6,Kevin Garnett,PF,MIN,82,38.1,2.62,2.34,4.96,16.36,8c4661f3-343f-4842-be7c-8b91d0f7409f,20.64
7,LeBron James,SF,CLE,80,42.4,4.24,0.71,4.95,17.99,bedcfe40-c385-484d-85bc-e13eb14254ca,22.27
8,Baron Davis,PG,NO/GS,46,34.4,5.49,-0.88,4.61,8.09,526e351a-8d16-41df-9162-83221df6ec56,12.37
9,Elton Brand,PF,LAC,81,37.0,1.56,2.95,4.51,14.79,992a6106-25bb-4542-a824-1ab30a90ff3a,19.07
10,Rashard Lewis,PF,SEA,71,38.0,2.11,2.39,4.50,13.56,73d9d740-ca6f-4303-88bd-ec4c0c081054,17.84
11,Vince Carter,G,TOR/NJ,77,36.7,3.18,1.30,4.48,14.33,96046c84-d179-44f1-976e-f81afa46108f,18.61
12,Bobby Jackson,PG,SAC,25,21.4,3.65,0.64,4.30,2.62,649f1b35-874d-47c0-93fa-abfbc73fb520,6.9
13,Paul Pierce,SF,BOS,82,36.1,3.15,1.02,4.16,14.90,ead63c29-2988-478d-b595-6060f10983e0,19.18
14,Shawn Marion,SG,PHX,81,38.8,3.59,0.48,4.07,15.57,980bde42-31de-40aa-87d9-61cdfe340132,19.85
