,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
30,Patrick Beverley,PG,LAC,51,26.3,-0.35,3.01,2.67,4.66,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,10.54
31,Devin Booker,SG,PHX,70,35.9,4.30,-1.71,2.59,8.68,a43ff5e7-6201-4ea9-898e-89ebf2f2dbb5,14.559999999999999
32,Nikola Vucevic,C,ORL,62,32.2,0.58,2.00,2.57,6.74,4b1b1aaa-bdaf-452a-9c1e-c3608e33dfb0,12.620000000000001
33,Tobias Harris,PF,PHI,72,34.3,-0.49,3.02,2.53,8.16,a06d7a3e-4ba3-4143-b379-1016a70135ca,14.04
34,Anthony Davis,PF,LAL,62,34.4,2.02,0.50,2.53,7.19,9ea8ac65-27b8-4853-a067-93d8f0356f5c,13.07
35,Ricky Rubio,PG,PHX,65,31.0,0.89,1.55,2.44,6.77,8c07ceb3-c755-4010-b0a5-165e214cd622,12.649999999999999
36,Danilo Gallinari,PF,OKC,62,29.6,2.18,0.24,2.42,5.88,52ec22d7-31a7-468e-ab3e-c75564694586,11.76
37,Dennis Schroeder,PG,OKC,65,30.8,2.07,0.30,2.37,6.48,,12.36
38,CJ McCollum,SG,POR,70,36.5,1.18,1.18,2.36,8.10,9e19f4e1-dc7d-4a21-9b38-b41455d64686,13.98
39,Montrezl Harrell,C,LAC,63,27.8,2.31,0.03,2.34,5.80,136608da-2dcf-451f-b445-8653050339ca,11.68
41,Robert Covington,PF,MIN/HOU,70,30.5,0.11,2.19,2.30,7.00,ae2da12d-91f2-4646-8606-6a5a720c31b2,12.879999999999999
42,Marcus Smart,PG,BOS,60,32.0,0.76,1.53,2.29,6.14,9abbdd9a-0a8f-4962-a28d-5eaebbfd0557,12.02
43,Ivica Zubac,C,LAC,72,18.4,-0.20,2.40,2.20,4.12,336b75a2-39f8-4300-99a7-a50887820cd1,10.0
44,Karl-Anthony Towns,C,MIN,35,33.9,5.80,-3.68,2.12,3.75,06f4fe8d-077b-4b79-9bc9-8e53408974d7,9.629999999999999
45,Gordon Hayward,SF,BOS,52,33.5,1.67,0.44,2.11,5.37,1fda1d08-adaa-424d-96df-373dfbef9128,11.25
46,Eric Bledsoe,SG,MIL,61,27.0,3.06,-0.95,2.11,5.37,b2828eae-b187-41af-a5a3-bd57bd65e462,11.25
47,Derrick Favors,F,NO,51,24.4,-0.25,2.33,2.08,3.91,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,9.79
48,Marc Gasol,C,TOR,44,26.4,-1.34,3.42,2.08,3.58,a6f2bdf8-dbe1-46e9-a94a-c2a2d7580b3b,9.46
49,Donte DiVincenzo,SG,MIL,66,23.0,1.88,0.19,2.08,4.79,80820928-7f33-4bee-8493-0df6b077e6b8,10.67
50,Norman Powell,SF,TOR,52,28.4,1.42,0.62,2.04,4.56,20e23077-318a-4939-878e-bfa624cff33a,10.44
51,Chris Chiozza,G,WSH/BKN,28,14.3,0.79,1.18,1.97,1.23,84627dd5-b76a-4f01-b7d9-aea9d3370bf9,7.109999999999999
52,Fred VanVleet,SG,TOR,54,35.7,0.68,1.25,1.92,5.66,6d77ad54-bd07-4538-bfbc-e4a413a95b71,11.54
53,Devonte Graham,PG,CHA,63,35.1,0.90,1.00,1.90,5.94,,11.82
54,Wesley Matthews,SG,MIL,67,24.4,-1.01,2.88,1.87,4.91,bb09e0ae-34a0-4be2-bbc8-99ecaea9fd88,10.79
55,Reggie Jackson,PG,DET/LAC,31,24.0,0.69,1.14,1.82,2.06,c5284b38-7b43-4425-9497-8c96dd2ffae7,7.9399999999999995
56,Kris Dunn,G,CHI,51,24.9,-1.19,3.01,1.82,3.61,521ba09f-3fce-47bb-900f-2c3ed331ffe6,9.49
57,Davis Bertans,SF,WSH,54,29.3,4.36,-2.55,1.81,4.69,53f955a9-d64d-45e4-a5ce-9b491df75129,10.57
58,Paul George,F,LAC,48,29.6,3.07,-1.37,1.70,3.95,b39db48f-c114-4524-993d-2be28eda83a9,9.83
59,Jarrett Allen,C,BKN,70,26.5,-0.75,2.39,1.64,5.07,78d0d2d1-1bd9-4b52-8189-3d5d00d54b21,10.95
60,Lonzo Ball,PG,NO,63,32.1,1.43,0.20,1.64,5.71,722ad703-a876-4367-9f56-f387dbc71b0a,11.59
61,Louis Williams,SG,LAC,65,28.7,3.39,-1.77,1.63,5.19,,11.07
62,John Collins,PF,ATL,41,33.2,1.09,0.51,1.60,3.75,dd4fcb91-6d8d-465c-ab87-a5281131cf30,9.629999999999999
63,Patrick Mills,PG,SA,66,22.5,3.32,-1.73,1.59,4.07,,9.95
64,Paul Millsap,PF,DEN,51,24.3,-1.40,2.94,1.54,3.13,16209d46-a478-4126-8230-fb91cea66f19,9.01
65,Jose Juan Barea,G,DAL,29,15.5,1.80,-0.28,1.52,1.17,,7.05
66,Bogdan Bogdanovic,SG,SAC,61,29.0,0.49,1.01,1.51,4.53,5900bf8b-fd03-4c93-884b-aaece11ad139,10.41
67,Tim Hardaway Jr,SF,DAL,71,29.5,0.83,0.65,1.48,5.47,,11.35
68,Hassan Whiteside,C,POR,67,30.0,-0.12,1.55,1.43,5.00,fecc4b80-2706-4c8f-864e-44b1d6a48aac,10.879999999999999
69,Richaun Holmes,F,SAC,44,28.2,-1.56,2.98,1.42,3.09,dc4b3dc0-281e-4c2d-afb5-738db4153e37,8.969999999999999
70,Will Barton,SF,DEN,58,33.0,0.40,1.01,1.41,4.67,2af66bbc-7d26-499f-95c8-bd061b32597a,10.55
71,Jaylen Brown,SG,BOS,57,33.9,1.05,0.35,1.41,4.86,4f0761b5-23e8-4d93-8c99-309890de051c,10.74
72,Domantas Sabonis,PF,IND,62,34.8,-0.19,1.57,1.38,5.31,f0fdae0c-bd60-43f2-9722-fc618d8a892b,11.19
73,Alex Caruso,SG,LAL,64,18.4,-0.33,1.70,1.38,2.97,2a41a41a-8b58-41cd-8f2b-5a97e1a824b7,8.85
74,Doug McDermott,SF,IND,69,19.9,1.29,0.08,1.37,3.47,4fc6f501-9558-4294-8bdb-2271de607c85,9.35
75,D'Angelo Russell,PG,GS/MIN,45,32.3,3.62,-2.25,1.37,3.78,731d08a8-05b2-44df-82b4-d2cc24f5fd0d,9.66
76,George Hill,PG,MIL,59,21.5,1.56,-0.20,1.37,3.26,c5b9f92b-8034-4815-ae8f-041729580eed,9.14
77,Goran Dragic,PG,MIA,59,28.2,2.26,-0.89,1.37,4.15,dc0edf7c-2ffc-499d-887c-f5177f69cad7,10.030000000000001
78,Enes Freedom,C,BOS,58,16.9,0.35,1.02,1.37,2.42,,8.3
79,Spencer Dinwiddie,PG,BKN,64,31.2,3.14,-1.78,1.37,5.06,4ec7d53b-390f-4f2e-a161-d88f044bbc2d,10.94
80,Chris Clemons,G,HOU,33,8.8,2.56,-1.23,1.33,0.75,c0a44bc2-3353-47a7-9a6b-3352456fac7d,6.63
82,Jonas Valanciunas,C,MEM,70,26.4,-0.71,2.03,1.32,4.67,21c8dfc0-6e80-41f6-818d-cf58cc0bad54,10.55
83,Dorian Finney-Smith,PF,DAL,71,29.9,-0.31,1.61,1.30,5.17,3c2704b2-ff01-442d-9339-0dddc38f88a4,11.05
84,Ben Simmons,PG,PHI,57,35.4,2.14,-0.85,1.29,4.99,4b1b4553-967e-437e-b7ed-8d781973ff59,10.870000000000001
85,Kemba Walker,PG,BOS,56,31.1,2.46,-1.20,1.26,4.21,a127a7cd-af4b-435f-a90a-1b176e187d5b,10.09
86,Jaylen Nowell,SG,MIN,15,10.1,0.55,0.67,1.22,0.39,f0376a2f-82d0-4c39-a68d-e6ec28e2c7d6,6.27
87,Terence Davis,SG,TOR,72,16.8,2.58,-1.38,1.21,2.82,5819d13e-3339-4e3e-8c7c-9f03f52cd100,8.7
88,Steven Adams,C,OKC,63,26.7,-0.23,1.43,1.20,3.95,02815787-f72f-4342-874d-4a5588d6e030,9.83
89,John Konchar,SG,MEM,19,9.5,0.34,0.85,1.19,0.43,43057893-88f0-493e-9132-bfeba42b1f57,6.31
90,Danny Green,F,LAL,68,24.8,0.03,1.14,1.17,4.01,bd88d7f7-4a74-408f-820c-ea299f764b71,9.89
91,Isaac Bonga,G,WSH,66,18.9,-2.31,3.47,1.16,3.01,d7aea12d-c7f7-4dc2-af4a-6083f36d73b2,8.89
92,Malcolm Brogdon,PG,IND,54,30.9,-0.16,1.31,1.15,3.85,19e53d45-4a3d-4159-8d20-6d2a3f31f57c,9.73
93,Al Horford,C,PHI,67,30.2,0.01,1.11,1.11,4.69,b21d8144-e255-442a-8c3f-2737727f9f38,10.57
94,Luke Kennard,SG,DET,28,32.9,0.68,0.42,1.10,2.02,aa6dbeea-cda6-4413-aabb-5563fbba5182,7.9
95,Damion Lee,SG,GS,49,29.0,0.17,0.94,1.10,3.36,28dd4526-de87-4e5c-a1f3-e9b5e7dba905,9.24
96,Evan Fournier,SG,ORL,66,31.5,0.80,0.27,1.07,4.72,bf58dd5d-8f02-417e-a98c-d953133f56e2,10.6
97,Dion Waiters,G,MIA/LAL,10,20.7,0.94,0.05,0.99,0.47,ba757744-1cd1-40ec-91bb-a76d0795f57c,6.35
98,Jalen Brunson,PG,DAL,57,17.9,0.95,0.03,0.98,2.24,430afc2d-8ffa-4381-89bf-1b9b311e89f8,8.120000000000001
99,Trae Young,PG,ATL,60,35.3,7.14,-6.17,0.97,4.92,4567c890-b16c-40e3-a31d-30a2614a7ed0,10.8
100,Aaron Gordon,PF,ORL,62,32.5,-1.05,2.02,0.97,4.42,2b6d6c01-a3c9-41a5-9a36-2a142667d980,10.3
101,Derrick White,PG,SA,68,24.7,0.45,0.51,0.95,3.79,eea4df10-d4a5-45d1-93de-8e6b2ef47895,9.67
102,Mikal Bridges,SF,PHX,73,28.0,-0.38,1.31,0.93,4.56,98a34408-186a-4f9a-a440-399d04ade99a,10.44
103,Aaron Holiday,G,IND,66,24.5,-0.84,1.76,0.92,3.50,f2ad5eda-5db4-44b4-a799-911b10c56407,9.379999999999999
104,Jamal Murray,PG,DEN,59,32.3,-0.39,1.31,0.91,3.97,3404fc0c-3279-4ca3-949b-fcc6ffd7fd9f,9.85
105,Mike Muscala,C,OKC,47,12.2,0.02,0.88,0.89,1.23,8a9d1db3-41ee-46f3-bd79-b7c301c87241,7.109999999999999
106,Chris Boucher,PF,TOR,62,13.2,0.57,0.32,0.89,1.75,4746f03b-d2ed-41e6-95e8-acb804ba2c02,7.63
107,Deandre Ayton,C,PHX,38,32.5,-0.37,1.21,0.84,2.66,bb9ba703-7c68-4c5e-b8c8-9aed418e5a75,8.54
108,Bojan Bogdanovic,SF,UTAH,63,33.1,1.83,-1.01,0.83,4.36,edd98e1a-c4f2-4d91-ac8a-e49b1ec6e85c,10.24
109,Dillon Brooks,SF,MEM,73,28.9,-0.77,1.57,0.80,4.56,dc092909-05b4-4bc2-b45f-55f3899822b2,10.44
110,Royce O'Neale,PF,UTAH,71,28.9,-1.06,1.85,0.79,4.24,fb22e82b-f677-4a53-a850-0a2f0c27b1dc,10.120000000000001
111,Thomas Bryant,C,WSH,46,24.9,0.26,0.53,0.79,2.49,54050de9-5c14-4342-854a-68009fb9c98e,8.370000000000001
112,Jordan Clarkson,PG,CLE/UTAH,71,24.0,1.41,-0.64,0.77,3.51,7ed7efa4-ab55-4027-becc-297aa1179256,9.39
113,Willie Cauley-Stein,C,GS/DAL,54,20.3,-2.14,2.85,0.71,2.23,5fbe58d0-9e99-4d01-b5a2-f9d28c563987,8.11
114,TJ Warren,SF,IND,67,32.9,-1.05,1.76,0.71,4.41,,10.29
115,Draymond Green,PF,GS,43,28.4,-0.43,1.12,0.70,2.52,c11cfa25-fa01-4b4b-8338-40cee9f624df,8.4
116,Joe Harris,SF,BKN,69,30.8,0.46,0.24,0.69,4.37,eff7cfb1-255d-4368-8448-774c8c8366a2,10.25
117,Ryan Broekhoff,G,DAL,17,10.6,0.99,-0.33,0.66,0.37,b363eb64-1dc8-4411-b100-806b3784d680,6.25
118,David Nwaba,SF,BKN,20,13.4,-0.09,0.75,0.66,0.55,705dc56f-ed28-4579-968a-847492881122,6.43
119,Kyle Anderson,SF,MEM,67,19.9,-1.52,2.17,0.65,2.74,1b8a6c65-76b2-4a4f-81c6-efd4c9eba9ea,8.620000000000001
120,Nerlens Noel,C,OKC,61,18.5,-0.57,1.22,0.65,2.21,e10e46ce-0f44-4c0d-8f2d-ddc87d7a6517,8.09
121,Caleb Martin,SF,CHA,18,17.6,-1.39,2.03,0.64,0.59,fd198f6b-9d3a-4943-b4a7-fb5ce28fc52c,6.47
123,Brandon Ingram,SF,NO,62,33.9,1.83,-1.20,0.63,4.34,13bc8674-2e2d-4dae-818c-69728b553b74,10.219999999999999
124,Serge Ibaka,F,TOR,55,27.0,-0.64,1.27,0.62,2.88,036d5db1-0417-434e-bf2e-082491506b0e,8.76
125,Victor Oladipo,SG,IND,19,27.8,-0.19,0.81,0.62,1.05,629ff9c4-4f2b-4817-88be-d9cbc4df9b6f,6.93
126,Eric Gordon,SG,HOU,36,28.2,2.25,-1.65,0.61,2.11,fee0cbdd-724d-46c7-9f77-ba9c21057ad0,7.99
127,Shabazz Napier,G,MIN/WSH,56,24.0,0.54,0.05,0.60,2.70,56f93a9a-c2a2-4612-9fd2-d6a9604139c2,8.58
128,Trey Lyles,PF,SA,63,20.2,-1.16,1.75,0.60,2.48,8b723e5c-e6a5-4c76-a0bb-58fce2f31ab0,8.36
129,Myles Turner,C,IND,62,29.5,-2.36,2.90,0.54,3.42,edec894a-4c96-48d4-9a99-888426ba9fa1,9.3
130,Patrick Patterson,PF,LAC,59,13.2,-0.43,0.94,0.51,1.51,363646a1-0fcc-44f4-90ef-82f85b8da460,7.39
131,Naz Reid,C,MIN,30,16.5,-0.21,0.72,0.51,0.98,3ccb31e0-51fc-4e38-ae6c-6b2ec37dae58,6.859999999999999
132,Denzel Valentine,G,CHI,36,13.6,0.78,-0.28,0.49,0.90,e53a3da9-42a0-4e36-9476-720745e418bb,6.78
133,Josh Hart,SG,NO,65,27.0,1.07,-0.58,0.49,3.41,3f838f92-c17f-4fe9-9cd8-10bf9a1fa016,9.29
134,Matt Thomas,SG,TOR,41,10.7,0.39,0.10,0.49,0.82,cdeb1805-7869-4bf1-96b9-413f6c6357c0,6.7
135,Jonathan Isaac,PF,ORL,34,28.8,-1.48,1.95,0.47,1.81,e612b8ff-d1be-41e1-88c3-ab6aa6b622e5,7.6899999999999995
136,Troy Daniels,G,LAL/DEN,47,11.3,-0.11,0.57,0.46,0.98,095f9944-b1d6-4049-9392-76300069aa40,6.859999999999999
137,Clint Capela,C,HOU,39,32.8,0.04,0.40,0.45,2.45,e1f14035-2120-4278-8d5f-1dc96e50ded4,8.33
138,Jakob Poeltl,C,SA,66,17.7,0.47,-0.04,0.43,2.20,9648e07b-ae7c-4822-97c2-e9a202aac54a,8.08
139,Wayne Ellington,SG,NY,36,15.5,-0.46,0.84,0.39,0.97,6f7f81f9-6dea-4e90-a93d-f92089f0b816,6.85
140,Shai Gilgeous-Alexander,PG,OKC,70,34.7,0.16,0.22,0.38,4.33,72426fe2-8c6d-416c-a679-0f7601c9d5db,10.21
141,Tyus Jones,PG,MEM,65,19.0,1.85,-1.50,0.35,2.30,47a5dd37-8fab-4579-9dc8-ddfa57ad103c,8.18
142,De'Anthony Melton,SG,MEM,60,19.5,0.98,-0.66,0.31,2.14,6adab29e-9e18-40b9-8352-c3a4cb53bbab,8.02
143,Bradley Beal,SG,WSH,57,36.0,5.09,-4.79,0.30,3.69,23b2b486-c651-404a-9eba-640ab1594a83,9.57
144,Boban Marjanovic,C,DAL,44,9.6,0.32,-0.05,0.27,0.72,5bf55ea2-b498-40ea-9d49-78ccc477e90b,6.6
145,Caris LeVert,SG,BKN,45,29.6,-0.18,0.45,0.26,2.32,76d4ddb8-db74-4b21-9358-31afe4e5682f,8.2
146,Malik Beasley,SG,DEN/MIN,55,22.0,1.49,-1.25,0.24,2.10,3473d80c-586e-4ede-bdb2-e325da469f92,7.98
147,Seth Curry,SG,DAL,64,24.6,1.51,-1.28,0.23,2.65,a2330496-0de0-4b72-a052-014264b5cd8f,8.53
148,Mason Plumlee,C,DEN,61,17.3,0.20,0.02,0.23,1.73,73bf0204-a356-4ebc-8b19-bd4986f1117c,7.609999999999999
149,Otto Porter,SF,CHI,14,23.6,-0.31,0.52,0.21,0.56,,6.4399999999999995
150,Nemanja Bjelica,PF,SAC,72,27.9,-0.85,1.05,0.20,3.30,09b700f7-a33c-402e-a635-b1c45b1ae43e,9.18
151,Josh Jackson,SG,MEM,22,17.3,1.44,-1.23,0.20,0.67,9ff3333d-712f-4e4a-a0a9-c8f565e0da42,6.55
152,Ja Morant,PG,MEM,67,31.0,-0.21,0.40,0.20,3.55,05451865-5ee2-471b-be69-ebcdf7aa35ec,9.43
153,Furkan Korkmaz,SG,PHI,72,21.7,0.51,-0.35,0.16,2.58,c9dbf2eb-a717-46c7-a196-245ba1e4a172,8.46
154,Garrison Mathews,SG,WSH,18,12.6,0.74,-0.58,0.16,0.38,892ceb2c-93c9-4379-b0d3-436e715386de,6.26
155,Gorgui Dieng,C,MIN/MEM,63,17.4,-1.83,1.97,0.14,1.81,3700cf74-e27b-42d1-aa5d-070142bf5c06,7.6899999999999995
156,Avery Bradley,PG,LAL,49,24.2,-1.12,1.26,0.14,1.94,ee7f61e9-4194-4c16-a34c-c0b87063ebe2,7.82
157,John Henson,F,CLE/DET,40,15.0,-1.25,1.38,0.13,0.96,a5991bb6-bb12-427a-ad4a-945687a69cad,6.84
158,Mitchell Robinson,C,NY,61,23.1,0.19,-0.06,0.13,2.17,a50f890d-fa6c-44d3-9653-75a3f83db921,8.05
159,Dwight Powell,C,DAL,40,26.5,-0.44,0.57,0.13,1.68,99857625-77a9-4c25-98f6-45f5405ba381,7.56
160,Kevin Love,PF,CLE,56,31.8,0.38,-0.28,0.10,2.80,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887,8.68
161,Trevor Ariza,SF,SAC/POR,53,28.2,-0.61,0.71,0.10,2.37,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,8.25
162,Garrett Temple,SF,BKN,62,27.9,-0.48,0.56,0.07,2.78,a8d75128-8bc1-4ee0-bf21-59fc9cbf0242,8.66
164,Larry Nance Jr,PF,CLE,56,26.3,-0.42,0.43,0.02,2.18,,8.06
165,Matisse Thybulle,SG,PHI,65,19.8,-0.96,0.97,0.00,1.95,155343f7-a49e-448c-9b5c-f8b5098dbfde,7.83
166,Yuta Watanabe,SF,MEM,18,5.8,-0.55,0.55,-0.01,0.16,d7f52959-fe08-4b64-816a-b168cd7c1e22,6.04
167,Brandon Clarke,PF,MEM,58,22.4,1.63,-1.64,-0.01,2.07,08eef196-2ebc-47f5-978e-18863c142421,7.949999999999999
168,Terrence Ross,G,ORL,69,27.4,0.36,-0.41,-0.05,2.78,09c88e8f-fc07-4097-b929-885f3e6a952e,8.66
169,Alex Len,C,ATL/SAC,55,17.6,-1.07,1.00,-0.07,1.47,1ffa1ef0-90c1-43e5-a683-7ed1d9a87502,7.35
170,Aron Baynes,C,PHX,42,22.3,-0.07,-0.01,-0.07,1.40,df83f242-4567-410e-a094-8a682b74ca67,7.279999999999999
171,Luguentz Dort,G,OKC,36,22.8,-1.74,1.64,-0.10,1.18,84ef4676-9816-4e4f-8b70-c430f973aed6,7.06
172,Ben McLemore,SG,HOU,71,22.8,2.50,-2.60,-0.10,2.44,c65f73ca-4600-4beb-b523-19a269ae53ad,8.32
173,Luka Samanic,F,SA,3,16.0,-0.75,0.65,-0.10,0.07,532cfe64-2805-4945-8b6f-5efe7987aca7,5.95
174,Maxi Kleber,PF,DAL,74,25.5,-0.63,0.53,-0.10,2.74,763ab852-98b0-4761-a150-092ea41b2951,8.620000000000001
175,Trey Burke,PG,PHI/DAL,33,15.8,-0.17,0.05,-0.12,0.73,b6abe1b0-f4d3-4376-acb1-0a7de495ed8e,6.609999999999999
176,Jabari Parker,PF,ATL/SAC,38,24.1,1.84,-1.99,-0.15,1.34,9daaac4d-d412-45cb-ac1b-bcc701047cf0,7.22
177,Rondae Hollis-Jefferson,SF,TOR,60,18.7,-0.83,0.68,-0.15,1.57,aba9b128-4ffb-40e6-ad84-3cbb62beea3f,7.45
178,Tony Snell,SF,DET,59,27.8,-1.96,1.80,-0.16,2.21,0b5271a7-15a6-4212-91cb-24287903cf7e,8.09
179,OG Anunoby,SF,TOR,69,29.9,-2.11,1.95,-0.16,2.90,,8.78
180,Keldon Johnson,SF,SA,17,17.7,-0.39,0.22,-0.17,0.46,f05a2430-e494-4030-ae7b-0ebc128294ac,6.34
181,Jake Layman,F,MIN,23,22.0,-0.15,-0.02,-0.17,0.77,caa548ac-6a70-4103-bcd4-c71cfaa208dd,6.65
182,Dwight Howard,C,LAL,69,18.9,-0.76,0.58,-0.18,1.78,b89c8f21-0a6f-4c76-b5e8-b5775c73583b,7.66
183,Zach LaVine,SG,CHI,60,34.8,2.06,-2.27,-0.21,2.88,15dd9b5f-8ad2-42ab-8790-4f24c4a6d909,8.76
184,Bruno Caboclo,F,MEM/HOU,30,8.1,-0.78,0.54,-0.24,0.35,25d61265-4bab-4fc3-bce1-6438cdfc53fc,6.2299999999999995
185,Frank Kaminsky,PF,PHX,39,19.9,0.17,-0.41,-0.25,1.08,9fbbe6a5-bd18-402f-bcfb-817bc1640de8,6.96
186,Monte Morris,PG,DEN,73,22.4,-0.83,0.58,-0.25,2.14,4038ddfc-8480-4e18-bee2-fd598623034c,8.02
187,JaMychal Green,F,LAC,63,20.7,-0.58,0.33,-0.25,1.80,f75adf79-3342-4848-8d6f-dfb7bf8ffc29,7.68
188,Gabe Vincent,PG,MIA,9,9.2,-0.78,0.51,-0.27,0.11,1338b539-03ca-493b-84c4-0b8d73512708,5.99
189,LaMarcus Aldridge,C,SA,53,33.1,-0.72,0.44,-0.28,2.29,8e44a15c-b4d5-4dfe-bdf7-b86931475b32,8.17
190,Robert Williams,C,BOS,29,13.4,-0.50,0.22,-0.28,0.51,,6.39
191,De'Aaron Fox,PG,SAC,51,32.0,2.04,-2.33,-0.29,2.18,3597c816-649c-48ba-af53-e133b3e4af26,8.06
192,Sterling Brown,SF,MIL,52,14.8,-0.55,0.26,-0.29,1.05,a5b7b995-44b7-4136-b0fb-cd7fe70efd5b,6.93
193,Kyle Korver,G,MIL,58,16.6,1.21,-1.50,-0.30,1.32,8803f3ad-893e-4541-ba72-7be494dbf1c4,7.2
194,Mike Conley,PG,UTAH,47,29.0,-0.93,0.62,-0.31,1.75,ebc02828-465d-4985-90df-4facae97337a,7.63
195,JaVale McGee,C,LAL,68,16.6,-1.94,1.63,-0.31,1.47,6220b234-7941-44ed-84f1-9c2d44fd7fb9,7.35
196,Bismack Biyombo,C,CHA,53,19.4,-2.28,1.96,-0.32,1.19,4817346e-640e-47da-a934-81a031b85e94,7.07
197,Mike Scott,PF,PHI,68,17.8,-0.22,-0.12,-0.34,1.53,90c4c70d-1df8-4314-82dc-8ba9bd647252,7.41
198,Michael Carter-Williams,G,ORL,45,18.5,-0.81,0.47,-0.34,1.04,9420ced9-6af0-46bc-9a94-5b8e8f28c1b7,6.92
199,Daniel Gafford,C,CHI,43,14.2,-1.38,1.01,-0.37,0.76,984f68da-05a2-4cce-9e32-0889d7b23311,6.64
