,Player,Salary,Year,UUID
0,Kevin Garnett,21000000.0,2006,4035d838-5ed7-4507-86ad-0488a9b9c358
1,Shaquille O'Neal,20000000.0,2006,74b99a51-bb65-436f-8bcc-7022af2a490a
2,Michael Finley,19030999.0,2006,55e94f09-faa2-4275-bf2c-2ed71d56f926
3,Chris Webber,18261024.0,2006,a2a451fc-e02e-454f-a62a-4f9b2ce4f852
4,Jason Kidd,18084000.0,2006,34ac2a07-1fe4-4883-944a-3b944559788b
5,Jermaine O'Neal,18084000.0,2006,96dc66cb-3a67-44a2-b79f-b687938da7cf
6,Kobe Bryant,17718750.0,2006,24d0e17f-fb15-4609-84f0-ff0d88dc0937
7,Tim Duncan,17429672.0,2006,1aba9f56-0b6b-428e-b755-819a337ce515
8,Allen Iverson,17184375.0,2006,d8c52d19-deaa-48c8-86da-ec699b2a0852
9,Stephon Marbury,17184375.0,2006,f3a8c74e-844a-4cb6-88e1-1427b0f4bab5
10,Tracy McGrady,16901500.0,2006,b08d73ba-5002-4a5b-91cf-f16b7bb6fd6c
11,Grant Hill,16901500.0,2006,c84baf92-4ddd-4db5-a1a8-eb9d3865a350
12,Brian Grant,16786950.0,2006,4355f0fd-c604-45ad-8324-32133c99a9b4
13,Jalen Rose,16141500.0,2006,fe1c6c2c-55b2-4e9e-928b-49ead2b5532a
14,Ben Wallace,16000000.0,2006,33b29513-8bf9-40c0-b40c-92d241d0a33d
15,Eddie Jones,15395472.0,2006,83d519a9-63ac-49ac-8f02-8819baa4d5c8
16,Paul Pierce,15101625.0,2006,d14d1240-57b5-4cfb-b38e-3993d37eb1d3
17,Vince Carter,15101625.0,2006,019d4597-224e-49c3-b78f-149070a6951d
18,Dirk Nowitzki,15101625.0,2006,2c65279f-3a4f-4c12-8369-793f979c9934
19,Antawn Jamison,15101625.0,2006,53a3b184-a4cf-42d0-9303-fca720ecd662
20,Baron Davis,15070000.0,2006,955a38f5-292b-4d1d-8e02-792168f51005
21,Steve Francis,15070000.0,2006,e80d5f18-0228-43d7-89ad-76d953c0fc4f
22,Shawn Marion,15070000.0,2006,5d4d73e4-5fe8-43d3-8869-8997e243d262
23,Ray Allen,14611570.0,2006,dd35c155-b428-42b0-b12e-5ef94414c5a0
24,Elton Brand,14248000.0,2006,d63e5ac8-f1ef-4bd5-8d76-8f4d65432d8a
25,Larry Hughes,13363012.0,2006,537bb878-9f77-47ca-babf-5d52ac082345
26,Michael Redd,13260000.0,2006,3c2fb1bc-d168-480f-8555-0c4d4e59c356
27,Joe Johnson,12744189.0,2006,fca7c221-f167-42c8-a42a-9e28b3cef10e
28,Mike Bibby,12500000.0,2006,77282c32-cff7-4b25-bdeb-16d8bdda3e41
29,Yao Ming,12455000.0,2006,e7839aa9-fd6b-45c7-85b8-1832ce2f3c3e
30,Amare Stoudemire,12455000.0,2006,7b22af5c-e512-4e92-b842-66cda73f0254
31,Pau Gasol,12364000.0,2006,4851c61b-ef46-44ed-b940-4c1229208225
32,Andrei Kirilenko,12364000.0,2006,264998a4-bb1c-44d5-8a17-d5e33001ccbe
33,Lamar Odom,12348596.0,2006,2c755913-c6d6-417f-9fcc-e902381f5aaf
34,Kenyon Martin,12068182.0,2006,d942225a-2af7-4ddd-ab29-5080cf48f46c
35,Zach Randolph,12000000.0,2006,71672ebf-e0d2-4a53-b5cc-6597ef66ef33
36,Wally Szczerbiak,11775000.0,2006,8a16b208-d5bb-498e-843b-ba8caf8d24ba
37,Theo Ratliff,11666666.0,2006,6bbfff81-213b-4183-88f0-fcd3fd198e88
38,Rasheed Wallace,11650000.0,2006,a4b7eb84-1c66-4b49-86bf-dc66f957b764
39,Raef LaFrentz,11532037.0,2006,ca841f45-5fc9-4d1d-92fe-c24834bb02bf
40,Carlos Boozer,11260483.0,2006,3bf7f1dc-c213-4da8-9385-3e65646f4279
41,Richard Jefferson,11200000.0,2006,89a8b86f-f263-45ea-9c18-e41b5e63c58d
42,Gilbert Arenas,11096800.0,2006,a96219af-32f3-4970-a605-f51f2c30d8db
43,Derek Anderson,11043897.0,2006,42d72d39-26ce-45a8-9f71-a13af42dc460
44,Predrag Stojakovic,10800000.0,2006,72e2db2e-c191-4144-b3bf-b3bc04dca80e
45,Steve Nash,10500000.0,2006,e22dbb44-a0dc-4d1b-8d5f-5311077027f4
46,Jason Richardson,9999999.0,2006,8c6dde95-ce6e-46b9-8872-02b07d1e3a05
47,Erick Dampier,9628000.0,2006,3a75929a-679d-4087-857d-e103796a0745
48,Brad Miller,9625000.0,2006,7238d13f-03a0-41ec-a9ea-ced78d3574f7
49,Samuel Dalembert,9464307.0,2006,bc04ca41-c6ba-4461-b7c7-772b5c981290
50,Tony Parker,9450000.0,2006,0ea2d348-8b73-4aab-8897-7c65a7b7146e
51,Zydrunas Ilgauskas,9442697.0,2006,ad1d5139-053b-4933-beee-51a3ecae81f3
52,Rashard Lewis,9350649.0,2006,4238a32a-ab7c-4a04-a39c-5787949239f2
53,Jerry Stackhouse,9296874.0,2006,da721f42-6e18-4be7-8766-024d8ae1ddb0
54,Richard Hamilton,9187500.0,2006,17f55728-ceb7-4392-90fc-a6990f1cb79d
55,Tyson Chandler,9150000.0,2006,8c507a1f-0040-43af-a02c-2e453b5ecb1c
56,Marcus Camby,8800000.0,2006,bf87ad28-9f95-4a3a-97d0-7e7c60d93403
57,Andre Miller,8733333.0,2006,c572c106-7e60-4ff3-a115-1f32869d30c9
58,Bobby Simmons,8640000.0,2006,80deaa35-9607-4aaa-a816-c5374a9534d9
59,Maurice Taylor,8565918.0,2006,9219e8bf-7962-461c-bf38-1784b30036bb
60,PJ Brown,8560000.0,2006,79586f78-50fb-48f4-b1b2-acac8429f7db
61,Jamaal Magloire,8433334.0,2006,f165e8fd-85a2-4f30-9d00-8a2aa1f18d5b
62,Kwame Brown,8287500.0,2006,5ac90373-f73b-4f7b-9594-9e0aa746df5c
63,Troy Murphy,8285714.0,2006,e315ffcb-8bb5-4c44-965c-717a0a27c7e1
64,Manu Ginobili,8254375.0,2006,294027c7-c0bb-467a-8693-07d4216b7587
65,Jason Williams,8250000.0,2006,340c6121-19b2-45a0-a61c-ff2e6039b3ae
66,Mehmet Okur,8250000.0,2006,f4ed9663-56e3-414e-8d02-4dd06ef9e003
