,Player,Salary,Year,UUID
0,Kevin Garnett,28000000.0,2003,4035d838-5ed7-4507-86ad-0488a9b9c358
1,Shaquille O'Neal,24749999.0,2003,74b99a51-bb65-436f-8bcc-7022af2a490a
2,Dikembe Mutombo,17714291.0,2003,ac5301b7-a106-4651-8329-2340abff1bbc
3,Rasheed Wallace,17000000.0,2003,a4b7eb84-1c66-4b49-86bf-dc66f957b764
4,Allan Houston,15937500.0,2003,62f45e10-0b2a-4322-9017-f19f8645be33
5,Chris Webber,15937500.0,2003,a2a451fc-e02e-454f-a62a-4f9b2ce4f852
6,Shawn Kemp,14941935.0,2003,e2951a08-5c47-4a63-a592-c54a10392c81
7,Shareef Abdur-Rahim,13500000.0,2003,1373ea21-11c6-4c31-b6ca-aa4f856c0bf6
8,Vin Baker,13500000.0,2003,4df714c7-9b02-4dcb-b84c-f42fd5d67824
9,Zydrunas Ilgauskas,13500000.0,2003,ad1d5139-053b-4933-beee-51a3ecae81f3
10,Antoine Walker,13500000.0,2003,8fc415a6-0c0b-4af5-9531-f562fcd1128c
11,Kobe Bryant,13500000.0,2003,24d0e17f-fb15-4609-84f0-ff0d88dc0937
12,Latrell Sprewell,13500000.0,2003,f1abb210-4ffd-4a3f-81bb-9b9fb528b347
13,Antonio McDyess,13500000.0,2003,5b6497a1-1852-4ff7-8c70-3dd4d0460879
14,Ray Allen,13500000.0,2003,dd35c155-b428-42b0-b12e-5ef94414c5a0
15,Allen Iverson,13500000.0,2003,d8c52d19-deaa-48c8-86da-ec699b2a0852
16,Anfernee Hardaway,13500000.0,2003,c9ea836c-104f-4821-bf79-5fff9899daa6
17,Stephon Marbury,13500000.0,2003,f3a8c74e-844a-4cb6-88e1-1427b0f4bab5
18,Michael Finley,13281250.0,2003,55e94f09-faa2-4275-bf2c-2ed71d56f926
19,Keith Van Horn,13279750.0,2003,d5de1caf-9595-4da8-b30c-b14264099bc2
20,Grant Hill,13279750.0,2003,c84baf92-4ddd-4db5-a1a8-eb9d3865a350
21,Tracy McGrady,13279750.0,2003,b08d73ba-5002-4a5b-91cf-f16b7bb6fd6c
22,Jalen Rose,13279750.0,2003,fe1c6c2c-55b2-4e9e-928b-49ead2b5532a
23,Jason Kidd,13152000.0,2003,34ac2a07-1fe4-4883-944a-3b944559788b
24,Jermaine O'Neal,13152000.0,2003,96dc66cb-3a67-44a2-b79f-b687938da7cf
25,Antonio Davis,12925000.0,2003,c1acc3b9-54f4-4996-ba79-86baf21e89aa
26,Tim Duncan,12676125.0,2003,1aba9f56-0b6b-428e-b755-819a337ce515
27,Damon Stoudamire,12375000.0,2003,796009f7-7eaf-4a80-a431-b515d43192ce
28,Eddie Jones,12333750.0,2003,83d519a9-63ac-49ac-8f02-8819baa4d5c8
29,Brian Grant,12130648.0,2003,4355f0fd-c604-45ad-8324-32133c99a9b4
30,Vlade Divac,12051510.0,2003,112709ed-d8e8-4023-872a-d25875f5fd49
31,Nick Van Exel,11956625.0,2003,5b71c06e-2ba9-4de8-85b9-87ac7a0d8d48
32,Tim Thomas,11825000.0,2003,0d98d7f9-52ac-4744-93e4-220c3fe58e4b
33,Tom Gugliotta,11670000.0,2003,b30a9c97-4a6e-44fa-bad0-87a27cb60305
34,Paul Pierce,11326219.0,2003,d14d1240-57b5-4cfb-b38e-3993d37eb1d3
35,Antawn Jamison,11326219.0,2003,53a3b184-a4cf-42d0-9303-fca720ecd662
36,Dirk Nowitzki,11326219.0,2003,2c65279f-3a4f-4c12-8369-793f979c9934
37,Vince Carter,11326219.0,2003,019d4597-224e-49c3-b78f-149070a6951d
38,Terrell Brandon,11100000.0,2003,c0a391d7-42e8-4526-accd-1154454573fc
39,Steve Francis,10960000.0,2003,e80d5f18-0228-43d7-89ad-76d953c0fc4f
40,Elton Brand,10960000.0,2003,d63e5ac8-f1ef-4bd5-8d76-8f4d65432d8a
41,Baron Davis,10960000.0,2003,955a38f5-292b-4d1d-8e02-792168f51005
42,Shawn Marion,10960000.0,2003,5d4d73e4-5fe8-43d3-8869-8997e243d262
43,Glenn Robinson,10730000.0,2003,887bd52d-0b33-4b48-8da8-99203d4f09c0
44,Theo Ratliff,10156250.0,2003,6bbfff81-213b-4183-88f0-fcd3fd198e88
