,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
30,Mark Bradtke,C,28,PHI,36,0,251,25,58,0.431,0,0,0.0,25,58,0.431,0.431,9,13,0.692,26,42,68,7,5,5,9,34,59,c0a8b8b6-279a-4012-9168-c8ef4175ca7d,1996
31,Terrell Brandon,PG,26,CLE,78,78,2868,575,1313,0.438,101,271,0.373,474,1042,0.455,0.476,268,297,0.902,48,253,301,490,138,30,178,177,1519,823fab52-6900-49dc-84a3-9402c2c86964,1996
32,Frank Brickowski,PF,37,BOS,17,2,255,32,73,0.438,7,20,0.35,25,53,0.472,0.486,10,14,0.714,6,28,34,15,5,4,19,42,81,e2011308-25ca-48c8-bc1d-457254a4315a,1996
33,Scott Brooks,PG,31,NYK,38,0,251,19,39,0.487,5,12,0.417,14,27,0.519,0.551,14,15,0.933,6,12,18,29,21,0,17,35,57,806c8dd0-54e2-4473-a635-f5003b31a7dd,1996
34,Chucky Brown,SF,28,TOT,70,1,757,78,154,0.506,1,6,0.167,77,148,0.52,0.51,47,70,0.671,41,107,148,28,9,22,19,100,204,8c9b0d6c-9002-479b-837d-7e0205884c09,1996
35,Dee Brown,PG,28,BOS,21,2,522,61,166,0.367,20,65,0.308,41,101,0.406,0.428,18,22,0.818,8,40,48,67,31,7,24,45,160,f3409c41-8f7a-451e-8e19-5db262e1f39e,1996
36,Marcus Brown,PG,22,POR,21,0,184,28,70,0.4,13,32,0.406,15,38,0.395,0.493,13,19,0.684,4,11,15,20,8,2,13,26,82,5b282f1e-ce11-4548-9cdf-9cfe84bb490d,1996
37,Mike Brown,C,33,PHO,6,1,83,5,12,0.417,0,0,0.0,5,12,0.417,0.417,6,10,0.6,9,16,25,5,1,1,2,9,16,2fb24726-79a1-4ec0-9fe8-7fbf2e15fbb5,1996
38,Randy Brown,PG,28,CHI,72,3,1057,140,333,0.42,4,22,0.182,136,311,0.437,0.426,57,84,0.679,34,77,111,133,81,17,58,116,341,8f36f9da-c300-43d1-ac60-8fca68c80007,1996
39,Mark Bryant,PF,31,PHO,41,18,1018,152,275,0.553,0,0,0.0,152,275,0.553,0.553,76,108,0.704,67,145,212,47,22,5,46,136,380,76198ed3-74d2-496b-8f73-36b57a74c3ae,1996
40,Jud Buechler,SF,28,CHI,76,0,703,58,158,0.367,18,54,0.333,40,104,0.385,0.424,5,14,0.357,45,81,126,60,23,21,27,50,139,5cc0522a-92c2-4b12-a9ff-963e2840c135,1996
41,Matt Bullard,PF,29,HOU,71,12,1025,114,284,0.401,67,183,0.366,47,101,0.465,0.519,25,34,0.735,13,104,117,67,21,18,38,68,320,3154c4f2-02b4-4e45-b006-309b7b40279d,1996
42,Scott Burrell,SF,26,TOT,57,2,939,98,271,0.362,41,116,0.353,57,155,0.368,0.437,57,76,0.75,49,109,158,74,28,19,53,120,294,d59bee5e-7d0b-40f3-86e4-861692cd6840,1996
43,Willie Burton,SF,28,ATL,24,2,380,39,116,0.336,13,46,0.283,26,70,0.371,0.392,57,68,0.838,11,30,41,11,8,3,26,55,148,d812d4dd-3c39-4c59-a979-0d7ce7449bd1,1996
44,Mitchell Butler,SG,26,POR,49,1,465,52,125,0.416,12,39,0.308,40,86,0.465,0.464,32,50,0.64,19,34,53,30,13,2,27,55,148,10656c23-5d8d-45a5-bdb6-887f2b7b60de,1996
45,Jason Caffey,PF,23,CHI,75,19,1405,205,385,0.532,0,1,0.0,205,384,0.534,0.532,139,211,0.659,135,166,301,89,25,9,97,149,549,e71d6909-99db-44b2-bb7f-b911f4d418a0,1996
46,Michael Cage,C,35,PHI,82,24,1247,66,141,0.468,0,0,0.0,66,141,0.468,0.468,19,41,0.463,112,208,320,43,48,42,17,118,151,a2c39711-5176-4727-ac4b-d4f600d81bfb,1996
47,Adrian Caldwell,PF,30,TOT,45,0,569,40,92,0.435,0,2,0.0,40,90,0.444,0.435,21,50,0.42,58,109,167,12,16,8,28,87,101,ff7ef569-668d-4cb5-ad34-e21efa11eeca,1996
48,Marcus Camby,C,22,TOR,63,38,1897,375,778,0.482,2,14,0.143,373,764,0.488,0.483,183,264,0.693,131,263,394,97,66,130,134,214,935,daabe87b-5399-40dc-9a97-5c08300da5a5,1996
49,Elden Campbell,PF,28,LAL,77,77,2516,442,942,0.469,1,4,0.25,441,938,0.47,0.47,263,370,0.711,207,408,615,126,46,117,130,276,1148,b2c688d6-6b67-46d0-ab35-32d0fda30e13,1996
50,Antoine Carr,PF,35,UTA,82,0,1460,252,522,0.483,0,3,0.0,252,519,0.486,0.483,99,127,0.78,60,135,195,74,24,63,75,214,603,bef418b3-f88a-4c46-ba60-0fa32a75f6f7,1996
51,Chris Carr,SG,22,MIN,55,10,830,125,271,0.461,31,88,0.352,94,183,0.514,0.518,56,73,0.767,31,82,113,48,24,10,37,93,337,d7925d9d-d53a-4a16-94a5-98af66819f26,1996
52,Sam Cassell,PG,27,TOT,61,44,1714,337,783,0.43,81,231,0.351,256,552,0.464,0.482,212,251,0.845,47,135,182,305,77,19,168,200,967,25693f41-b7e7-4c94-ae69-db2e7017f40b,1996
53,Duane Causwell,C,28,SAC,46,8,581,48,94,0.511,2,3,0.667,46,91,0.505,0.521,20,37,0.541,57,70,127,20,15,38,34,131,118,1cc08ed4-3d76-4378-8b20-6f4ca12f5cc1,1996
54,Cedric Ceballos,SF,27,TOT,50,40,1426,282,617,0.457,26,102,0.255,256,515,0.497,0.478,139,186,0.747,102,228,330,64,33,23,85,113,729,b2b1330d-bc6c-4322-b539-ee859f77fd1a,1996
55,Tom Chambers,PF,37,CHH,12,5,83,7,31,0.226,2,3,0.667,5,28,0.179,0.258,3,4,0.75,3,11,14,4,1,0,9,14,19,87411ad9-1a01-4926-b6d7-247d9d29a17c,1996
56,Rex Chapman,SG,29,PHO,65,33,1833,332,749,0.443,110,314,0.35,222,435,0.51,0.517,124,149,0.832,25,156,181,182,52,7,96,108,898,de00f059-54ba-4734-986e-86718200eb24,1996
57,Calbert Cheaney,SG,25,WSB,79,79,2411,369,730,0.505,4,30,0.133,365,700,0.521,0.508,95,137,0.693,70,198,268,114,77,18,94,226,837,6bc29daa-df77-4706-8801-5090651a68d4,1996
58,Pete Chilcutt,PF,28,VAN,54,1,662,72,165,0.436,25,69,0.362,47,96,0.49,0.512,13,22,0.591,67,89,156,47,26,17,28,52,182,7a1d1bf5-3632-46a1-99b9-16447376195d,1996
59,Randolph Childress,PG,24,TOT,23,0,155,14,40,0.35,5,19,0.263,9,21,0.429,0.413,6,8,0.75,1,5,6,17,9,0,18,16,39,31695982-73e0-4b63-87b4-c2bc3c564878,1996
60,Chris Childs,PG,29,NYK,65,61,2076,211,510,0.414,70,181,0.387,141,329,0.429,0.482,113,149,0.758,22,169,191,398,78,11,180,213,605,5f5dbe60-7f2f-40ef-8a62-66c2483855c4,1996
61,Doug Christie,SG,26,TOR,81,81,3127,396,949,0.417,147,383,0.384,249,566,0.44,0.495,237,306,0.775,85,347,432,315,201,45,200,245,1176,98192981-14b8-4c10-ad93-5144b65a3df4,1996
62,Derrick Coleman,PF,29,PHI,57,54,2102,364,836,0.435,32,119,0.269,332,717,0.463,0.455,272,365,0.745,157,416,573,193,50,75,184,164,1032,84f062a1-ada6-4899-8ab9-260ce609bcc4,1996
63,Bimbo Coles,PG,28,GSW,51,13,1183,122,314,0.389,30,102,0.294,92,212,0.434,0.436,37,49,0.755,39,79,118,149,35,7,59,96,311,fd5ff25c-e06e-4109-86fd-aae79146ff69,1996
64,Marty Conlon,C,29,BOS,74,15,1614,214,454,0.471,2,10,0.2,212,444,0.477,0.474,144,171,0.842,128,195,323,104,46,18,109,154,574,323c33b9-0edb-4a29-86a2-3e49c693de82,1996
65,Tyrone Corbin,SF,34,ATL,70,65,2305,253,600,0.422,74,208,0.356,179,392,0.457,0.483,86,108,0.796,76,218,294,124,90,7,85,176,666,2333fb56-5711-47c8-88ac-873809c87028,1996
66,Joe Courtney,PF,27,TOT,9,0,100,11,30,0.367,0,0,0.0,11,30,0.367,0.367,3,5,0.6,9,7,16,0,0,0,3,14,25,6bdbfaa5-21af-4826-a1d8-84031e872880,1996
67,John Crotty,PG,27,MIA,48,0,659,79,154,0.513,20,49,0.408,59,105,0.562,0.578,54,64,0.844,15,32,47,102,18,0,42,79,232,136cd263-ba67-449d-ab12-5401d727c24e,1996
68,Terry Cummings,PF,35,SEA,45,3,828,155,319,0.486,3,5,0.6,152,314,0.484,0.491,57,82,0.695,70,113,183,39,33,7,45,113,370,7476bfee-7c7e-490c-89af-56e322a8df0a,1996
69,Earl Cureton,PF,39,TOR,9,0,46,3,8,0.375,0,0,0.0,3,8,0.375,0.375,1,3,0.333,4,5,9,4,0,0,1,10,7,c3a9340a-1afc-4075-bc8f-ff130868f529,1996
70,Dell Curry,SG,32,CHH,68,20,2078,384,836,0.459,126,296,0.426,258,540,0.478,0.535,114,142,0.803,40,171,211,118,60,14,93,147,1008,68ff8943-d218-4539-8d43-74acf22d65d1,1996
71,Michael Curry,SG,28,DET,81,2,1217,99,221,0.448,23,77,0.299,76,144,0.528,0.5,97,108,0.898,23,96,119,43,31,12,28,128,318,15678d32-697f-469b-af8f-170a457b7179,1996
72,Erick Dampier,C,21,IND,72,21,1052,131,336,0.39,1,1,1.0,130,335,0.388,0.391,107,168,0.637,96,198,294,43,19,73,84,153,370,c31ab4d8-7d51-4157-a534-1648d05c4c27,1996
73,Lloyd Daniels,SG,29,TOT,22,0,310,36,119,0.303,21,70,0.3,15,49,0.306,0.391,5,6,0.833,19,24,43,26,10,3,14,33,98,fb36c757-5523-4856-bf87-c9f94df4fe37,1996
74,Yinka Dare,C,24,NJN,41,2,313,19,54,0.352,0,0,0.0,19,54,0.352,0.352,19,37,0.514,35,47,82,3,4,28,21,51,57,3018e12f-78f8-4999-ae5c-505b81483a63,1996
75,Antonio Davis,PF,28,IND,82,28,2335,308,641,0.48,1,14,0.071,307,627,0.49,0.481,241,362,0.666,190,408,598,65,42,84,141,260,858,0cc43dc1-98ea-4ea2-962d-1465fac7dc37,1996
76,Ben Davis,PF,24,PHO,20,0,98,10,26,0.385,0,0,0.0,10,26,0.385,0.385,9,20,0.45,12,15,27,0,4,1,3,16,29,c0d9a90e-a188-4d8a-a308-9fee03fa2385,1996
77,Dale Davis,PF,27,IND,80,76,2589,370,688,0.538,0,0,0.0,370,688,0.538,0.538,92,215,0.428,301,471,772,59,60,77,108,233,832,9bd7b705-76b9-4cd9-b230-4872e38108fd,1996
78,Emanual Davis,PG,28,HOU,13,0,230,24,54,0.444,12,27,0.444,12,27,0.444,0.556,5,8,0.625,2,20,22,26,9,2,17,20,65,b6e4fde2-5a0b-4675-a5dd-9e199529572b,1996
79,Hubert Davis,SG,26,TOR,36,0,623,74,184,0.402,16,70,0.229,58,114,0.509,0.446,17,23,0.739,11,29,40,34,11,2,21,40,181,771641c6-eda9-4908-b7dc-4de5744b23c8,1996
80,Mark Davis,SF,23,PHI,75,17,1705,251,535,0.469,24,93,0.258,227,442,0.514,0.492,113,168,0.673,138,185,323,135,85,31,118,230,639,d91daa9b-aa2a-4627-a972-f848bb701bf8,1996
81,Todd Day,SG,27,BOS,81,27,2277,398,999,0.398,126,348,0.362,272,651,0.418,0.461,256,331,0.773,109,221,330,117,108,48,127,208,1178,dc9ffb38-7dca-4815-af25-c00a0fa7b9e8,1996
82,Andrew DeClercq,C,23,GSW,71,1,1065,142,273,0.52,0,0,0.0,142,273,0.52,0.52,91,151,0.603,122,176,298,32,33,27,76,229,375,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a,1996
83,Terry Dehere,PG,25,LAC,73,3,1053,148,383,0.386,52,160,0.325,96,223,0.43,0.454,122,148,0.824,15,80,95,158,27,3,96,142,470,dd905573-fe36-4d53-8bf3-83f37c40547c,1996
84,Vinny Del Negro,SG,30,SAS,72,53,2243,365,781,0.467,44,140,0.314,321,641,0.501,0.496,112,129,0.868,39,171,210,231,59,7,92,131,886,bf138b0e-c99c-4cf7-9bfd-3f2cb3f19bb3,1996
85,Bison Dele,C,27,CHI,9,0,138,26,63,0.413,0,0,0.0,26,63,0.413,0.413,11,15,0.733,14,19,33,12,3,5,11,20,63,da34bace-e9eb-4a47-9290-2fb111828d61,1996
86,Tony Delk,PG,23,CHH,61,1,867,119,256,0.465,52,112,0.464,67,144,0.465,0.566,42,51,0.824,31,68,99,99,36,6,68,71,332,5002a175-a18d-4000-a34f-611921f3f8be,1996
87,Dell Demps,SG,26,ORL,2,0,10,0,3,0.0,0,1,0.0,0,2,0.0,0.0,2,2,1.0,0,0,0,0,1,0,0,1,2,a173f325-e27d-4948-8b7b-1d4f96702ea3,1996
88,Sherman Douglas,PG,30,MIL,79,79,2316,306,610,0.502,38,114,0.333,268,496,0.54,0.533,114,171,0.667,57,136,193,427,78,10,153,191,764,218d1375-5118-43ab-97fa-7c1d1883ed3d,1996
89,Greg Dreiling,C,34,DAL,40,3,389,34,74,0.459,1,1,1.0,33,73,0.452,0.466,11,27,0.407,19,57,76,11,8,7,9,65,80,bed77961-496a-422e-b794-46b092193b96,1996
90,Kevin Duckworth,C,32,LAC,26,22,384,45,103,0.437,3,4,0.75,42,99,0.424,0.451,11,16,0.688,23,37,60,16,9,11,33,63,104,af5f0718-d3bf-453d-be32-650509490dab,1996
91,Chris Dudley,C,31,POR,81,14,1840,126,293,0.43,0,0,0.0,126,293,0.43,0.43,65,137,0.474,204,389,593,41,39,96,80,247,317,10207f22-6a09-46de-9e54-a6e20300ec6a,1996
92,Tony Dumas,SG,24,TOT,24,1,278,33,96,0.344,4,28,0.143,29,68,0.426,0.365,16,25,0.64,3,13,16,25,10,2,16,45,86,1a95a0f2-9720-4333-8367-b9796b298455,1996
93,Acie Earl,C,26,TOT,47,0,500,67,180,0.372,0,5,0.0,67,175,0.383,0.372,54,84,0.643,35,61,96,20,15,28,35,61,188,394756c7-1844-4280-8b6d-6b5ca28c4afd,1996
94,Tyus Edney,PG,23,SAC,70,20,1376,150,391,0.384,8,42,0.19,142,349,0.407,0.394,177,215,0.823,34,79,113,226,60,2,112,98,485,23333267-3907-4997-a223-7556f822c801,1996
95,Blue Edwards,SF,31,VAN,61,12,1439,182,458,0.397,25,89,0.281,157,369,0.425,0.425,89,109,0.817,49,140,189,114,38,20,81,135,478,f026a9ba-ffb3-440f-b092-636e3a5a1b35,1996
96,Kevin Edwards,PG,31,NJN,32,0,477,69,183,0.377,15,43,0.349,54,140,0.386,0.418,37,43,0.86,9,34,43,57,17,4,49,34,190,ffce6d7b-7508-4ad0-a470-5d55008cd3f7,1996
97,Craig Ehlo,SG,35,SEA,62,0,848,87,248,0.351,27,95,0.284,60,153,0.392,0.405,13,26,0.5,39,71,110,68,36,4,45,71,214,795a4e74-2e82-4ca1-9a6c-7aca4be004de,1996
98,Howard Eisley,PG,24,UTA,82,0,1083,139,308,0.451,20,72,0.278,119,236,0.504,0.484,70,89,0.787,20,64,84,198,44,10,110,141,368,cc328bd8-3597-4002-94e5-503fffe934fe,1996
99,Mario Elie,SF,33,HOU,78,77,2687,291,585,0.497,120,286,0.42,171,299,0.572,0.6,207,231,0.896,60,175,235,310,92,12,135,200,909,9a34fe53-7775-4472-9659-9d49bf9ef336,1996
100,Sean Elliott,SF,28,SAS,39,39,1393,196,464,0.422,42,126,0.333,154,338,0.456,0.468,148,196,0.755,48,142,190,124,24,24,89,105,582,06ab8ae4-e8f3-4b6b-a216-4187e8ac6dc0,1996
101,Dale Ellis,SF,36,DEN,82,51,2940,477,1151,0.414,192,528,0.364,285,623,0.457,0.498,215,263,0.817,99,194,293,165,60,7,146,178,1361,3deebb20-3308-404d-be67-ab1e32b18cba,1996
102,LaPhonso Ellis,PF,26,DEN,55,49,2002,445,1014,0.439,95,259,0.367,350,755,0.464,0.486,218,282,0.773,107,279,386,131,44,41,117,181,1203,7647cd20-12a1-4cbf-b78c-5f2c3be6b566,1996
103,Pervis Ellison,PF,29,BOS,6,4,125,6,16,0.375,0,0,0.0,6,16,0.375,0.375,3,5,0.6,9,17,26,4,5,9,7,21,15,beb4ab73-9da9-4e40-900e-ec9b2bccc4fe,1996
104,Brian Evans,SF,23,ORL,14,0,59,8,22,0.364,4,8,0.5,4,14,0.286,0.455,0,0,0.0,1,7,8,7,1,2,2,6,20,2c5a70c3-e8f4-4bfb-ac80-b0f04e09d744,1996
105,Jamie Feick,PF-C,22,TOT,41,0,624,56,157,0.357,5,14,0.357,51,143,0.357,0.373,34,67,0.507,82,132,214,26,16,14,31,78,151,834765e5-153d-482f-90e2-cb265c18fede,1996
106,Duane Ferrell,SF,31,IND,62,18,1115,159,337,0.472,18,44,0.409,141,293,0.481,0.499,58,94,0.617,57,84,141,66,38,6,55,120,394,308acad5-bd68-424c-b2f0-7260659c1773,1996
107,Danny Ferry,PF,30,CLE,82,48,2633,341,794,0.429,114,284,0.401,227,510,0.445,0.501,74,87,0.851,82,255,337,151,56,32,94,245,870,4d2819b0-30c9-40f3-af49-4b950b0fad78,1996
108,Michael Finley,SF,23,TOT,83,54,2790,475,1071,0.444,101,280,0.361,374,791,0.473,0.491,198,245,0.808,88,284,372,224,68,24,164,138,1249,73c724d7-8b98-491b-acc0-1fd6eeea2414,1996
109,Matt Fish,C,27,TOT,6,0,8,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,1,4,5,0,0,0,2,2,2,826b2257-1fc6-4bcf-81c6-bb3b51917199,1996
110,Derek Fisher,PG,22,LAL,80,3,921,104,262,0.397,22,73,0.301,82,189,0.434,0.439,79,120,0.658,25,72,97,119,41,5,71,87,309,c076eff2-f72f-4639-bc10-6332183d5f2a,1996
111,Greg Foster,C,28,UTA,79,12,920,111,245,0.453,2,3,0.667,109,242,0.45,0.457,54,65,0.831,56,131,187,31,10,20,54,145,278,4aefed22-7753-4c9e-82a7-29c16f1d18e7,1996
112,Rick Fox,SF,27,BOS,76,75,2650,433,950,0.456,101,278,0.363,332,672,0.494,0.509,207,263,0.787,114,280,394,286,167,40,178,279,1174,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,1996
113,Todd Fuller,C,22,GSW,75,18,949,114,266,0.429,0,0,0.0,114,266,0.429,0.429,76,110,0.691,108,141,249,24,10,20,52,146,304,7ce50ebd-479d-42d4-903e-413be35436ac,1996
114,Kevin Gamble,SF,31,SAC,62,2,953,123,286,0.43,54,112,0.482,69,174,0.397,0.524,7,10,0.7,13,94,107,77,21,17,27,76,307,9a2469a9-1262-4c2a-85da-acc7a3e487f6,1996
115,Dean Garrett,C,30,MIN,68,47,1665,223,389,0.573,0,0,0.0,223,389,0.573,0.573,96,138,0.696,149,346,495,38,40,95,34,158,542,78a68864-dd53-427d-ac97-3f4c859a955f,1996
116,Chris Gatling,PF,29,TOT,47,1,1283,327,623,0.525,1,6,0.167,326,617,0.528,0.526,236,329,0.717,134,236,370,28,39,31,120,138,891,91a83481-28a4-45a5-b350-4cc0cc050926,1996
117,Reggie Geary,PG,23,CLE,39,0,246,22,58,0.379,8,21,0.381,14,37,0.378,0.448,5,11,0.455,4,11,15,36,13,2,15,36,57,96596d55-ad0a-4874-bed5-b9a8c904c3a3,1996
118,Matt Geiger,C,27,CHH,49,13,1044,171,350,0.489,6,20,0.3,165,330,0.5,0.497,89,127,0.701,100,158,258,38,20,27,67,153,437,fba26ae0-efa6-4b02-9eaf-3ab8756e54e6,1996
119,Kendall Gill,SF,28,NJN,82,81,3199,644,1453,0.443,74,220,0.336,570,1233,0.462,0.469,427,536,0.797,183,316,499,326,154,46,218,225,1789,407a01e1-fcba-465f-a46b-45e370abce7b,1996
120,Armen Gilliam,PF,32,MIL,80,25,2050,246,522,0.471,0,0,0.0,246,522,0.471,0.471,199,259,0.768,136,361,497,53,61,40,105,206,691,e73fbea9-98a7-4a49-89f5-e8363da5622f,1996
121,Anthony Goldwire,PG,25,TOT,60,30,1188,131,330,0.397,64,153,0.418,67,177,0.379,0.494,61,78,0.782,12,72,84,219,33,2,76,104,387,48b56c82-2f23-4b74-bad9-0234cbd26343,1996
122,Greg Graham,SG,26,SEA,28,0,197,29,80,0.363,9,31,0.29,20,49,0.408,0.419,26,40,0.65,2,11,13,11,12,1,10,12,93,c3b2cbb0-384f-4edc-8e6c-c3328cee5bae,1996
123,Brian Grant,PF,24,SAC,24,15,607,91,207,0.44,0,0,0.0,91,207,0.44,0.44,70,90,0.778,49,93,142,28,19,25,44,75,252,cb60c459-9cd0-48ce-a876-10795693f3d0,1996
124,Gary Grant,PG,31,MIA,28,0,365,39,110,0.355,14,46,0.304,25,64,0.391,0.418,18,22,0.818,8,30,38,45,16,0,27,39,110,0ad85d16-2bf0-4ad4-9809-fd9959229831,1996
