,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
20,Andre Barrett,PG,22,TOT,38,1,483,45,124,0.363,14,52,0.269,31,72,0.431,0.419,14,19,0.737,11,29,40,69,19,1,27,51,118,397fc630-503f-4de0-b2a3-f9b8458b8fdc,2004
21,Brent Barry,SG,33,SAS,81,8,1742,194,459,0.423,100,280,0.357,94,179,0.525,0.532,113,135,0.837,29,161,190,178,39,20,64,123,601,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,2004
22,Jon Barry,SG,35,TOT,69,2,1505,161,368,0.438,71,165,0.43,90,203,0.443,0.534,62,71,0.873,26,133,159,167,60,9,67,95,455,7c58917c-b227-40f1-8c47-f9b4ae4e064a,2004
23,Tony Battie,C,28,ORL,81,32,1894,163,354,0.46,0,6,0.0,163,348,0.468,0.46,68,94,0.723,109,343,452,42,30,81,81,244,394,b867608b-3f21-40b3-83dd-349f974f7990,2004
24,Shane Battier,SG,26,MEM,80,72,2516,271,613,0.442,70,177,0.395,201,436,0.461,0.499,180,228,0.789,158,255,413,126,91,77,75,201,792,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,2004
25,Lonny Baxter,PF,26,NOH,4,0,36,3,11,0.273,0,0,0.0,3,11,0.273,0.273,0,2,0.0,4,4,8,0,0,0,4,10,6,61609cb5-8e31-460a-b3c2-798ce1fd6b47,2004
26,Raja Bell,SG,28,UTA,63,32,1790,303,667,0.454,54,134,0.403,249,533,0.467,0.495,112,150,0.747,48,153,201,91,44,8,79,205,772,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530,2004
27,Jonathan Bender,SF,24,IND,7,0,93,16,40,0.4,1,5,0.2,15,35,0.429,0.413,3,6,0.5,5,9,14,4,1,2,10,9,36,fb9e592f-db4e-4c82-b0b8-0a087a94d09b,2004
28,Travis Best,PG,32,NJN,76,6,1461,190,452,0.42,26,85,0.306,164,367,0.447,0.449,108,122,0.885,19,88,107,143,66,9,67,148,514,3ec1ea0a-2143-4dd4-a0d7-7341b59a4414,2004
29,Mike Bibby,PG,26,SAC,80,80,3084,560,1264,0.443,131,364,0.36,429,900,0.477,0.495,320,413,0.775,77,255,332,541,124,30,203,191,1571,ce4021d2-8318-4b80-88c3-70c6b08f30ec,2004
30,Chauncey Billups,PG,28,DET,80,80,2866,404,913,0.442,165,387,0.426,239,526,0.454,0.533,343,382,0.898,48,223,271,464,81,9,180,194,1316,7a09dda4-5980-4115-b1c8-bde37d6b4d12,2004
31,Steve Blake,PG,24,WAS,44,1,648,61,186,0.328,36,93,0.387,25,93,0.269,0.425,33,41,0.805,18,53,71,69,13,0,39,47,191,1239a758-90d2-47e1-bc59-d2d3d856d761,2004
32,Mark Blount,C,29,BOS,82,57,2130,327,618,0.529,0,1,0.0,327,617,0.53,0.529,117,164,0.713,143,254,397,129,33,64,158,229,771,11bbc2a9-70f0-4d8e-b64c-91c13bc54d05,2004
33,Tony Bobbitt,SG,25,LAL,2,0,12,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,0.0,0,3,3,0,0,0,0,1,5,c237a814-3657-4023-9504-5d43ce0ece0d,2004
34,Keith Bogans,SG,24,CHA,74,42,1791,262,688,0.381,57,173,0.329,205,515,0.398,0.422,133,183,0.727,76,150,226,135,68,8,122,167,714,8c954282-64f2-4b29-be3a-f613f4999a3f,2004
35,Matt Bonner,C,24,TOR,82,0,1553,247,463,0.533,39,92,0.424,208,371,0.561,0.576,56,71,0.789,108,177,285,48,39,19,40,220,589,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,2004
36,Calvin Booth,C,28,TOT,51,1,451,49,108,0.454,0,1,0.0,49,107,0.458,0.454,26,32,0.813,29,78,107,8,15,28,16,78,124,67614d9b-25e4-4c04-b9e3-68beeb93d90d,2004
37,Carlos Boozer,PF,23,UTA,51,51,1772,361,693,0.521,0,1,0.0,361,692,0.522,0.521,187,268,0.698,141,316,457,144,41,24,137,179,909,ff148c20-a1b1-444c-9f51-c2f202a6a397,2004
38,Curtis Borchardt,C,24,UTA,67,23,859,74,172,0.43,0,0,0.0,74,172,0.43,0.43,52,71,0.732,86,138,224,49,10,32,52,160,200,44819d21-cca4-4299-a007-b650ff3d9434,2004
39,Bruce Bowen,SF,33,SAS,82,82,2627,251,598,0.42,102,253,0.403,149,345,0.432,0.505,71,112,0.634,50,235,285,126,55,39,57,175,675,c818a730-e15e-42bb-a276-fa305e6c0125,2004
40,Ryan Bowen,SF,29,HOU,66,6,604,47,111,0.423,3,6,0.5,44,105,0.419,0.437,14,21,0.667,21,55,76,18,23,5,7,61,111,b0c32737-0075-4029-9456-d4709971b8d1,2004
41,Earl Boykins,PG,28,DEN,82,5,2162,340,824,0.413,56,166,0.337,284,658,0.432,0.447,279,303,0.921,37,106,143,372,78,12,121,122,1015,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2004
42,Michael Bradley,PF,25,TOT,18,0,119,15,24,0.625,0,1,0.0,15,23,0.652,0.625,3,8,0.375,8,20,28,5,1,2,5,12,33,7dffc12b-c985-4be2-b4f2-39e577081942,2004
43,Shawn Bradley,C,32,DAL,77,14,885,84,186,0.452,0,0,0.0,84,186,0.452,0.452,43,63,0.683,70,144,214,15,25,63,33,153,211,4fd85cd0-21f4-4af3-81f0-ef44ab854177,2004
44,Torraye Braggs,PF,28,HOU,7,0,24,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,0,0.0,7,5,12,0,0,0,2,4,6,18a324b7-208a-421b-9543-90e0f679439a,2004
45,Elton Brand,PF,25,LAC,81,81,3001,629,1251,0.503,0,3,0.0,629,1248,0.504,0.503,364,484,0.752,296,474,770,208,62,169,183,240,1622,992a6106-25bb-4542-a824-1ab30a90ff3a,2004
46,Jamison Brewer,PG,24,NYK,18,0,185,11,37,0.297,3,15,0.2,8,22,0.364,0.338,6,13,0.462,6,16,22,12,8,1,13,11,31,21a1ccb9-bbcb-4e51-a63c-56a5f901b713,2004
47,Damone Brown,SF,25,WAS,14,0,152,23,62,0.371,4,11,0.364,19,51,0.373,0.403,4,9,0.444,10,18,28,14,1,6,15,17,54,7cff285e-d83e-4d61-9b3b-2dd861f96222,2004
48,Devin Brown,SG,26,SAS,67,0,1238,173,409,0.423,45,121,0.372,128,288,0.444,0.478,103,130,0.792,37,139,176,92,39,12,53,83,494,b1ba3ee5-e51a-4137-93fc-a89f384be97b,2004
49,Kedrick Brown,SF,23,PHI,8,0,55,2,6,0.333,0,3,0.0,2,3,0.667,0.333,8,10,0.8,1,10,11,4,3,1,5,4,12,98a15614-ab3e-40f9-8ca3-a1d1783e0684,2004
50,Kwame Brown,PF,22,WAS,42,14,908,109,237,0.46,0,0,0.0,109,237,0.46,0.46,74,129,0.574,72,134,206,39,25,15,67,112,292,ee2a70fa-8405-4932-9ab5-d18c723217bb,2004
51,Tierre Brown,PG,25,LAL,76,0,1066,124,348,0.356,26,72,0.361,98,276,0.355,0.394,59,75,0.787,21,72,93,155,32,1,74,59,333,f311c1f2-a9bf-47ac-9f84-1eb8110f65fd,2004
52,Rick Brunson,PG,32,LAC,80,39,1945,166,442,0.376,48,130,0.369,118,312,0.378,0.43,57,74,0.77,23,164,187,410,82,7,125,106,437,736965ff-f60f-4ca6-95a4-f7d7fbe55aa0,2004
53,Greg Buckner,SG,28,DEN,70,41,1522,160,303,0.528,49,121,0.405,111,182,0.61,0.609,63,81,0.778,66,142,208,133,75,6,49,169,432,47e6319b-cbda-476c-81ff-3f285baa2ad5,2004
54,Rodney Buford,SF,27,NJN,64,17,1313,187,489,0.382,34,108,0.315,153,381,0.402,0.417,37,45,0.822,33,156,189,63,40,4,35,101,445,6b783176-8ccc-4dcf-a9a9-f5337048a3fb,2004
55,Antonio Burks,PG,24,MEM,24,0,219,28,60,0.467,3,11,0.273,25,49,0.51,0.492,14,19,0.737,1,11,12,28,13,1,12,25,73,ed75ede5-44e5-4737-9a55-b795a45f405d,2004
56,Caron Butler,SF,24,LAL,77,77,2746,441,991,0.445,38,125,0.304,403,866,0.465,0.464,275,319,0.862,146,304,450,146,110,23,125,213,1195,b9856f28-e40d-41b5-b3b9-1e191f7460b2,2004
57,Jackie Butler,C,19,NYK,3,0,5,4,4,1.0,0,0,0.0,4,4,1.0,1.0,2,2,1.0,0,0,0,0,1,0,1,0,10,e1280267-02d6-4f6c-bbf2-f4bfcef562b0,2004
58,Rasual Butler,SF,25,MIA,65,15,1203,163,409,0.399,57,153,0.373,106,256,0.414,0.468,37,48,0.771,15,136,151,62,18,29,37,104,420,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce,2004
59,Marcus Camby,C,30,DEN,66,66,2015,279,600,0.465,0,4,0.0,279,596,0.468,0.465,125,173,0.723,131,530,661,152,61,199,103,177,683,daabe87b-5399-40dc-9a97-5c08300da5a5,2004
60,Elden Campbell,C,36,TOT,40,1,390,39,123,0.317,0,2,0.0,39,121,0.322,0.317,42,55,0.764,28,65,93,19,8,7,29,57,120,b2c688d6-6b67-46d0-ab35-32d0fda30e13,2004
61,Brian Cardinal,PF,27,MEM,58,16,1433,160,432,0.37,44,125,0.352,116,307,0.378,0.421,158,181,0.873,63,162,225,114,88,19,83,172,522,08533fc6-e4a2-4e07-8785-e3987f094b8c,2004
62,Geno Carlisle,SG,28,POR,6,0,16,2,3,0.667,0,0,0.0,2,3,0.667,0.667,4,6,0.667,1,0,1,1,0,0,1,1,8,a9c55381-8f5a-4327-a704-f79eb1369e20,2004
63,Matt Carroll,SG,24,CHA,25,0,430,70,180,0.389,13,39,0.333,57,141,0.404,0.425,71,83,0.855,13,47,60,17,17,2,25,37,224,b802b148-2864-4cbd-9118-dbab3b3baf4e,2004
64,Anthony Carter,PG,29,MIN,66,12,742,72,177,0.407,2,17,0.118,70,160,0.438,0.412,35,51,0.686,12,57,69,161,35,18,62,88,181,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2004
65,Vince Carter,SF-SG,28,TOT,77,76,2828,696,1541,0.452,127,313,0.406,569,1228,0.463,0.493,367,460,0.798,106,295,401,327,109,48,168,243,1886,96046c84-d179-44f1-976e-f81afa46108f,2004
66,Sam Cassell,PG,35,MIN,59,38,1522,319,687,0.464,27,103,0.262,292,584,0.5,0.484,134,155,0.865,25,132,157,301,36,14,109,160,799,25693f41-b7e7-4c94-ae69-db2e7017f40b,2004
67,Kelvin Cato,C,30,ORL,62,50,1525,160,297,0.539,0,0,0.0,160,297,0.539,0.539,112,143,0.783,102,314,416,40,55,82,64,170,432,909ae863-05ac-4c22-b009-9caeda539a53,2004
68,Lionel Chalmers,PG,24,LAC,36,0,433,42,125,0.336,12,49,0.245,30,76,0.395,0.384,15,24,0.625,4,27,31,51,13,0,24,30,111,734ccabf-8095-425d-a735-ca96a99adc62,2004
69,Tyson Chandler,C,22,CHI,80,10,2189,207,419,0.494,0,2,0.0,207,417,0.496,0.494,226,336,0.673,261,514,775,65,69,141,118,268,640,0c588c9f-a494-458c-977d-9bb060491882,2004
70,Calbert Cheaney,SG,33,GSW,55,5,951,113,265,0.426,0,3,0.0,113,262,0.431,0.426,24,37,0.649,32,92,124,64,17,15,35,95,250,6bc29daa-df77-4706-8801-5090651a68d4,2004
71,Josh Childress,SG,21,ATL,80,44,2376,302,642,0.47,13,56,0.232,289,586,0.493,0.481,190,231,0.823,195,287,482,151,74,35,106,184,807,863ac23b-596e-41f3-a2b9-efb4e7c53928,2004
72,Doug Christie,SG,34,TOT,52,44,1525,130,332,0.392,15,62,0.242,115,270,0.426,0.414,70,78,0.897,38,139,177,199,80,18,104,106,345,98192981-14b8-4c10-ad93-5144b65a3df4,2004
73,Speedy Claxton,PG,26,TOT,62,47,1866,257,611,0.421,11,61,0.18,246,550,0.447,0.43,187,254,0.736,37,147,184,374,109,8,119,184,712,69b5b7e2-c9c4-4a56-b3e6-25a48f35503b,2004
74,Mateen Cleaves,PG,27,SEA,14,0,65,5,14,0.357,0,2,0.0,5,12,0.417,0.357,3,4,0.75,2,4,6,7,2,0,2,2,13,b0395490-29f9-4d4e-8ccc-41d5f4995c17,2004
75,Derrick Coleman,C,37,DET,5,0,50,3,14,0.214,0,2,0.0,3,12,0.25,0.214,3,3,1.0,3,12,15,0,0,0,2,6,9,84f062a1-ada6-4899-8ab9-260ce609bcc4,2004
76,Jason Collier,C,27,ATL,70,44,942,174,376,0.463,6,14,0.429,168,362,0.464,0.471,48,71,0.676,84,100,184,18,15,13,63,147,402,bb7b2adb-a0c4-4b43-b58c-42912412bae5,2004
77,Jarron Collins,C,26,UTA,50,38,961,65,157,0.414,0,1,0.0,65,156,0.417,0.414,83,119,0.697,57,107,164,61,11,6,34,146,213,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2004
78,Jason Collins,C,26,NJN,80,80,2542,186,451,0.412,2,6,0.333,184,445,0.413,0.415,137,209,0.656,153,335,488,105,71,71,91,322,511,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2004
79,Nick Collison,C,24,SEA,82,4,1396,190,354,0.537,0,3,0.0,190,351,0.541,0.537,83,118,0.703,156,220,376,32,34,50,62,252,463,20b890b1-5852-4e93-afd5-192bc63a17e0,2004
80,Brian Cook,C,24,LAL,72,0,1087,176,422,0.417,78,199,0.392,98,223,0.439,0.509,28,37,0.757,63,153,216,35,23,26,29,139,458,e6a5c010-7607-44bf-81f9-3c5b80e9a264,2004
81,Omar Cook,PG,23,TOR,5,0,74,10,24,0.417,0,4,0.0,10,20,0.5,0.417,3,6,0.5,2,5,7,22,6,1,6,6,23,17f0c22d-a7a3-48e8-9c9a-48fed289076d,2004
82,Jamal Crawford,SG,24,NYK,70,67,2688,437,1097,0.398,185,512,0.361,252,585,0.431,0.483,182,216,0.843,33,170,203,302,92,19,148,135,1241,70633ba1-a422-425a-9f14-b65fc0aea757,2004
83,Austin Croshere,PF,29,IND,73,22,1827,188,497,0.378,45,174,0.259,143,323,0.443,0.424,226,256,0.883,103,272,375,98,48,17,104,154,647,ae83a672-c6be-4244-ba60-d87e113250b9,2004
84,Eddy Curry,C,22,CHI,63,60,1808,393,730,0.538,0,0,0.0,393,730,0.538,0.538,226,314,0.72,116,222,338,37,21,58,163,202,1012,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2004
85,Michael Curry,SF,36,IND,18,7,249,13,29,0.448,0,0,0.0,13,29,0.448,0.448,4,8,0.5,8,19,27,15,5,4,5,39,30,15678d32-697f-469b-af8f-170a457b7179,2004
86,Samuel Dalembert,C,23,PHI,72,60,1785,250,477,0.524,0,0,0.0,250,477,0.524,0.524,89,148,0.601,187,355,542,35,46,121,114,241,589,6712c841-c113-4333-9925-98f952093c43,2004
87,Erick Dampier,C,29,DAL,59,56,1609,202,367,0.55,0,3,0.0,202,364,0.555,0.55,138,228,0.605,183,318,501,51,15,80,102,205,542,c31ab4d8-7d51-4157-a534-1648d05c4c27,2004
88,Antonio Daniels,PG,29,SEA,75,2,2026,273,623,0.438,49,165,0.297,224,458,0.489,0.478,248,304,0.816,20,149,169,309,51,3,78,78,843,3a923594-ba80-45fa-9bf3-d76f56fb16a0,2004
89,Erik Daniels,SF,22,SAC,21,0,72,6,18,0.333,1,2,0.5,5,16,0.313,0.361,0,0,0.0,7,11,18,4,2,0,6,7,13,8dc544a0-55f0-44a1-8d19-074e0acc7694,2004
90,Marquis Daniels,SG,24,DAL,60,17,1412,220,504,0.437,7,35,0.2,213,469,0.454,0.443,98,133,0.737,87,129,216,128,83,14,86,124,545,292f83b6-26cc-419f-9f29-14b321a1590c,2004
91,Antonio Davis,PF,36,CHI,72,62,1843,193,419,0.461,0,0,0.0,193,419,0.461,0.461,115,152,0.757,152,276,428,80,27,41,96,147,501,0cc43dc1-98ea-4ea2-962d-1465fac7dc37,2004
92,Baron Davis,PG,25,TOT,46,32,1581,291,752,0.387,118,354,0.333,173,398,0.435,0.465,185,243,0.761,32,143,175,362,81,14,131,126,885,526e351a-8d16-41df-9162-83221df6ec56,2004
93,Dale Davis,C,35,TOT,61,28,1307,112,234,0.479,0,0,0.0,112,234,0.479,0.479,60,99,0.606,152,223,375,47,32,65,43,162,284,9bd7b705-76b9-4cd9-b230-4872e38108fd,2004
94,Josh Davis,PF,24,PHI,42,5,328,42,111,0.378,19,53,0.358,23,58,0.397,0.464,14,17,0.824,29,50,79,12,8,4,15,45,117,751b8eca-c8e5-4f64-b69a-67443030743e,2004
95,Ricky Davis,SG,25,BOS,82,11,2696,481,1041,0.462,61,180,0.339,420,861,0.488,0.491,286,351,0.815,66,183,249,246,89,27,205,174,1309,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2004
96,Andrew DeClercq,C,31,ORL,8,0,49,4,9,0.444,0,0,0.0,4,9,0.444,0.444,1,3,0.333,7,3,10,0,2,0,1,14,9,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a,2004
97,Carlos Delfino,SG,22,DET,30,4,459,42,117,0.359,9,35,0.257,33,82,0.402,0.397,23,40,0.575,13,42,55,38,22,6,23,44,116,e055c055-2596-4d0c-91e5-6ed6d0feb9fa,2004
98,Tony Delk,SG,31,ATL,56,1,1340,246,591,0.416,72,202,0.356,174,389,0.447,0.477,103,136,0.757,28,102,130,104,47,3,54,123,667,5002a175-a18d-4000-a34f-611921f3f8be,2004
99,Luol Deng,SF,19,CHI,61,45,1663,280,645,0.434,31,117,0.265,249,528,0.472,0.458,120,162,0.741,92,230,322,135,48,27,118,98,711,8fc3eccc-a295-4ff3-84aa-59e2f2695930,2004
100,Boris Diaw,SG,22,ATL,66,25,1201,124,294,0.422,9,50,0.18,115,244,0.471,0.437,57,77,0.74,54,116,170,149,37,18,87,123,314,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2004
101,Dan Dickau,PG,26,TOT,71,46,2090,306,756,0.405,85,245,0.347,221,511,0.432,0.461,190,228,0.833,34,146,180,347,76,4,145,201,887,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f,2004
102,Kaniel Dickens,SF,26,NJN,11,0,61,4,14,0.286,3,9,0.333,1,5,0.2,0.393,2,2,1.0,3,6,9,1,2,1,2,5,13,734a1034-9a09-45bf-a3aa-dde8b5fb782a,2004
103,DeSagana Diop,C,23,CLE,39,0,306,20,69,0.29,0,2,0.0,20,67,0.299,0.29,0,5,0.0,30,40,70,15,8,27,12,53,40,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2004
104,Juan Dixon,SG,26,WAS,63,4,1054,186,447,0.416,48,147,0.327,138,300,0.46,0.47,87,97,0.897,32,87,119,111,43,4,68,98,507,f457a8ff-dcc0-4ea1-a964-e075cce98ab6,2004
105,Michael Doleac,C,27,MIA,80,8,1175,148,331,0.447,0,2,0.0,148,329,0.45,0.447,25,41,0.61,74,185,259,47,23,22,36,160,321,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,2004
106,Keyon Dooling,PG,24,MIA,74,0,1184,139,345,0.403,19,75,0.253,120,270,0.444,0.43,85,109,0.78,11,79,90,132,39,11,65,120,382,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2004
107,Predrag Drobnjak,C,29,ATL,71,1,1435,238,543,0.438,25,71,0.352,213,472,0.451,0.461,96,120,0.8,73,165,238,49,42,24,78,138,597,b8ced593-ddcd-4188-80fa-707967882f2a,2004
108,Chris Duhon,PG,22,CHI,82,73,2177,172,488,0.352,94,265,0.355,78,223,0.35,0.449,49,67,0.731,23,190,213,398,82,3,119,205,487,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a,2004
109,Mike Dunleavy,SF,24,GSW,79,79,2570,408,905,0.451,107,276,0.388,301,629,0.479,0.51,134,172,0.779,97,338,435,203,79,26,132,198,1057,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2004
110,Ronald Dupree,SF,24,DET,47,0,472,61,127,0.48,1,2,0.5,60,125,0.48,0.484,29,47,0.617,34,61,95,24,7,10,22,60,152,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091,2004
111,Ndudi Ebi,SG,20,MIN,2,0,54,11,21,0.524,0,1,0.0,11,20,0.55,0.524,5,9,0.556,6,10,16,1,1,1,3,7,27,0e5233cc-5e8d-4d1f-a582-3b58a578b8ea,2004
112,Corsley Edwards,C,25,NOH,10,0,110,10,31,0.323,0,0,0.0,10,31,0.323,0.323,7,12,0.583,12,13,25,3,3,4,2,19,27,c6035132-ce3b-43b7-8ab7-ae97e2c50893,2004
113,John Edwards,C,23,IND,25,1,139,11,30,0.367,0,0,0.0,11,30,0.367,0.367,7,14,0.5,8,11,19,3,3,4,8,12,29,d61808ed-0fb7-45fb-8062-6cade115580d,2004
114,Howard Eisley,PG,32,UTA,74,1,1428,161,405,0.398,27,103,0.262,134,302,0.444,0.431,66,83,0.795,15,75,90,250,45,9,111,156,415,cc328bd8-3597-4002-94e5-503fffe934fe,2004
115,Obinna Ekezie,C,29,ATL,42,31,732,79,182,0.434,0,1,0.0,79,181,0.436,0.434,72,93,0.774,69,110,179,11,22,12,45,129,230,6d5ba789-77e6-4e26-8833-4de38bc15ab1,2004
116,Francisco Elson,C,28,DEN,67,11,939,101,216,0.468,1,3,0.333,100,213,0.469,0.47,45,79,0.57,61,140,201,34,34,41,40,129,248,9a076bc2-3a18-47cd-b09f-bd82510744ac,2004
117,Melvin Ely,PF,26,CHA,79,17,1649,227,526,0.432,0,0,0.0,227,526,0.432,0.432,122,212,0.575,142,184,326,76,32,69,115,199,576,a151dd27-029a-418a-a539-3dcf7cb6d74c,2004
118,Andre Emmett,SG,22,MEM,8,0,28,2,6,0.333,0,0,0.0,2,6,0.333,0.333,3,5,0.6,0,2,2,0,0,0,1,4,7,8806dea9-d517-468f-aaf6-e13cf402a150,2004
119,Maurice Evans,SG,26,SAC,65,11,1233,165,373,0.442,27,82,0.329,138,291,0.474,0.479,59,78,0.756,88,113,201,45,37,8,34,104,416,8f4d3005-dfdb-4b89-adad-45606cd618dd,2004
120,Reggie Evans,PF,24,SEA,79,79,1881,131,275,0.476,0,2,0.0,131,273,0.48,0.476,125,234,0.534,254,482,736,58,58,15,104,202,387,cda072e5-f641-455a-b94b-634016d003a6,2004
121,Michael Finley,SG,31,DAL,64,64,2358,387,907,0.427,116,285,0.407,271,622,0.436,0.491,113,136,0.831,45,217,262,169,48,18,60,123,1003,73c724d7-8b98-491b-acc0-1fd6eeea2414,2004
122,Derek Fisher,PG,30,GSW,74,32,2222,297,755,0.393,108,291,0.371,189,464,0.407,0.465,175,203,0.862,38,180,218,301,76,4,129,176,877,c076eff2-f72f-4639-bc10-6332183d5f2a,2004
123,Marcus Fizer,PF,26,MIL,54,0,903,133,292,0.455,0,6,0.0,133,286,0.465,0.455,70,103,0.68,29,146,175,64,25,13,63,96,336,a240e7a6-b99d-4476-8046-297f4a93abdf,2004
124,Luis Flores,PG,23,TOT,16,0,77,14,29,0.483,5,10,0.5,9,19,0.474,0.569,2,2,1.0,1,2,3,11,2,0,11,9,35,f359f846-fa5a-4a37-99b4-56d5162edc78,2004
