,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
25,Mookie Blaylock,PG,27,ATL,80,80,3069,509,1198,.425,199,555,.359,310,643,.482,.508,156,214,.729,117,276,393,616,200,26,242,164,1373,cec2d617-bfcd-42bb-904f-d87cf5e681c7
26,Corie Blount,PF,26,CHI,68,9,889,100,210,.476,0,2,.000,100,208,.481,.476,38,67,.567,107,133,240,60,26,33,59,146,238,9bdb8d47-1db7-4695-8984-ef6cd2f297f3
27,Muggsy Bogues,PG,30,CHH,78,78,2629,348,730,.477,6,30,.200,342,700,.489,.481,160,180,.889,51,206,257,675,103,0,132,151,862,81605265-5852-4aac-9fcc-d5a55f617479
28,Manute Bol,C,32,GSW,5,2,81,6,10,.600,3,5,.600,3,5,.600,.750,0,0,0,1,11,12,0,0,9,1,10,15,5632c2b0-0978-46c3-9acb-c2d6177fcedb
29,Walter Bond,SG,25,TOT,23,0,290,39,84,.464,15,41,.366,24,43,.558,.554,14,20,.700,8,24,32,24,6,4,17,47,107,23e1e6b1-4566-4ca1-99f9-e5f0f9c13845
30,Anthony Bonner,PF,26,NYK,58,23,1126,88,193,.456,1,5,.200,87,188,.463,.459,44,67,.657,113,149,262,80,48,23,79,159,221,8f6e2aeb-76e1-4186-847f-deefa294b5fc
31,Anthony Bowie,SG,31,ORL,77,4,1261,177,369,.480,12,40,.300,165,329,.502,.496,61,73,.836,54,85,139,159,47,21,86,138,427,de3021e1-46e5-48d4-8e56-d1ef5fb57465
32,Sam Bowie,C,33,LAL,67,10,1225,118,267,.442,2,11,.182,116,256,.453,.446,68,89,.764,72,216,288,118,21,80,91,182,306,1b192fac-4037-43be-936e-062aa711e76e
33,Shawn Bradley,C,22,PHI,82,59,2365,315,693,.455,0,3,.000,315,690,.457,.455,148,232,.638,243,416,659,53,54,274,142,338,778,4fd85cd0-21f4-4af3-81f0-ef44ab854177
34,Terrell Brandon,PG,24,CLE,67,41,1961,341,762,.448,48,121,.397,293,641,.457,.479,159,186,.855,35,151,186,363,107,14,144,118,889,823fab52-6900-49dc-84a3-9402c2c86964
35,Tim Breaux,SF,24,HOU,42,2,340,45,121,.372,6,25,.240,39,96,.406,.397,32,49,.653,16,18,34,15,11,4,16,25,128,0f16fde4-2122-4731-8d67-c6127476f78c
36,Scott Brooks,PG,29,TOT,59,0,808,126,275,.458,25,69,.362,101,206,.490,.504,64,79,.810,14,52,66,116,34,4,47,56,341,806c8dd0-54e2-4473-a635-f5003b31a7dd
