,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
10,Gilbert Arenas,PG,25,WAS,74,73,2942,647,1548,0.418,205,584,0.351,442,964,0.459,0.484,606,718,0.844,61,277,338,443,139,13,236,249,2105,0a21b475-e840-4031-9c72-7b32c63c3721,2006
11,Trevor Ariza,SG,21,ORL,57,7,1278,200,371,0.539,0,7,0.0,200,364,0.549,0.539,106,171,0.62,98,151,249,65,59,19,84,134,506,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8,2006
12,Darrell Armstrong,PG,38,IND,81,4,1275,156,377,0.414,72,214,0.336,84,163,0.515,0.509,73,93,0.785,34,101,135,191,70,6,76,102,457,5aa77a64-ab4b-462e-9bff-6f7f798a9c9b,2006
13,Hilton Armstrong,C,22,NOK,56,5,634,68,125,0.544,0,0,0.0,68,125,0.544,0.544,40,67,0.597,58,91,149,10,12,26,35,79,176,7c1c4973-356c-4ce5-8562-72f6bf5cfcaa,2006
14,Carlos Arroyo,PG,27,ORL,72,5,1304,203,478,0.425,14,51,0.275,189,427,0.443,0.439,132,166,0.795,31,103,134,202,39,2,90,131,552,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,2006
15,Chucky Atkins,PG,32,MEM,75,23,2064,310,715,0.434,116,306,0.379,194,409,0.474,0.515,252,311,0.81,18,121,139,346,50,4,127,136,988,e3632248-9422-4a14-b67d-925115d53ce4,2006
16,James Augustine,PF,22,ORL,2,0,7,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,1,2,3,2,0,0,0,2,2,edd04b4a-87d9-4978-9b43-d232d523d451,2006
17,Kelenna Azubuike,SG,23,GSW,41,9,669,98,220,0.445,34,79,0.43,64,141,0.454,0.523,61,78,0.782,26,68,94,28,22,10,39,49,291,fd4e4b50-6a4d-4133-a615-8a2d3b5b5ef2,2006
18,Renaldo Balkman,SF,22,NYK,68,1,1064,139,275,0.505,5,27,0.185,134,248,0.54,0.515,51,90,0.567,97,197,294,44,57,44,49,146,334,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68,2006
19,Marcus Banks,PG,25,PHO,45,1,503,84,196,0.429,5,29,0.172,79,167,0.473,0.441,48,60,0.8,10,28,38,60,23,3,40,70,221,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c,2006
20,Leandro Barbosa,SG,24,PHO,80,18,2613,529,1111,0.476,190,438,0.434,339,673,0.504,0.562,196,232,0.845,22,192,214,317,96,15,146,210,1444,d5e4a8c9-8695-429f-84c0-c83d674b4c39,2006
21,Andrea Bargnani,PF,21,TOR,65,2,1629,267,625,0.427,100,268,0.373,167,357,0.468,0.507,117,142,0.824,52,203,255,50,32,53,107,180,751,7e4026de-4aa5-4497-9b9d-634a3a739dbc,2006
22,Matt Barnes,PF,26,GSW,76,23,1813,275,628,0.438,106,290,0.366,169,338,0.5,0.522,90,123,0.732,91,259,350,156,73,41,105,188,746,7a9a28d7-3b17-419a-89f7-bb1c605c0337,2006
23,Andre Barrett,PG,24,CHI,6,0,29,4,8,0.5,0,0,0.0,4,8,0.5,0.5,0,0,0.0,1,4,5,7,0,0,4,4,8,397fc630-503f-4de0-b2a3-f9b8458b8fdc,2006
24,Earl Barron,C,25,MIA,28,0,203,24,83,0.289,0,1,0.0,24,82,0.293,0.289,17,18,0.944,19,22,41,5,6,4,11,21,65,351d623b-e778-40e2-8f4c-f9235753af80,2006
25,Brent Barry,SG,35,SAS,75,28,1631,202,425,0.475,128,287,0.446,74,138,0.536,0.626,103,117,0.88,17,143,160,138,56,12,61,88,635,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,2006
26,Brandon Bass,PF,21,NOK,21,3,162,15,44,0.341,0,1,0.0,15,43,0.349,0.341,12,16,0.75,13,30,43,3,2,3,10,16,42,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,2006
27,Maceo Baston,PF,31,IND,47,2,405,49,76,0.645,3,7,0.429,46,69,0.667,0.664,37,47,0.787,21,53,74,16,12,18,32,65,138,195564b7-b1e9-46b9-9940-b1ea1a1a049f,2006
28,Esteban Batista,PF,23,ATL,13,0,81,8,16,0.5,0,0,0.0,8,16,0.5,0.5,4,7,0.571,7,23,30,4,3,0,4,13,20,f7783af4-d2c1-4778-8c29-117c6bc51ac2,2006
29,Tony Battie,PF,30,ORL,66,66,1575,176,360,0.489,0,1,0.0,176,359,0.49,0.489,52,77,0.675,92,252,344,35,29,30,61,185,404,b867608b-3f21-40b3-83dd-349f974f7990,2006
30,Shane Battier,SF,28,HOU,82,82,2988,292,654,0.446,157,373,0.421,135,281,0.48,0.567,88,113,0.779,67,271,338,175,79,60,72,190,829,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,2006
31,Charlie Bell,SG,27,MIL,82,64,2848,426,974,0.437,127,361,0.352,299,613,0.488,0.503,131,168,0.78,57,181,238,247,97,4,104,213,1110,2b18f4bd-d9b6-4597-9ee5-55d17e94ee35,2006
32,Raja Bell,SG,30,PHO,78,78,2917,410,950,0.432,205,496,0.413,205,454,0.452,0.539,118,152,0.776,48,203,251,196,50,22,83,233,1143,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530,2006
33,Mike Bibby,PG,28,SAC,82,82,2784,471,1166,0.404,173,481,0.36,298,685,0.435,0.478,288,347,0.83,39,224,263,388,88,6,197,139,1403,ce4021d2-8318-4b80-88c3-70c6b08f30ec,2006
34,Chauncey Billups,PG,30,DET,70,70,2533,348,815,0.427,109,316,0.345,239,499,0.479,0.494,386,437,0.883,23,214,237,502,84,17,140,161,1191,7a09dda4-5980-4115-b1c8-bde37d6b4d12,2006
35,Steve Blake,PG,26,TOT,82,42,2225,209,509,0.411,67,208,0.322,142,301,0.472,0.476,43,64,0.672,21,148,169,408,61,8,129,121,528,1239a758-90d2-47e1-bc59-d2d3d856d761,2006
36,Will Blalock,PG,23,DET,14,0,166,9,30,0.3,1,5,0.2,8,25,0.32,0.317,6,6,1.0,6,9,15,17,5,0,12,9,25,ddc9e53d-8d05-4b90-87f9-ac06418b24ab,2006
37,Andray Blatche,PF,20,WAS,56,13,682,86,197,0.437,4,27,0.148,82,170,0.482,0.447,30,49,0.612,77,114,191,39,17,32,49,94,206,6bebc7ba-fabc-4333-8834-fb1ffb444650,2006
38,Mark Blount,C,31,MIN,82,81,2544,427,839,0.509,9,31,0.29,418,808,0.517,0.514,147,195,0.754,136,369,505,67,43,58,159,239,1010,11bbc2a9-70f0-4d8e-b64c-91c13bc54d05,2006
39,Keith Bogans,SG,26,ORL,59,18,990,99,245,0.404,53,137,0.387,46,108,0.426,0.512,47,63,0.746,16,77,93,59,28,2,46,98,298,8c954282-64f2-4b29-be3a-f613f4999a3f,2006
40,Andrew Bogut,C,22,MIL,66,66,2258,348,629,0.553,1,5,0.2,347,624,0.556,0.554,112,194,0.577,168,416,584,198,49,35,150,216,809,d96147fc-88ce-422f-b440-0fc011fac2d5,2006
41,Matt Bonner,PF,26,SAS,56,0,653,106,237,0.447,36,94,0.383,70,143,0.49,0.523,27,38,0.711,64,92,156,22,17,11,25,67,275,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,2006
42,Josh Boone,PF,22,NJN,61,0,669,99,171,0.579,0,0,0.0,99,171,0.579,0.579,56,103,0.544,64,112,176,10,11,21,33,94,254,80c14ec3-efd0-4140-bab7-392754cc43b9,2006
43,Calvin Booth,C,30,WAS,44,1,380,31,66,0.47,1,2,0.5,30,64,0.469,0.477,6,10,0.6,27,54,81,18,4,29,9,71,69,67614d9b-25e4-4c04-b9e3-68beeb93d90d,2006
44,Carlos Boozer,PF,25,UTA,74,74,2557,647,1154,0.561,0,0,0.0,647,1154,0.561,0.561,255,372,0.685,235,632,867,221,70,21,194,217,1549,ff148c20-a1b1-444c-9f51-c2f202a6a397,2006
45,Bruce Bowen,SF,35,SAS,82,82,2464,189,467,0.405,89,232,0.384,100,235,0.426,0.5,43,73,0.589,23,200,223,117,62,25,65,175,510,c818a730-e15e-42bb-a276-fa305e6c0125,2006
46,Earl Boykins,PG,30,TOT,66,23,2031,323,769,0.42,95,239,0.397,228,530,0.43,0.482,220,245,0.898,49,90,139,291,56,2,120,92,961,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2006
47,Cedric Bozeman,SG,23,ATL,23,5,199,11,39,0.282,2,13,0.154,9,26,0.346,0.308,2,6,0.333,3,20,23,9,5,2,9,32,26,dd0e014e-3bbc-42af-948b-ae1dc0ce930f,2006
48,Elton Brand,PF,27,LAC,80,80,3077,645,1211,0.533,1,1,1.0,644,1210,0.532,0.533,351,461,0.761,268,476,744,235,77,179,202,238,1642,992a6106-25bb-4542-a824-1ab30a90ff3a,2006
49,Ronnie Brewer,SG,21,UTA,56,14,675,102,193,0.528,0,9,0.0,102,184,0.554,0.528,56,83,0.675,37,38,75,24,37,6,24,44,260,e356dfc0-eb85-446c-817e-02a411ac1c1d,2006
50,Andre Brown,PF,25,SEA,38,0,271,42,74,0.568,0,1,0.0,42,73,0.575,0.568,9,15,0.6,26,48,74,2,6,4,29,26,93,424ec1d1-cdda-49d2-86a1-4ef840b2dcee,2006
51,Dee Brown,PG,22,UTA,49,0,450,32,98,0.327,6,28,0.214,26,70,0.371,0.357,24,37,0.649,8,32,40,83,22,7,31,51,94,f3409c41-8f7a-451e-8e19-5db262e1f39e,2006
52,Devin Brown,SG,28,NOK,58,49,1662,233,555,0.42,81,227,0.357,152,328,0.463,0.493,123,155,0.794,55,196,251,149,44,9,91,139,670,b1ba3ee5-e51a-4137-93fc-a89f384be97b,2006
53,Kwame Brown,C,24,LAL,41,28,1132,143,242,0.591,0,1,0.0,143,241,0.593,0.591,59,134,0.44,81,163,244,75,39,49,76,124,345,ee2a70fa-8405-4932-9ab5-d18c723217bb,2006
54,Shannon Brown,SG,21,CLE,23,5,202,28,74,0.378,7,25,0.28,21,49,0.429,0.426,10,14,0.714,6,15,21,10,7,3,14,24,73,522f50e0-a99e-424a-b7bb-4a10a98e5c56,2006
55,Greg Buckner,SG,30,DAL,76,11,1372,123,299,0.411,32,103,0.311,91,196,0.464,0.465,27,34,0.794,35,123,158,70,47,7,40,152,305,47e6319b-cbda-476c-81ff-3f285baa2ad5,2006
56,Pat Burke,C,33,PHO,23,0,164,23,65,0.354,6,22,0.273,17,43,0.395,0.4,8,13,0.615,12,35,47,5,3,2,7,19,60,3999e906-c669-47c6-9432-2d1e00756b5b,2006
57,Caron Butler,SF,26,WAS,63,63,2474,451,975,0.463,18,72,0.25,433,903,0.48,0.472,283,328,0.863,147,320,467,233,134,17,181,188,1203,b9856f28-e40d-41b5-b3b9-1e191f7460b2,2006
58,Jackie Butler,C,21,SAS,11,2,103,16,35,0.457,0,0,0.0,16,35,0.457,0.457,9,10,0.9,6,16,22,5,2,0,10,16,41,e1280267-02d6-4f6c-bbf2-f4bfcef562b0,2006
59,Rasual Butler,SF,27,NOK,81,38,2223,314,788,0.398,134,363,0.369,180,425,0.424,0.484,56,87,0.644,42,214,256,63,40,54,67,148,818,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce,2006
60,Andrew Bynum,C,19,LAL,82,53,1793,247,443,0.558,0,3,0.0,247,440,0.561,0.558,143,214,0.668,139,345,484,94,12,128,115,249,637,14bbb9e0-f7bd-445a-97ef-29c1ae7dae2c,2006
61,Marcus Camby,C,32,DEN,70,70,2369,312,659,0.473,0,2,0.0,312,657,0.475,0.473,161,221,0.729,164,652,816,223,87,231,122,183,785,daabe87b-5399-40dc-9a97-5c08300da5a5,2006
62,Brian Cardinal,PF,29,MEM,28,1,313,42,85,0.494,18,44,0.409,24,41,0.585,0.6,25,27,0.926,13,46,59,31,22,1,23,42,127,08533fc6-e4a2-4e07-8785-e3987f094b8c,2006
63,Rodney Carney,SF,22,PHI,67,35,1169,182,392,0.464,25,72,0.347,157,320,0.491,0.496,53,87,0.609,39,89,128,26,38,23,43,118,442,6859ace3-bd24-41e2-b6c1-6ec5eca6a0b5,2006
64,Matt Carroll,SG,26,CHA,72,47,1878,285,658,0.433,111,267,0.416,174,391,0.445,0.517,188,208,0.904,35,172,207,91,53,9,73,176,869,b802b148-2864-4cbd-9118-dbab3b3baf4e,2006
65,Anthony Carter,PG,31,DEN,2,0,37,3,8,0.375,0,2,0.0,3,6,0.5,0.375,0,0,0.0,0,3,3,11,0,1,6,4,6,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2006
66,Vince Carter,SG,30,NJN,82,82,3126,726,1598,0.454,156,437,0.357,570,1161,0.491,0.503,462,576,0.802,114,378,492,393,82,30,217,266,2070,96046c84-d179-44f1-976e-f81afa46108f,2006
67,Sam Cassell,PG,37,LAC,58,30,1407,261,625,0.418,32,109,0.294,229,516,0.444,0.443,160,182,0.879,27,140,167,270,28,8,101,126,714,25693f41-b7e7-4c94-ae69-db2e7017f40b,2006
68,Kelvin Cato,C,32,NYK,18,0,95,7,22,0.318,0,0,0.0,7,22,0.318,0.318,8,12,0.667,12,19,31,0,3,10,6,10,22,909ae863-05ac-4c22-b009-9caeda539a53,2006
69,Tyson Chandler,C,24,NOK,73,73,2525,292,468,0.624,0,1,0.0,292,467,0.625,0.624,106,201,0.527,320,584,904,66,37,129,126,244,690,0c588c9f-a494-458c-977d-9bb060491882,2006
70,Josh Childress,SG,23,ATL,55,13,2024,261,518,0.504,26,77,0.338,235,441,0.533,0.529,167,210,0.795,123,217,340,127,58,36,80,118,715,863ac23b-596e-41f3-a2b9-efb4e7c53928,2006
71,Doug Christie,SG,36,LAC,7,0,82,5,17,0.294,1,6,0.167,4,11,0.364,0.324,2,3,0.667,3,8,11,8,3,1,5,11,13,98192981-14b8-4c10-ad93-5144b65a3df4,2006
72,Speedy Claxton,PG,28,ATL,42,31,1054,91,278,0.327,6,28,0.214,85,250,0.34,0.338,33,60,0.55,12,69,81,185,72,4,75,131,221,69b5b7e2-c9c4-4a56-b3e6-25a48f35503b,2006
73,Jarron Collins,C,28,UTA,82,9,913,75,170,0.441,0,0,0.0,75,170,0.441,0.441,54,83,0.651,71,100,171,60,13,8,37,147,204,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2006
74,Jason Collins,PF,28,NJN,80,78,1844,55,151,0.364,0,2,0.0,55,149,0.369,0.364,59,127,0.465,90,226,316,46,40,38,73,273,169,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2006
75,Mardy Collins,SF,22,NYK,52,9,777,87,228,0.382,13,47,0.277,74,181,0.409,0.41,48,82,0.585,28,76,104,83,32,3,57,75,235,b18d4d00-a094-40e2-b6f5-696315283a91,2006
76,Nick Collison,C,26,SEA,82,56,2378,318,636,0.5,0,2,0.0,318,634,0.502,0.5,154,199,0.774,229,437,666,82,48,66,123,289,790,20b890b1-5852-4e93-afd5-192bc63a17e0,2006
77,Will Conroy,PG-SG,24,TOT,7,0,52,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,4,0.0,3,4,7,9,0,0,2,7,0,b22d8ef7-70c0-41b5-8c54-e6adb24d49cc,2006
78,Brian Cook,PF,26,LAL,65,24,1018,185,408,0.453,46,115,0.4,139,293,0.474,0.51,34,47,0.723,61,154,215,65,25,27,51,134,450,e6a5c010-7607-44bf-81f9-3c5b80e9a264,2006
79,Jamal Crawford,SG,26,NYK,59,36,2198,354,886,0.4,103,322,0.32,251,564,0.445,0.458,228,272,0.838,44,145,189,259,57,8,162,114,1039,70633ba1-a422-425a-9f14-b65fc0aea757,2006
80,Austin Croshere,PF,31,DAL,61,2,727,78,222,0.351,26,91,0.286,52,131,0.397,0.41,45,52,0.865,33,153,186,44,14,6,33,68,227,ae83a672-c6be-4244-ba60-d87e113250b9,2006
81,Eddy Curry,C,24,NYK,81,81,2849,585,1016,0.576,1,1,1.0,584,1015,0.575,0.576,405,659,0.615,195,376,571,68,34,40,295,265,1576,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2006
82,Samuel Dalembert,C,25,PHI,82,82,2535,356,658,0.541,0,2,0.0,356,656,0.543,0.541,167,224,0.746,239,494,733,64,47,159,161,287,879,6712c841-c113-4333-9925-98f952093c43,2006
83,Erick Dampier,C,31,DAL,76,73,1915,209,334,0.626,0,0,0.0,209,334,0.626,0.626,119,191,0.623,217,349,566,44,24,82,107,239,537,c31ab4d8-7d51-4157-a534-1648d05c4c27,2006
84,Antonio Daniels,SG,31,WAS,80,8,1761,172,389,0.442,19,63,0.302,153,326,0.469,0.467,208,250,0.832,18,133,151,290,39,9,69,79,571,3a923594-ba80-45fa-9bf3-d76f56fb16a0,2006
85,Marquis Daniels,SG,26,IND,45,4,800,129,281,0.459,6,26,0.231,123,255,0.482,0.47,56,80,0.7,26,56,82,57,27,7,55,56,320,292f83b6-26cc-419f-9f29-14b321a1590c,2006
86,Baron Davis,PG,27,GSW,63,62,2221,452,1030,0.439,85,280,0.304,367,750,0.489,0.48,275,369,0.745,51,225,276,509,135,29,193,181,1264,526e351a-8d16-41df-9162-83221df6ec56,2006
87,Dale Davis,C,37,DET,46,6,464,33,74,0.446,0,0,0.0,33,74,0.446,0.446,17,26,0.654,59,78,137,12,10,34,15,59,83,9bd7b705-76b9-4cd9-b230-4872e38108fd,2006
88,Paul Davis,C,22,LAC,31,0,180,22,52,0.423,0,0,0.0,22,52,0.423,0.423,7,10,0.7,21,23,44,7,6,5,8,28,51,bd0860e5-59ad-41be-9982-39f9b9749451,2006
89,Ricky Davis,SF,27,MIN,81,81,3021,506,1089,0.465,123,310,0.397,383,779,0.492,0.521,239,285,0.839,54,261,315,385,80,23,210,189,1374,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2006
90,Carlos Delfino,SG,24,DET,82,1,1372,156,376,0.415,46,138,0.333,110,238,0.462,0.476,70,89,0.787,67,199,266,88,46,8,61,97,428,e055c055-2596-4d0c-91e5-6ed6d0feb9fa,2006
91,Luol Deng,SF,21,CHI,82,82,3071,630,1218,0.517,1,7,0.143,629,1211,0.519,0.518,279,359,0.777,148,431,579,204,97,48,153,167,1540,8fc3eccc-a295-4ff3-84aa-59e2f2695930,2006
92,Boris Diaw,PF,24,PHO,73,59,2268,306,569,0.538,15,45,0.333,291,524,0.555,0.551,82,120,0.683,91,226,317,352,28,38,154,177,709,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2006
93,Yakhouba Diawara,SG,24,DEN,64,19,1177,100,292,0.342,49,170,0.288,51,122,0.418,0.426,35,53,0.66,27,83,110,55,30,7,37,132,284,9be5d7c6-b5ca-43c0-98f6-44b242628bbe,2006
94,Dan Dickau,PG,28,POR,50,3,444,54,151,0.358,16,61,0.262,38,90,0.422,0.411,42,53,0.792,7,36,43,70,14,1,27,55,166,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f,2006
95,Travis Diener,PG,24,ORL,26,0,288,34,80,0.425,18,50,0.36,16,30,0.533,0.538,12,15,0.8,3,15,18,35,4,0,13,27,98,62d56d18-0a95-4498-833d-ffde2ce16e03,2006
96,Ike Diogu,PF,23,TOT,59,2,760,127,266,0.477,0,0,0.0,127,266,0.477,0.477,112,140,0.8,75,128,203,25,8,26,67,122,366,3eec7b32-9e2b-4814-9532-05430bca0e03,2006
97,DeSagana Diop,C,25,DAL,81,9,1480,71,151,0.47,0,1,0.0,71,150,0.473,0.47,48,86,0.558,166,272,438,30,40,113,63,244,190,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2006
98,Juan Dixon,SG,28,TOT,81,6,1926,299,703,0.425,79,226,0.35,220,477,0.461,0.482,101,116,0.871,27,131,158,123,76,9,101,177,778,f457a8ff-dcc0-4ea1-a964-e075cce98ab6,2006
99,Michael Doleac,C,29,MIA,56,0,698,82,175,0.469,0,1,0.0,82,174,0.471,0.469,36,41,0.878,44,111,155,22,18,15,30,96,200,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,2006
100,Keyon Dooling,SG,26,ORL,66,2,1435,188,458,0.41,31,96,0.323,157,362,0.434,0.444,114,141,0.809,22,64,86,112,52,15,72,125,521,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2006
101,Quincy Douby,PG,22,SAC,42,0,359,48,126,0.381,12,50,0.24,36,76,0.474,0.429,11,15,0.733,11,26,37,15,15,4,15,21,119,c59095ad-2896-4e81-b229-992e41d0bada,2006
102,Chris Duhon,PG,24,CHI,78,30,1906,197,483,0.408,88,245,0.359,109,238,0.458,0.499,76,101,0.752,23,146,169,310,69,6,105,150,558,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a,2006
103,Mike Dunleavy,SG-PF,26,TOT,82,49,2580,384,850,0.452,70,224,0.313,314,626,0.502,0.493,211,269,0.784,84,347,431,228,84,22,149,203,1049,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2006
104,Ronald Dupree,SF,26,DET,19,0,94,11,31,0.355,0,0,0.0,11,31,0.355,0.355,3,9,0.333,5,12,17,5,5,1,3,12,25,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091,2006
105,Monta Ellis,SG,21,GSW,77,53,2638,480,1010,0.475,39,143,0.273,441,867,0.509,0.495,273,358,0.763,62,181,243,319,132,21,221,210,1272,093a6167-7bc2-465f-9599-18e6cf580400,2006
106,Francisco Elson,C,30,SAS,70,41,1332,144,282,0.511,0,2,0.0,144,280,0.514,0.511,62,80,0.775,81,255,336,55,31,59,86,184,350,9a076bc2-3a18-47cd-b09f-bd82510744ac,2006
107,Melvin Ely,PF-C,28,TOT,30,0,309,29,80,0.363,0,0,0.0,29,80,0.363,0.363,31,47,0.66,15,38,53,18,6,8,28,51,89,a151dd27-029a-418a-a539-3dcf7cb6d74c,2006
108,Maurice Evans,SG,28,LAL,76,10,1732,234,542,0.432,48,133,0.361,186,409,0.455,0.476,122,155,0.787,93,128,221,74,38,14,57,126,638,8f4d3005-dfdb-4b89-adad-45606cd618dd,2006
109,Reggie Evans,PF,26,DEN,66,11,1127,117,215,0.544,0,0,0.0,117,215,0.544,0.544,91,183,0.497,156,304,460,45,42,16,95,144,325,cda072e5-f641-455a-b94b-634016d003a6,2006
110,Daniel Ewing,PG,23,LAC,61,3,712,65,161,0.404,14,44,0.318,51,117,0.436,0.447,35,45,0.778,9,64,73,90,32,4,50,62,179,6f56469a-e999-4ba6-a73b-1b96ea03a4bb,2006
111,Jordan Farmar,PG,20,LAL,72,2,1090,124,294,0.422,45,137,0.328,79,157,0.503,0.498,27,38,0.711,22,97,119,137,44,7,73,77,320,a359f19d-03f0-4f57-bffb-b2953c63de15,2006
112,Desmon Farmer,SG,25,SEA,8,0,32,5,15,0.333,2,8,0.25,3,7,0.429,0.4,1,1,1.0,0,1,1,9,1,0,1,2,13,355b9457-49d7-41fb-8d81-9ca16a8106ec,2006
113,Raymond Felton,PG,22,CHA,78,75,2832,393,1024,0.384,103,312,0.33,290,712,0.407,0.434,204,256,0.797,51,216,267,545,118,10,230,180,1093,5b8b373b-0b23-48de-90d9-2d45dfc36349,2006
114,Michael Finley,SF,33,SAS,82,16,1823,273,663,0.412,104,286,0.364,169,377,0.448,0.49,90,98,0.918,34,189,223,108,32,16,46,76,740,73c724d7-8b98-491b-acc0-1fd6eeea2414,2006
115,Derek Fisher,SG,32,UTA,82,61,2287,258,675,0.382,48,156,0.308,210,519,0.405,0.418,262,307,0.853,30,119,149,274,83,6,120,234,826,c076eff2-f72f-4639-bc10-6332183d5f2a,2006
116,Danny Fortson,C,30,SEA,14,6,158,15,30,0.5,0,1,0.0,15,29,0.517,0.5,10,13,0.769,13,30,43,1,1,0,15,38,40,e463ac7a-f596-4237-b6f1-4e3779539705,2006
117,Jeff Foster,C,30,IND,75,43,1740,122,260,0.469,0,1,0.0,122,259,0.471,0.469,78,122,0.639,253,356,609,57,62,37,70,202,322,bc15d9b1-6e6c-4cae-9d6a-56877871da48,2006
118,Randy Foye,PG,23,MIN,82,12,1879,300,691,0.434,68,185,0.368,232,506,0.458,0.483,164,192,0.854,49,169,218,232,53,21,152,184,832,e8a88ef7-eb7f-427d-ac03-626213b3dac4,2006
119,Adonal Foyle,C,31,GSW,48,6,475,48,85,0.565,0,0,0.0,48,85,0.565,0.565,11,25,0.44,51,75,126,19,11,50,23,61,107,69a2b506-09ad-4a30-8c2b-3b743e94f62d,2006
120,Steve Francis,SG,29,NYK,44,30,1237,140,343,0.408,42,111,0.378,98,232,0.422,0.469,175,211,0.829,33,124,157,170,41,12,100,126,497,a5845013-8c2b-4fd7-89a8-d903e78c65e9,2006
121,Matt Freije,PF,25,ATL,19,0,147,16,54,0.296,3,22,0.136,13,32,0.406,0.324,5,6,0.833,8,16,24,7,3,1,3,13,40,71755982-0853-4938-95b3-5ef3754d4313,2006
122,Channing Frye,PF,23,NYK,72,59,1896,298,689,0.433,3,18,0.167,295,671,0.44,0.435,85,108,0.787,91,304,395,67,36,42,100,216,684,f521a6f7-c63d-4537-8b28-1de83ebf2dbe,2006
123,Dan Gadzuric,C,28,MIL,54,8,840,108,228,0.474,0,1,0.0,108,227,0.476,0.474,42,90,0.467,94,152,246,29,22,32,49,141,258,e6a5949e-a058-4114-aabd-0e16654cdeda,2006
