,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
11,Ron Anderson,SF,34,PHI,69,0,1263,225,544,0.414,39,120,0.325,186,424,0.439,0.449,72,89,0.809,62,122,184,93,31,5,63,75,561,879271b3-6eb8-4b10-9efc-1040aa004b46,1992
12,Willie Anderson,SG,26,SAS,38,7,560,80,186,0.43,1,8,0.125,79,178,0.444,0.433,22,28,0.786,7,50,57,79,14,6,44,52,183,7065a6f9-3b58-4bb6-8b96-22d64d43b65f,1992
13,Greg Anthony,PG,25,NYK,70,35,1699,174,419,0.415,4,30,0.133,170,389,0.437,0.42,107,159,0.673,42,128,170,398,113,12,104,141,459,c9961f2c-2cd0-42ee-80bb-9553fc139f92,1992
14,Vincent Askew,SG,26,TOT,73,4,1129,152,309,0.492,2,6,0.333,150,303,0.495,0.495,105,149,0.705,62,99,161,122,40,19,69,135,411,e35ff4d6-413d-4381-877f-1b90369097a5,1992
15,Keith Askins,SF,25,MIA,69,1,935,88,213,0.413,22,65,0.338,66,148,0.446,0.465,29,40,0.725,74,124,198,31,31,29,37,141,227,54733ba6-21b8-4e27-8c0b-f3f94946d755,1992
16,Stacey Augmon,SG,24,ATL,73,66,2112,397,792,0.501,0,4,0.0,397,788,0.504,0.501,227,307,0.739,141,146,287,170,91,18,157,141,1021,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0,1992
17,Isaac Austin,C,23,UTA,46,3,306,50,112,0.446,0,1,0.0,50,111,0.45,0.446,29,44,0.659,38,41,79,6,8,14,23,60,129,72eada86-818c-4b34-8885-a50368816b1b,1992
18,Anthony Avent,PF,23,MIL,82,78,2285,347,802,0.433,0,2,0.0,347,800,0.434,0.433,112,172,0.651,180,332,512,91,57,73,140,237,806,d62b1577-07a9-43a8-9948-3a64c698baaa,1992
19,John Bagley,PG,32,BOS,10,0,97,9,25,0.36,0,1,0.0,9,24,0.375,0.36,5,6,0.833,1,6,7,20,2,0,17,11,23,2bb97067-0d4d-4389-8ab8-1c6d9259adea,1992
20,Thurl Bailey,PF,31,MIN,70,3,1276,203,446,0.455,0,0,0.0,203,446,0.455,0.455,119,142,0.838,53,162,215,61,20,47,60,88,525,cd48d681-1ed5-476b-9326-1a4e0b958d32,1992
21,Steve Bardo,SG,24,DAL,23,0,175,19,62,0.306,1,6,0.167,18,56,0.321,0.315,12,17,0.706,10,27,37,29,8,3,17,28,51,6044dd8a-d398-4a44-8729-5e6a6308b44f,1992
22,Dana Barros,PG,25,SEA,69,2,1243,214,474,0.451,64,169,0.379,150,305,0.492,0.519,49,59,0.831,18,89,107,151,63,3,58,78,541,d1acce80-d01a-443f-b39b-cc9e4819ba09,1992
23,Jon Barry,SG,23,MIL,47,0,552,76,206,0.369,21,63,0.333,55,143,0.385,0.42,33,49,0.673,10,33,43,68,35,3,42,57,206,7c58917c-b227-40f1-8c47-f9b4ae4e064a,1992
24,John Battle,SG,30,CLE,41,0,497,83,200,0.415,1,6,0.167,82,194,0.423,0.418,56,72,0.778,4,25,29,54,9,5,22,39,223,4d187ef0-b773-403a-8c23-44795864c732,1992
25,Kenny Battle,SG,28,BOS,3,1,29,6,13,0.462,0,1,0.0,6,12,0.5,0.462,2,2,1.0,7,4,11,2,1,0,2,2,14,fe86795c-f632-48f9-b7ff-ff5bab9d09c5,1992
26,William Bedford,C,29,SAS,16,0,66,9,27,0.333,1,1,1.0,8,26,0.308,0.352,6,12,0.5,1,9,10,0,0,1,1,15,25,f693d31b-afb5-4644-b765-2452c591529e,1992
27,Benoit Benjamin,C,28,TOT,59,6,754,133,271,0.491,0,0,0.0,133,271,0.491,0.491,69,104,0.663,51,158,209,22,31,48,78,134,335,9d99d986-a894-42ca-a06f-459fff16e566,1992
28,Tony Bennett,PG,23,CHH,75,2,857,110,260,0.423,26,80,0.325,84,180,0.467,0.473,30,41,0.732,12,51,63,136,30,0,50,110,276,64e81356-6096-467f-9748-a6aafeeca4f5,1992
29,David Benoit,SF,24,UTA,82,27,1712,258,592,0.436,34,98,0.347,224,494,0.453,0.465,114,152,0.75,116,276,392,43,45,43,90,201,664,e865af81-205e-4dec-b397-85148288bf2c,1992
30,Rolando Blackman,SG,33,NYK,60,33,1434,239,539,0.443,31,73,0.425,208,466,0.446,0.472,71,90,0.789,23,79,102,157,22,10,65,129,580,6596d7d2-844f-4097-b5d8-c3233f0ebc57,1992
31,Alex Blackwell,SF,22,LAL,27,0,109,14,42,0.333,0,3,0.0,14,39,0.359,0.333,6,8,0.75,10,13,23,7,4,2,5,14,34,8d09c0dc-a771-48aa-9b0f-13f0570a4149,1992
32,Lance Blanks,SG,26,MIN,61,2,642,65,150,0.433,11,43,0.256,54,107,0.505,0.47,20,32,0.625,18,50,68,72,16,5,31,61,161,f5e7bb4b-53b3-4fde-afb1-bfa3db43518e,1992
33,Ricky Blanton,SF,26,CHI,2,0,13,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,0,0.0,2,1,3,1,2,0,1,1,6,e78bded1-71e7-45f3-9156-ffda485b3363,1992
34,Mookie Blaylock,PG,25,ATL,80,78,2820,414,964,0.429,118,315,0.375,296,649,0.456,0.491,123,169,0.728,89,191,280,671,203,23,187,156,1069,cec2d617-bfcd-42bb-904f-d87cf5e681c7,1992
35,Muggsy Bogues,PG,28,CHH,81,80,2833,331,730,0.453,6,26,0.231,325,704,0.462,0.458,140,168,0.833,51,247,298,711,161,5,154,179,808,81605265-5852-4aac-9fcc-d5a55f617479,1992
36,Manute Bol,C,30,PHI,58,23,855,52,127,0.409,10,32,0.313,42,95,0.442,0.449,12,19,0.632,44,149,193,18,14,119,50,87,126,5632c2b0-0978-46c3-9acb-c2d6177fcedb,1992
37,Walter Bond,SG,23,DAL,74,38,1578,227,565,0.402,7,42,0.167,220,523,0.421,0.408,129,167,0.772,52,144,196,122,75,18,112,223,590,23e1e6b1-4566-4ca1-99f9-e5f0f9c13845,1992
38,Anthony Bonner,PF,24,SAC,70,35,1764,229,497,0.461,0,7,0.0,229,490,0.467,0.461,143,241,0.593,188,267,455,96,86,17,105,183,601,8f6e2aeb-76e1-4186-847f-deefa294b5fc,1992
39,Anthony Bowie,SG,29,ORL,77,45,1761,268,569,0.471,15,48,0.313,253,521,0.486,0.484,67,84,0.798,36,158,194,175,54,14,84,131,618,de3021e1-46e5-48d4-8e56-d1ef5fb57465,1992
40,Sam Bowie,C,31,NJN,79,65,2092,287,638,0.45,2,6,0.333,285,632,0.451,0.451,141,181,0.779,158,398,556,127,32,128,120,226,717,1b192fac-4037-43be-936e-062aa711e76e,1992
41,Terrell Brandon,PG,22,CLE,82,8,1622,297,621,0.478,13,42,0.31,284,579,0.491,0.489,118,143,0.825,37,142,179,302,79,27,107,122,725,823fab52-6900-49dc-84a3-9402c2c86964,1992
42,Randy Breuer,C,32,ATL,12,0,107,15,31,0.484,0,0,0.0,15,31,0.484,0.484,2,5,0.4,10,18,28,6,2,3,5,12,32,23f9f709-b0bf-459c-b9d4-92083d95ef84,1992
43,Frank Brickowski,C,33,MIL,66,64,2075,456,836,0.545,8,26,0.308,448,810,0.553,0.55,195,268,0.728,120,285,405,196,80,44,202,235,1115,e2011308-25ca-48c8-bc1d-457254a4315a,1992
44,Kevin Brooks,SF,23,DEN,55,2,571,93,233,0.399,6,26,0.231,87,207,0.42,0.412,35,40,0.875,22,59,81,34,10,2,39,46,227,a6313339-63e1-4a10-9e8f-d6a3b028f395,1992
45,Scott Brooks,PG,27,HOU,82,0,1516,183,385,0.475,41,99,0.414,142,286,0.497,0.529,112,135,0.83,22,77,99,243,79,3,72,136,519,806c8dd0-54e2-4473-a635-f5003b31a7dd,1992
46,Chucky Brown,SF,24,NJN,77,20,1186,160,331,0.483,0,5,0.0,160,326,0.491,0.483,71,98,0.724,88,144,232,51,20,24,56,112,391,8c9b0d6c-9002-479b-837d-7e0205884c09,1992
47,Dee Brown,PG,24,BOS,80,48,2254,328,701,0.468,26,82,0.317,302,619,0.488,0.486,192,242,0.793,45,201,246,461,138,32,136,203,874,f3409c41-8f7a-451e-8e19-5db262e1f39e,1992
48,Mike Brown,C,29,UTA,82,21,1551,176,409,0.43,0,1,0.0,176,408,0.431,0.43,113,164,0.689,147,244,391,64,32,23,95,190,465,2fb24726-79a1-4ec0-9fe8-7fbf2e15fbb5,1992
49,Randy Brown,PG,24,SAC,75,34,1726,225,486,0.463,2,6,0.333,223,480,0.465,0.465,115,157,0.732,75,137,212,196,108,34,120,206,567,8f36f9da-c300-43d1-ac60-8fca68c80007,1992
50,Mark Bryant,C,27,POR,80,24,1396,186,370,0.503,0,1,0.0,186,369,0.504,0.503,104,148,0.703,132,192,324,41,37,23,65,226,476,76198ed3-74d2-496b-8f73-36b57a74c3ae,1992
51,Jud Buechler,SF,24,GSW,70,9,1287,176,403,0.437,20,59,0.339,156,344,0.453,0.462,65,87,0.747,81,114,195,94,47,19,55,98,437,5cc0522a-92c2-4b12-a9ff-963e2840c135,1992
52,Matt Bullard,PF,25,HOU,79,4,1356,213,494,0.431,91,243,0.374,122,251,0.486,0.523,58,74,0.784,66,156,222,110,30,11,57,129,575,3154c4f2-02b4-4e45-b006-309b7b40279d,1992
53,Willie Burton,SF,24,MIA,26,8,451,54,141,0.383,5,15,0.333,49,126,0.389,0.401,91,127,0.717,22,48,70,16,13,16,50,58,204,d812d4dd-3c39-4c59-a979-0d7ce7449bd1,1992
54,Michael Cage,C,31,SEA,82,66,2156,219,416,0.526,0,1,0.0,219,415,0.528,0.526,61,130,0.469,268,391,659,69,76,46,59,183,499,a2c39711-5176-4727-ac4b-d4f600d81bfb,1992
55,Dexter Cambridge,SF,23,DAL,53,13,885,151,312,0.484,0,4,0.0,151,308,0.49,0.484,68,99,0.687,88,79,167,58,24,6,63,128,370,ab655b49-81ba-45ba-beb3-e4cc93446d3e,1992
56,Elden Campbell,PF,24,LAL,79,13,1551,238,520,0.458,0,3,0.0,238,517,0.46,0.458,130,204,0.637,127,205,332,48,59,100,69,165,606,b2c688d6-6b67-46d0-ab35-32d0fda30e13,1992
57,Tony Campbell,SF,30,NYK,58,13,1062,194,396,0.49,2,5,0.4,192,391,0.491,0.492,59,87,0.678,59,96,155,62,34,5,51,150,449,d0b712d1-fdf1-44dd-91cc-13b6cc471f73,1992
58,Antoine Carr,PF,31,SAS,71,46,1947,379,705,0.538,0,5,0.0,379,700,0.541,0.538,174,224,0.777,107,281,388,97,35,87,96,264,932,bef418b3-f88a-4c46-ba60-0fa32a75f6f7,1992
59,Bill Cartwright,C,35,CHI,63,63,1253,141,343,0.411,0,0,0.0,141,343,0.411,0.411,72,98,0.735,83,150,233,83,20,10,62,154,354,fa7e674e-3e4e-44af-9c7d-1a1add052f6c,1992
60,Terry Catledge,PF,29,ORL,21,1,262,36,73,0.493,0,0,0.0,36,73,0.493,0.493,27,34,0.794,18,28,46,5,4,1,25,31,99,ac79038e-82f9-4054-8042-cf48a9aa3d3b,1992
61,Duane Causwell,C,24,SAC,55,45,1211,175,321,0.545,0,1,0.0,175,320,0.547,0.545,103,165,0.624,112,191,303,35,32,87,58,192,453,1cc08ed4-3d76-4378-8b20-6f4ca12f5cc1,1992
62,Cedric Ceballos,SF,23,PHO,74,46,1607,381,662,0.576,0,2,0.0,381,660,0.577,0.576,187,258,0.725,172,236,408,77,54,28,106,103,949,b2b1330d-bc6c-4322-b539-ee859f77fd1a,1992
63,Tom Chambers,PF,33,PHO,73,0,1723,320,716,0.447,11,28,0.393,309,688,0.449,0.455,241,288,0.837,96,249,345,101,43,23,92,212,892,87411ad9-1a01-4926-b6d7-247d9d29a17c,1992
64,Rex Chapman,SG,25,WSB,60,23,1300,287,602,0.477,43,116,0.371,244,486,0.502,0.512,132,163,0.81,19,69,88,116,38,10,79,119,749,de00f059-54ba-4734-986e-86718200eb24,1992
65,Pete Chilcutt,PF,24,SAC,59,9,834,165,340,0.485,0,0,0.0,165,340,0.485,0.485,32,46,0.696,80,114,194,64,22,21,54,102,362,7a1d1bf5-3632-46a1-99b9-16447376195d,1992
66,Doug Christie,SG,22,LAL,23,0,332,45,106,0.425,2,12,0.167,43,94,0.457,0.434,50,66,0.758,24,27,51,53,22,5,50,53,142,98192981-14b8-4c10-ad93-5144b65a3df4,1992
67,Derrick Coleman,PF,25,NJN,76,73,2759,564,1226,0.46,23,99,0.232,541,1127,0.48,0.469,421,521,0.808,247,605,852,276,92,126,243,210,1572,84f062a1-ada6-4899-8ab9-260ce609bcc4,1992
68,Bimbo Coles,PG,24,MIA,81,37,2232,318,686,0.464,42,137,0.307,276,549,0.503,0.494,177,220,0.805,58,108,166,373,80,11,108,199,855,fd5ff25c-e06e-4109-86fd-aae79146ff69,1992
69,Marty Conlon,C,25,SAC,46,0,467,81,171,0.474,0,4,0.0,81,167,0.485,0.474,57,81,0.704,48,75,123,37,13,5,28,43,219,323c33b9-0edb-4a29-86a2-3e49c693de82,1992
70,Lester Conner,PG,33,LAC,31,0,422,28,62,0.452,0,0,0.0,28,62,0.452,0.452,18,19,0.947,16,33,49,65,34,4,21,39,74,c631fad3-b76e-4c0f-80d9-20fc46ad63fc,1992
71,Duane Cooper,PG,23,LAL,65,0,645,62,158,0.392,7,30,0.233,55,128,0.43,0.415,25,35,0.714,13,37,50,150,18,2,69,66,156,e32fc429-3b10-4a7d-89eb-27a29a0deb13,1992
72,Tyrone Corbin,SF,30,UTA,82,58,2555,385,766,0.503,0,5,0.0,385,761,0.506,0.503,180,218,0.826,194,325,519,173,108,32,108,252,950,2333fb56-5711-47c8-88ac-873809c87028,1992
73,Chris Corchiani,PG,24,TOT,10,0,105,14,24,0.583,0,3,0.0,14,21,0.667,0.583,16,21,0.762,1,6,7,16,6,0,8,18,44,8577fe94-7b04-4fe2-8ce1-13bd50cd2c84,1992
74,Joe Courtney,PF,23,TOT,12,0,104,13,32,0.406,0,0,0.0,13,32,0.406,0.406,7,9,0.778,4,15,19,3,5,5,6,17,33,6bdbfaa5-21af-4826-a1d8-84031e872880,1992
75,John Crotty,PG,23,UTA,40,0,243,37,72,0.514,2,14,0.143,35,58,0.603,0.528,26,38,0.684,4,13,17,55,11,0,30,29,102,136cd263-ba67-449d-ab12-5401d727c24e,1992
76,Terry Cummings,PF,31,SAS,8,0,76,11,29,0.379,0,0,0.0,11,29,0.379,0.379,5,10,0.5,6,13,19,4,1,1,2,17,27,7476bfee-7c7e-490c-89af-56e322a8df0a,1992
77,Dell Curry,SG,28,CHH,80,0,2094,498,1102,0.452,95,237,0.401,403,865,0.466,0.495,136,157,0.866,51,235,286,180,87,23,129,150,1227,68ff8943-d218-4539-8d43-74acf22d65d1,1992
78,Lloyd Daniels,SG,25,SAS,77,10,1573,285,644,0.443,59,177,0.333,226,467,0.484,0.488,72,99,0.727,86,130,216,148,38,30,102,144,701,fb36c757-5523-4856-bf87-c9f94df4fe37,1992
79,Brad Daugherty,C,27,CLE,71,71,2691,520,911,0.571,1,2,0.5,519,909,0.571,0.571,391,492,0.795,164,562,726,312,53,56,150,174,1432,ae75e1f9-765b-4cde-afbc-b5e9f18e0a26,1992
80,Dale Davis,PF,23,IND,82,82,2264,304,535,0.568,0,0,0.0,304,535,0.568,0.568,119,225,0.529,291,432,723,69,63,148,79,274,727,9bd7b705-76b9-4cd9-b230-4872e38108fd,1992
81,Hubert Davis,SG,22,NYK,50,2,815,110,251,0.438,6,19,0.316,104,232,0.448,0.45,43,54,0.796,13,43,56,83,22,4,45,71,269,771641c6-eda9-4908-b7dc-4de5744b23c8,1992
82,Terry Davis,PF,25,DAL,75,74,2462,393,863,0.455,2,8,0.25,391,855,0.457,0.457,167,281,0.594,259,442,701,68,36,28,160,199,955,b581d1d6-5751-48b3-8d66-ce5dce2c616d,1992
83,Johnny Dawkins,PG,29,PHI,74,10,1598,258,590,0.437,26,84,0.31,232,506,0.458,0.459,113,142,0.796,33,103,136,339,80,4,121,91,655,4c8d9a38-4d02-4517-b24d-5c98bbee1701,1992
84,Todd Day,SG,23,MIL,71,37,1931,358,828,0.432,54,184,0.293,304,644,0.472,0.465,213,297,0.717,144,147,291,117,75,48,118,222,983,dc9ffb38-7dca-4815-af25-c00a0fa7b9e8,1992
85,Vinny Del Negro,PG,26,SAS,73,31,1526,218,430,0.507,6,24,0.25,212,406,0.522,0.514,101,117,0.863,19,144,163,291,44,1,92,146,543,bf138b0e-c99c-4cf7-9bfd-3f2cb3f19bb3,1992
86,Bison Dele,PF,23,ORL,21,0,240,40,78,0.513,0,1,0.0,40,77,0.519,0.513,16,20,0.8,24,32,56,5,14,17,25,48,96,da34bace-e9eb-4a47-9290-2fb111828d61,1992
87,James Donaldson,C,35,UTA,6,1,94,8,14,0.571,0,0,0.0,8,14,0.571,0.571,5,9,0.556,6,23,29,1,1,7,4,13,21,1f888eca-a2ec-4d90-8ea3-7b0ab918c8fb,1992
88,Sherman Douglas,PG,26,BOS,79,36,1932,264,530,0.498,6,29,0.207,258,501,0.515,0.504,84,150,0.56,65,97,162,508,49,10,161,166,618,218d1375-5118-43ab-97fa-7c1d1883ed3d,1992
89,Greg Dreiling,C,30,IND,43,0,239,19,58,0.328,0,4,0.0,19,54,0.352,0.328,8,15,0.533,26,40,66,8,5,8,9,60,46,bed77961-496a-422e-b794-46b092193b96,1992
90,Kevin Duckworth,C,28,POR,74,55,1762,301,688,0.438,0,2,0.0,301,686,0.439,0.438,127,174,0.73,118,269,387,70,45,39,87,222,729,af5f0718-d3bf-453d-be32-650509490dab,1992
91,Chris Dudley,C,27,NJN,71,16,1398,94,266,0.353,0,0,0.0,94,266,0.353,0.353,57,110,0.518,215,298,513,16,17,103,54,195,245,10207f22-6a09-46de-9e54-a6e20300ec6a,1992
92,Richard Dumas,SF,23,PHO,48,32,1320,302,576,0.524,1,3,0.333,301,573,0.525,0.525,152,215,0.707,100,123,223,60,85,39,92,127,757,b64ef351-4e14-4998-b718-86b2a35aaca4,1992
93,Pat Durham,SF,25,GSW,5,1,78,6,25,0.24,0,0,0.0,6,25,0.24,0.24,9,12,0.75,5,9,14,4,1,1,7,6,21,a67295ae-a283-406d-a773-338622a8e1b4,1992
94,Mark Eaton,C,36,UTA,64,57,1104,71,130,0.546,0,0,0.0,71,130,0.546,0.546,35,50,0.7,73,191,264,17,18,79,43,143,177,9ab3221c-d730-4865-b102-c598d45d3962,1992
95,Blue Edwards,SF,27,MIL,82,81,2729,554,1083,0.512,37,106,0.349,517,977,0.529,0.529,237,300,0.79,123,259,382,214,129,45,175,242,1382,f026a9ba-ffb3-440f-b092-636e3a5a1b35,1992
96,James Edwards,C,37,LAL,52,0,617,122,270,0.452,0,0,0.0,122,270,0.452,0.452,84,118,0.712,30,70,100,41,10,7,51,122,328,98f3d511-9ff9-471e-b2fa-d45584a6244b,1992
97,Kevin Edwards,SG,27,MIA,40,30,1134,216,462,0.468,5,17,0.294,211,445,0.474,0.473,119,141,0.844,48,73,121,120,68,12,75,69,556,ffce6d7b-7508-4ad0-a470-5d55008cd3f7,1992
98,Craig Ehlo,SG,31,CLE,82,73,2559,385,785,0.49,93,244,0.381,292,541,0.54,0.55,86,120,0.717,113,290,403,254,104,22,124,170,949,795a4e74-2e82-4ca1-9a6c-7aca4be004de,1992
99,Mario Elie,SF,29,POR,82,7,1757,240,524,0.458,45,129,0.349,195,395,0.494,0.501,183,214,0.855,59,157,216,177,74,20,89,145,708,9a34fe53-7775-4472-9659-9d49bf9ef336,1992
100,Sean Elliott,SF,24,SAS,70,70,2604,451,918,0.491,37,104,0.356,414,814,0.509,0.511,268,337,0.795,85,237,322,265,68,28,152,132,1207,06ab8ae4-e8f3-4b6b-a216-4187e8ac6dc0,1992
101,Dale Ellis,SG,32,SAS,82,76,2731,545,1092,0.499,119,297,0.401,426,795,0.536,0.554,157,197,0.797,81,231,312,107,78,18,111,179,1366,3deebb20-3308-404d-be67-ab1e32b18cba,1992
102,LaPhonso Ellis,PF,22,DEN,82,82,2749,483,958,0.504,2,13,0.154,481,945,0.509,0.505,237,317,0.748,274,470,744,151,72,111,153,293,1205,7647cd20-12a1-4cbf-b78c-5f2c3be6b566,1992
103,Pervis Ellison,C,25,WSB,49,48,1701,341,655,0.521,0,4,0.0,341,651,0.524,0.521,170,242,0.702,138,295,433,117,45,108,110,154,852,beb4ab73-9da9-4e40-900e-ec9b2bccc4fe,1992
104,Jo Jo English,SG,22,CHI,6,0,31,3,10,0.3,0,3,0.0,3,7,0.429,0.3,0,2,0.0,2,4,6,1,3,2,4,5,6,fb94417d-5a35-4014-85bd-e61000280b5d,1992
105,Duane Ferrell,SF,27,ATL,82,15,1736,327,696,0.47,9,36,0.25,318,660,0.482,0.476,176,226,0.779,97,94,191,132,59,17,103,160,839,308acad5-bd68-424c-b2f0-7260659c1773,1992
106,Danny Ferry,PF,26,CLE,76,1,1461,220,459,0.479,34,82,0.415,186,377,0.493,0.516,99,113,0.876,81,198,279,137,29,49,83,171,573,4d2819b0-30c9-40f3-af49-4b950b0fad78,1992
107,Vern Fleming,PG,30,IND,75,8,1503,280,554,0.505,7,36,0.194,273,518,0.527,0.512,143,197,0.726,63,106,169,224,63,9,121,126,710,87de7da8-d598-458b-8196-5bcfcd5dd7aa,1992
108,Sleepy Floyd,PG,32,HOU,52,10,867,124,305,0.407,16,56,0.286,108,249,0.434,0.433,81,102,0.794,14,72,86,132,32,6,68,59,345,b8779d84-bd9d-4bbc-ad26-1867a915af4d,1992
109,Greg Foster,PF,24,TOT,43,0,298,55,120,0.458,0,4,0.0,55,116,0.474,0.458,15,21,0.714,32,51,83,21,3,14,25,58,125,4aefed22-7753-4c9e-82a7-29c16f1d18e7,1992
110,Rick Fox,SF,23,BOS,71,14,1082,184,380,0.484,4,23,0.174,180,357,0.504,0.489,81,101,0.802,55,104,159,113,61,21,77,133,453,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,1992
111,Kevin Gamble,SF,27,BOS,82,58,2541,459,906,0.507,52,139,0.374,407,767,0.531,0.535,123,149,0.826,46,200,246,226,86,37,81,185,1093,9a2469a9-1262-4c2a-85da-acc7a3e487f6,1992
112,Winston Garland,PG,28,HOU,66,4,1004,152,343,0.443,6,13,0.462,146,330,0.442,0.452,81,89,0.91,32,76,108,138,39,4,67,116,391,72bf659e-ff8b-4138-a053-4675d57ea4c9,1992
113,Chris Gatling,PF,25,GSW,70,11,1248,249,462,0.539,0,6,0.0,249,456,0.546,0.539,150,207,0.725,129,191,320,40,44,53,102,197,648,91a83481-28a4-45a5-b350-4cc0cc050926,1992
114,Kenny Gattison,PF,28,CHH,75,5,1475,203,384,0.529,0,3,0.0,203,381,0.533,0.529,102,169,0.604,108,245,353,68,48,55,64,237,508,a0e09383-e925-41b8-947d-4c371faa790a,1992
115,Matt Geiger,C,23,MIA,48,2,554,76,145,0.524,0,4,0.0,76,141,0.539,0.524,62,92,0.674,46,74,120,14,15,18,36,123,214,fba26ae0-efa6-4b02-9eaf-3ab8756e54e6,1992
116,Tate George,PG,24,NJN,48,1,380,51,135,0.378,0,5,0.0,51,130,0.392,0.378,20,24,0.833,9,18,27,59,10,3,31,25,122,102a8d8a-f341-41c3-8671-784aafbf6461,1992
117,Kendall Gill,SG,24,CHH,69,67,2430,463,1032,0.449,17,62,0.274,446,970,0.46,0.457,224,290,0.772,120,220,340,268,98,36,174,191,1167,407a01e1-fcba-465f-a46b-45e370abce7b,1992
118,Armen Gilliam,PF,28,PHI,80,26,1742,359,774,0.464,0,1,0.0,359,773,0.464,0.464,274,325,0.843,136,336,472,116,37,54,157,123,992,e73fbea9-98a7-4a49-89f5-e8363da5622f,1992
119,Gerald Glass,SF,25,TOT,60,5,848,142,339,0.419,7,33,0.212,135,306,0.441,0.429,25,39,0.641,61,81,142,77,33,18,35,104,316,2d04d746-82ab-4dcd-b3c7-173345ca79a1,1992
120,Mike Gminski,C,33,CHH,34,0,251,42,83,0.506,0,0,0.0,42,83,0.506,0.506,9,10,0.9,34,51,85,7,1,9,11,28,93,449eb029-7173-450e-80ef-936afe988bdc,1992
121,Paul Graham,SG,25,ATL,80,11,1508,256,560,0.457,42,141,0.298,214,419,0.511,0.495,96,131,0.733,61,129,190,164,86,6,120,185,650,d65ded8b-6f90-4e7d-9b2c-56438f1a7fb1,1992
122,Gary Grant,PG,27,LAC,74,8,1624,210,476,0.441,11,42,0.262,199,434,0.459,0.453,55,74,0.743,27,112,139,353,106,9,129,168,486,0ad85d16-2bf0-4ad4-9809-fd9959229831,1992
123,Greg Grant,PG,26,PHI,72,0,996,77,220,0.35,20,68,0.294,57,152,0.375,0.395,20,31,0.645,24,43,67,206,43,1,54,73,194,c70f1de1-b1f6-41c7-9dfe-1d52947dd91c,1992
124,Harvey Grant,SF,27,WSB,72,72,2667,560,1149,0.487,1,10,0.1,559,1139,0.491,0.488,218,300,0.727,133,279,412,205,72,44,90,168,1339,b1541b02-0faa-4590-a956-14639b4bb35b,1992
