,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
273,Terrence Rencher,PG,22,TOT,36,1,405,33,100,.330,9,29,.310,24,71,.338,.375,31,46,.674,9,35,44,54,16,2,43,37,106,ce8454de-a17c-4324-9360-ce511cdcf96b
274,Shawn Respert,SG,23,MIL,62,0,845,113,292,.387,42,122,.344,71,170,.418,.459,35,42,.833,28,46,74,68,32,4,42,67,303,d6c7f06a-390d-4644-8e6c-33241e175324
275,Jerry Reynolds,SF,33,MIL,19,0,191,21,53,.396,1,10,.100,20,43,.465,.406,13,21,.619,13,20,33,12,15,6,16,20,56,007a2a38-8cb3-472e-9bdf-9776a5777e65
276,Glen Rice,SF,28,CHH,79,79,3142,610,1296,.471,171,403,.424,439,893,.492,.537,319,381,.837,86,292,378,232,91,19,163,217,1710,fab5958e-5a64-48fb-b2ae-3e29575fd790
277,Pooh Richardson,PG,29,LAC,63,61,2013,281,664,.423,94,245,.384,187,419,.446,.494,78,105,.743,35,123,158,340,77,13,95,134,734,0e4892d7-48eb-4b51-b21f-89996f6ed64f
278,Isaiah Rider,SG,24,MIN,75,68,2594,560,1206,.464,102,275,.371,458,931,.492,.507,248,296,.838,99,210,309,213,48,23,201,204,1470,6880c19d-624f-4231-ab15-8d291dd23d8e
279,Eric Riley,C,25,MIN,25,10,310,35,74,.473,0,1,.000,35,73,.479,.473,22,28,.786,32,44,76,5,8,16,17,42,92,f7a5834b-16e9-4712-b6b0-8e46e3fa7c38
280,Doc Rivers,PG,34,SAS,78,0,1235,108,290,.372,47,137,.343,61,153,.399,.453,48,64,.750,30,108,138,123,73,21,57,175,311,c05a51af-ec4a-4ffd-95d1-6d7e3d07b7a2
281,Fred Roberts,C,35,LAL,33,1,317,48,97,.495,4,14,.286,44,83,.530,.515,22,28,.786,18,29,47,26,16,4,24,24,122,8777a6ae-f4cb-4f2f-bfce-9cca3c26a190
282,Stanley Roberts,C,25,LAC,51,7,795,141,304,.464,0,0,0,141,304,.464,.464,74,133,.556,42,120,162,41,15,39,48,153,356,a9ba88c4-03a6-489f-a143-4094c05fda22
283,Alvin Robertson,SG,33,TOR,77,69,2478,285,607,.470,41,151,.272,244,456,.535,.503,107,158,.677,110,232,342,323,166,36,183,268,718,a16f3c84-354b-4ac6-9c1e-3f51db0ae353
284,Clifford Robinson,SF,29,POR,78,76,2980,553,1306,.423,178,471,.378,375,835,.449,.492,360,542,.664,123,320,443,190,86,68,194,248,1644,024864e9-58dc-47f9-9e64-4e7a4d84d464
285,Glenn Robinson,SF,23,MIL,82,82,3249,627,1382,.454,90,263,.342,537,1119,.480,.486,316,389,.812,136,368,504,293,95,42,282,236,1660,f0396674-9f8c-448d-a707-0cf9940a29c9
286,James Robinson,PG,25,POR,76,5,1627,229,574,.399,102,284,.359,127,290,.438,.488,89,135,.659,44,113,157,150,34,16,111,146,649,3a72d690-31ec-4658-9189-248a5e7946a6
287,Rumeal Robinson,PG,29,POR,43,14,715,92,221,.416,30,79,.380,62,142,.437,.484,33,51,.647,19,59,78,142,26,5,72,79,247,a175e993-ed61-4654-a2c6-8d9ec072efa9
288,Lou Roe,SF,23,DET,49,2,372,32,90,.356,2,9,.222,30,81,.370,.367,24,32,.750,30,48,78,15,10,8,17,42,90,d5cbb51d-7fa7-49a9-8971-d24c90ddbff2
289,Carlos Rogers,PF,24,TOR,56,18,1043,178,344,.517,3,21,.143,175,323,.542,.522,71,130,.546,80,90,170,35,25,48,61,87,430,3f35dc45-b811-4446-a8eb-c0378cd49a14
290,Rodney Rogers,SF,24,LAC,67,51,1950,306,641,.477,49,153,.320,257,488,.527,.516,113,180,.628,113,173,286,167,75,35,144,216,774,1bc81cc3-3df5-4058-bd4a-0ede68a069f5
291,Sean Rooks,C,26,TOT,65,7,1117,144,285,.505,1,7,.143,143,278,.514,.507,135,202,.668,81,174,255,47,23,42,80,141,424,6b3b2aec-65a2-48e4-9ef9-ed5feb8f0ce6
292,Jalen Rose,SG,23,DEN,80,37,2134,290,604,.480,32,108,.296,258,496,.520,.507,191,277,.690,46,214,260,495,53,39,234,229,803,d53d133e-836d-4a3a-9bc7-6a715ea850f7
293,Donald Royal,SF,29,ORL,64,7,963,106,216,.491,0,2,.000,106,214,.495,.491,125,164,.762,57,96,153,42,29,15,52,97,337,ab9b16a9-9f0a-445a-9ab6-d76cd9f67511
294,Clifford Rozier,C,23,GSW,59,1,723,79,135,.585,0,2,.000,79,133,.594,.585,26,55,.473,71,100,171,22,19,30,40,135,184,285ef70e-12fc-4a5e-a653-ba91c2d0af8d
295,Trevor Ruffin,PG,25,PHI,61,23,1551,263,648,.406,104,284,.366,159,364,.437,.486,148,182,.813,21,111,132,269,43,2,149,132,778,8b913984-1730-4d6d-851d-84ee60d65b37
296,Stefano Rusconi,PF,27,PHO,7,0,30,3,9,.333,0,0,0,3,9,.333,.333,2,5,.400,3,3,6,3,0,2,3,10,8,ff7a5616-9e01-4602-9887-10652bf8b929
297,Bryon Russell,SF,25,UTA,59,9,577,56,142,.394,14,40,.350,42,102,.412,.444,48,67,.716,28,62,90,29,29,8,36,66,174,8a599a92-32fa-48b8-88c5-40779bbca879
298,John Salley,PF,31,TOT,42,6,673,63,140,.450,0,0,0,63,140,.450,.450,59,85,.694,46,94,140,54,19,27,55,110,185,05c00d24-8ed6-4ecd-b54a-2ab88a8d93b1
299,Danny Schayes,C,36,MIA,32,6,399,32,94,.340,0,0,0,32,94,.340,.340,37,46,.804,29,60,89,9,11,16,23,60,101,cd893740-ecfa-4f1e-aaa0-3cda007b4239
300,Steve Scheffler,C,28,SEA,35,2,181,24,45,.533,1,5,.200,23,40,.575,.544,9,19,.474,15,18,33,2,6,2,8,25,58,fb462aa2-64d6-46b7-851c-2ff8866ea5c9
301,Dwayne Schintzius,C,27,IND,33,8,297,49,110,.445,0,0,0,49,110,.445,.445,13,21,.619,23,55,78,14,9,12,19,53,111,1a278d0c-401d-4920-86ed-100cbc899673
302,Detlef Schrempf,SF,33,SEA,63,60,2200,360,740,.486,73,179,.408,287,561,.512,.536,287,370,.776,73,255,328,276,56,8,146,179,1080,97eeab53-3c7c-43ed-a7fb-d3a98cc66c92
303,Byron Scott,SG,34,VAN,80,0,1894,271,676,.401,74,221,.335,197,455,.433,.456,203,243,.835,40,152,192,123,63,22,100,126,819,6022195d-0ab6-49a5-920e-bccccd4631c8
304,Dennis Scott,SF,27,ORL,82,82,3041,491,1117,.440,267,628,.425,224,489,.458,.559,182,222,.820,63,246,309,243,90,29,122,169,1431,3d0730d9-64e4-470d-82c1-0dffd8105932
305,Malik Sealy,SF,25,LAC,62,48,1601,272,655,.415,21,100,.210,251,555,.452,.431,147,184,.799,76,164,240,116,84,28,113,150,712,546d0f2a-84fd-4963-8d26-665e56d98616
306,Rony Seikaly,C,30,GSW,64,60,1813,285,568,.502,2,3,.667,283,565,.501,.504,204,282,.723,166,333,499,71,40,69,180,219,776,f7e2baae-8cee-4086-8f4d-6d94a68f6207
307,Brian Shaw,PG,29,ORL,75,1,1679,182,486,.374,41,144,.285,141,342,.412,.417,91,114,.798,58,166,224,336,58,11,173,160,496,fe3edc8f-1d05-4ce4-bc1b-65cc1983b048
308,Lionel Simmons,SF,27,SAC,54,5,810,86,217,.396,19,51,.373,67,166,.404,.440,55,75,.733,41,104,145,83,31,20,51,85,246,eaee7816-531d-4066-b5ea-1a96312ec65b
309,Dickey Simpkins,PF,23,CHI,60,12,685,77,160,.481,1,1,1.000,76,159,.478,.484,61,97,.629,66,90,156,38,9,8,56,78,216,6a1d0536-f4f7-40d2-b927-a2af58a927cf
310,Scott Skiles,PG,31,PHI,10,9,236,20,57,.351,15,34,.441,5,23,.217,.482,8,10,.800,1,15,16,38,7,0,16,21,63,1190be29-8300-464b-8873-4e37ce0bb04f
311,Reggie Slater,PF,25,TOT,11,0,72,14,27,.519,0,0,0,14,27,.519,.519,3,7,.429,4,11,15,2,2,3,9,11,31,fdac6505-e5bf-4922-97ed-39f41be117e6
312,Charles Smith,PG,28,MIN,8,0,39,3,10,.300,0,3,.000,3,7,.429,.300,0,2,.000,0,5,5,6,1,0,5,7,6,e0269063-6579-4736-82b9-42ef4d8da882
313,Doug Smith,PF,26,BOS,17,2,92,14,39,.359,0,0,0,14,39,.359,.359,5,8,.625,12,10,22,4,3,0,11,21,33,8352df14-2de9-453b-a09f-c311ae54390b
314,Joe Smith,PF,20,GSW,82,82,2821,469,1024,.458,10,28,.357,459,996,.461,.463,303,392,.773,300,417,717,79,85,134,138,224,1251,f7dcee6c-783e-4e7c-b065-6f6e5f9adb69
315,Kenny Smith,PG,30,HOU,68,56,1617,201,464,.433,91,238,.382,110,226,.487,.531,87,106,.821,21,75,96,245,47,3,100,116,580,864ad531-258e-4a37-897b-56d5d1c352d3
316,Michael Smith,PF,23,SAC,65,0,1384,144,238,.605,1,1,1.000,143,237,.603,.607,68,177,.384,143,246,389,110,47,46,72,166,357,91510177-eba8-4f42-8328-30266e83c8ba
317,Steve Smith,SG,26,ATL,80,80,2856,494,1143,.432,140,423,.331,354,720,.492,.493,318,385,.826,124,202,326,224,68,17,151,207,1446,0ecd82f9-eb94-4739-8623-7f23355c740f
318,Tony Smith,SG,27,TOT,59,3,938,116,274,.423,38,116,.328,78,158,.494,.493,28,46,.609,30,65,95,154,37,10,66,106,298,a37dbec3-5089-455f-80e0-a0ae94e17b40
319,Rik Smits,C,29,IND,63,63,1901,466,894,.521,1,5,.200,465,889,.523,.522,231,293,.788,119,314,433,110,21,45,160,226,1164,19672fc7-6c78-4dd3-a721-7a56d1e4248d
320,Eric Snow,PG,22,SEA,43,1,389,42,100,.420,2,10,.200,40,90,.444,.430,29,49,.592,9,34,43,73,28,0,38,53,115,6c7a3fbe-8815-48f4-9fd5-dd9a2f341775
321,Elmore Spencer,C,26,TOT,17,0,58,5,13,.385,0,0,0,5,13,.385,.385,4,6,.667,3,10,13,1,0,2,6,12,14,aedab071-1e24-4fcf-b6d7-51f6f7747673
322,Felton Spencer,C,28,UTA,71,70,1267,146,281,.520,0,0,0,146,281,.520,.520,104,151,.689,100,206,306,11,20,54,77,240,396,23c32d73-b8af-416c-b767-79c9e8c8f069
323,Latrell Sprewell,SG,25,GSW,78,78,3064,515,1202,.428,91,282,.323,424,920,.461,.466,352,446,.789,124,256,380,328,127,45,222,150,1473,0bfd9d49-7871-4504-a406-32c8c6fe5e86
324,Jerry Stackhouse,SG,21,PHI,72,71,2701,452,1091,.414,93,292,.318,359,799,.449,.457,387,518,.747,90,175,265,278,76,79,252,179,1384,cad4bcad-272d-4165-aa5f-cd084acdca21
325,John Starks,SG,30,NYK,81,71,2491,375,846,.443,143,396,.361,232,450,.516,.528,131,174,.753,31,206,237,315,103,11,156,226,1024,11685273-76a7-4c81-ab0e-0e34a1100a02
326,Bryant Stith,SG,25,DEN,82,77,2810,379,911,.416,41,148,.277,338,763,.443,.439,320,379,.844,125,275,400,241,114,16,157,187,1119,7eedeecd-ac31-4944-8d79-d52bf7ca3df8
327,Damon Stoudamire,PG,22,TOR,70,70,2865,481,1129,.426,133,337,.395,348,792,.439,.485,236,296,.797,59,222,281,653,98,19,267,166,1331,65af4a1d-57ae-4291-8d73-4181ad67d20a
328,Rod Strickland,PG,29,POR,67,63,2526,471,1023,.460,38,111,.342,433,912,.475,.479,276,423,.652,89,208,297,640,97,16,255,135,1256,b74538bf-c5c2-4243-8598-66de6bdd3277
329,Derek Strong,PF,27,LAL,63,0,746,72,169,.426,1,9,.111,71,160,.444,.429,69,85,.812,60,118,178,32,18,12,20,80,214,8d6882b4-bf33-444d-ae74-d3b2bbce1b3e
330,Bob Sura,SG,22,CLE,79,3,1150,148,360,.411,27,78,.346,121,282,.429,.449,99,141,.702,34,101,135,233,56,21,115,126,422,9ba0daa6-0d1b-4153-be48-1bd29ae14289
331,Greg Sutton,PG,28,TOT,48,2,655,85,217,.392,47,117,.402,38,100,.380,.500,35,46,.761,8,42,50,102,25,2,62,92,252,6da41b42-5b3b-4a03-8f5b-ce69303b5912
332,Larry Sykes,PF,22,BOS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,d72693e4-4d1c-4734-a243-66164b4c11e8
333,Kurt Thomas,PF,23,MIA,74,42,1655,274,547,.501,0,2,.000,274,545,.503,.501,118,178,.663,122,317,439,46,47,36,98,271,666,d3b65687-9fb8-4089-bfc2-b5d624452cf4
334,Brooks Thompson,PG,25,ORL,33,0,246,48,103,.466,25,64,.391,23,39,.590,.587,19,27,.704,4,20,24,31,12,0,24,35,140,bd60a445-d9a9-4d07-9b39-703f8da78244
335,LaSalle Thompson,C,34,PHI,44,11,773,33,83,.398,0,0,0,33,83,.398,.398,19,24,.792,62,137,199,26,19,20,37,125,85,dc194640-8eeb-471e-ab3b-64b6cb7e361d
336,Bob Thornton,PF,33,WSB,7,0,31,1,6,.167,0,0,0,1,6,.167,.167,1,2,.500,6,6,12,0,1,0,1,7,3,0147d5b0-b20f-42a9-9a0b-8ee6f203792a
337,Otis Thorpe,PF,33,DET,82,82,2841,452,853,.530,0,4,.000,452,849,.532,.530,257,362,.710,211,477,688,158,53,39,195,300,1161,4acf8c09-17a2-4097-b30a-e4a2b312b654
338,Sedale Threatt,PG,34,LAL,82,8,1687,241,526,.458,60,169,.355,181,357,.507,.515,54,71,.761,20,75,95,269,68,11,74,178,596,46e3a075-93b6-4b59-bf4c-54f62957d448
339,Wayman Tisdale,PF,31,PHO,63,6,1152,279,564,.495,0,0,0,279,564,.495,.495,114,149,.765,55,159,214,58,15,36,63,188,672,09d0428e-719c-4299-8a9a-97456afeb06d
340,Andy Toolson,SF,30,UTA,13,0,53,8,22,.364,3,12,.250,5,10,.500,.432,3,4,.750,0,6,6,1,0,0,2,12,22,437d44f7-b118-4d30-9a60-5a43682dc736
341,Keith Tower,C,25,LAC,34,1,305,32,72,.444,0,1,.000,32,71,.451,.444,18,26,.692,22,29,51,5,4,11,16,50,82,fa940c72-c3a6-43fc-8157-79b23b957a7f
342,Gary Trent,PF,21,POR,69,10,1219,220,429,.513,0,9,.000,220,420,.524,.513,78,141,.553,84,154,238,50,25,11,92,116,518,d2b81eb0-1c4e-4992-93a6-63c0f07d1d2a
343,Jeff Turner,PF,33,ORL,13,0,192,18,51,.353,9,27,.333,9,24,.375,.441,2,2,1.000,10,18,28,6,2,1,11,33,47,b24f885f-af14-4c5f-acd7-0bc52606918b
344,Nick Van Exel,PG,24,LAL,74,74,2513,396,950,.417,144,403,.357,252,547,.461,.493,163,204,.799,29,152,181,509,70,10,156,115,1099,c661c225-c552-4ab7-90b9-110973575f08
345,Logan Vander Velden,SF,24,LAC,15,0,31,3,14,.214,0,5,.000,3,9,.333,.214,3,4,.750,1,5,6,1,0,0,0,4,9,45d3c381-82b7-4aed-bd9a-ce258284dca5
346,David Vaughn,PF,22,ORL,33,0,266,27,80,.338,0,1,.000,27,79,.342,.338,10,18,.556,33,47,80,8,6,15,18,68,64,929177f2-3a77-4bc0-a302-ede0a756d286
347,Loy Vaught,PF,27,LAC,80,78,2966,571,1087,.525,7,19,.368,564,1068,.528,.529,149,205,.727,204,604,808,112,87,40,158,241,1298,1ac2c39c-af41-4b1a-be01-e31892530892
348,Rasheed Wallace,PF,21,WSB,65,51,1788,275,565,.487,27,82,.329,248,483,.513,.511,78,120,.650,93,210,303,85,42,54,103,206,655,59cc773b-c6d6-4242-ae3e-6795a5945ee2
349,Rex Walters,SG,25,TOT,44,8,610,61,148,.412,22,66,.333,39,82,.476,.486,42,52,.808,13,42,55,106,25,4,41,53,186,2ae7f88e-8031-4814-a521-200566f87dc8
350,Charlie Ward,PG,25,NYK,62,1,787,87,218,.399,33,99,.333,54,119,.454,.475,37,54,.685,29,73,102,132,54,6,79,98,244,75da2c59-d6f0-4526-ad3b-5b1478e167bb
351,Jamie Watson,SF,23,UTA,16,0,217,18,43,.419,3,7,.429,15,36,.417,.453,9,13,.692,5,22,27,24,8,2,17,30,48,86c71c3f-9b08-4779-937d-9a97c4ab08fd
352,Clarence Weatherspoon,SF,25,PHI,78,75,3096,491,1015,.484,0,2,.000,491,1013,.485,.484,318,426,.746,237,516,753,158,112,108,179,214,1300,167131ad-0022-4e54-93f1-c90e105275c4
353,Spud Webb,PG,32,TOT,77,21,1462,186,430,.433,47,129,.364,139,301,.462,.487,125,145,.862,26,74,100,294,52,7,110,109,544,835993b0-3092-46dd-bbf3-c38a8473c2a9
354,Jeff Webster,SF,24,WSB,11,0,58,8,23,.348,2,6,.333,6,17,.353,.391,0,0,0,2,5,7,3,4,0,3,7,18,13c62241-17a0-497f-b053-e5870839bc10
355,Bill Wennington,C,32,CHI,71,20,1065,169,343,.493,1,1,1.000,168,342,.491,.494,37,43,.860,58,116,174,46,21,16,37,171,376,adbb4e56-3411-461d-92b0-f14f8d48e0e5
356,Robert Werdann,C,25,NJN,13,0,93,16,32,.500,0,0,0,16,32,.500,.500,7,13,.538,5,18,23,2,5,3,6,17,39,3b7d713a-d218-4e24-943d-f89932a396f5
357,David Wesley,PG,25,BOS,82,53,2104,338,736,.459,116,272,.426,222,464,.478,.538,217,288,.753,68,196,264,390,100,11,159,207,1009,e4130f45-2741-442e-8312-5f935d607c5f
358,Doug West,SG,28,MIN,73,16,1639,175,393,.445,1,13,.077,174,380,.458,.447,114,144,.792,48,113,161,119,30,17,81,228,465,16a509f4-2e88-41a1-91f2-c7c79a99a7bb
359,Mark West,C,35,DET,47,21,682,61,126,.484,0,0,0,61,126,.484,.484,28,45,.622,49,84,133,6,6,37,35,135,150,878969ba-2ce8-487b-bfdf-58ec6b9e5cc2
360,Chris Whitney,PG,24,WSB,21,0,335,45,99,.455,19,44,.432,26,55,.473,.551,41,44,.932,2,31,33,51,18,1,23,46,150,6e85172a-17b1-4e8b-bfeb-f80fa89478bb
361,Gerald Wilkins,SG,32,VAN,28,14,738,77,205,.376,14,64,.219,63,141,.447,.410,20,23,.870,22,43,65,68,22,2,37,55,188,996922b6-bfe6-43a1-9d49-4816426d4451
362,Buck Williams,PF,35,POR,70,10,1672,192,384,.500,2,3,.667,190,381,.499,.503,125,187,.668,159,245,404,42,40,47,90,187,511,8e9fe8ca-129b-4f58-aa74-7be4970db484
363,Eric Williams,SF,23,BOS,64,6,1470,241,546,.441,3,10,.300,238,536,.444,.444,200,298,.671,92,125,217,70,56,11,88,147,685,20616e0d-ed38-4118-9459-4bd2d79e8bad
364,Herb Williams,PF-C,37,TOT,44,2,571,62,152,.408,1,4,.250,61,148,.412,.411,13,20,.650,15,75,90,27,14,33,22,79,138,8a793693-c9bd-49ac-bcc5-07ec7c797bd4
365,Hot Rod Williams,C,33,PHO,62,58,1652,180,397,.453,0,1,.000,180,396,.455,.453,95,130,.731,129,243,372,62,46,90,62,170,455,ca94dd3e-c3dc-4682-8c88-0ed654c9d074
366,Jayson Williams,PF,27,NJN,80,6,1858,279,660,.423,2,7,.286,277,653,.424,.424,161,272,.592,342,461,803,47,35,57,106,238,721,50b7e899-8125-4ca8-ac3b-c33b70ff2747
367,Lorenzo Williams,C,26,DAL,65,61,1806,87,214,.407,0,1,.000,87,213,.408,.407,24,70,.343,234,287,521,85,48,122,78,226,198,6ab89789-e399-4908-b87a-004229733aeb
368,Micheal Williams,PG,29,MIN,9,7,189,13,40,.325,1,3,.333,12,37,.324,.338,28,33,.848,3,20,23,31,5,3,23,37,55,d9f9bb45-dd12-4978-8ba6-0a5c5eb4ea12
369,Monty Williams,SF,24,TOT,31,0,184,27,68,.397,0,1,.000,27,67,.403,.397,14,20,.700,20,20,40,8,6,2,18,26,68,65a2c9e3-9af8-473f-b202-4fa396851e17
370,Reggie Williams,SF,31,DEN,52,5,817,94,254,.370,20,89,.225,74,165,.448,.409,33,39,.846,25,97,122,74,34,21,51,137,241,530a4573-76b3-4e23-855a-2089125f7811
371,Scott Williams,PF,27,PHI,13,1,193,15,29,.517,0,2,.000,15,27,.556,.517,10,12,.833,13,33,46,5,6,7,8,27,40,3e79b5ca-eea7-4699-ac24-6ed33798fff5
372,Walt Williams,SF,25,TOT,73,73,2169,359,808,.444,114,293,.389,245,515,.476,.515,163,232,.703,99,220,319,230,85,58,151,238,995,12444039-8819-4e46-9134-03ad3406bd4c
373,Corliss Williamson,SF,22,SAC,53,3,609,125,268,.466,0,3,.000,125,265,.472,.466,47,84,.560,56,58,114,23,11,9,76,115,297,54d2cdae-41c5-4f0a-82c6-1bb15dabbaf1
374,Kevin Willis,PF,33,TOT,75,60,2135,325,712,.456,1,9,.111,324,703,.461,.457,143,202,.708,208,430,638,53,32,41,161,253,794,efcb4c6e-75a9-4e0e-93aa-ddb85157ba20
375,Trevor Wilson,PF,27,PHI,6,0,79,10,20,.500,0,0,0,10,20,.500,.500,3,4,.750,7,7,14,4,3,0,1,9,23,4cec1c1d-afa4-4987-8c08-9852cb488594
376,David Wingate,SG,32,SEA,60,3,695,88,212,.415,15,34,.441,73,178,.410,.450,32,41,.780,17,39,56,58,20,4,42,66,223,32fd444d-fa09-4d8d-b859-ed406dbaefcb
377,Dontonio Wingfield,SF,21,POR,44,2,487,60,157,.382,19,63,.302,41,94,.436,.443,26,34,.765,45,59,104,28,20,6,31,73,165,e6ae9722-ec31-47e4-8a3b-2375b26e12a4
378,Joe Wolf,PF,31,TOT,64,8,1065,135,263,.513,0,6,.000,135,257,.525,.513,21,29,.724,49,138,187,63,15,5,42,163,291,d772cea5-bc81-445d-9c77-8303846d5343
379,David Wood,PF,31,TOT,62,0,772,75,174,.431,20,62,.323,55,112,.491,.489,38,50,.760,51,103,154,34,19,10,24,150,208,900c8d6d-33ab-447e-910e-1f789f8fff71
380,Randy Woods,PG,25,DEN,8,0,72,6,22,.273,5,21,.238,1,1,1.000,.386,2,2,1.000,3,3,6,12,6,1,5,13,19,446de438-9733-4809-9962-efdc5bd52047
381,Haywoode Workman,PG,30,IND,77,4,1164,101,259,.390,23,71,.324,78,188,.415,.434,54,73,.740,27,97,124,213,65,4,93,152,279,8efd8736-c0c5-45ea-b251-e9e882407d68
382,Sharone Wright,C,23,TOT,57,38,1434,248,512,.484,1,3,.333,247,509,.485,.485,167,259,.645,148,208,356,38,30,49,109,163,664,1b962cc6-5cdf-43b5-a0d4-393b6cd66d0a
