,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
46,Shawn Bradley,C,29,DAL,53,16,757,78,163,0.479,0,1,0.0,78,162,0.481,0.479,59,64,0.922,53,123,176,20,28,64,25,128,215,4fd85cd0-21f4-4af3-81f0-ef44ab854177,2001
47,Elton Brand,PF,22,LAC,80,80,3020,532,1010,0.527,0,0,0.0,532,1010,0.527,0.527,389,524,0.742,396,529,925,191,80,163,173,254,1453,992a6106-25bb-4542-a824-1ab30a90ff3a,2001
48,Terrell Brandon,PG,31,MIN,32,28,962,155,365,0.425,4,23,0.174,151,342,0.442,0.43,83,84,0.988,17,76,93,264,52,6,43,49,397,823fab52-6900-49dc-84a3-9402c2c86964,2001
49,Jamison Brewer,SG,21,IND,13,0,43,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,0.0,2,6,8,9,2,0,3,3,4,21a1ccb9-bbcb-4e51-a63c-56a5f901b713,2001
50,Chucky Brown,SF,33,SAC,18,0,92,10,27,0.37,0,0,0.0,10,27,0.37,0.37,1,2,0.5,10,23,33,6,2,4,5,12,21,8c9b0d6c-9002-479b-837d-7e0205884c09,2001
51,Damone Brown,SF,22,PHI,17,0,67,8,21,0.381,0,1,0.0,8,20,0.4,0.381,7,8,0.875,2,2,4,2,1,1,9,11,23,7cff285e-d83e-4d61-9b3b-2dd861f96222,2001
52,Dee Brown,PG,33,ORL,7,0,65,3,20,0.15,1,12,0.083,2,8,0.25,0.175,0,0,0.0,0,9,9,2,3,1,4,4,7,f3409c41-8f7a-451e-8e19-5db262e1f39e,2001
53,Ernest Brown,C,22,MIA,3,0,21,1,6,0.167,0,0,0.0,1,6,0.167,0.167,1,4,0.25,1,5,6,0,0,1,3,4,3,89ee3b7c-0034-4e61-a017-691110eec962,2001
54,Kedrick Brown,SF,20,BOS,29,5,245,23,70,0.329,5,27,0.185,18,43,0.419,0.364,12,20,0.6,11,39,50,15,18,7,7,18,63,98a15614-ab3e-40f9-8ca3-a1d1783e0684,2001
55,Kwame Brown,PF,19,WAS,57,3,817,94,243,0.387,0,1,0.0,94,242,0.388,0.387,70,99,0.707,63,135,198,43,16,26,43,105,258,ee2a70fa-8405-4932-9ab5-d18c723217bb,2001
56,Randy Brown,PG,33,BOS,1,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,2,0,1,0,1,0,8f36f9da-c300-43d1-ac60-8fca68c80007,2001
57,Tierre Brown,SG,22,HOU,40,1,403,49,115,0.426,4,12,0.333,45,103,0.437,0.443,21,28,0.75,12,30,42,70,19,3,40,26,123,f311c1f2-a9bf-47ac-9f84-1eb8110f65fd,2001
58,Rick Brunson,PG,29,POR,59,2,520,45,113,0.398,6,11,0.545,39,102,0.382,0.425,29,41,0.707,23,45,68,114,25,2,47,51,125,736965ff-f60f-4ca6-95a4-f7d7fbe55aa0,2001
59,Mark Bryant,PF,36,SAS,30,3,206,25,55,0.455,0,0,0.0,25,55,0.455,0.455,6,8,0.75,25,19,44,10,7,2,6,38,56,76198ed3-74d2-496b-8f73-36b57a74c3ae,2001
60,Greg Buckner,SG,25,DAL,44,16,885,104,198,0.525,5,16,0.313,99,182,0.544,0.538,40,58,0.69,67,106,173,48,31,19,27,124,253,47e6319b-cbda-476c-81ff-3f285baa2ad5,2001
61,Jud Buechler,SF,33,TOT,66,2,684,44,118,0.373,21,60,0.35,23,58,0.397,0.462,2,4,0.5,29,87,116,32,21,8,15,53,111,5cc0522a-92c2-4b12-a9ff-963e2840c135,2001
62,Rodney Buford,SG,24,MEM,63,21,1769,258,593,0.435,17,70,0.243,241,523,0.461,0.449,58,80,0.725,52,220,272,71,42,12,63,110,591,6b783176-8ccc-4dcf-a9a9-f5337048a3fb,2001
63,Matt Bullard,PF,34,CHH,31,0,350,39,115,0.339,16,57,0.281,23,58,0.397,0.409,11,12,0.917,10,37,47,16,2,2,12,29,105,3154c4f2-02b4-4e45-b006-309b7b40279d,2001
64,Mitchell Butler,SG,31,POR,11,0,90,10,23,0.435,1,3,0.333,9,20,0.45,0.457,8,12,0.667,6,8,14,5,0,1,5,10,29,10656c23-5d8d-45a5-bdb6-887f2b7b60de,2001
65,Jason Caffey,PF,28,MIL,23,0,283,36,72,0.5,0,1,0.0,36,71,0.507,0.5,27,43,0.628,24,26,50,12,4,5,19,39,99,e71d6909-99db-44b2-bb7f-b911f4d418a0,2001
66,Marcus Camby,C,27,NYK,29,29,1007,130,290,0.448,0,1,0.0,130,289,0.45,0.448,62,99,0.626,89,233,322,33,34,50,42,107,322,daabe87b-5399-40dc-9a97-5c08300da5a5,2001
67,Elden Campbell,PF,33,CHH,77,74,2156,384,794,0.484,0,2,0.0,384,792,0.485,0.484,306,384,0.797,133,397,530,102,60,137,138,264,1074,b2c688d6-6b67-46d0-ab35-32d0fda30e13,2001
68,Brian Cardinal,PF,24,DET,8,0,43,6,13,0.462,3,7,0.429,3,6,0.5,0.577,2,2,1.0,2,4,6,2,1,0,0,5,17,08533fc6-e4a2-4e07-8785-e3987f094b8c,2001
69,Anthony Carter,PG,26,MIA,46,18,1050,89,260,0.342,1,19,0.053,88,241,0.365,0.344,19,36,0.528,19,98,117,214,50,3,72,85,198,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2001
70,Vince Carter,SG,25,TOR,60,60,2385,559,1307,0.428,121,313,0.387,438,994,0.441,0.474,245,307,0.798,138,175,313,239,94,43,154,191,1484,96046c84-d179-44f1-976e-f81afa46108f,2001
71,Sam Cassell,PG,32,MIL,74,73,2605,554,1197,0.463,71,204,0.348,483,993,0.486,0.492,282,328,0.86,54,258,312,493,90,12,177,208,1461,25693f41-b7e7-4c94-ae69-db2e7017f40b,2001
72,Kelvin Cato,C,27,HOU,75,73,1917,190,326,0.583,0,1,0.0,190,325,0.585,0.583,113,194,0.582,176,349,525,29,40,95,53,208,493,909ae863-05ac-4c22-b009-9caeda539a53,2001
73,Tyson Chandler,C,19,CHI,71,31,1389,151,304,0.497,0,0,0.0,151,304,0.497,0.497,134,222,0.604,114,229,343,54,28,93,99,179,436,0c588c9f-a494-458c-977d-9bb060491882,2001
74,Calbert Cheaney,SG,30,DEN,68,47,1631,224,466,0.481,0,4,0.0,224,462,0.485,0.481,46,67,0.687,57,183,240,110,34,21,70,156,494,6bc29daa-df77-4706-8801-5090651a68d4,2001
75,Chris Childs,PG,34,TOR,69,4,1576,97,296,0.328,33,120,0.275,64,176,0.364,0.383,58,71,0.817,18,136,154,351,56,5,123,177,285,5f5dbe60-7f2f-40ef-8a62-66c2483855c4,2001
76,Doug Christie,SG,31,SAC,81,81,2798,338,735,0.46,90,256,0.352,248,479,0.518,0.521,206,242,0.851,74,300,374,340,160,25,164,209,972,98192981-14b8-4c10-ad93-5144b65a3df4,2001
77,Keon Clark,C,26,TOR,81,31,2185,380,775,0.49,0,5,0.0,380,770,0.494,0.49,155,230,0.674,182,421,603,88,58,122,140,258,915,8aac2871-0482-47fb-baf0-f6b9caf60857,2001
78,Speedy Claxton,PG,23,PHI,67,18,1528,181,452,0.4,4,33,0.121,177,419,0.422,0.405,114,136,0.838,46,114,160,198,95,6,95,145,480,69b5b7e2-c9c4-4a56-b3e6-25a48f35503b,2001
79,Mateen Cleaves,PG,24,SAC,32,0,153,30,68,0.441,2,8,0.25,28,60,0.467,0.456,8,9,0.889,1,7,8,25,7,0,27,9,70,b0395490-29f9-4d4e-8ccc-41d5f4995c17,2001
80,Derrick Coleman,PF,34,PHI,58,58,2080,331,735,0.45,28,83,0.337,303,652,0.465,0.469,185,227,0.815,167,342,509,98,42,51,119,158,875,84f062a1-ada6-4899-8ab9-260ce609bcc4,2001
81,Bimbo Coles,PG,33,CLE,47,1,693,56,146,0.384,4,20,0.2,52,126,0.413,0.397,33,37,0.892,12,43,55,107,13,4,31,59,149,fd5ff25c-e06e-4109-86fd-aae79146ff69,2001
82,Jason Collier,C,24,HOU,25,2,365,41,95,0.432,0,1,0.0,41,94,0.436,0.432,24,32,0.75,31,51,82,9,6,4,13,40,106,bb7b2adb-a0c4-4b43-b58c-42912412bae5,2001
83,Jarron Collins,C,23,UTA,70,68,1440,158,343,0.461,0,1,0.0,158,342,0.462,0.461,134,181,0.74,138,158,296,58,29,22,56,234,450,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2001
84,Jason Collins,C,23,NJN,77,9,1407,117,278,0.421,1,2,0.5,116,276,0.42,0.423,115,164,0.701,132,169,301,81,29,47,72,173,350,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2001
85,Chris Crawford,PF,26,ATL,7,4,131,21,45,0.467,0,1,0.0,21,44,0.477,0.467,11,15,0.733,9,16,25,5,2,5,10,21,53,1b274396-10a8-4aa2-9e16-9484bb789aca,2001
86,Jamal Crawford,PG,21,CHI,23,6,481,89,187,0.476,26,58,0.448,63,129,0.488,0.545,10,13,0.769,5,29,34,55,18,5,32,18,214,70633ba1-a422-425a-9f14-b65fc0aea757,2001
87,Joe Crispin,PG,22,TOT,21,0,156,26,68,0.382,15,39,0.385,11,29,0.379,0.493,12,13,0.923,2,9,11,26,5,0,10,10,79,70dca1c4-f3c6-4bb4-a6b8-2a785a423f19,2001
88,Austin Croshere,PF,26,IND,76,1,1286,185,448,0.413,49,145,0.338,136,303,0.449,0.468,97,114,0.851,74,220,294,77,26,29,67,106,516,ae83a672-c6be-4244-ba60-d87e113250b9,2001
89,John Crotty,PG,32,UTA,41,0,802,98,208,0.471,31,69,0.449,67,139,0.482,0.546,57,66,0.864,16,59,75,141,19,1,51,77,284,136cd263-ba67-449d-ab12-5401d727c24e,2001
90,Vonteego Cummings,PG,25,PHI,58,1,501,78,187,0.417,12,46,0.261,66,141,0.468,0.449,24,32,0.75,14,38,52,60,18,5,36,53,192,d59e43b7-fd3b-4ea9-abbc-82b866464f48,2001
91,Dell Curry,SG,37,TOR,56,4,886,141,347,0.406,45,131,0.344,96,216,0.444,0.471,33,37,0.892,23,58,81,61,22,6,41,50,360,68ff8943-d218-4539-8d43-74acf22d65d1,2001
92,Eddy Curry,C,19,CHI,72,31,1150,189,377,0.501,0,0,0.0,189,377,0.501,0.501,105,160,0.656,111,161,272,25,16,53,69,173,483,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2001
93,Michael Curry,SG,33,DET,82,75,1912,125,276,0.453,7,26,0.269,118,250,0.472,0.466,72,91,0.791,15,153,168,127,47,10,60,207,329,15678d32-697f-469b-af8f-170a457b7179,2001
94,Samuel Dalembert,C,20,PHI,34,0,177,22,50,0.44,0,0,0.0,22,50,0.44,0.44,7,18,0.389,25,43,68,5,6,13,14,30,51,6712c841-c113-4333-9925-98f952093c43,2001
95,Erick Dampier,C,26,GSW,73,46,1740,209,480,0.435,0,0,0.0,209,480,0.435,0.435,136,211,0.645,167,220,387,87,17,167,156,235,554,c31ab4d8-7d51-4157-a534-1648d05c4c27,2001
96,Antonio Daniels,SG,26,SAS,82,13,2175,269,612,0.44,57,196,0.291,212,416,0.51,0.486,158,210,0.752,23,153,176,228,48,12,70,104,753,3a923594-ba80-45fa-9bf3-d76f56fb16a0,2001
97,Antonio Davis,PF,33,TOR,77,77,2978,410,963,0.426,0,1,0.0,410,962,0.426,0.426,293,358,0.818,254,486,740,155,54,83,159,225,1113,0cc43dc1-98ea-4ea2-962d-1465fac7dc37,2001
98,Baron Davis,PG,22,CHH,82,82,3318,559,1341,0.417,170,478,0.356,389,863,0.451,0.48,196,338,0.58,93,256,349,698,172,47,246,241,1484,526e351a-8d16-41df-9162-83221df6ec56,2001
99,Dale Davis,C,32,POR,78,77,2447,296,580,0.51,0,0,0.0,296,580,0.51,0.51,150,212,0.708,262,426,688,96,62,83,62,193,742,9bd7b705-76b9-4cd9-b230-4872e38108fd,2001
100,Emanual Davis,PG,33,ATL,28,20,774,70,198,0.354,29,85,0.341,41,113,0.363,0.427,16,18,0.889,19,55,74,68,27,5,52,68,185,b6e4fde2-5a0b-4675-a5dd-9e199529572b,2001
101,Hubert Davis,SG,31,WAS,51,17,1231,146,326,0.448,57,126,0.452,89,200,0.445,0.535,16,21,0.762,7,70,77,107,28,3,44,58,365,771641c6-eda9-4908-b7dc-4de5744b23c8,2001
102,Ricky Davis,SF,22,CLE,82,8,1954,376,781,0.481,11,35,0.314,365,746,0.489,0.488,196,248,0.79,63,180,243,178,69,23,148,145,959,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2001
103,Andrew DeClercq,C,28,ORL,61,14,633,67,149,0.45,0,0,0.0,67,149,0.45,0.45,28,50,0.56,74,89,163,22,23,24,34,130,162,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a,2001
104,Vinny Del Negro,PG,35,PHO,2,0,6,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,0,0,0,2,0,0,0,0,2,bf138b0e-c99c-4cf7-9bfd-3f2cb3f19bb3,2001
105,Tony Delk,SG,28,TOT,63,17,1447,226,588,0.384,67,214,0.313,159,374,0.425,0.441,78,97,0.804,58,145,203,132,53,10,59,98,597,5002a175-a18d-4000-a34f-611921f3f8be,2001
106,Derrick Dial,SG,26,TOT,32,0,299,41,120,0.342,1,11,0.091,40,109,0.367,0.346,18,24,0.75,14,42,56,35,10,4,16,13,101,1823bd43-0615-4792-919a-4a5c96b54a67,2001
107,Michael Dickerson,SG,26,MEM,4,4,124,15,48,0.313,8,21,0.381,7,27,0.259,0.396,5,6,0.833,3,9,12,9,3,1,8,12,43,4d132cc0-64fe-4a2e-abd5-63ff3a7572b3,2001
108,DeSagana Diop,C,20,CLE,18,1,109,12,29,0.414,0,0,0.0,12,29,0.414,0.414,1,5,0.2,5,12,17,5,1,10,12,19,25,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2001
109,Michael Doleac,C,24,CLE,42,15,705,78,187,0.417,0,0,0.0,78,187,0.417,0.417,38,46,0.826,47,121,168,25,15,11,37,98,194,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,2001
110,Keyon Dooling,PG,21,LAC,14,0,155,22,57,0.386,4,14,0.286,18,43,0.419,0.421,10,12,0.833,0,3,3,12,4,3,10,20,58,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2001
111,Bryce Drew,PG,27,CHH,61,0,774,78,182,0.429,31,73,0.425,47,109,0.431,0.514,23,29,0.793,14,58,72,101,32,2,33,49,210,5313c6d0-69f2-4cdb-915f-d07a5f8bda43,2001
112,Predrag Drobnjak,C,26,SEA,64,12,1174,191,414,0.461,0,2,0.0,191,412,0.464,0.461,55,73,0.753,75,144,219,51,20,31,51,109,437,b8ced593-ddcd-4188-80fa-707967882f2a,2001
113,Chris Dudley,C,36,POR,43,2,327,20,50,0.4,0,2,0.0,20,48,0.417,0.4,8,15,0.533,27,53,80,13,3,14,14,42,48,10207f22-6a09-46de-9e54-a6e20300ec6a,2001
114,Howard Eisley,PG,29,NYK,39,0,609,59,175,0.337,14,58,0.241,45,117,0.385,0.377,39,49,0.796,9,40,49,100,24,3,53,55,171,cc328bd8-3597-4002-94e5-503fffe934fe,2001
115,Obinna Ekezie,PF,26,LAC,29,1,152,13,39,0.333,0,0,0.0,13,39,0.333,0.333,28,40,0.7,12,22,34,3,2,6,10,16,54,6d5ba789-77e6-4e26-8833-4de38bc15ab1,2001
116,LaPhonso Ellis,SF,31,MIA,66,14,1684,189,452,0.418,38,124,0.306,151,328,0.46,0.46,53,84,0.631,107,180,287,56,30,37,73,196,469,7647cd20-12a1-4cbf-b78c-5f2c3be6b566,2001
117,Evan Eschmeyer,C,26,DAL,31,6,299,21,50,0.42,0,0,0.0,21,50,0.42,0.42,20,33,0.606,35,63,98,9,10,9,16,60,62,63d96983-6488-49e2-b0d8-ff76cedb0234,2001
118,Maurice Evans,SG,23,MIN,10,0,45,9,19,0.474,0,3,0.0,9,16,0.563,0.474,3,4,0.75,3,1,4,4,0,0,2,9,21,8f4d3005-dfdb-4b89-adad-45606cd618dd,2001
119,Danny Ferry,SF,35,SAS,50,2,799,76,177,0.429,43,99,0.434,33,78,0.423,0.551,34,36,0.944,15,75,90,48,16,9,22,70,229,4d2819b0-30c9-40f3-af49-4b950b0fad78,2001
120,Michael Finley,SF,28,DAL,69,69,2754,569,1228,0.463,76,224,0.339,493,1004,0.491,0.494,210,251,0.837,90,270,360,230,65,25,117,144,1424,73c724d7-8b98-491b-acc0-1fd6eeea2414,2001
121,Derek Fisher,PG,27,LAL,70,35,1974,274,666,0.411,144,349,0.413,130,317,0.41,0.52,94,111,0.847,15,131,146,181,66,9,62,121,786,c076eff2-f72f-4639-bc10-6332183d5f2a,2001
122,Marcus Fizer,PF,23,CHI,76,20,1963,371,848,0.438,7,41,0.171,364,807,0.451,0.442,189,283,0.668,128,299,427,120,49,24,131,186,938,a240e7a6-b99d-4476-8046-297f4a93abdf,2001
123,Alton Ford,PF,20,PHO,53,0,452,61,118,0.517,0,0,0.0,61,118,0.517,0.517,42,57,0.737,32,75,107,7,6,7,32,99,164,67052b07-89d9-4ff7-8d9c-2332ca87be91,2001
124,Joseph Forte,SG,20,BOS,8,0,39,1,12,0.083,0,3,0.0,1,9,0.111,0.083,4,4,1.0,1,5,6,6,2,0,3,1,6,672d4924-e217-43c7-a3c6-5ce3f04ff6ca,2001
