,player,salary,year,perc,perc_score,team,uuid
0,Allan Houston,17531250.0,2004,0.17092396064996743,29.215,NY,465e59ac-6809-4cb1-a46a-c54e1193b673
1,Anfernee Hardaway,14625000.0,2004,0.14258897252082844,20.332,NY,16eee61d-7636-4b5a-972e-b8aeb9b5d54b
2,Stephon Marbury,14625000.0,2004,0.14258897252082844,20.332,NY,49401b77-f61b-4893-84a9-9fcb6c460515
3,Tim Thomas,12900000.0,2004,0.12577078601837174,15.818,NY,b5a9cb99-e6f7-44ce-9471-fa6afd69ad85
4,Shandon Anderson,7300000.0,2004,0.07117261534372975,5.066,NY,40966e4d-7253-436a-a7f9-3fb958f92711
5,Shandon Anderson,873699.0,2004,0.014678212375479283,1.468,MIA,40966e4d-7253-436a-a7f9-3fb958f92711
6,Jerome Williams,6187500.0,2004,0.06032610375881203,3.639,NY,9e20ebe5-a960-45c0-a5ae-73a104949c99
7,Kurt Thomas,5884500.0,2004,0.05737195273838051,3.292,NY,d3b65687-9fb8-4089-bfc2-b5d624452cf4
8,Jamal Crawford,5760000.0,2004,0.0561581184082032,3.154,NY,70633ba1-a422-425a-9f14-b65fc0aea757
9,Nazr Mohammed,5250000.0,2004,0.05118578500747688,2.62,NY,5c191673-db6b-429f-9b10-cb19cd73aee1
10,Moochie Norris,3850000.0,2004,0.037536242338816375,3.754,NY,c9fd992c-7363-41ee-b176-09a456b1b907
11,Vin Baker,3500000.0,2004,0.03412385667165125,3.412,NY,1da96cf4-65ef-4467-a93a-08c14791d904
12,Vin Baker,5333333.0,2004,0.08258828373214909,6.821,BOS,1da96cf4-65ef-4467-a93a-08c14791d904
13,Mike Sweetney,1978920.0,2004,0.019293823555618313,1.929,NY,85a11b17-f4b1-4ff1-91b5-d00638a8fa8b
14,John Amaechi,1200000.0,2004,0.011699608001709001,1.17,NY,33fb43be-e9b7-43f0-a960-ee773fb19541
15,Bruno Sundov,870046.0,2004,0.008482664286212424,0.848,NY,436a0851-619c-40cb-a34c-f9d93ff3acb1
16,Jamison Brewer,720046.0,2004,0.007020213285998799,0.702,NY,21a1ccb9-bbcb-4e51-a63c-56a5f901b713
17,Trevor Ariza,385277.0,2004,0.0037563248933953656,0.376,NY,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8
18,Michael Finley,14609375.0,2004,0.15895574468604587,25.267,DAL,73c724d7-8b98-491b-acc0-1fd6eeea2414
19,Dirk Nowitzki,12584688.0,2004,0.13692635398034106,18.749,DAL,41454901-7576-4ff8-89a6-6763f727d2d8
20,Alan Henderson,8273125.0,2004,0.09001485315119526,8.103,DAL,ab0a95b6-55c1-42f6-b633-6d32e64be983
21,Erick Dampier,7700000.0,2004,0.08377902778746889,7.019,DAL,c31ab4d8-7d51-4157-a534-1648d05c4c27
22,Jason Terry,7500000.0,2004,0.08160294914363853,6.659,DAL,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb
23,Jerry Stackhouse,7437500.0,2004,0.08092292456744153,6.549,DAL,cad4bcad-272d-4165-aa5f-cd084acdca21
24,Tariq Abdul-Wahad,6750000.0,2004,0.07344265422927466,5.394,DAL,d3ad96a8-d57e-48a4-8761-1189f295c316
25,Calvin Booth,5900700.0,2004,0.06420193626824905,4.122,DAL,67614d9b-25e4-4c04-b9e3-68beeb93d90d
26,Marquis Daniels,4903000.0,2004,0.05334656795350129,2.846,DAL,292f83b6-26cc-419f-9f29-14b321a1590c
27,Shawn Bradley,4000000.0,2004,0.04352157287660721,4.352,DAL,4fd85cd0-21f4-4af3-81f0-ef44ab854177
28,Evan Eschmeyer,3407655.0,2004,0.03707662635520874,3.708,DAL,63d96983-6488-49e2-b0d8-ff76cedb0234
29,Devin Harris,2741880.0,2004,0.029832732559727945,2.983,DAL,6fd4c498-dfe8-4089-a51e-a251dd3c7a86
