,player,salary,year,perc,perc_score,team,uuid
0,Michael Jordan,30140000.0,1996,0.5172472970653853,267.545,CHI,6cbad2dc-2d47-4b93-b998-97f104cef79c
1,Dennis Rodman,9000000.0,1996,0.15445340655568904,23.856,CHI,fc4ed0c3-965e-47b8-a346-f05d1a839850
2,Toni Kukoc,3960000.0,1996,0.06795949888450317,4.618,CHI,f5360117-1330-451d-9734-11b1c8d278ab
3,Ron Harper,3840000.0,1996,0.06590012013042731,4.343,CHI,d3d39f73-8478-45bf-8684-556942385b82
4,Luc Longley,2790000.0,1996,0.0478805560322636,4.788,CHI,8901f6d9-ddbd-4515-a43a-ed710350884e
5,Scottie Pippen,2250000.0,1996,0.03861335163892226,3.861,CHI,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3
6,Randy Brown,1300000.0,1996,0.022309936502488414,2.231,CHI,8f36f9da-c300-43d1-ac60-8fca68c80007
7,Dickey Simpkins,1040000.0,1996,0.01784794920199073,1.785,CHI,6a1d0536-f4f7-40d2-b927-a2af58a927cf
8,Bill Wennington,1000000.0,1996,0.01716148961729878,1.716,CHI,adbb4e56-3411-461d-92b0-f14f8d48e0e5
9,Robert Parish,1000000.0,1996,0.01716148961729878,1.716,CHI,b32f2754-b209-4375-9e8b-1076b18ecf0a
10,Steve Kerr,750000.0,1996,0.012871117212974086,1.287,CHI,f52380e3-3333-49ec-9a07-4882e9aa9ab3
11,Jason Caffey,700000.0,1996,0.012013042732109147,1.201,CHI,e71d6909-99db-44b2-bb7f-b911f4d418a0
12,Jud Buechler,500000.0,1996,0.00858074480864939,0.858,CHI,5cc0522a-92c2-4b12-a9ff-963e2840c135
13,Horace Grant,14857000.0,1996,0.3700456548216523,136.934,ORL,c856ad79-88c6-4ea2-8901-b9a394638941
14,Anfernee Hardaway,6655000.0,1996,0.16575714025968202,27.475,ORL,16eee61d-7636-4b5a-972e-b8aeb9b5d54b
15,Brian Shaw,4000000.0,1996,0.09962863426577433,9.926,ORL,fe3edc8f-1d05-4ce4-bc1b-65cc1983b048
16,Nick Anderson,3790000.0,1996,0.09439813096682118,8.911,ORL,bb214207-755d-4c90-9f69-637609f05ee6
17,Rony Seikaly,3752000.0,1996,0.09345165894129631,8.733,ORL,f7e2baae-8cee-4086-8f4d-6d94a68f6207
18,Dennis Scott,3000000.0,1996,0.07472147569933074,5.583,ORL,3d0730d9-64e4-470d-82c1-0dffd8105932
19,Clifford Rozier,1040000.0,1996,0.025903444909101323,2.59,ORL,285ef70e-12fc-4a5e-a653-ba91c2d0af8d
20,David Vaughn,614000.0,1996,0.01529299535979636,1.529,ORL,929177f2-3a77-4bc0-a302-ede0a756d286
21,Danny Schayes,575000.0,1996,0.014321616175705059,1.432,ORL,cd893740-ecfa-4f1e-aaa0-3cda007b4239
22,Brian Evans,551000.0,1996,0.013723844370110413,1.372,ORL,2c5a70c3-e8f4-4bfb-ac80-b0f04e09d744
23,Darrell Armstrong,410000.0,1996,0.010211935012241869,1.021,ORL,5aa77a64-ab4b-462e-9bff-6f7f798a9c9b
24,Gerald Wilkins,247500.0,1996,0.006164521745194786,0.616,ORL,996922b6-bfe6-43a1-9d49-4816426d4451
25,Derek Strong,247500.0,1996,0.006164521745194786,0.616,ORL,8d6882b4-bf33-444d-ae74-d3b2bbce1b3e
26,Amal McCaskill,220000.0,1996,0.005479574884617588,0.548,ORL,9eec300e-ee56-4e11-bb9b-a90f0ff6d825
27,Kenny Smith,190100.0,1996,0.0047348508434809245,0.473,ORL,864ad531-258e-4a37-897b-56d5d1c352d3
28,Reggie Miller,11250000.0,1996,0.28495440729483285,81.199,IND,15a02eb5-28f3-4168-ae9d-d30ed736e98e
29,Dale Davis,6508000.0,1996,0.16484295845997973,27.173,IND,9bd7b705-76b9-4cd9-b230-4872e38108fd
30,Antonio Davis,5200000.0,1996,0.13171225937183384,17.348,IND,0cc43dc1-98ea-4ea2-962d-1465fac7dc37
31,Rik Smits,4000000.0,1996,0.10131712259371833,10.265,IND,19672fc7-6c78-4dd3-a721-7a56d1e4248d
32,Derrick McKey,3000000.0,1996,0.07598784194528875,5.774,IND,b9c1f0dd-1ba1-40f0-9494-191687343d9e
