,player,salary,year,perc,perc_score,team,uuid
0,Stephen Curry,43006362.0,2020,0.25134436779159675,63.174,GS,9c7a1a07-4978-474c-b472-3cb227f9e4cf
1,Klay Thompson,35361360.0,2020,0.2066642761703735,42.71,GS,8b3293db-f894-424e-98df-3fefff3c890f
2,Andrew Wiggins,29542010.0,2020,0.17265393959021758,29.809,GS,cdf4af39-bbc9-40a2-b6e6-26f64d9a581b
3,Draymond Green,22246956.0,2020,0.13001906766974314,16.905,GS,c11cfa25-fa01-4b4b-8338-40cee9f624df
4,Kelly Oubre,14375000.0,2020,0.08401257672072339,7.058,GS,4bac447a-98c5-426d-a00e-2d1e46473651
5,James Wiseman,8730240.0,2020,0.051022605759327176,2.603,GS,24836ecb-9598-4bf6-96c5-b9a44fbd8bda
6,Kevon Looney,4821429.0,2020,0.028178133827201437,2.818,GS,dca8b9e4-1c22-4fa1-b5bc-db2fe335ee14
7,Kent Bazemore,2320044.0,2020,0.013559156490118537,1.356,GS,a477bf1f-f40f-4ffd-9878-5e9a0be452b8
8,Jordan Poole,2063280.0,2020,0.012058536994527594,1.206,GS,d3a2af4b-11a7-43c3-b557-ab9bdf8e0509
9,Damion Lee,1762796.0,2020,0.010302402378642387,1.03,GS,28dd4526-de87-4e5c-a1f3-e9b5e7dba905
10,Eric Paschall,1517981.0,2020,0.008871617058998289,0.887,GS,9ec78bea-a596-48db-9cc9-8356db58b5a8
11,Alen Smailagic,1517981.0,2020,0.008871617058998289,0.887,GS,241b5a6d-1799-4b3b-8d01-dc427a6d5c85
12,Mychal Mulder,1517981.0,2020,0.008871617058998289,0.887,GS,a3fee9c6-b974-49c7-a64c-2aa4ca5ff4ca
13,Juan Toscano-Anderson,943963.0,2020,0.005516853144975597,0.552,GS,2748b41e-5778-4c5b-aab2-736a9bec566d
14,Shaun Livingston,666666.0,2020,0.003896231545885063,0.39,GS,847b6ccd-7bce-42ff-8ec0-aec1ec919b85
15,Nico Mannion,449115.0,2020,0.002624786670881926,0.262,GS,066522ed-7298-43d1-be90-d0cc2f9147b3
16,Gary Payton II,249864.0,2020,0.0014602934587649968,0.146,GS,18691411-9268-4904-9571-02e529b61cc0
17,Jordan Bell,12306.0,2020,7.19206100261024e-05,0.007,GS,422b346a-cc4f-446a-bc6d-9d610e65038c
18,Jordan Bell,580062.0,2020,0.004163083179422776,0.416,LAL,422b346a-cc4f-446a-bc6d-9d610e65038c
19,James Harden,41254920.0,2020,0.24204293953919923,58.585,BKN,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73
20,Kevin Durant,40108950.0,2020,0.23531952455199925,55.375,BKN,5dde60a0-ddd0-444a-a30d-af49c13df613
21,Kyrie Irving,33722850.0,2020,0.1978522257136721,39.146,BKN,6d2b90d8-a081-461e-bb70-05ec06577d87
22,Joe Harris,16071429.0,2020,0.0942912001224468,8.891,BKN,eff7cfb1-255d-4368-8448-774c8c8366a2
23,Spencer Dinwiddie,11454048.0,2020,0.067200989543625,4.516,BKN,4ec7d53b-390f-4f2e-a161-d88f044bbc2d
24,DeAndre Jordan,10375678.0,2020,0.0608741842871638,3.706,BKN,da9bcc22-4307-42dc-8d51-12e8fba68c7a
25,Jeff Green,2564753.0,2020,0.015047425987299934,1.505,BKN,7b8c3764-3a93-4a68-8e2f-2c6da5cce083
26,Landry Shamet,2090040.0,2020,0.012262281089249668,1.226,BKN,9b794ca8-f2fb-405b-866f-daca5e37d38c
27,Tyler Johnson,2028594.0,2020,0.011901776924826961,1.19,BKN,0e8937a0-8727-40dd-bc87-5fd1a8c02fbe
28,Timothe Luwawu,1824003.0,2020,0.010701439921549188,1.07,BKN,175d0517-a1fc-4955-a9fe-4000d16950c9
29,Bruce Brown,1663861.0,2020,0.009761885550247863,0.976,BKN,3ed39f2c-6b72-4e65-8b18-5e2b32883c13
30,Nicolas Claxton,1517981.0,2020,0.008906006444919859,0.891,BKN,a8697786-f64f-423c-950a-9c661b2c629c
31,Blake Griffin,1229676.0,2020,0.007214518746389627,0.721,BKN,edd4e1e6-bc07-48a0-92f1-b2de2297789a
32,Blake Griffin,32670565.0,2020,0.2791363521955984,77.917,DET,edd4e1e6-bc07-48a0-92f1-b2de2297789a
33,LaMarcus Aldridge,878340.0,2020,0.005153227675992591,0.515,BKN,8e44a15c-b4d5-4dfe-bdf7-b86931475b32
34,LaMarcus Aldridge,16750000.0,2020,0.12930586104869368,16.72,SA,8e44a15c-b4d5-4dfe-bdf7-b86931475b32
35,Iman Shumpert,803044.0,2020,0.004711465452831243,0.471,BKN,2e7e290a-bac0-4f78-91b3-9080494fbb70
36,Alize Johnson,621587.0,2020,0.0036468558091823284,0.365,BKN,278c46e6-a427-4776-bd67-8712cfa73cea
37,Reggie Perry,489148.0,2020,0.002869835156381838,0.287,BKN,5bc711b9-c262-4cb0-befe-12e1dbdee480
38,Chris Chiozza,449115.0,2020,0.0026349612310761347,0.263,BKN,84627dd5-b76a-4f01-b7d9-aea9d3370bf9
39,Andre Roberson,411639.0,2020,0.0024150892448458615,0.242,BKN,b8443720-1a84-4640-865c-7730146df63d
