,player,salary,year,perc,perc_score,team,uuid
0,Scottie Pippen,14795642.0,1999,0.2002151729181181,40.086,POR,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3
1,Rasheed Wallace,10800000.0,1999,0.14614599809293005,21.359,POR,59cc773b-c6d6-4242-ae3e-6795a5945ee2
2,Damon Stoudamire,10125000.0,1999,0.1370118732121219,18.772,POR,65af4a1d-57ae-4291-8d73-4181ad67d20a
3,Arvydas Sabonis,9818481.0,1999,0.13286404680569167,17.653,POR,156f499e-05c4-4f63-b5ea-ca7e35b0b520
4,Brian Grant,7680862.0,1999,0.10393770770407952,10.803,POR,cb60c459-9cd0-48ce-a876-10795693f3d0
5,Steve Smith,7200000.0,1999,0.09743066539528669,9.493,POR,0ecd82f9-eb94-4739-8623-7f23355c740f
6,Jermaine O'Neal,5075000.0,1999,0.06867508706681666,4.716,POR,45cea8b4-0319-4aac-9f62-1dc0f13900e9
7,Detlef Schrempf,2000000.0,1999,0.027064073720912973,2.706,POR,97eeab53-3c7c-43ed-a7fb-d3a98cc66c92
8,Bonzi Wells,1428720.0,1999,0.01933349170327139,1.933,POR,794b91a7-20a9-43df-a579-89ad70cd1e45
9,Gary Grant,1200000.0,1999,0.016238444232547784,1.624,POR,0ad85d16-2bf0-4ad4-9809-fd9959229831
10,Greg Anthony,1100000.0,1999,0.014885240546502134,1.489,POR,c9961f2c-2cd0-42ee-80bb-9553fc139f92
11,John Crotty,760000.0,1999,0.010284348013946929,1.028,POR,136cd263-ba67-449d-ab12-5401d727c24e
12,John Crotty,477000.0,1999,0.01131892773163634,1.132,DET,136cd263-ba67-449d-ab12-5401d727c24e
13,Antonio Harvey,510000.0,1999,0.006901338798832808,0.69,POR,a4b313e8-110d-4e00-8092-b7a51e4ea940
14,Stacey Augmon,510000.0,1999,0.006901338798832808,0.69,POR,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0
15,Stacey Augmon,3450000.0,1999,0.06600424298231888,4.357,HOU,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0
16,Joe Kleine,510000.0,1999,0.006901338798832808,0.69,POR,bd352746-6cdd-4a07-838c-4a2b06fbc93f
17,Nikita Morgunov,385000.0,1999,0.005209834191275747,0.521,POR,2869bc38-d5df-4f56-b271-cf04e444ef0c
18,Patrick Ewing,15000000.0,1999,0.20750331718261236,43.058,NY,b37ba7aa-8c68-4dff-b6c6-94051e3fca06
19,Larry Johnson,11910714.0,1999,0.16476751100089213,27.148,NY,d8b862bc-d388-4f95-bab2-d51913dffce3
20,Latrell Sprewell,9000000.0,1999,0.12450199030956742,15.501,NY,0bfd9d49-7871-4504-a406-32c8c6fe5e86
21,Allan Houston,8000000.0,1999,0.1106684358307266,12.248,NY,465e59ac-6809-4cb1-a46a-c54e1193b673
22,Chris Dudley,7100000.0,1999,0.09821823679976985,9.647,NY,10207f22-6a09-46de-9e54-a6e20300ec6a
23,Marcus Camby,5250000.0,1999,0.07262616101391432,5.275,NY,daabe87b-5399-40dc-9a97-5c08300da5a5
24,Charlie Ward,4540000.0,1999,0.06280433733393734,3.944,NY,75da2c59-d6f0-4526-ad3b-5b1478e167bb
25,Chris Childs,4160000.0,1999,0.05754758663197783,3.312,NY,5f5dbe60-7f2f-40ef-8a62-66c2483855c4
26,John Wallace,2000000.0,1999,0.02766710895768165,2.767,NY,64027954-5885-4201-9d62-04870e73d885
27,Kurt Thomas,1925000.0,1999,0.02662959237176859,2.663,NY,d3b65687-9fb8-4089-bfc2-b5d624452cf4
28,Frederic Weis,947200.0,1999,0.013103142802358029,1.31,NY,1ea8a7ec-7217-45ba-a227-dee61ff3f0ec
29,Mirsad Turkcan,830745.0,1999,0.01149215621552462,1.149,NY,699546b6-2a11-466c-978d-1c837754043b
30,David Wingate,510000.0,1999,0.007055112784208821,0.706,NY,32fd444d-fa09-4d8d-b859-ed406dbaefcb
31,Andrew Lang,510000.0,1999,0.007055112784208821,0.706,NY,3d349e33-1dd0-498b-a15d-cff98b7edd52
32,Rick Brunson,485000.0,1999,0.0067092739222378,0.671,NY,736965ff-f60f-4ca6-95a4-f7d7fbe55aa0
33,DeMarco Johnson,111871.0,1999,0.001547573573102402,0.155,NY,10ab70cc-040a-4b15-9791-2fa30fd6f940
34,Jimmy Oliver,7471.0,1999,0.0001033504855114198,0.01,NY,6620b26e-324c-4fb4-a5ad-99a9244957e6
35,Shaquille O'Neal,17142858.0,1999,0.31158333501912894,97.084,LAL,4780ef7e-7c65-4ab0-b2ab-239f446cf97e
36,Kobe Bryant,9000000.0,1999,0.16358124270598054,26.759,LAL,825ab381-2ad5-4685-98b9-93b318bd37da
37,Glen Rice,7000000.0,1999,0.12722985543798487,16.187,LAL,fab5958e-5a64-48fb-b2ae-3e29575fd790
38,Robert Horry,4800000.0,1999,0.08724332944318962,7.611,LAL,93669feb-37a9-4d9c-a3e5-8ecb16893011
39,Rick Fox,3033000.0,1999,0.05512687879191545,3.039,LAL,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf
40,Derek Fisher,3000000.0,1999,0.05452708090199351,2.973,LAL,c076eff2-f72f-4639-bc10-6332183d5f2a
41,Travis Knight,2800000.0,1999,0.050891942175193945,2.59,LAL,af900de8-6a71-4d28-950e-8200e70f9df8
42,Ron Harper,2000000.0,1999,0.03635138726799568,3.635,LAL,d3d39f73-8478-45bf-8684-556942385b82
43,A.C. Green,1700000.0,1999,0.030898679177796325,3.09,LAL,282c77d5-61ed-40e2-b715-9e65b65ce2e7
44,Tyronn Lue,809280.0,1999,0.01470922534412177,1.471,LAL,341b16d5-f830-4f02-ab9d-8947313bafcc
45,Devean George,790440.0,1999,0.014366795276057252,1.437,LAL,ee393253-12db-4147-ad4f-251b80f81a1e
46,Sam Jacobson,721080.0,1999,0.01310612916560316,1.311,LAL,6179d65a-eb2d-4fff-9e5b-cd64e86d1bde
47,Sam Jacobson,22647.0,1999,0.0006267587894430871,0.063,GS,6179d65a-eb2d-4fff-9e5b-cd64e86d1bde
48,Brian Shaw,510000.0,1999,0.009269603753338898,0.927,LAL,fe3edc8f-1d05-4ce4-bc1b-65cc1983b048
49,Brian Shaw,1100000.0,1999,0.021044831095811817,2.104,HOU,fe3edc8f-1d05-4ce4-bc1b-65cc1983b048
50,John Salley,510000.0,1999,0.009269603753338898,0.927,LAL,05c00d24-8ed6-4ecd-b54a-2ab88a8d93b1
51,Byron Scott,510000.0,1999,0.009269603753338898,0.927,LAL,6022195d-0ab6-49a5-920e-bccccd4631c8
52,Shea Seals,385000.0,1999,0.006997642049089168,0.7,LAL,006a7c95-b95f-41e8-a549-ed0f0e74600a
