,player,salary,year,perc,perc_score,team,uuid
0,John Williams,3786000.0,1993,0.15967272573910843,25.495,CLE,98dd764c-e55e-4c46-b317-5fc18fa21001
1,John Williams,1100000.0,1993,0.054487814543293045,2.969,LAC,98dd764c-e55e-4c46-b317-5fc18fa21001
2,Danny Ferry,3543000.0,1993,0.14942431782716883,22.328,CLE,4d2819b0-30c9-40f3-af49-4b950b0fad78
3,Brad Daugherty,3541000.0,1993,0.14933996879085656,22.302,CLE,ae75e1f9-765b-4cde-afbc-b5e9f18e0a26
4,Mark Price,2850000.0,1993,0.12019737674497069,14.447,CLE,1a806ca8-ea9c-4690-8fe4-0b7d13c80d36
5,Larry Nance,2840000.0,1993,0.11977563156340938,14.346,CLE,97054146-250e-4988-aff6-40ce7e6f6c4d
6,Gerald Wilkins,2278000.0,1993,0.09607355235966429,9.23,CLE,996922b6-bfe6-43a1-9d49-4816426d4451
7,John Battle,1120000.0,1993,0.04723546033486568,4.724,CLE,4d187ef0-b773-403a-8c23-44795864c732
8,Tyrone Hill,1075000.0,1993,0.04533760701783982,4.534,CLE,797fa251-57d3-4319-b3ab-1534229fc5e5
9,Terrell Brandon,840000.0,1993,0.03542659525114925,3.543,CLE,823fab52-6900-49dc-84a3-9402c2c86964
10,Chris Mills,650000.0,1993,0.027413436801484545,2.741,CLE,ffc290c9-39b2-41fc-b40f-79b055090e01
11,Gerald Madkins,475000.0,1993,0.020032896124161783,2.003,CLE,8913f925-931a-403b-87cc-b36463ba1d9e
12,Bobby Phills,313000.0,1993,0.01320062418286871,1.32,CLE,d469a9f0-ccd7-44dc-87d1-366db7ec215f
13,Jay Guidinger,250000.0,1993,0.010543629539032517,1.054,CLE,5a7ffa01-4473-4fcd-9283-ac2697ced9eb
14,Sedric Toney,150000.0,1993,0.00632617772341951,0.633,CLE,85625130-ba4d-41a4-b48b-77be4c553724
15,Buck Williams,5050000.0,1993,0.2145831562845245,46.046,POR,8e9fe8ca-129b-4f58-aa74-7be4970db484
16,Jerome Kersey,2940000.0,1993,0.12492563950029745,15.606,POR,58b748c5-f84e-4fb9-87b7-0beb927995b3
17,Terry Porter,2500000.0,1993,0.10622928528936858,11.285,POR,458877e6-636d-4a9a-bcc8-c2629a92333b
18,Harvey Grant,2429000.0,1993,0.1032123735871505,10.653,POR,b1541b02-0faa-4590-a956-14639b4bb35b
19,Clifford Robinson,2336000.0,1993,0.099260644174386,9.853,POR,024864e9-58dc-47f9-9e64-4e7a4d84d464
20,Clyde Drexler,1578000.0,1993,0.06705192487464945,4.496,POR,473afddc-75ad-491f-b164-d17dd41a71fc
21,Rod Strickland,1560000.0,1993,0.066287074020566,4.394,POR,b74538bf-c5c2-4243-8598-66de6bdd3277
22,Mark Bryant,1300000.0,1993,0.05523922835047166,3.051,POR,76198ed3-74d2-496b-8f73-36b57a74c3ae
23,Tracy Murray,943000.0,1993,0.04006968641114982,4.007,POR,1a69b043-d179-4022-b07c-0eae311d42ab
24,Chris Dudley,790000.0,1993,0.03356845415144047,3.357,POR,10207f22-6a09-46de-9e54-a6e20300ec6a
25,Dave Johnson,650000.0,1993,0.02761961417523583,2.762,POR,66584880-4b04-4b0a-b6ff-82a788792900
26,James Robinson,650000.0,1993,0.02761961417523583,2.762,POR,3a72d690-31ec-4658-9189-248a5e7946a6
27,Reggie Smith,358000.0,1993,0.01521203365343758,1.521,POR,cd43c436-79b0-4bbe-b085-7918de96edce
28,A.J. English,150000.0,1993,0.006373757117362115,0.637,POR,2d3affde-1298-42d0-a296-21df41b6c953
29,A.J. English,150000.0,1993,0.008094544277157197,0.809,CHI,2d3affde-1298-42d0-a296-21df41b6c953
30,Elliot Perry,150000.0,1993,0.006373757117362115,0.637,POR,be114205-0eca-4979-975e-f3c614fedd56
31,Kevin Thompson,150000.0,1993,0.006373757117362115,0.637,POR,3b6dd561-1499-46ba-bef9-052aef6cb8ba
32,Vlade Divac,4133000.0,1993,0.17603714115342023,30.989,LAL,3740f3aa-439c-4cbf-983d-6ea3283bfcfd
33,Sam Bowie,3200000.0,1993,0.13629781071641536,18.577,LAL,1b192fac-4037-43be-936e-062aa711e76e
34,Magic Johnson,2500000.0,1993,0.1064826646221995,11.339,LAL,32849c49-16d0-4dcb-8950-b84476691422
35,Sedale Threatt,2400000.0,1993,0.10222335803731153,10.45,LAL,46e3a075-93b6-4b59-bf4c-54f62957d448
36,James Worthy,1800000.0,1993,0.07666751852798365,5.878,LAL,3027e9aa-8267-4046-9028-1de879e961ee
37,Elden Campbell,1700000.0,1993,0.07240821194309566,5.243,LAL,b2c688d6-6b67-46d0-ab35-32d0fda30e13
38,Doug Christie,1445000.0,1993,0.06154698015163131,3.788,LAL,98192981-14b8-4c10-ad93-5144b65a3df4
39,James Edwards,1300000.0,1993,0.05537098560354374,3.066,LAL,98f3d511-9ff9-471e-b2fa-d45584a6244b
40,George Lynch,1100000.0,1993,0.04685237243376778,4.685,LAL,009e6453-00c0-466e-acc6-712e3c3ddbee
41,Nick Van Exel,1100000.0,1993,0.04685237243376778,4.685,LAL,c661c225-c552-4ab7-90b9-110973575f08
42,Anthony Peeler,910000.0,1993,0.03875968992248062,3.876,LAL,d6e2ba43-0c0f-471f-87b0-ee1eb89d608c
43,Tony Smith,800000.0,1993,0.03407445267910384,3.407,LAL,a37dbec3-5089-455f-80e0-a0ae94e17b40
44,Kurt Rambis,400000.0,1993,0.01703722633955192,1.704,LAL,26bdc332-6023-499d-8754-4c64441c5042
45,Kurt Rambis,180000.0,1993,0.010346611484738748,1.035,SAC,26bdc332-6023-499d-8754-4c64441c5042
46,Jack Haley,390000.0,1993,0.016611295681063124,1.661,LAL,49d90c64-77cf-4dee-8ef7-b7424bab39d0
47,Antonio Harvey,150000.0,1993,0.006388959877331971,0.639,LAL,a4b313e8-110d-4e00-8092-b7a51e4ea940
48,Trevor Wilson,150000.0,1993,0.006388959877331971,0.639,LAL,4cec1c1d-afa4-4987-8c08-9852cb488594
49,Dominique Wilkins,3500000.0,1993,0.15548645046645934,24.176,ATL,8aa77c47-db52-424d-9451-38b4e43d028a
50,Jon Koncak,2900000.0,1993,0.1288316303864949,16.598,ATL,5a8102f0-896a-4c40-86a5-7f519fef597d
51,Kevin Willis,2625000.0,1993,0.11661483784984451,13.599,ATL,efcb4c6e-75a9-4e0e-93aa-ddb85157ba20
52,Blair Rasmussen,2457000.0,1993,0.10915148822745446,11.914,ATL,0982d9e1-29f5-446d-bb43-429c855b31b8
53,Mookie Blaylock,1630000.0,1993,0.07241226121723679,5.244,ATL,cec2d617-bfcd-42bb-904f-d87cf5e681c7
54,Roy Hinson,1445000.0,1993,0.06419369169258107,4.121,ATL,33a6c3e1-a5cc-4163-a954-fb7ac3c616be
55,Stacey Augmon,1400000.0,1993,0.06219458018658374,3.868,ATL,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0
56,Andrew Lang,1228000.0,1993,0.054553531763660595,2.976,ATL,3d349e33-1dd0-498b-a15d-cff98b7edd52
57,Adam Keefe,1200000.0,1993,0.05330964015992892,2.842,ATL,38c22e22-40b5-46a8-993f-cb085741265e
58,Craig Ehlo,1200000.0,1993,0.05330964015992892,2.842,ATL,795a4e74-2e82-4ca1-9a6c-7aca4be004de
59,Duane Ferrell,1025000.0,1993,0.045535317636605954,4.554,ATL,308acad5-bd68-424c-b2f0-7260659c1773
60,Doug Edwards,650000.0,1993,0.028876055086628164,2.888,ATL,76453bdf-460c-4914-a1b0-644d14e7efcf
61,Paul Graham,600000.0,1993,0.02665482007996446,2.665,ATL,d65ded8b-6f90-4e7d-9b2c-56438f1a7fb1
62,Greg Foster,250000.0,1993,0.011106175033318524,1.111,ATL,4aefed22-7753-4c9e-82a7-29c16f1d18e7
63,Steve Henson,250000.0,1993,0.011106175033318524,1.111,ATL,5c8a84be-b88b-4897-8aba-42a9b1cedf14
64,Ennis Whatley,150000.0,1993,0.006663705019991115,0.666,ATL,7ed21f82-d3c5-481b-b607-3f60df3c5d56
65,Patrick Ewing,3825000.0,1993,0.17300646795422678,29.931,NY,b37ba7aa-8c68-4dff-b6c6-94051e3fca06
66,Charles Smith,2557000.0,1993,0.11565425844678638,13.376,NY,e0269063-6579-4736-82b9-42ef4d8da882
