,player,salary,year,perc,perc_score,team,uuid
0,Michael Jordan,33140000.0,1997,0.5403495510484395,291.978,CHI,6cbad2dc-2d47-4b93-b998-97f104cef79c
1,Ron Harper,4560000.0,1997,0.07435105470069053,5.528,CHI,d3d39f73-8478-45bf-8684-556942385b82
2,Toni Kukoc,4560000.0,1997,0.07435105470069053,5.528,CHI,f5360117-1330-451d-9734-11b1c8d278ab
3,Dennis Rodman,4500000.0,1997,0.07337275134936566,5.384,CHI,fc4ed0c3-965e-47b8-a346-f05d1a839850
4,Luc Longley,3184900.0,1997,0.05192997239390993,2.697,CHI,8901f6d9-ddbd-4515-a43a-ed710350884e
5,Scottie Pippen,2775000.0,1997,0.045246529998775493,4.525,CHI,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3
6,Bill Wennington,1800000.0,1997,0.029349100539746265,2.935,CHI,adbb4e56-3411-461d-92b0-f14f8d48e0e5
7,Scott Burrell,1430000.0,1997,0.023316229873242864,2.332,CHI,d59bee5e-7d0b-40f3-86e4-861692cd6840
8,Randy Brown,1260000.0,1997,0.020544370377822384,2.054,CHI,8f36f9da-c300-43d1-ac60-8fca68c80007
9,Robert Parish,1150000.0,1997,0.01875081423372678,1.875,CHI,b32f2754-b209-4375-9e8b-1076b18ecf0a
10,Jason Caffey,850920.0,1997,0.013874298128489384,1.387,CHI,e71d6909-99db-44b2-bb7f-b911f4d418a0
11,Steve Kerr,750000.0,1997,0.012228791891560944,1.223,CHI,f52380e3-3333-49ec-9a07-4882e9aa9ab3
12,Keith Booth,597600.0,1997,0.009743901379195759,0.974,CHI,8a9c5b21-136f-4fd6-b13f-e85716ccd18a
13,Jud Buechler,500000.0,1997,0.008152527927707296,0.815,CHI,5cc0522a-92c2-4b12-a9ff-963e2840c135
14,Joe Kleine,272250.0,1997,0.004439051456636622,0.444,CHI,bd352746-6cdd-4a07-838c-4a2b06fbc93f
15,Patrick Ewing,20500000.0,1997,0.37980630286151074,144.253,NY,b37ba7aa-8c68-4dff-b6c6-94051e3fca06
16,Larry Johnson,8460714.0,1997,0.15675280506871336,24.571,NY,d8b862bc-d388-4f95-bab2-d51913dffce3
17,Allan Houston,6000000.0,1997,0.11116282034971045,12.357,NY,465e59ac-6809-4cb1-a46a-c54e1193b673
18,John Starks,5112500.0,1997,0.09471998650631579,8.972,NY,11685273-76a7-4c81-ab0e-0e34a1100a02
19,Chris Childs,3120000.0,1997,0.057804666581849434,3.341,NY,5f5dbe60-7f2f-40ef-8a62-66c2483855c4
20,Chris Mills,3000000.0,1997,0.055581410174855225,3.089,NY,ffc290c9-39b2-41fc-b40f-79b055090e01
21,Charles Oakley,2850000.0,1997,0.05280233966611247,2.788,NY,32b8c8ac-6646-4fc3-b447-3ba4839005c5
22,Buck Williams,1431000.0,1997,0.026512332653405944,2.651,NY,8e9fe8ca-129b-4f58-aa74-7be4970db484
23,Chris Dudley,1135000.0,1997,0.021028300182820227,2.103,NY,10207f22-6a09-46de-9e54-a6e20300ec6a
24,Charlie Ward,1054500.0,1997,0.019536865676461613,1.954,NY,75da2c59-d6f0-4526-ad3b-5b1478e167bb
