,player,salary,year,perc,perc_score,team,uuid
0,Hot Rod Williams,3785000.0,1990,0.2627924737901826,69.06,CLE,ca94dd3e-c3dc-4682-8c88-0ed654c9d074
1,Danny Ferry,2640000.0,1990,0.18329514684440743,33.597,CLE,4d2819b0-30c9-40f3-af49-4b950b0fad78
2,Mark Price,1400000.0,1990,0.09720197181142817,9.448,CLE,1a806ca8-ea9c-4690-8fe4-0b7d13c80d36
3,Brad Daugherty,1320000.0,1990,0.09164757342220371,8.399,CLE,ae75e1f9-765b-4cde-afbc-b5e9f18e0a26
4,Larry Nance,1260000.0,1990,0.08748177463028536,7.653,CLE,97054146-250e-4988-aff6-40ce7e6f6c4d
5,Craig Ehlo,925000.0,1990,0.0642227313754079,4.125,CLE,795a4e74-2e82-4ca1-9a6c-7aca4be004de
6,Chucky Brown,630000.0,1990,0.04374088731514268,4.374,CLE,8c9b0d6c-9002-479b-837d-7e0205884c09
7,Steve Kerr,548000.0,1990,0.0380476289661876,3.805,CLE,f52380e3-3333-49ec-9a07-4882e9aa9ab3
8,Derrick Chievous,525000.0,1990,0.03645073942928557,3.645,CLE,45ab4b93-c8f0-4099-b3f1-401dbd3d499c
9,Winston Bennett,525000.0,1990,0.03645073942928557,3.645,CLE,8a878db9-9704-487a-b93a-36040ff5e216
10,John Morton,350000.0,1990,0.024300492952857043,2.43,CLE,6f2c6271-58fe-44cd-87c6-47f76478949d
11,Milos Babic,200000.0,1990,0.013885995973061168,1.389,CLE,23eac784-3a31-47fe-a934-b96535da6ec6
12,Gerald Paddio,120000.0,1990,0.0083315975838367,0.833,CLE,fdd97baa-fe58-4235-be3a-efd02fb5f633
13,Darnell Valentine,100000.0,1990,0.006942997986530584,0.694,CLE,97c7b2c0-f468-4b37-b959-9e801c684d5e
14,Henry James,75000.0,1990,0.005207248489897938,0.521,CLE,a0369328-797f-4fce-bff9-bf6e823785c4
15,Patrick Ewing,4250000.0,1990,0.3197893152746426,102.265,NY,b37ba7aa-8c68-4dff-b6c6-94051e3fca06
16,Mark Jackson,1785000.0,1990,0.1343115124153499,18.04,NY,2adb3228-33c5-4769-a1d5-5b5da6bb737d
17,Charles Oakley,1050000.0,1990,0.07900677200902935,6.242,NY,32b8c8ac-6646-4fc3-b447-3ba4839005c5
18,Kiki Vandeweghe,1025000.0,1990,0.07712565838976675,5.948,NY,514233af-d03b-4261-97f6-f414f00bc7c8
19,Maurice Cheeks,1000000.0,1990,0.07524454477050414,5.662,NY,e7a8a510-577a-4b48-b432-e59f728e3d9b
20,Kenny Walker,875000.0,1990,0.06583897667419113,4.335,NY,6068d8a3-a034-4968-b8c4-2926a5905a04
21,Trent Tucker,835000.0,1990,0.06282919488337095,3.948,NY,cf91e862-bc63-4cba-9979-53d08e63ec33
22,Gerald Wilkins,725000.0,1990,0.0545522949586155,2.976,NY,996922b6-bfe6-43a1-9d49-4816426d4451
23,Jerrod Mustaf,565000.0,1990,0.04251316779533484,4.251,NY,f0adb2d7-6d6f-4608-b350-e30ceff58f4b
24,Eddie Lee Wilkins,400000.0,1990,0.030097817908201655,3.01,NY,46e58e8b-e448-48e4-a4bb-b5bb591453c3
25,Brian Quinnett,360000.0,1990,0.02708803611738149,2.709,NY,21a2c277-7e60-42fb-a688-411715b8ebe4
26,Greg Grant,300000.0,1990,0.022573363431151242,2.257,NY,c70f1de1-b1f6-41c7-9dfe-1d52947dd91c
27,John Starks,120000.0,1990,0.009029345372460496,0.903,NY,11685273-76a7-4c81-ab0e-0e34a1100a02
28,Isiah Thomas,2720000.0,1990,0.21068938807126258,44.39,DET,2f2a7a75-6351-4565-87a1-35a7dfb0f38f
29,Bill Laimbeer,1510000.0,1990,0.11696359411309062,13.68,DET,5ccc2c90-131f-4cac-bc42-5550b0f04e4f
30,Vinnie Johnson,1400000.0,1990,0.10844306738962045,11.76,DET,eb5ba2be-5a35-4181-95a9-41b5bceebb92
31,Mark Aguirre,1115000.0,1990,0.08636715724244771,7.459,DET,9c611bfc-ec47-4d2d-a45e-266ec524f542
32,Joe Dumars,1035000.0,1990,0.0801704105344694,6.427,DET,52562e9d-0b45-428b-b1b7-4549570e8c76
33,James Edwards,935000.0,1990,0.07242447714949651,5.245,DET,98f3d511-9ff9-471e-b2fa-d45584a6244b
34,Dennis Rodman,880000.0,1990,0.06816421378776143,4.646,DET,fc4ed0c3-965e-47b8-a346-f05d1a839850
35,William Bedford,850000.0,1990,0.06584043377226956,4.335,DET,f693d31b-afb5-4644-b765-2452c591529e
36,Tree Rollins,800000.0,1990,0.061967467079783116,3.84,DET,d891169f-bdf0-4c5b-98ac-0399591c4b39
37,John Salley,575000.0,1990,0.04453911696359411,4.454,DET,05c00d24-8ed6-4ecd-b54a-2ab88a8d93b1
38,Scott Hastings,450000.0,1990,0.034856700232378,3.486,DET,dbb6e78f-b510-4847-8fe7-c083bf355889
39,Lance Blanks,365000.0,1990,0.028272656855151047,2.827,DET,f5e7bb4b-53b3-4fde-afb1-bfa3db43518e
40,John Long,150000.0,1990,0.011618900077459334,1.162,DET,f27416e4-4f5f-486e-8f08-13227100d0ef
41,Gerald Henderson,125000.0,1990,0.009682416731216111,0.968,DET,7540988a-e9b3-4b53-8e4f-82434a729b19
42,Magic Johnson,2400000.0,1990,0.19801980198019803,39.212,LAL,32849c49-16d0-4dcb-8950-b84476691422
43,Sam Perkins,1970000.0,1990,0.16254125412541254,26.42,LAL,9b20199a-21ae-47ad-b9ed-5cc9b08354f3
44,A.C. Green,1750000.0,1990,0.1443894389438944,20.848,LAL,282c77d5-61ed-40e2-b715-9e65b65ce2e7
45,James Worthy,1600000.0,1990,0.132013201320132,17.427,LAL,3027e9aa-8267-4046-9028-1de879e961ee
46,Byron Scott,1100000.0,1990,0.09075907590759076,8.237,LAL,6022195d-0ab6-49a5-920e-bccccd4631c8
47,Vlade Divac,770000.0,1990,0.06353135313531354,4.036,LAL,3740f3aa-439c-4cbf-983d-6ea3283bfcfd
48,Mychal Thompson,615000.0,1990,0.050742574257425746,2.575,LAL,b549d043-ba44-4ea2-844d-34fd55afbe7c
49,Elden Campbell,575000.0,1990,0.04744224422442244,4.744,LAL,b2c688d6-6b67-46d0-ab35-32d0fda30e13
50,Larry Drew,550000.0,1990,0.04537953795379538,4.538,LAL,72edec7c-6f89-4687-a044-3f853b925b03
51,Terry Teagle,550000.0,1990,0.04537953795379538,4.538,LAL,0f8d8895-bbb8-4108-a644-e24c0c13c0c2
52,Tony Smith,120000.0,1990,0.009900990099009901,0.99,LAL,a37dbec3-5089-455f-80e0-a0ae94e17b40
53,Irving Thomas,120000.0,1990,0.009900990099009901,0.99,LAL,a4f599a3-7595-425f-bd92-869594605ca2
54,Moses Malone,2406000.0,1990,0.2045744409488989,41.851,ATL,6dc0ccd7-f93a-4b66-a934-8c42bbdf8f45
55,Dominique Wilkins,2065000.0,1990,0.17558030779695605,30.828,ATL,8aa77c47-db52-424d-9451-38b4e43d028a
56,Jon Koncak,1550000.0,1990,0.131791514327013,17.369,ATL,5a8102f0-896a-4c40-86a5-7f519fef597d
57,Doc Rivers,895000.0,1990,0.07609897117592042,5.791,ATL,c05a51af-ec4a-4ffd-95d1-6d7e3d07b7a2
