,player,salary,year,perc,perc_score,team,uuid
0,Magic Johnson,14660000.0,1994,0.34848092269000647,121.439,LAL,32849c49-16d0-4dcb-8950-b84476691422
1,James Worthy,7250000.0,1994,0.1723387919169541,29.701,LAL,3027e9aa-8267-4046-9028-1de879e961ee
2,Vlade Divac,3333300.0,1994,0.07923543380645284,6.278,LAL,3740f3aa-439c-4cbf-983d-6ea3283bfcfd
3,Sam Bowie,3200000.0,1994,0.07606677712196594,5.786,LAL,1b192fac-4037-43be-936e-062aa711e76e
4,Sedale Threatt,2400000.0,1994,0.05705008284147446,3.255,LAL,46e3a075-93b6-4b59-bf4c-54f62957d448
5,Elden Campbell,2100000.0,1994,0.04991882248629015,4.992,LAL,b2c688d6-6b67-46d0-ab35-32d0fda30e13
6,Nick Van Exel,1900000.0,1994,0.04516464891616728,4.516,LAL,c661c225-c552-4ab7-90b9-110973575f08
7,Cedric Ceballos,1750000.0,1994,0.041599018738575126,4.16,LAL,b2b1330d-bc6c-4322-b539-ee859f77fd1a
8,George Lynch,1430000.0,1994,0.033992341026378534,3.399,LAL,009e6453-00c0-466e-acc6-712e3c3ddbee
9,Eddie Jones,1300000.0,1994,0.030902128205798667,3.09,LAL,6b241fe1-c80c-41a2-92ea-b47e81c2a631
10,Anthony Peeler,1120000.0,1994,0.02662337199268808,2.662,LAL,d6e2ba43-0c0f-471f-87b0-ee1eb89d608c
11,Tony Smith,1050000.0,1994,0.024959411243145074,2.496,LAL,a37dbec3-5089-455f-80e0-a0ae94e17b40
12,Antonio Harvey,325000.0,1994,0.007725532051449667,0.773,LAL,a4b313e8-110d-4e00-8092-b7a51e4ea940
13,Anthony Miller,150000.0,1994,0.003565630177592154,0.357,LAL,3c693ec5-53e0-4715-bde8-0d763bd4c87f
14,Trevor Ruffin,100000.0,1994,0.0023770867850614356,0.238,LAL,8b913984-1730-4d6d-851d-84ee60d65b37
15,Trevor Ruffin,143860.0,1994,0.006208653929647224,0.621,PHO,8b913984-1730-4d6d-851d-84ee60d65b37
16,Shaquille O'Neal,4800000.0,1994,0.16511915617506429,27.264,ORL,4780ef7e-7c65-4ab0-b2ab-239f446cf97e
17,Anfernee Hardaway,4305000.0,1994,0.14809124319451078,21.931,ORL,16eee61d-7636-4b5a-972e-b8aeb9b5d54b
18,Dennis Scott,3240000.0,1994,0.1114554304181684,12.422,ORL,3d0730d9-64e4-470d-82c1-0dffd8105932
19,Nick Anderson,3090000.0,1994,0.10629545678769763,11.299,ORL,bb214207-755d-4c90-9f69-637609f05ee6
20,Horace Grant,2125000.0,1994,0.07309962643166909,5.344,ORL,c856ad79-88c6-4ea2-8901-b9a394638941
21,Terry Catledge,1685700.0,1994,0.05798778365923039,3.363,ORL,ac79038e-82f9-4054-8042-cf48a9aa3d3b
22,Jerry Reynolds,1667500.0,1994,0.05736170685873327,3.29,ORL,007a2a38-8cb3-472e-9bdf-9776a5777e65
23,Greg Kite,1195000.0,1994,0.04110778992275038,4.111,ORL,83437886-a0b5-4bae-a168-398a1e321f8b
24,Jeff Turner,1100000.0,1994,0.03783980662345223,3.784,ORL,b24f885f-af14-4c5f-acd7-0bc52606918b
25,Donald Royal,1000000.0,1994,0.03439982420313839,3.44,ORL,ab9b16a9-9f0a-445a-9ab6-d76cd9f67511
26,Anthony Bowie,900000.0,1994,0.030959841782824554,3.096,ORL,de3021e1-46e5-48d4-8e56-d1ef5fb57465
27,Anthony Avent,800000.0,1994,0.027519859362510713,2.752,ORL,d62b1577-07a9-43a8-9948-3a64c698baaa
28,Tree Rollins,735000.0,1994,0.025283870789306717,2.528,ORL,d891169f-bdf0-4c5b-98ac-0399591c4b39
