,player,salary,year,perc,perc_score,team,uuid
0,Scottie Pippen,19727524.0,2002,0.18682135762458488,34.902,POR,94d2cbb1-a959-4ab1-b9fb-40e934ee5ce3
1,Rasheed Wallace,16200000.0,2002,0.15341540040799215,23.536,POR,59cc773b-c6d6-4242-ae3e-6795a5945ee2
2,Shawn Kemp,12621028.0,2002,0.11952222618398027,14.286,POR,ec838592-3c4e-4e25-bfa0-295f026db2ec
3,Shawn Kemp,1030000.0,2002,0.020422185663205323,2.042,ORL,ec838592-3c4e-4e25-bfa0-295f026db2ec
4,Damon Stoudamire,12375000.0,2002,0.11719231975610513,13.734,POR,65af4a1d-57ae-4291-8d73-4181ad67d20a
5,Dale Davis,8055000.0,2002,0.07628154631397388,5.819,POR,9bd7b705-76b9-4cd9-b230-4872e38108fd
6,Derek Anderson,7144500.0,2002,0.06765903260585802,4.578,POR,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259
7,Arvydas Sabonis,6850000.0,2002,0.06487009214782384,4.208,POR,156f499e-05c4-4f63-b5ea-ca7e35b0b520
8,Bonzi Wells,6300000.0,2002,0.05966154460310806,3.559,POR,794b91a7-20a9-43df-a579-89ad70cd1e45
9,Ruben Patterson,4991800.0,2002,0.04727277751584045,4.727,POR,81a8cf51-f42b-40b4-9815-863e75a86f32
10,Antonio Daniels,3375000.0,2002,0.03196154175166503,3.196,POR,3a923594-ba80-45fa-9bf3-d76f56fb16a0
11,Jeff McInnis,3000000.0,2002,0.02841025933481336,2.841,POR,20e44c3c-a22f-422b-aa57-de8082473da2
12,Zach Randolph,1095720.0,2002,0.010376563119447232,1.038,POR,a213f52e-0ad3-4d46-8911-ad35c7438b82
13,Chris Dudley,1030000.0,2002,0.009754189038285921,0.975,POR,10207f22-6a09-46de-9e54-a6e20300ec6a
14,Qyntel Woods,980280.0,2002,0.009283336340243614,0.928,POR,83e3a6e4-f017-458b-b7a4-f67a4e2f9912
15,Amal McCaskill,699935.0,2002,0.0066284449558375305,0.663,POR,9eec300e-ee56-4e11-bb9b-a90f0ff6d825
16,Amal McCaskill,143277.0,2002,0.0025717647879436993,0.257,ATL,9eec300e-ee56-4e11-bb9b-a90f0ff6d825
17,Charles Smith,637435.0,2002,0.006036564553028919,0.604,POR,e0269063-6579-4736-82b9-42ef4d8da882
18,Ruben Boumtje-Boumtje,512435.0,2002,0.004852803747411695,0.485,POR,91a3c84b-3657-40d1-8f02-fa2de4cdb43e
19,Allan Houston,14343750.0,2002,0.15348726435310972,23.558,NY,465e59ac-6809-4cb1-a46a-c54e1193b673
20,Antonio McDyess,12600000.0,2002,0.1348280282944964,18.179,NY,7e12e271-e4f2-4ba2-ba1a-ed12410db263
21,Latrell Sprewell,12375000.0,2002,0.13242038493209465,17.535,NY,0bfd9d49-7871-4504-a406-32c8c6fe5e86
22,Larry Johnson,9610714.0,2002,0.10284076342240576,10.576,NY,d8b862bc-d388-4f95-bab2-d51913dffce3
23,Luc Longley,6900000.0,2002,0.07383439644698611,5.452,NY,8901f6d9-ddbd-4515-a43a-ed710350884e
24,Shandon Anderson,6100000.0,2002,0.06527388671400222,4.261,NY,40966e4d-7253-436a-a7f9-3fb958f92711
25,Charlie Ward,5570000.0,2002,0.05960254901590039,3.552,NY,75da2c59-d6f0-4526-ad3b-5b1478e167bb
26,Howard Eisley,5312500.0,2002,0.05684713494559619,3.232,NY,cc328bd8-3597-4002-94e5-503fffe934fe
27,Clarence Weatherspoon,4991800.0,2002,0.053415440606386276,2.853,NY,167131ad-0022-4e54-93f1-c90e105275c4
28,Kurt Thomas,4903750.0,2002,0.052473249503899734,2.753,NY,d3b65687-9fb8-4089-bfc2-b5d624452cf4
29,Travis Knight,4000000.0,2002,0.04280254866491949,4.28,NY,af900de8-6a71-4d28-950e-8200e70f9df8
30,Othella Harrington,2700000.0,2002,0.028891720348820656,2.889,NY,fa4ed7b4-2252-41a5-886f-ad9534232d0f
