,Player,Salary,Year,UUID
0,Stephen Curry,40231758.0,2019,2f1008df-4d89-43d1-b8be-b9f05520f109
1,Russell Westbrook,38506482.0,2019,503e16ad-6e69-4abd-b647-011fefd6883e
2,Chris Paul,38506482.0,2019,61cbf931-8bc1-4186-99b6-41709cb25bf5
3,James Harden,38199000.0,2019,ef0995d8-4803-48be-b6b8-d6cdc7e8c433
4,John Wall,38199000.0,2019,6fe56b56-bc6e-4e10-9319-9513743a0349
5,LeBron James,37436858.0,2019,f15e32f6-36a9-4efb-bce0-043c1bc98f68
6,Kevin Durant,37199000.0,2019,3a91d425-1011-4d09-9852-8cd43df314bc
7,Blake Griffin,34449964.0,2019,548d4996-f15b-46af-9dbf-38d6272876c7
8,Kyle Lowry,33296296.0,2019,f2f63d5e-6d9a-4240-ba9c-09b7870ead3f
9,Paul George,33005556.0,2019,fd3a23ba-8ccf-4790-bdf7-52782a310c86
10,Kemba Walker,32742000.0,2019,5796f491-d801-4a1a-bcc6-40c6c321080b
11,Klay Thompson,32742000.0,2019,01050c09-20ce-495f-ad70-44486158bc52
12,Kawhi Leonard,32742000.0,2019,a8de2eeb-afae-44ff-aa2f-24b11323daf9
13,Jimmy Butler,32742000.0,2019,f0fb95cc-2a0f-4518-a8e6-e7a789fd7c15
14,Tobias Harris,32742000.0,2019,f933c097-9567-4bec-a9f8-1c1d6a61061e
15,Gordon Hayward,32700690.0,2019,c2c237ba-d352-4fd8-8332-fc751a29d4c7
16,Mike Conley,32511623.0,2019,a8b6a012-c3c8-4266-8d7c-5560c18a4fab
17,Kyrie Irving,31742000.0,2019,6c1bb9b8-8772-428c-bdd6-b1956c33c58a
18,Khris Middleton,30603448.0,2019,73308122-b037-4736-afff-7f77dfe9910d
19,Paul Millsap,30350000.0,2019,34e4eb48-38f8-4a3d-84d9-aabfb3b229db
20,Damian Lillard,29802321.0,2019,661aaab7-cd03-4fc0-a2d5-66c720502a29
21,Kevin Love,28942830.0,2019,d5ae36c1-d5d4-4d26-8c87-cdc42b78b90a
22,Nikola Vucevic,28000000.0,2019,7dbfb630-f3f9-4f59-a69d-b2ea9c08145c
23,Al Horford,28000000.0,2019,8d5f6a78-1e2b-4ebe-92f4-885d3f6be695
24,DeMar DeRozan,27739975.0,2019,272f27e6-3e62-4f8e-b945-8bed931d3cba
25,CJ McCollum,27556959.0,2019,0f573632-b692-47e3-a448-71de53dd5822
26,Nikola Jokic,27504630.0,2019,4d321b07-ade4-497c-be07-e8335e03b288
27,Andrew Wiggins,27504630.0,2019,30f36cfa-3eaf-4fba-ae7d-5a33ba2446ee
28,Joel Embiid,27504630.0,2019,a5389e3a-5b1d-4d86-9782-ea76a0207758
29,Kristaps Porzingis,27285000.0,2019,37d0d975-4690-4f69-9443-467b6625b79d
30,D'Angelo Russell,27285000.0,2019,40c50918-6e04-4c45-8745-f571052c3746
31,Karl-Anthony Towns,27285000.0,2019,63a46e64-b149-4624-9b93-6d707112e409
32,Devin Booker,27285000.0,2019,01d9a572-c2d4-49b6-8582-9eebd9e2e7a1
33,Otto Porter,27250576.0,2019,331abcf1-15a5-4709-8108-fc3a2ef064f0
34,Anthony Davis,27093019.0,2019,d8f59c50-268f-4f55-883b-bc65926f3c63
35,Andre Drummond,27093018.0,2019,1e0d924a-63aa-43fe-8912-7708757d7242
36,Hassan Whiteside,27093018.0,2019,b2d4e35e-d992-4a59-a168-4ab9036e9ba1
37,Bradley Beal,27093018.0,2019,45a90845-4882-4379-9cd8-624405bb1ff0
38,Jrue Holiday,26131111.0,2019,40b91da7-903b-40dc-b539-caf6cf904f73
