,Player,Salary,Year,UUID
0,Stephen Curry,37457154.0,2018,2f1008df-4d89-43d1-b8be-b9f05520f109
1,Russell Westbrook,35665000.0,2018,503e16ad-6e69-4abd-b647-011fefd6883e
2,Chris Paul,35654150.0,2018,61cbf931-8bc1-4186-99b6-41709cb25bf5
3,LeBron James,35654150.0,2018,f15e32f6-36a9-4efb-bce0-043c1bc98f68
4,Kyle Lowry,32700000.0,2018,f2f63d5e-6d9a-4240-ba9c-09b7870ead3f
5,Blake Griffin,31873932.0,2018,548d4996-f15b-46af-9dbf-38d6272876c7
6,Gordon Hayward,31214295.0,2018,c2c237ba-d352-4fd8-8332-fc751a29d4c7
7,James Harden,30570000.0,2018,ef0995d8-4803-48be-b6b8-d6cdc7e8c433
8,Paul George,30560700.0,2018,fd3a23ba-8ccf-4790-bdf7-52782a310c86
9,Mike Conley,30521115.0,2018,a8b6a012-c3c8-4266-8d7c-5560c18a4fab
10,Kevin Durant,30000000.0,2018,3a91d425-1011-4d09-9852-8cd43df314bc
11,Paul Millsap,29230769.0,2018,34e4eb48-38f8-4a3d-84d9-aabfb3b229db
12,Al Horford,28928710.0,2018,8d5f6a78-1e2b-4ebe-92f4-885d3f6be695
13,Damian Lillard,27977689.0,2018,661aaab7-cd03-4fc0-a2d5-66c720502a29
14,DeMar DeRozan,27739975.0,2018,272f27e6-3e62-4f8e-b945-8bed931d3cba
15,Chris Bosh,26837720.0,2018,a7bd2cff-7c2f-45eb-9289-7bb7de4d1636
16,Jrue Holiday,26641111.0,2018,40b91da7-903b-40dc-b539-caf6cf904f73
17,Otto Porter,26011913.0,2018,331abcf1-15a5-4709-8108-fc3a2ef064f0
18,CJ McCollum,25759766.0,2018,0f573632-b692-47e3-a448-71de53dd5822
19,Nikola Jokic,25467250.0,2018,4d321b07-ade4-497c-be07-e8335e03b288
20,Andrew Wiggins,25467250.0,2018,30f36cfa-3eaf-4fba-ae7d-5a33ba2446ee
21,Joel Embiid,25467250.0,2018,a5389e3a-5b1d-4d86-9782-ea76a0207758
22,Anthony Davis,25434263.0,2018,d8f59c50-268f-4f55-883b-bc65926f3c63
23,Andre Drummond,25434262.0,2018,1e0d924a-63aa-43fe-8912-7708757d7242
24,Bradley Beal,25434262.0,2018,45a90845-4882-4379-9cd8-624405bb1ff0
25,Hassan Whiteside,24434262.0,2018,b2d4e35e-d992-4a59-a168-4ab9036e9ba1
26,Dwight Howard,24256725.0,2018,fbfff279-863a-4e79-bd74-f997d4a2b072
27,Giannis Antetokounmpo,24157304.0,2018,f5e976f0-2383-4f34-869e-912b0daebc1d
28,Steven Adams,24157304.0,2018,46ce77d6-85a7-4a93-ba7d-f335ec907c76
29,Kevin Love,24119025.0,2018,d5ae36c1-d5d4-4d26-8c87-cdc42b78b90a
30,Marc Gasol,24119025.0,2018,95e02886-747c-4d37-8859-30842f3b7707
31,Chandler Parsons,24107258.0,2018,db7bf925-db6a-4419-80f4-37fd136d0d2e
32,Harrison Barnes,24107258.0,2018,89a7a924-3a08-4f82-b358-d6fdc8d1118e
33,Nicolas Batum,24000000.0,2018,1ac6a422-b800-4fdb-92f9-6582da2f974b
34,Rudy Gobert,23491573.0,2018,891f2335-cdb7-46ac-9824-4c1c585d809d
35,Kawhi Leonard,23114066.0,2018,a8de2eeb-afae-44ff-aa2f-24b11323daf9
36,DeAndre Jordan,22897200.0,2018,ede63d42-e042-41e3-89a4-4c40797689c3
37,LaMarcus Aldridge,22347015.0,2018,f2da6a45-f0b7-4c20-be4c-c6f694d4ce9e
38,Serge Ibaka,21666667.0,2018,ebd9c171-4045-4a23-b4d3-c3e8fda32b8f
39,Aaron Gordon,21590909.0,2018,7fdb47af-9741-4bc3-81e4-af05a7f215b5
40,Danilo Gallinari,21587579.0,2018,6573b86a-b743-4f04-9a03-c094cf5fc45f
41,Victor Oladipo,21000000.0,2018,f04cdc8a-1971-4d58-8454-969dd95b87e7
42,Ryan Anderson,20421546.0,2018,10f2952a-16f2-442b-9f0d-34a7851f155f
43,Joakim Noah,20261172.0,2018,966edf81-b6b9-4f2c-83a5-73bcbe7f0157
44,Kyrie Irving,20099189.0,2018,6c1bb9b8-8772-428c-bdd6-b1956c33c58a
45,Jabari Parker,20000000.0,2018,9d5307c3-b6e4-40fc-bae0-836e6fae3575
46,Jimmy Butler,19841627.0,2018,f0fb95cc-2a0f-4518-a8e6-e7a789fd7c15
47,Zach LaVine,19500000.0,2018,06c61086-f2bb-4994-9aa3-17a00d3ec327
48,Wesley Matthews,19360228.0,2018,30477cdf-6bc5-4ae9-b2e2-ba0247ebf395
49,Allen Crabbe,19332500.0,2018,a4503ad8-21da-4b71-ad1c-fcbfc4fe8daf
50,Enes Kanter,19264603.0,2018,3cbf17f2-78b8-4c0d-9e26-514ecb310c44
51,Tyler Johnson,19245370.0,2018,b3395ebc-3e12-463f-a2a5-b1c5574e28a2
52,John Wall,19169800.0,2018,6fe56b56-bc6e-4e10-9319-9513743a0349
53,George Hill,19000000.0,2018,d6d8a4a1-344f-484b-9c8c-3bb3d05e80d7
54,Jeff Teague,19000000.0,2018,ed4198c9-f1f9-4977-863b-b400610c3a2d
55,Klay Thompson,18988725.0,2018,01050c09-20ce-495f-ad70-44486158bc52
56,Goran Dragic,18109175.0,2018,63f94e4b-0ea5-4f9b-b2e0-95851e27442b
57,Kent Bazemore,18089888.0,2018,480c950a-d2f5-43ff-8441-c3f903cbb1af
58,Evan Turner,17868853.0,2018,323a3bdf-8bbd-4f2f-9e5e-1bc63b264320
59,Tristan Thompson,17469565.0,2018,678144c4-fb03-42fa-88df-c77576787fa7
60,Draymond Green,17469565.0,2018,3076cee1-0d1c-4d32-abf5-c06a847a9ef8
61,Tim Hardaway Jr,17325000.0,2018,6735b974-8587-4876-b2d1-aab0639f893b
62,Pau Gasol,17133285.0,2018,4851c61b-ef46-44ed-b940-4c1229208225
63,Reggie Jackson,17043478.0,2018,5d3a2927-8c9b-4174-ab0c-a4b05da0e1d1
64,Bismack Biyombo,17000000.0,2018,da767da1-be6c-4733-aa9a-3db35a8c454b
65,Evan Fournier,17000000.0,2018,9a54ddb2-9d34-4e05-8486-40715ae3ad18
66,Derrick Favors,16900000.0,2018,bc659b74-d3c9-4eff-b31b-cb8ab7dcbd29
67,Luol Deng,16747954.0,2018,6f179d17-b99b-42d2-a886-2494fe933860
68,Jonas Valanciunas,16539326.0,2018,363e7f6b-4c34-4443-a2fa-86af3601dec5
69,Gary Harris,16517857.0,2018,dba1b189-705e-4c80-9a44-d2e7249aac69
70,Andre Iguodala,16000000.0,2018,04eabe67-1489-4ba0-a12e-0ec83adefd56
71,Timofey Mozgov,16000000.0,2018,0dcdac10-43fa-49a6-bb0f-012fd258bf4e
