,Player,2018/19
0,Stephen Curry,"$37,457,154"
1,Russell Westbrook,"$35,665,000"
2,Chris Paul,"$35,654,150"
3,LeBron James,"$35,654,150"
4,Kyle Lowry,"$32,700,000"
5,Blake Griffin,"$31,873,932"
6,Gordon Hayward,"$31,214,295"
7,James Harden,"$30,570,000"
8,Paul George,"$30,560,700"
9,Mike Conley,"$30,521,115"
10,Kevin Durant,"$30,000,000"
11,Paul Millsap,"$29,230,769"
12,Al Horford,"$28,928,710"
13,Damian Lillard,"$27,977,689"
14,DeMar DeRozan,"$27,739,975"
15,Chris Bosh,"$26,837,720"
16,Jrue Holiday,"$26,641,111"
17,Otto Porter,"$26,011,913"
18,CJ McCollum,"$25,759,766"
19,Nikola Jokic,"$25,467,250"
20,Andrew Wiggins,"$25,467,250"
21,Joel Embiid,"$25,467,250"
22,Anthony Davis,"$25,434,263"
23,Andre Drummond,"$25,434,262"
24,Bradley Beal,"$25,434,262"
25,Hassan Whiteside,"$24,434,262"
26,Dwight Howard,"$24,256,725"
27,Giannis Antetokounmpo,"$24,157,304"
28,Steven Adams,"$24,157,304"
29,Kevin Love,"$24,119,025"
30,Marc Gasol,"$24,119,025"
31,Chandler Parsons,"$24,107,258"
32,Harrison Barnes,"$24,107,258"
33,Nicolas Batum,"$24,000,000"
34,Rudy Gobert,"$23,491,573"
35,Kawhi Leonard,"$23,114,066"
36,DeAndre Jordan,"$22,897,200"
37,LaMarcus Aldridge,"$22,347,015"
38,Serge Ibaka,"$21,666,667"
39,Aaron Gordon,"$21,590,909"
40,Danilo Gallinari,"$21,587,579"
41,Victor Oladipo,"$21,000,000"
42,Ryan Anderson,"$20,421,546"
43,Joakim Noah,"$20,261,172"
44,Kyrie Irving,"$20,099,189"
45,Jabari Parker,"$20,000,000"
46,Jimmy Butler,"$19,841,627"
47,Zach LaVine,"$19,500,000"
48,Wesley Matthews,"$19,360,228"
49,Allen Crabbe,"$19,332,500"
50,Enes Kanter,"$19,264,603"
51,Tyler Johnson,"$19,245,370"
52,John Wall,"$19,169,800"
53,George Hill,"$19,000,000"
54,Jeff Teague,"$19,000,000"
55,Klay Thompson,"$18,988,725"
56,Goran Dragic,"$18,109,175"
57,Kent Bazemore,"$18,089,888"
58,Evan Turner,"$17,868,853"
59,Tristan Thompson,"$17,469,565"
60,Draymond Green,"$17,469,565"
61,Tim Hardaway Jr,"$17,325,000"
62,Pau Gasol,"$17,133,285"
63,Reggie Jackson,"$17,043,478"
64,Bismack Biyombo,"$17,000,000"
65,Evan Fournier,"$17,000,000"
66,Derrick Favors,"$16,900,000"
67,Luol Deng,"$16,747,954"
68,Jonas Valanciunas,"$16,539,326"
69,Gary Harris,"$16,517,857"
70,Andre Iguodala,"$16,000,000"
71,Timofey Mozgov,"$16,000,000"
72,Ian Mahinmi,"$16,000,000"
73,Clint Capela,"$15,793,104"
74,Dennis Schroeder,"$15,500,000"
75,DeMarre Carroll,"$15,400,000"
76,Gorgui Dieng,"$15,170,787"
77,Eric Bledsoe,"$15,000,000"
78,Trevor Ariza,"$15,000,000"
79,Tobias Harris,"$14,800,000"
80,Ricky Rubio,"$14,800,000"
81,JR Smith,"$14,720,000"
82,Brandon Knight,"$14,631,250"
83,James Johnson,"$14,420,700"
84,Robin Lopez,"$14,357,750"
85,Kenneth Faried,"$14,242,782"
86,Marvin Williams,"$14,087,500"
87,Taj Gibson,"$14,000,000"
88,Thaddeus Young,"$13,764,045"
89,Tyson Chandler,"$13,585,000"
90,Marcin Gortat,"$13,565,218"
91,Kelly Olynyk,"$13,537,527"
92,Cody Zeller,"$13,528,090"
93,Eric Gordon,"$13,500,375"
