,Player,2006/07
222,Eddie Griffin,"$2,700,000"
223,Damien Wilkins,"$2,700,000"
224,Mike Sweetney,"$2,696,956"
225,Brandon Roy,"$2,681,880"
226,James Jones,"$2,650,000"
227,Anthony Johnson,"$2,640,000"
228,Jarron Collins,"$2,625,698"
229,Luol Deng,"$2,614,440"
230,Jarvis Hayes,"$2,564,127"
231,Juan Dixon,"$2,550,000"
232,Charlie Villanueva,"$2,537,880"
233,Mickael Pietrus,"$2,535,260"
234,Keith Bogans,"$2,510,000"
235,Nick Collison,"$2,501,070"
236,Bostjan Nachbar,"$2,500,000"
237,Fabricio Oberto,"$2,500,000"
238,Randy Foye,"$2,448,240"
239,Luke Ridnour,"$2,425,878"
240,Rafael Araujo,"$2,395,200"
241,Jose Calderon,"$2,333,334"
242,Channing Frye,"$2,325,000"
243,Lindsey Hunter,"$2,250,000"
244,Rudy Gay,"$2,242,290"
245,Dikembe Mutombo,"$2,210,000"
246,Mark Madsen,"$2,210,000"
247,Andre Iguodala,"$2,201,640"
248,Othella Harrington,"$2,200,000"
249,Scot Pollard,"$2,200,000"
250,Jackie Butler,"$2,200,000"
251,Zarko Cabarkapa,"$2,157,097"
252,Ike Diogu,"$2,137,200"
253,Luke Jackson,"$2,131,981"
254,Bonzi Wells,"$2,115,000"
255,Patrick O'Bryant,"$2,061,720"
256,David West,"$2,051,938"
257,Andrew Bynum,"$2,030,280"
258,Jake Voskuhl,"$2,000,000"
259,Matt Bonner,"$2,000,000"
260,DeSagana Diop,"$1,998,000"
261,Andris Biedrins,"$1,986,960"
262,Devean George,"$1,974,259"
263,Tariq Abdul-Wahad,"$1,968,750"
264,Aleksandar Pavlovic,"$1,962,206"
265,Saer Sene,"$1,958,640"
266,Jason Hart,"$1,922,640"
267,Maurice Williams,"$1,920,000"
268,Robert Swift,"$1,887,600"
269,Dahntay Jones,"$1,886,113"
270,Boris Diaw,"$1,870,501"
271,JJ Redick,"$1,860,720"
272,Travis Outlaw,"$1,836,426"
273,Yaroslav Korolev,"$1,832,280"
274,Brian Cook,"$1,817,141"
275,Malik Allen,"$1,803,600"
276,Michael Ruffin,"$1,803,600"
277,Walter Herrmann,"$1,800,000"
278,Vassilis Spanoulis,"$1,800,000"
279,Sebastian Telfair,"$1,793,160"
280,Hilton Armstrong,"$1,767,600"
281,David Wesley,"$1,750,000"
282,Ronald Murray,"$1,750,000"
283,Aaron Williams,"$1,750,000"
284,Shammond Williams,"$1,750,000"
285,Sean May,"$1,740,720"
286,Kris Humphries,"$1,703,520"
287,Kendrick Perkins,"$1,689,409"
288,Leandro Barbosa,"$1,679,733"
289,Thabo Sefolosha,"$1,679,280"
290,Josh Howard,"$1,667,603"
291,Rashad McCants,"$1,653,720"
292,Didier Ilunga-Mbenga,"$1,628,959"
293,Maurice Evans,"$1,620,000"
294,Al Jefferson,"$1,618,320"
295,Clifford Robinson,"$1,600,000"
296,Ronnie Brewer,"$1,595,400"
297,Antoine Wright,"$1,570,920"
298,Kirk Snyder,"$1,537,440"
299,Cedric Simmons,"$1,515,480"
300,Scott Padgett,"$1,495,317"
301,Joey Graham,"$1,492,440"
302,Adrian Griffin,"$1,475,000"
303,Josh Smith,"$1,460,640"
304,Rodney Carney,"$1,439,760"
305,Danny Granger,"$1,417,800"
306,Eddie House,"$1,400,000"
307,JR Smith,"$1,387,560"
308,Luke Walton,"$1,375,000"
309,Shawne Williams,"$1,367,760"
310,Keith McLeod,"$1,350,000"
311,Gerald Green,"$1,347,000"
312,Steve Blake,"$1,330,000"
313,Dorell Wright,"$1,325,160"
314,Justin Reed,"$1,300,000"
315,Hakim Warrick,"$1,286,280"
316,Jameer Nelson,"$1,272,120"
317,Quincy Douby,"$1,240,920"
318,Julius Hodge,"$1,234,800"
319,Renaldo Balkman,"$1,191,240"
320,Matt Carroll,"$1,188,000"
321,Jason Kapono,"$1,188,000"
322,Nate Robinson,"$1,185,480"
323,Darrell Armstrong,"$1,178,348"
324,Gary Payton,"$1,178,348"
325,Bo Outlaw,"$1,178,348"
326,Eric Piatkowski,"$1,178,348"
327,Darrick Martin,"$1,178,348"
328,Alan Henderson,"$1,178,348"
329,Viktor Khryapa,"$1,172,400"
330,Rajon Rondo,"$1,143,600"
331,Jarrett Jack,"$1,137,960"
332,Michael Olowokandi,"$1,103,225"
333,Marcus Williams,"$1,097,880"
334,Francisco Garcia,"$1,092,600"
335,Delonte West,"$1,080,480"
336,Nenad Krstic,"$1,080,480"
337,John Edwards,"$1,080,000"
338,Mikki Moore,"$1,071,225"
339,Kelvin Cato,"$1,071,225"
340,Jacque Vaughn,"$1,071,225"
341,Devin Brown,"$1,064,518"
342,Josh Boone,"$1,053,960"
343,Luther Head,"$1,048,800"
344,Tony Allen,"$1,037,280"
345,Carlos Delfino,"$1,037,280"
346,Kyle Lowry,"$1,011,720"
347,Johan Petro,"$1,006,800"
348,Kevin Martin,"$1,002,840"
349,Bernard Robinson,"$1,000,000"
350,Jannero Pargo,"$1,000,000"
351,Shavlik Randolph,"$1,000,000"
352,Ryan Bowen,"$998,967"
353,Jumaine Jones,"$998,967"
354,Sasha Vujacic,"$973,920"
355,Jason Maxiell,"$973,440"
356,Shannon Brown,"$971,280"
357,Beno Udrih,"$967,920"
358,David Harrison,"$960,840"
359,Anderson Varejao,"$945,600"
360,Linas Kleiza,"$945,360"
361,Jordan Farmar,"$939,120"
362,Wayne Simien,"$932,760"
363,Sean Marks,"$932,015"
364,DeShawn Stevenson,"$932,015"
365,David Lee,"$926,040"
366,Mario Kasun,"$919,551"
367,Sergio Rodriguez,"$912,000"
368,Maurice Ager,"$906,480"
369,Mardy Collins,"$899,880"
370,DerMarr Johnson,"$865,063"
371,Alex Acker,"$839,209"
372,Boniface N'Dong,"$839,209"
373,James White,"$818,153"
374,Pat Burke,"$810,000"
375,Mickael Gelabale,"$802,000"
376,Mile Ilic,"$800,000"
377,Smush Parker,"$798,112"
378,Mike Wilks,"$798,112"
379,Jamal Sampson,"$771,331"
380,Ronald Dupree,"$771,331"
381,Dajuan Wagner,"$771,331"
382,Matt Barnes,"$771,331"
383,Quinton Ross,"$771,331"
384,Linton Johnson,"$771,331"
385,James Lang,"$771,331"
386,Royal Ivey,"$744,551"
387,Andre Barrett,"$744,551"
388,Josh Powell,"$744,551"
389,Maceo Baston,"$744,551"
390,Earl Barron,"$744,551"
391,Charlie Bell,"$744,551"
392,Ha Seung-Jin,"$744,551"
393,Ime Udoka,"$744,551"
394,Pape Sow,"$744,551"
395,Roger Mason,"$744,551"
396,Salim Stoudamire,"$729,000"
397,John Lucas,"$700,000"
398,Andre Owens,"$676,800"
399,Solomon Jones,"$675,000"
400,James Singleton,"$675,000"
401,Esteban Batista,"$664,209"
402,Ryan Gomes,"$664,209"
403,Martynas Andriuskevicius,"$664,209"
404,Dwayne Jones,"$664,209"
405,Amir Johnson,"$664,209"
406,Chris Taft,"$664,209"
407,Monta Ellis,"$664,209"
408,Chuck Hayes,"$664,209"
409,Orien Greene,"$664,209"
410,Rawle Marshall,"$664,209"
411,Daniel Ewing,"$664,209"
412,Ronny Turiaf,"$664,209"
413,Lawrence Roberts,"$664,209"
414,Ersan Ilyasova,"$664,209"
415,Lynn Greer,"$664,209"
416,Bracey Wright,"$664,209"
417,Brandon Bass,"$664,209"
418,Travis Diener,"$664,209"
419,Louis Williams,"$664,209"
420,Ronnie Price,"$664,209"
421,CJ Miles,"$664,209"
422,Andray Blatche,"$664,209"
423,Donell Taylor,"$664,209"
424,Stanislav Medvedenko,"$625,132"
425,Paul Millsap,"$625,000"
426,Pavel Podkolzin,"$600,000"
427,Steve Novak,"$600,000"
428,Arvydas Macijauskas,"$500,000"
429,Leon Powe,"$432,000"
430,Cedric Bozeman,"$412,718"
431,Allan Ray,"$412,718"
432,Hassan Adams,"$412,718"
433,Ryan Hollins,"$412,718"
434,Daniel Gibson,"$412,718"
435,Pops Mensah-Bonsu,"$412,718"
436,Jose Juan Barea,"$412,718"
437,Yakhouba Diawara,"$412,718"
438,Ivan McFarlin,"$412,718"
439,Will Blalock,"$412,718"
440,Paul Davis,"$412,718"
441,Alexander Johnson,"$412,718"
442,Tarence Kinsey,"$412,718"
443,Chris Quinn,"$412,718"
444,Robert Hite,"$412,718"
445,Damir Markota,"$412,718"
446,David Noel,"$412,718"
447,Craig Smith,"$412,718"
448,Marcus Vinicius,"$412,718"
449,James Augustine,"$412,718"
450,Bobby Jones,"$412,718"
451,PJ Tucker,"$412,718"
452,Uros Slokar,"$412,718"
453,Dee Brown,"$412,718"
454,Brian Chase,"$412,718"
455,Roger Powell,"$412,718"
456,Jared Reiner,"$396,905"
457,Junior Harrington,"$390,556"
458,Peter John Ramos,"$384,776"
459,Kelenna Azubuike,"$301,657"
460,Loren Woods,"$300,000"
461,Desmon Farmer,"$275,404"
462,Anthony Roberson,"$267,111"
463,Justin Williams,"$261,724"
464,Stephen Graham,"$259,204"
465,Andre Brown,"$241,591"
466,Juaquin Hawkins,"$215,928"
467,Jeremy Richardson,"$176,161"
468,Howard Eisley,"$162,660"
469,Chris McCray,"$161,061"
470,Andreas Glyniadakis,"$161,061"
471,Steven Smith,"$161,061"
472,Doug Christie,"$158,071"
473,Zoran Planinic,"$150,000"
474,Mike Gansey,"$150,000"
475,Matt Freije,"$145,961"
476,Mike Hall,"$135,895"
477,Pat Carroll,"$110,000"
478,Alan Anderson,"$102,131"
479,Jimmie Hunter,"$100,000"
480,Paul Miller,"$100,000"
481,Sergey Monya,"$100,000"
482,Ndudi Ebi,"$90,000"
483,Dijon Thompson,"$89,101"
484,Robert Whaley,"$83,026"
485,Jefferson Sobral,"$75,000"
486,Daniel Horton,"$75,000"
487,Kevin Burleson,"$70,000"
488,Vincent Grier,"$70,000"
489,Luke Schenscher,"$55,000"
490,Kevin Pittsnogle,"$50,000"
491,Will Conroy,"$35,378"
492,Casey Jacobsen,"$31,250"
493,Von Wafer,"$24,300"
494,Renaldo Major,"$20,133"
