,Player,2005/06
332,Ervin Johnson,"$1,138,500"
333,Bo Outlaw,"$1,138,500"
334,Stacey Augmon,"$1,138,500"
335,Nick Van Exel,"$1,138,500"
336,Zoran Planinic,"$1,127,280"
337,Nate Robinson,"$1,102,680"
338,Matt Carroll,"$1,100,000"
339,Jason Kapono,"$1,100,000"
340,Reggie Evans,"$1,100,000"
341,Viktor Khryapa,"$1,095,960"
342,Jacque Vaughn,"$1,094,550"
343,Travis Outlaw,"$1,082,160"
344,Jarrett Jack,"$1,058,640"
345,Brian Cook,"$1,038,960"
346,Walter McCarty,"$1,035,000"
347,Rick Brunson,"$1,029,873"
348,Mikki Moore,"$1,020,000"
349,Sergey Monya,"$1,016,400"
350,Francisco Garcia,"$1,016,400"
351,Delonte West,"$1,010,040"
352,Nenad Krstic,"$1,010,040"
353,John Edwards,"$1,000,000"
354,Steve Blake,"$1,000,000"
355,Luther Head,"$975,600"
356,Tony Allen,"$969,696"
357,Carlos Delfino,"$969,696"
358,Ndudi Ebi,"$964,320"
359,Darrick Martin,"$946,646"
360,Kevin Martin,"$937,440"
361,Johan Petro,"$936,600"
362,Kendrick Perkins,"$936,480"
363,Leandro Barbosa,"$930,600"
364,Josh Howard,"$923,880"
365,Sasha Vujacic,"$910,440"
366,Jason Maxiell,"$905,640"
367,Beno Udrih,"$904,800"
368,Ryan Bowen,"$900,498"
369,Anthony Carter,"$900,498"
370,Maciej Lampe,"$900,000"
371,David Harrison,"$898,200"
372,Jannero Pargo,"$895,248"
373,Ronald Murray,"$895,248"
374,Didier Ilunga-Mbenga,"$880,000"
375,Linas Kleiza,"$879,360"
376,Keith Bogans,"$869,373"
377,Wayne Simien,"$867,720"
378,Anderson Varejao,"$866,800"
379,David Lee,"$861,360"
380,DerMarr Johnson,"$835,810"
381,Terence Morris,"$835,810"
382,Lee Nailon,"$835,810"
383,Eddie House,"$835,810"
384,Sean Marks,"$835,810"
385,Eddie Gill,"$819,551"
386,Michael Bradley,"$819,550"
387,Loren Woods,"$780,000"
388,Charles Smith,"$771,123"
389,Adrian Griffin,"$768,718"
390,Pat Burke,"$750,000"
391,Mike Wilks,"$745,248"
392,Lonny Baxter,"$745,248"
393,Laron Profit,"$745,248"
394,Smush Parker,"$745,248"
395,Nikoloz Tskitishvili,"$745,248"
396,Linton Johnson,"$719,373"
397,Francisco Elson,"$719,373"
398,Richie Frahm,"$719,373"
399,Ronald Dupree,"$719,373"
400,Jamal Sampson,"$719,373"
401,Quinton Ross,"$700,000"
402,Matt Barnes,"$683,862"
403,Jackson Vroman,"$682,051"
404,Trevor Ariza,"$682,051"
405,Romain Sato,"$682,051"
406,Lionel Chalmers,"$682,050"
407,Mario Kasun,"$682,050"
408,Salim Stoudamire,"$675,000"
409,Peter John Ramos,"$660,000"
410,Donta Smith,"$641,748"
411,Royal Ivey,"$641,748"
412,Justin Reed,"$641,748"
413,Bernard Robinson,"$641,748"
414,Antonio Burks,"$641,748"
415,Andre Emmett,"$641,748"
416,Charlie Bell,"$641,748"
417,Ha Seung-Jin,"$641,748"
418,Pape Sow,"$641,748"
419,Awvee Storey,"$641,748"
420,James Singleton,"$625,000"
421,Qyntel Woods,"$599,834"
422,Daniel Ewing,"$450,000"
423,Louis Williams,"$450,000"
424,Monta Ellis,"$448,762"
425,Ryan Gomes,"$428,762"
426,Chris Taft,"$423,762"
427,Esteban Batista,"$398,762"
428,Orien Greene,"$398,762"
429,Alan Anderson,"$398,762"
430,Kevin Burleson,"$398,762"
431,Eddie Basden,"$398,762"
432,Martynas Andriuskevicius,"$398,762"
433,Josh Powell,"$398,762"
434,Rawle Marshall,"$398,762"
435,Alex Acker,"$398,762"
436,Amir Johnson,"$398,762"
437,Boniface N'Dong,"$398,762"
438,Von Wafer,"$398,762"
439,Devin Green,"$398,762"
440,Anthony Roberson,"$398,762"
441,Lawrence Roberts,"$398,762"
442,Earl Barron,"$398,762"
443,Ersan Ilyasova,"$398,762"
444,Bracey Wright,"$398,762"
445,Dwayne Jones,"$398,762"
446,Brandon Bass,"$398,762"
447,Jackie Butler,"$398,762"
448,Travis Diener,"$398,762"
449,Shavlik Randolph,"$398,762"
450,Dijon Thompson,"$398,762"
451,Ronnie Price,"$398,762"
452,CJ Miles,"$398,762"
453,Robert Whaley,"$398,762"
454,Andre Owens,"$398,762"
455,Andray Blatche,"$398,762"
456,Donell Taylor,"$398,762"
457,Samaki Walker,"$364,223"
458,Gerald Fitch,"$359,858"
459,Zendon Hamilton,"$329,138"
460,Mateen Cleaves,"$305,784"
461,John Thomas,"$282,118"
462,Jared Reiner,"$242,612"
463,Josh Davis,"$193,003"
464,Dion Glover,"$163,085"
465,Aaron Miles,"$155,614"
466,Sean Banks,"$150,751"
467,James Thomas,"$148,698"
468,Sharrod Ford,"$116,711"
469,Deng Gai,"$92,396"
470,Anthony Goldwire,"$74,652"
471,Randy Holcomb,"$52,033"
472,Stephen Graham,"$48,630"
473,Matt Walsh,"$38,904"
474,Ben Handlogten,"$35,091"
475,John Lucas,"$34,041"
476,Kaniel Dickens,"$31,305"
477,Alex Scales,"$24,315"
478,Melvin Sanders,"$24,315"
