,Player,2013/14
0,Kobe Bryant,"$30,453,000"
1,Dirk Nowitzki,"$22,721,381"
2,Gilbert Arenas,"$22,346,536"
3,Amare Stoudemire,"$21,679,893"
4,Carmelo Anthony,"$21,490,000"
5,Joe Johnson,"$21,466,718"
6,Dwight Howard,"$20,513,178"
7,Pau Gasol,"$19,285,850"
8,Chris Bosh,"$19,067,500"
9,LeBron James,"$19,067,500"
10,Kevin Durant,"$18,773,176"
11,Chris Paul,"$18,668,431"
12,Dwyane Wade,"$18,536,000"
13,Deron Williams,"$18,466,130"
14,Rudy Gay,"$17,888,932"
15,Zach Randolph,"$17,800,000"
16,Brandon Roy,"$17,779,458"
17,Derrick Rose,"$17,632,688"
18,Blake Griffin,"$16,402,500"
19,Paul Pierce,"$15,333,334"
20,Carlos Boozer,"$15,300,000"
21,Marc Gasol,"$14,860,523"
22,Brook Lopez,"$14,694,000"
23,Kevin Love,"$14,693,906"
24,Russell Westbrook,"$14,693,906"
25,Emeka Okafor,"$14,544,687"
26,Danny Granger,"$14,379,240"
27,Luol Deng,"$14,312,125"
28,Roy Hibbert,"$14,283,844"
29,Eric Gordon,"$14,283,844"
30,Andrew Bogut,"$14,200,000"
31,Tyson Chandler,"$14,100,538"
32,LaMarcus Aldridge,"$14,100,000"
33,Josh Smith,"$14,000,000"
34,David Lee,"$13,878,000"
35,James Harden,"$13,668,750"
36,Al Jefferson,"$13,500,000"
37,Ben Gordon,"$13,200,000"
38,Nenê,"$13,000,000"
39,Andre Iguodala,"$12,868,632"
40,Tony Parker,"$12,500,000"
41,Serge Ibaka,"$12,250,000"
42,Nikola Pekovic,"$12,100,000"
43,Al Horford,"$12,000,000"
44,Rajon Rondo,"$12,000,000"
45,Kris Humphries,"$12,000,000"
46,David West,"$12,000,000"
47,Tyreke Evans,"$11,796,247"
48,Joakim Noah,"$11,600,000"
49,Kevin Garnett,"$11,532,468"
50,Richard Jefferson,"$11,046,000"
51,Jrue Holiday,"$11,000,000"
52,Andrea Bargnani,"$11,000,000"
53,DeAndre Jordan,"$10,986,550"
54,Nicolas Batum,"$10,920,250"
55,Ty Lawson,"$10,786,517"
56,JaVale McGee,"$10,750,000"
57,Tim Duncan,"$10,361,446"
58,Danilo Gallinari,"$10,146,925"
59,Gerald Wallace,"$10,105,855"
60,Tiago Splitter,"$10,000,000"
61,Stephen Curry,"$9,887,642"
62,Paul Millsap,"$9,500,000"
63,DeMar DeRozan,"$9,500,000"
64,Metta World Peace,"$9,317,280"
65,Shawn Marion,"$9,316,796"
66,Steve Nash,"$9,300,500"
67,Andray Blatche,"$9,170,525"
68,Anderson Varejao,"$9,100,000"
69,Andris Biedrins,"$9,000,000"
70,Jeff Green,"$8,700,000"
71,Tyrus Thomas,"$8,694,215"
72,Jameer Nelson,"$8,600,000"
73,Thaddeus Young,"$8,600,000"
74,Charlie Villanueva,"$8,580,000"
75,Al Harrington,"$8,548,107"
76,Rodney Stuckey,"$8,500,000"
77,Kendrick Perkins,"$8,477,437"
78,Caron Butler,"$8,386,992"
79,Monta Ellis,"$8,360,000"
80,Ryan Anderson,"$8,308,500"
81,Marcus Thornton,"$8,165,000"
82,Jeff Teague,"$8,000,000"
83,George Hill,"$8,000,000"
84,OJ Mayo,"$8,000,000"
85,Mike Conley,"$7,900,000"
86,Ersan Ilyasova,"$7,900,000"
87,Trevor Ariza,"$7,727,280"
88,Marcin Gortat,"$7,727,280"
89,Brandon Jennings,"$7,655,503"
90,Mike Miller,"$7,599,507"
91,John Salmons,"$7,580,000"
92,Arron Afflalo,"$7,562,500"
93,Taj Gibson,"$7,550,000"
94,Goran Dragic,"$7,500,000"
95,Marvin Williams,"$7,500,000"
96,John Wall,"$7,459,924"
97,Josh Childress,"$7,405,833"
98,Tayshaun Prince,"$7,235,955"
99,Drew Gooden,"$7,091,619"
100,Brendan Haywood,"$7,073,500"
101,Michael Beasley,"$7,027,424"
