,Player,Salary,Date
225,Cam Reddish,"$4,670,160",2021
226,David Nwaba,"$4,650,000",2021
227,Furkan Korkmaz,"$4,629,630",2021
228,Davion Mitchell,"$4,603,200",2021
229,Jeff Green,"$4,500,000",2021
230,Bryn Forbes,"$4,500,000",2021
231,Ishmael Smith,"$4,500,000",2021
232,Jalen Smith,"$4,458,000",2021
233,Lonnie Walker,"$4,447,896",2021
234,Cameron Johnson,"$4,437,000",2021
235,Ziaire Williams,"$4,373,040",2021
236,Bobby Portis,"$4,347,600",2021
237,Moe Harkless,"$4,347,600",2021
238,Kevin Huerter,"$4,253,357",2021
239,Devin Vassell,"$4,235,160",2021
240,Chandler Hutchison,"$4,224,186",2021
241,Willie Cauley-Stein,"$4,220,083",2021
242,PJ Washington,"$4,215,120",2021
243,James Bouknight,"$4,154,400",2021
244,Jevon Carter,"$4,107,149",2021
245,Josh Okogie,"$4,087,904",2021
246,Grayson Allen,"$4,054,695",2021
247,Jarred Vanderbilt,"$4,050,000",2021
248,Tyrese Haliburton,"$4,023,600",2021
249,Tyler Herro,"$4,004,280",2021
250,Gorgui Dieng,"$4,000,000",2021
251,Dorian Finney-Smith,"$4,000,000",2021
252,Terence Davis,"$4,000,000",2021
253,Aaron Holiday,"$3,980,551",2021
254,Josh Primo,"$3,946,800",2021
255,Jake Layman,"$3,940,184",2021
256,Anfernee Simons,"$3,938,818",2021
257,Justise Winslow,"$3,902,439",2021
258,Kira Lewis,"$3,822,240",2021
259,Romeo Langford,"$3,804,360",2021
260,Sekou Doumbouya,"$3,799,131",2021
261,Landry Shamet,"$3,768,342",2021
262,Chris Duarte,"$3,749,400",2021
263,Alex Len,"$3,732,000",2021
264,Robert Williams,"$3,661,976",2021
265,Aaron Nesmith,"$3,631,200",2021
266,Moses Moody,"$3,562,200",2021
267,Boban Marjanovic,"$3,500,000",2021
268,Mike Muscala,"$3,500,000",2021
269,Cole Anthony,"$3,449,400",2021
270,Corey Kispert,"$3,383,640",2021
271,Luka Samanic,"$3,355,239",2021
272,Michael Carter-Williams,"$3,300,000",2021
273,Georges Niang,"$3,300,000",2021
274,Isaiah Stewart,"$3,277,080",2021
275,Chuma Okeke,"$3,277,080",2021
276,Nickeil Alexander-Walker,"$3,261,480",2021
277,Alperen Sengun,"$3,214,680",2021
278,Jon Leuer,"$3,169,348",2021
279,Trey Burke,"$3,150,000",2021
280,Aleksej Pokusevski,"$3,113,160",2021
281,Facundo Campazzo,"$3,100,000",2021
282,Goga Bitadze,"$3,098,400",2021
283,Trey Murphy,"$3,053,760",2021
284,Sterling Brown,"$3,000,000",2021
285,Frank Jackson,"$3,000,000",2021
286,Josh Green,"$2,957,520",2021
287,Tre Mann,"$2,901,240",2021
288,Andrew Nicholson,"$2,844,429",2021
289,Matisse Thybulle,"$2,840,160",2021
290,Saddiq Bey,"$2,824,320",2021
291,Kai Jones,"$2,770,560",2021
292,Brandon Clarke,"$2,726,880",2021
293,Precious Achiuwa,"$2,711,280",2021
294,Marc Gasol,"$2,692,991",2021
295,Jalen Johnson,"$2,659,680",2021
296,LaMarcus Aldridge,"$2,641,691",2021
297,James Johnson,"$2,641,691",2021
298,Ed Davis,"$2,641,691",2021
299,Andre Iguodala,"$2,641,691",2021
300,Enes Kanter,"$2,641,691",2021
301,Avery Bradley,"$2,641,691",2021
302,Carmelo Anthony,"$2,641,691",2021
303,Wayne Ellington,"$2,641,691",2021
304,Trevor Ariza,"$2,641,691",2021
305,Dwight Howard,"$2,641,691",2021
306,Udonis Haslem,"$2,641,691",2021
307,Markieff Morris,"$2,641,691",2021
308,E'Twaun Moore,"$2,641,691",2021
309,Paul Millsap,"$2,641,691",2021
310,Grant Williams,"$2,617,800",2021
311,Tyrese Maxey,"$2,602,920",2021
312,Keon Johnson,"$2,553,240",2021
313,Darius Bazley,"$2,513,040",2021
314,Trey Lyles,"$2,500,000",2021
315,Zeke Nnaji,"$2,498,760",2021
316,Isaiah Jackson,"$2,451,240",2021
317,Ty Jerome,"$2,412,840",2021
318,Andre Drummond,"$2,401,537",2021
319,Austin Rivers,"$2,401,537",2021
320,Kent Bazemore,"$2,401,537",2021
321,Hassan Whiteside,"$2,401,537",2021
322,Otto Porter,"$2,389,641",2021
323,Victor Oladipo,"$2,389,641",2021
324,Tony Snell,"$2,389,641",2021
325,Solomon Hill,"$2,389,641",2021
326,Ben McLemore,"$2,389,641",2021
327,Cody Zeller,"$2,389,641",2021
328,Usman Garuba,"$2,353,320",2021
329,Leandro Bolmaro,"$2,353,320",2021
330,Willy Hernangomez,"$2,327,220",2021
331,Edmond Sumner,"$2,320,000",2021
332,Nassir Little,"$2,316,240",2021
333,RJ Hampton,"$2,303,040",2021
334,DeAndre Bembry,"$2,271,045",2021
335,Josh Christopher,"$2,259,240",2021
336,Monta Ellis,"$2,245,400",2021
337,Drew Eubanks,"$2,239,820",2021
338,Rodney Hood,"$2,239,544",2021
339,Elfrid Payton,"$2,239,544",2021
340,Dylan Windler,"$2,239,200",2021
341,Immanuel Quickley,"$2,210,640",2021
342,John Konchar,"$2,200,000",2021
343,Quentin Grimes,"$2,168,640",2021
344,Jordan Poole,"$2,161,440",2021
345,Bol Bol,"$2,161,152",2021
346,Keldon Johnson,"$2,145,720",2021
347,Payton Pritchard,"$2,137,440",2021
348,Jahlil Okafor,"$2,130,023",2021
349,Bones Hyland,"$2,096,880",2021
350,Nemanja Bjelica,"$2,089,448",2021
351,Frank Kaminsky,"$2,089,448",2021
352,Raul Neto,"$2,089,448",2021
353,Udoka Azubuike,"$2,075,880",2021
354,Jaden McDaniels,"$2,063,280",2021
355,Malachi Flynn,"$2,048,040",2021
356,DeMarcus Cousins,"$2,038,942",2021
357,Cam Thomas,"$2,036,280",2021
358,Desmond Bane,"$2,033,160",2021
359,Jaden Springer,"$2,023,680",2021
360,Day'Ron Sharpe,"$2,009,160",2021
361,Garrison Mathews,"$2,000,000",2021
362,Jordan McLaughlin,"$2,000,000",2021
363,Jeremiah Robinson-Earl,"$2,000,000",2021
364,Theo Maledon,"$2,000,000",2021
365,Kenrich Williams,"$2,000,000",2021
366,Abdel Nader,"$2,000,000",2021
367,Santiago Aldama,"$1,994,520",2021
368,Damian Jones,"$1,977,011",2021
369,Wesley Matthews,"$1,958,495",2021
370,Timothe Luwawu,"$1,939,350",2021
371,Rodney McGruder,"$1,939,350",2021
372,Moses Brown,"$1,933,909",2021
373,Wesley Iwundu,"$1,926,834",2021
374,Jose Alvarado,"$1,925,406",2021
375,Damion Lee,"$1,910,860",2021
376,PJ Dozier,"$1,910,860",2021
377,Killian Tillie,"$1,901,625",2021
378,Tyrell Terry,"$1,869,438",2021
379,Larry Sanders,"$1,865,546",2021
380,Carsen Edwards,"$1,859,365",2021
381,Shake Milton,"$1,846,738",2021
382,Jalen Brunson,"$1,802,057",2021
383,Mitchell Robinson,"$1,802,057",2021
384,Tony Bradley,"$1,789,256",2021
385,Frank Ntilikina,"$1,789,256",2021
386,Semi Ojeleye,"$1,789,256",2021
387,Malik Monk,"$1,789,256",2021
388,Dennis Smith,"$1,789,256",2021
389,Didi Louzada,"$1,786,878",2021
390,Nicolas Claxton,"$1,782,621",2021
391,Jalen McDaniels,"$1,782,621",2021
392,Cody Martin,"$1,782,621",2021
393,Dean Wade,"$1,782,621",2021
394,Vlatko Cancar,"$1,782,621",2021
395,Kevin Porter,"$1,782,621",2021
396,Bruno Fernando,"$1,782,621",2021
397,Terance Mann,"$1,782,621",2021
398,Jaylen Nowell,"$1,782,621",2021
399,Naz Reid,"$1,782,621",2021
400,Isaiah Roby,"$1,782,621",2021
401,Luguentz Dort,"$1,782,621",2021
402,KZ Okpala,"$1,782,621",2021
403,Eric Paschall,"$1,782,621",2021
404,Daniel Gafford,"$1,782,621",2021
405,Chimezie Metu,"$1,762,796",2021
406,Yuta Watanabe,"$1,762,796",2021
407,Armoni Brooks,"$1,739,065",2021
408,Isaiah Hartenstein,"$1,729,217",2021
409,Thanasis Antetokounmpo,"$1,729,217",2021
410,Moritz Wagner,"$1,729,217",2021
411,Keita Bates-Diop,"$1,729,217",2021
412,Sviatoslav Mykhailiuk,"$1,729,217",2021
413,Isaac Bonga,"$1,729,217",2021
414,Juan Toscano-Anderson,"$1,701,593",2021
415,Oshae Brissett,"$1,701,593",2021
416,Herb Jones,"$1,700,000",2021
417,Gabriel Deck,"$1,690,507",2021
418,Matt Thomas,"$1,669,178",2021
419,Javonte Green,"$1,669,178",2021
420,Gary Payton II,"$1,669,178",2021
421,Max Strus,"$1,669,178",2021
422,Gabe Vincent,"$1,669,178",2021
423,Robert Woodard,"$1,619,015",2021
424,Lance Stephenson,"$1,614,825",2021
425,Deividas Sirvydis,"$1,603,559",2021
426,Daniel Oturu,"$1,603,559",2021
427,Kevin Pangos,"$1,569,178",2021
428,Bismack Biyombo,"$1,518,213",2021
429,Nick Richards,"$1,517,981",2021
430,Lamar Stevens,"$1,517,981",2021
431,KJ Martin,"$1,517,981",2021
432,Jae'Sean Tate,"$1,517,981",2021
433,Sam Merrill,"$1,517,981",2021
434,Xavier Tillman,"$1,517,981",2021
435,Jordan Nwora,"$1,517,981",2021
436,Naji Marshall,"$1,517,981",2021
437,Paul Reed,"$1,517,981",2021
438,Isaiah Joe,"$1,517,981",2021
439,CJ Elleby,"$1,517,981",2021
440,Elijah Hughes,"$1,517,981",2021
441,Jahmi'us Ramsey,"$1,517,981",2021
442,Tre Jones,"$1,517,981",2021
443,Anthony Gill,"$1,517,981",2021
444,Vernon Carey,"$1,517,981",2021
445,Isaiah Todd,"$1,500,000",2021
446,Saben Lee,"$1,489,065",2021
447,Omer Yurtseven,"$1,489,065",2021
448,JR Smith,"$1,456,667",2021
449,Stanley Johnson,"$1,368,998",2021
450,Duane Washington Jr,"$1,346,676",2021
451,Aaron Wiggins,"$1,305,761",2021
452,Marquese Chriss,"$1,292,900",2021
453,JT Thor,"$1,250,000",2021
454,DeMarre Carroll,"$1,242,340",2021
455,Jabari Parker,"$1,168,286",2021
456,Alfonzo McKinnie,"$1,090,007",2021
457,Zhaire Smith,"$1,068,200",2021
458,Jason Preston,"$1,062,303",2021
459,Isaiah Livers,"$1,057,260",2021
460,Denzel Valentine,"$1,005,633",2021
461,Alize Johnson,"$1,003,740",2021
462,Kyle Singler,"$999,200",2021
463,Kelan Martin,"$993,760",2021
464,Miye Oni,"$946,261",2021
465,Ayo Dosunmu,"$925,258",2021
466,Marko Simonovic,"$925,258",2021
467,Luka Garza,"$925,258",2021
468,BJ Boston,"$925,258",2021
469,Austin Reaves,"$925,258",2021
470,Miles McBride,"$925,258",2021
471,Vit Krejci,"$925,258",2021
472,Charles Bassey,"$925,258",2021
473,Greg Brown,"$925,258",2021
474,Jock Landale,"$925,258",2021
475,Dalano Banton,"$925,258",2021
476,Jared Butler,"$925,258",2021
477,Daishen Nix,"$923,078",2021
478,Isaiah Thomas,"$910,926",2021
479,Terry Taylor,"$895,125",2021
480,Mamadi Diakite,"$869,078",2021
481,Caleb Martin,"$844,011",2021
482,Brad Wanamaker,"$814,918",2021
483,Luke Kornet,"$812,364",2021
484,Wayne Selden,"$812,363",2021
485,Gary Clark,"$811,213",2021
486,Ryan Arcidiacono,"$774,727",2021
487,Trendon Watford,"$768,830",2021
488,Patrick Patterson,"$737,067",2021
489,Devontae Cacok,"$726,128",2021
490,Admiral Schofield,"$723,741",2021
491,Ishmail Wainright,"$707,893",2021
492,Shaun Livingston,"$666,666",2021
493,Malik Fitts,"$630,874",2021
494,Sam Hauser,"$619,498",2021
495,Greg Monroe,"$612,805",2021
496,Amir Coffey,"$573,576",2021
497,Joe Wieskamp,"$563,663",2021
498,Keifer Sykes,"$558,345",2021
499,Haywood Highsmith,"$547,701",2021
500,Nik Stauskas,"$534,993",2021
501,Davon Reed,"$532,398",2021
502,Wenyen Gabriel,"$522,015",2021
503,Skylar Mays,"$510,907",2021
504,Georgios Kalaitzakis,"$499,852",2021
505,RJ Nembhard,"$491,876",2021
506,Chris Silva,"$479,650",2021
507,Kessler Edwards,"$463,211",2021
508,Trent Forrest,"$463,211",2021
509,Sharife Cooper,"$462,629",2021
510,Brodric Thomas,"$462,629",2021
511,David Duke,"$462,629",2021
512,Scottie Lewis,"$462,629",2021
513,Arnoldas Kulboka,"$462,629",2021
514,Tyler Cook,"$462,629",2021
515,Markus Howard,"$462,629",2021
516,Jamorko Pickett,"$462,629",2021
517,Sean Chris Smith,"$462,629",2021
518,Chris Chiozza,"$462,629",2021
519,Jay Scrubb,"$462,629",2021
520,Yves Pons,"$462,629",2021
521,Sandro Mamukelashvili,"$462,629",2021
522,McKinley Wright,"$462,629",2021
523,Nathan Knight,"$462,629",2021
524,Jericho Sims,"$462,629",2021
525,Ignas Brazdeikis,"$462,629",2021
526,Keljin Blevins,"$462,629",2021
527,Neemias Queta,"$462,629",2021
528,David Johnson,"$462,629",2021
529,Justin Champagnie,"$462,629",2021
530,Joel Ayayi,"$462,629",2021
531,Cassius Winston,"$462,629",2021
532,Justin Anderson,"$445,828",2021
533,Theo Pinson,"$440,710",2021
534,Charlie Brown,"$431,151",2021
535,Langston Galloway,"$386,127",2021
536,James Ennis,"$386,127",2021
537,Tim Frazier,"$386,127",2021
538,Kyle Guy,"$383,079",2021
539,Sam Dekker,"$350,000",2021
540,Quinndary Weatherspoon,"$346,491",2021
541,Brandon Goodwin,"$343,988",2021
542,Malcolm Hill,"$324,373",2021
543,Louis King,"$316,396",2021
544,Justin Jackson,"$308,493",2021
545,Shaquille Harrison,"$308,493",2021
546,DJ Wilson,"$308,493",2021
547,Jeff Dowtin,"$305,761",2021
548,Trevelin Queen,"$303,102",2021
549,Paul Watson,"$303,102",2021
550,Myles Powell,"$300,443",2021
551,Jontay Porter,"$300,000",2021
552,Mason Jones,"$295,125",2021
553,Eugene Omoruyi,"$281,831",2021
554,Brandon Knight,"$274,672",2021
555,Justin Robinson,"$265,953",2021
556,Ja'Vonte Smart,"$265,878",2021
557,Mychal Mulder,"$257,902",2021
558,Tyler Johnson,"$257,418",2021
559,Cassius Stanley,"$256,734",2021
560,Zylan Cheatham,"$256,734",2021
561,Devon Dotson,"$239,291",2021
562,Marcus Garrett,"$236,632",2021
563,Lindell Wigginton,"$233,973",2021
564,Jay Huff,"$225,997",2021
565,Olivier Sarr,"$223,339",2021
566,Aaron Henry,"$223,338",2021
567,Freddie Gillespie,"$221,156",2021
568,JaQuori McLaughlin,"$220,679",2021
569,Rayjon Tucker,"$220,639",2021
570,Tacko Fall,"$218,021",2021
571,Petr Cornelie,"$218,021",2021
572,Juwan Morgan,"$211,046",2021
573,Damyean Dotson,"$205,662",2021
574,Xavier Moon,"$202,069",2021
575,Tyrone Wallace,"$198,760",2021
576,Norvel Pelle,"$191,860",2021
577,Jaylen Hoard,"$191,860",2021
578,Tremont Waters,"$191,860",2021
579,Reggie Perry,"$188,272",2021
580,Devin Cannady,"$185,578",2021
581,Brandon Williams,"$180,798",2021
582,Moses Wright,"$172,821",2021
583,DeJon Jarreau,"$172,821",2021
584,Dakota Mathias,"$171,156",2021
585,Matt Mooney,"$171,156",2021
586,Daulton Hommes,"$167,504",2021
587,Grant Riller,"$162,186",2021
588,Lindy Waters III,"$159,527",2021
589,CJ Miles,"$151,821",2021
590,Joe Johnson,"$151,821",2021
591,Ersan Ilyasova,"$151,821",2021
592,Darren Collison,"$151,821",2021
593,Anthony Tolliver,"$151,821",2021
594,Chaundee Brown,"$151,552",2021
595,Xavier Sneed,"$146,233",2021
596,Mario Chalmers,"$138,019",2021
597,Anthony Lamb,"$136,095",2021
598,Braxton Key,"$127,622",2021
599,Troy Williams,"$122,741",2021
600,Feron Hunt,"$116,987",2021
601,Mac McClung,"$111,670",2021
602,Matt Ryan,"$111,669",2021
603,Emmanuel Mudiay,"$111,457",2021
604,Carlik Jones,"$106,352",2021
605,Hassani Gravett,"$106,352",2021
606,Paris Bass,"$106,352",2021
607,Jordan Bell,"$102,831",2021
608,Cheick Diallo,"$102,831",2021
609,DJ Stewart,"$101,034",2021
610,Nate Hinton,"$96,213",2021
611,Derrick Walton,"$95,930",2021
612,DaQuan Jeffries,"$95,930",2021
613,Justin James,"$95,930",2021
614,Scotty Hopson,"$95,930",2021
615,BJ Johnson,"$95,930",2021
616,Jaylen Morris,"$95,930",2021
617,Demetrius Jackson,"$92,857",2021
618,Cameron Oliver,"$85,578",2021
619,Chris Clemons,"$85,578",2021
620,Malik Newman,"$85,578",2021
621,George King,"$85,578",2021
622,Jemerrio Jones,"$85,578",2021
623,Emanuel Terry,"$85,578",2021
624,Jared Harper,"$85,081",2021
625,Gabriel Lundberg,"$79,764",2021
626,Anthony Barber,"$53,176",2021
627,Malik Ellison,"$53,176",2021
628,Justin Tillman,"$53,176",2021
629,Tre Scott,"$53,176",2021
630,Trayvon Palmer,"$53,176",2021
631,Micah Potter,"$53,176",2021
632,Jaysean Paige,"$53,176",2021
633,Ahmad Caver,"$53,176",2021
634,Shaq Buchanan,"$53,176",2021
635,Jon Teske,"$53,176",2021
636,Aric Holman,"$53,176",2021
637,Javin DeLaurier,"$53,176",2021
638,Tyler Hall,"$53,176",2021
639,Rob Edwards,"$53,176",2021
640,Aleem Ford,"$53,176",2021
641,MJ Walker,"$53,176",2021
642,Cameron McGriff,"$53,176",2021
643,Jarron Cumberland,"$53,176",2021
644,Ade Murkey,"$53,176",2021
645,Jordan Schakel,"$53,176",2021
646,Jordan Goodwin,"$53,176",2021
647,Craig Sword,"$53,176",2021
648,Jaime Echenique,"$53,176",2021
649,Luca Vildoza,"$42,789",2021
650,Zavier Simpson,"$37,223",2021
651,Mfiondu Kabengele,"$19,186",2021
652,Melvin Frazier,"$13,294",2021
