,Player,2012/13
0,Kobe Bryant,"$27,849,000"
1,Brandon Roy,"$21,459,805"
2,Dirk Nowitzki,"$20,907,128"
3,Gilbert Arenas,"$20,807,922"
4,Amare Stoudemire,"$19,948,799"
5,Joe Johnson,"$19,752,645"
6,Carmelo Anthony,"$19,450,000"
7,Dwight Howard,"$19,261,200"
8,Pau Gasol,"$19,000,000"
9,Elton Brand,"$18,160,354"
10,Chris Paul,"$17,779,457"
11,Kevin Durant,"$17,548,838"
12,LeBron James,"$17,545,000"
13,Chris Bosh,"$17,545,000"
14,Deron Williams,"$17,177,795"
15,Dwyane Wade,"$17,024,000"
16,Paul Pierce,"$16,790,345"
17,Zach Randolph,"$16,500,000"
18,Andrew Bynum,"$16,473,002"
19,Rudy Gay,"$16,460,532"
20,Derrick Rose,"$16,402,500"
21,Rashard Lewis,"$15,052,181"
22,Carlos Boozer,"$15,000,000"
23,Al Jefferson,"$15,000,000"
24,Baron Davis,"$14,850,000"
25,Andre Iguodala,"$14,718,250"
26,Manu Ginobili,"$14,107,492"
27,Marc Gasol,"$13,891,359"
28,Roy Hibbert,"$13,668,750"
29,Kevin Love,"$13,668,750"
30,Eric Gordon,"$13,668,750"
31,Russell Westbrook,"$13,668,750"
32,Brook Lopez,"$13,668,000"
33,Tyson Chandler,"$13,604,188"
34,Emeka Okafor,"$13,543,250"
35,Luol Deng,"$13,326,700"
36,Josh Smith,"$13,200,000"
37,Andrew Bogut,"$13,150,000"
38,Danny Granger,"$13,058,606"
39,LaMarcus Aldridge,"$13,000,000"
40,Nenê,"$13,000,000"
41,Kevin Martin,"$12,939,675"
42,David Lee,"$12,744,000"
43,Tony Parker,"$12,500,000"
44,Kevin Garnett,"$12,467,532"
45,Ben Gordon,"$12,400,000"
46,Al Horford,"$12,000,000"
47,Kris Humphries,"$12,000,000"
48,Nicolas Batum,"$11,950,000"
49,Hidayet Turkoglu,"$11,815,850"
50,Joakim Noah,"$11,050,000"
51,Jose Calderon,"$11,046,591"
52,Rajon Rondo,"$11,000,000"
53,Monta Ellis,"$11,000,000"
54,Corey Maggette,"$10,924,138"
55,DeAndre Jordan,"$10,532,977"
56,Richard Hamilton,"$10,500,000"
57,Richard Jefferson,"$10,164,000"
58,Stephen Jackson,"$10,060,000"
59,JaVale McGee,"$10,000,000"
60,David West,"$10,000,000"
61,Andrea Bargnani,"$10,000,000"
62,Andrei Kirilenko,"$9,779,349"
63,Gerald Wallace,"$9,682,435"
64,Tim Duncan,"$9,638,554"
65,Danilo Gallinari,"$9,439,000"
66,Andris Biedrins,"$9,000,000"
67,Steve Nash,"$8,900,000"
68,Ryan Anderson,"$8,700,000"
69,Shawn Marion,"$8,646,364"
70,Jameer Nelson,"$8,600,000"
71,Devin Harris,"$8,500,000"
72,Rodney Stuckey,"$8,500,000"
73,Maurice Williams,"$8,500,000"
74,Anderson Varejao,"$8,400,000"
75,Brendan Haywood,"$8,349,000"
76,Marvin Williams,"$8,287,500"
77,Lamar Odom,"$8,200,000"
78,Jeff Green,"$8,100,000"
79,John Salmons,"$8,080,000"
80,Charlie Villanueva,"$8,060,000"
81,Thaddeus Young,"$8,039,130"
82,Tyrus Thomas,"$8,000,000"
83,Chris Kaman,"$8,000,000"
84,George Hill,"$8,000,000"
85,Caron Butler,"$8,000,000"
86,Andray Blatche,"$7,972,891"
87,Ersan Ilyasova,"$7,900,000"
88,Beno Udrih,"$7,810,000"
89,Kendrick Perkins,"$7,800,531"
90,Marcus Thornton,"$7,632,500"
91,Arron Afflalo,"$7,562,500"
92,Goran Dragic,"$7,500,000"
93,DeSagana Diop,"$7,372,200"
94,Metta World Peace,"$7,258,960"
95,Marcin Gortat,"$7,258,960"
96,Trevor Ariza,"$7,258,960"
97,Blake Griffin,"$7,226,891"
98,Paul Millsap,"$7,200,000"
99,Mike Conley,"$7,180,000"
100,Travis Outlaw,"$7,000,000"
101,Josh Childress,"$6,890,056"
102,Tayshaun Prince,"$6,764,045"
103,Samuel Dalembert,"$6,700,000"
104,Al Harrington,"$6,687,400"
105,Drew Gooden,"$6,680,000"
106,Wesley Matthews,"$6,505,320"
107,Brandon Bass,"$6,500,000"
108,Spencer Hawes,"$6,500,000"
109,Darko Milicic,"$6,457,255"
110,Glen Davis,"$6,400,000"
111,Francisco Garcia,"$6,100,000"
112,Luke Walton,"$6,091,363"
113,JJ Redick,"$6,000,000"
114,Nick Young,"$6,000,000"
115,Channing Frye,"$6,000,000"
116,Amir Johnson,"$6,000,000"
117,Wilson Chandler,"$5,930,415"
118,John Wall,"$5,915,880"
119,James Harden,"$5,820,416"
120,Mike Miller,"$5,800,000"
121,Jason Richardson,"$5,799,625"
122,Aaron Brooks,"$5,750,000"
123,Michael Beasley,"$5,750,000"
124,Kyle Lowry,"$5,750,000"
125,Jarrett Jack,"$5,580,000"
126,Kyrie Irving,"$5,530,080"
127,Chuck Hayes,"$5,486,250"
128,Evan Turner,"$5,293,080"
129,Tyreke Evans,"$5,251,824"
130,Jason Thompson,"$5,250,000"
131,Zaza Pachulia,"$5,248,750"
132,Chris Andersen,"$5,225,952"
133,Anthony Davis,"$5,144,280"
134,Louis Williams,"$5,000,000"
135,Kyle Korver,"$5,000,000"
136,Jason Terry,"$5,000,000"
137,Courtney Lee,"$5,000,000"
138,Ramon Sessions,"$5,000,000"
139,Andre Miller,"$5,000,000"
140,Jason Maxiell,"$5,000,000"
