,Player,Salary,Date
0,Kevin Garnett,"$23,750,000",2007
1,Michael Finley,"$21,696,750",2007
2,Shaquille O'Neal,"$20,000,000",2007
3,Jason Kidd,"$19,728,000",2007
4,Jermaine O'Neal,"$19,728,000",2007
5,Chris Webber,"$19,602,173",2007
6,Kobe Bryant,"$19,490,625",2007
7,Tim Duncan,"$19,014,188",2007
8,Tracy McGrady,"$19,014,187",2007
9,Allen Iverson,"$19,012,500",2007
10,Stephon Marbury,"$19,012,500",2007
11,Steve Francis,"$17,500,000",2007
12,Baron Davis,"$16,440,000",2007
13,Shawn Marion,"$16,440,000",2007
14,Paul Pierce,"$16,360,094",2007
15,Dirk Nowitzki,"$16,360,094",2007
16,Antawn Jamison,"$16,360,094",2007
17,Ray Allen,"$16,000,000",2007
18,Ben Wallace,"$15,500,000",2007
19,Elton Brand,"$15,344,000",2007
20,Rashard Lewis,"$14,880,000",2007
21,Michael Redd,"$14,520,000",2007
22,Yao Ming,"$13,762,775",2007
23,Amare Stoudemire,"$13,762,775",2007
24,Pau Gasol,"$13,735,000",2007
25,Andrei Kirilenko,"$13,735,000",2007
26,Mike Bibby,"$13,500,000",2007
27,Joe Johnson,"$13,488,377",2007
28,Zach Randolph,"$13,333,333",2007
29,Vince Carter,"$13,320,000",2007
30,Kenyon Martin,"$13,250,000",2007
31,Lamar Odom,"$13,248,596",2007
32,LeBron James,"$13,041,250",2007
33,Carmelo Anthony,"$13,041,250",2007
34,Dwyane Wade,"$13,041,250",2007
35,Wally Szczerbiak,"$12,775,000",2007
36,Rasheed Wallace,"$12,540,000",2007
37,Chris Bosh,"$12,455,000",2007
38,Raef LaFrentz,"$12,440,787",2007
39,Richard Jefferson,"$12,200,000",2007
40,Larry Hughes,"$12,000,084",2007
41,Gilbert Arenas,"$11,950,400",2007
42,Theo Ratliff,"$11,666,666",2007
43,Predrag Stojakovic,"$11,664,000",2007
44,Steve Nash,"$11,375,000",2007
45,Carlos Boozer,"$11,260,483",2007
46,Kirk Hinrich,"$11,250,000",2007
47,Marcus Camby,"$11,250,000",2007
48,Jason Richardson,"$11,111,110",2007
49,Derek Fisher,"$10,723,900",2007
50,David West,"$10,650,000",2007
51,Erick Dampier,"$10,590,500",2007
52,Brad Miller,"$10,500,000",2007
53,Tony Parker,"$10,500,000",2007
54,Tyson Chandler,"$10,250,000",2007
55,Samuel Dalembert,"$10,250,000",2007
56,Adonal Foyle,"$10,157,090",2007
57,Zydrunas Ilgauskas,"$10,142,156",2007
58,Chauncey Billups,"$10,000,000",2007
59,Richard Hamilton,"$10,000,000",2007
60,Gerald Wallace,"$9,500,000",2007
61,Andre Miller,"$9,366,666",2007
62,Bobby Simmons,"$9,280,000",2007
63,Troy Murphy,"$9,206,349",2007
64,Manu Ginobili,"$9,079,811",2007
65,Kwame Brown,"$9,075,000",2007
66,Josh Howard,"$9,000,000",2007
67,Boris Diaw,"$9,000,000",2007
68,Eddy Curry,"$8,947,543",2007
69,Jason Williams,"$8,937,500",2007
70,Jason Terry,"$8,898,000",2007
71,Nenê,"$8,840,000",2007
72,Tayshaun Prince,"$8,675,620",2007
73,Chris Kaman,"$8,600,000",2007
74,Andres Nocioni,"$8,500,000",2007
75,Mehmet Okur,"$8,500,000",2007
76,Al Harrington,"$8,425,625",2007
77,Mike Miller,"$8,376,194",2007
78,Cuttino Mobley,"$8,350,000",2007
79,Antoine Walker,"$8,329,640",2007
80,Darius Miles,"$8,250,000",2007
81,Mike Dunleavy,"$8,219,008",2007
82,Caron Butler,"$8,218,990",2007
83,Quentin Richardson,"$8,105,500",2007
84,Juwan Howard,"$8,094,997",2007
85,Kurt Thomas,"$8,091,188",2007
86,TJ Ford,"$8,000,000",2007
87,Jamal Crawford,"$7,920,000",2007
88,Mark Blount,"$7,901,040",2007
89,Kenny Thomas,"$7,875,000",2007
90,Radoslav Nesterovic,"$7,840,000",2007
91,Aaron McKie,"$7,750,000",2007
92,Maurice Williams,"$7,750,000",2007
93,Jerome Williams,"$7,639,400",2007
94,Metta World Peace,"$7,400,000",2007
95,Troy Hudson,"$7,172,590",2007
96,Malik Rose,"$7,101,250",2007
97,Corey Maggette,"$7,000,000",2007
98,Ricky Davis,"$6,819,000",2007
99,Jerry Stackhouse,"$6,750,000",2007
100,Eric Snow,"$6,703,125",2007
101,Stephen Jackson,"$6,630,000",2007
102,Darko Milicic,"$6,500,000",2007
103,Chris Wilcox,"$6,500,000",2007
104,Luke Ridnour,"$6,500,000",2007
105,Drew Gooden,"$6,453,416",2007
106,Antonio McDyess,"$6,373,900",2007
107,Marquis Daniels,"$6,373,900",2007
108,Hidayet Turkoglu,"$6,373,900",2007
109,Etan Thomas,"$6,373,900",2007
110,Speedy Claxton,"$6,306,182",2007
111,Jamaal Tinsley,"$6,300,000",2007
112,Sam Cassell,"$6,150,000",2007
113,Jason Collins,"$6,100,000",2007
114,Dwight Howard,"$6,061,274",2007
115,Udonis Haslem,"$6,050,000",2007
116,Marko Jaric,"$6,050,000",2007
117,Donyell Marshall,"$6,016,965",2007
118,Matt Harpring,"$6,000,000",2007
119,Shane Battier,"$5,883,600",2007
120,Brian Cardinal,"$5,850,000",2007
121,Greg Buckner,"$5,830,000",2007
122,Stromile Swift,"$5,800,000",2007
123,Jerome James,"$5,800,000",2007
124,Earl Watson,"$5,800,000",2007
125,Shareef Abdur-Rahim,"$5,800,000",2007
126,Antonio Daniels,"$5,800,000",2007
127,Joel Przybilla,"$5,762,575",2007
128,Dan Gadzuric,"$5,751,130",2007
129,Nick Collison,"$5,750,000",2007
130,Bobby Jackson,"$5,670,000",2007
131,Nazr Mohammed,"$5,632,200",2007
132,Tim Thomas,"$5,632,200",2007
133,Vladimir Radmanovic,"$5,632,200",2007
134,Mike James,"$5,632,200",2007
135,Jared Jeffries,"$5,632,200",2007
136,Leandro Barbosa,"$5,600,000",2007
137,Brent Barry,"$5,544,370",2007
138,Jeff Foster,"$5,500,000",2007
139,Matt Carroll,"$5,450,000",2007
140,Emeka Okafor,"$5,427,307",2007
141,Anderson Varejao,"$5,356,000",2007
142,Morris Peterson,"$5,356,000",2007
143,Mikki Moore,"$5,356,000",2007
144,Jason Kapono,"$5,356,000",2007
145,Joe Smith,"$5,200,000",2007
146,Tony Battie,"$5,200,000",2007
147,Desmond Mason,"$5,000,000",2007
148,Brendan Haywood,"$5,000,000",2007
149,Andrew Bogut,"$4,991,520",2007
150,Eduardo Najera,"$4,952,380",2007
151,Damon Stoudamire,"$4,906,438",2007
152,Ben Gordon,"$4,881,669",2007
153,Andrea Bargnani,"$4,838,880",2007
154,John Salmons,"$4,752,000",2007
155,Raja Bell,"$4,750,000",2007
156,Greg Oden,"$4,662,000",2007
157,Rafer Alston,"$4,550,000",2007
158,Alvin Williams,"$4,516,484",2007
159,Kendrick Perkins,"$4,480,912",2007
160,Marvin Williams,"$4,466,040",2007
161,Shaun Livingston,"$4,404,629",2007
162,Kyle Korver,"$4,400,000",2007
163,Trenton Hassell,"$4,350,000",2007
164,Anthony Parker,"$4,350,000",2007
165,LaMarcus Aldridge,"$4,329,360",2007
166,Reggie Evans,"$4,320,000",2007
167,Keith Van Horn,"$4,300,000",2007
168,Aleksandar Pavlovic,"$4,250,000",2007
169,Steve Blake,"$4,250,000",2007
170,Damon Jones,"$4,172,432",2007
171,Kevin Durant,"$4,171,200",2007
172,Bruce Bowen,"$4,125,000",2007
173,Carlos Arroyo,"$4,100,000",2007
174,Deron Williams,"$4,010,640",2007
