,Player,2020/21
135,Derrick Jones,"$9,258,000"
136,Derrick Favors,"$9,258,000"
137,Dario Saric,"$9,250,000"
138,Ja Morant,"$9,166,800"
139,Delon Wright,"$9,000,000"
140,Marvin Bagley,"$8,963,640"
141,Cedi Osman,"$8,840,580"
142,Tyus Jones,"$8,817,143"
143,James Wiseman,"$8,730,240"
144,Royce O'Neale,"$8,500,000"
145,Maxi Kleber,"$8,475,000"
146,Thomas Bryant,"$8,333,333"
147,RJ Barrett,"$8,231,760"
148,Jakob Poeltl,"$8,101,852"
149,De'Aaron Fox,"$8,099,627"
150,Luka Doncic,"$8,049,360"
151,Louis Williams,"$8,000,000"
152,Mason Plumlee,"$8,000,000"
153,PJ Tucker,"$7,969,537"
154,LaMelo Ball,"$7,839,960"
155,Seth Curry,"$7,834,449"
156,Derrick Rose,"$7,682,926"
157,Cristiano Felicio,"$7,529,020"
158,Rajon Rondo,"$7,500,000"
159,De'Andre Hunter,"$7,422,000"
160,Jonathan Isaac,"$7,362,565"
161,Doug McDermott,"$7,333,333"
162,Robin Lopez,"$7,300,000"
163,Jaren Jackson Jr,"$7,257,360"
164,JaMychal Green,"$7,199,760"
165,Nemanja Bjelica,"$7,150,000"
166,Patrick Williams,"$7,068,360"
167,Ivica Zubac,"$7,000,000"
168,Darius Miller,"$7,000,000"
169,Aron Baynes,"$7,000,000"
170,Jabari Parker,"$6,930,729"
171,Lauri Markkanen,"$6,731,508"
172,Darius Garland,"$6,720,720"
173,DJ Augustin,"$6,666,667"
174,Trae Young,"$6,571,800"
175,Chris Boucher,"$6,500,000"
176,Juan Hernangomez,"$6,493,000"
177,Joakim Noah,"$6,431,666"
178,Isaac Okoro,"$6,400,920"
179,Frank Ntilikina,"$6,176,578"
180,DeMarre Carroll,"$6,119,676"
181,Jarrett Culver,"$6,104,280"
182,Alec Burks,"$6,000,000"
183,Ishmael Smith,"$6,000,000"
184,Mo Bamba,"$5,969,040"
185,Onyeka Okongwu,"$5,813,640"
186,Justin Holiday,"$5,720,400"
187,Dennis Smith,"$5,686,677"
188,Avery Bradley,"$5,635,000"
189,Timofey Mozgov,"$5,573,333"
190,Coby White,"$5,572,680"
191,Trey Lyles,"$5,500,000"
192,Wendell Carter,"$5,448,840"
193,Zach Collins,"$5,406,255"
194,Malik Monk,"$5,345,687"
195,Killian Hayes,"$5,307,120"
196,Luke Kennard,"$5,273,826"
197,Ryan Anderson,"$5,214,583"
198,Donovan Mitchell,"$5,195,501"
199,Rodney McGruder,"$5,192,307"
200,Bam Adebayo,"$5,115,492"
201,Justin Jackson,"$5,109,637"
202,Jaxson Hayes,"$5,105,160"
203,Ed Davis,"$5,005,350"
204,Mike Scott,"$5,005,350"
205,Enes Kanter,"$5,005,350"
206,Richaun Holmes,"$5,005,350"
207,Daniel Theis,"$5,000,000"
208,Luol Deng,"$5,000,000"
209,Nerlens Noel,"$5,000,000"
210,Collin Sexton,"$4,991,880"
211,Pat Connaughton,"$4,938,273"
212,Obi Toppin,"$4,862,040"
213,Kevon Looney,"$4,821,429"
214,Kris Dunn,"$4,767,000"
215,Garrett Temple,"$4,767,000"
216,Josh Jackson,"$4,767,000"
217,Elfrid Payton,"$4,767,000"
218,Rui Hachimura,"$4,692,840"
219,Denzel Valentine,"$4,642,800"
220,Kevin Knox,"$4,588,680"
221,DJ Wilson,"$4,548,280"
222,Deni Avdija,"$4,469,160"
223,Cam Reddish,"$4,458,000"
224,TJ Leaf,"$4,431,423"
225,Mikal Bridges,"$4,359,000"
226,Jalen Smith,"$4,245,720"
227,Cameron Johnson,"$4,235,160"
228,JaVale McGee,"$4,200,000"
229,Reggie Bullock,"$4,200,000"
230,Shai Gilgeous-Alexander,"$4,141,320"
231,John Collins,"$4,137,302"
232,Willie Cauley-Stein,"$4,100,000"
233,Devin Vassell,"$4,033,440"
234,PJ Washington,"$4,023,600"
235,Dorian Finney-Smith,"$4,000,000"
236,Patrick McCaw,"$4,000,000"
237,Alex Len,"$3,970,648"
238,Terrance Ferguson,"$3,944,013"
239,Miles Bridges,"$3,934,320"
240,Austin Rivers,"$3,929,049"
241,Jevon Carter,"$3,925,000"
242,Jarrett Allen,"$3,909,902"
243,Nicolo Melli,"$3,897,436"
244,OG Anunoby,"$3,872,215"
245,Gabriel Deck,"$3,870,370"
246,Tyrese Haliburton,"$3,831,840"
247,Tyler Herro,"$3,822,240"
248,Patrick Patterson,"$3,814,771"
249,Stanley Johnson,"$3,804,150"
250,Jake Layman,"$3,761,085"
251,Jerome Robinson,"$3,737,520"
252,Danuel House,"$3,717,000"
253,Kira Lewis,"$3,640,200"
254,Romeo Langford,"$3,631,200"
255,Wesley Matthews,"$3,623,000"
256,Bobby Portis,"$3,623,000"
257,Moe Harkless,"$3,623,000"
258,Wayne Ellington,"$3,564,753"
259,Kyle Kuzma,"$3,562,178"
260,Michael Porter,"$3,550,800"
261,Tony Bradley,"$3,542,060"
262,Derrick White,"$3,516,284"
263,Bismack Biyombo,"$3,500,000"
264,Boban Marjanovic,"$3,500,000"
265,TJ McConnell,"$3,500,000"
266,Luca Vildoza,"$3,500,000"
267,Josh Hart,"$3,491,159"
268,Aaron Nesmith,"$3,458,400"
269,Sekou Doumbouya,"$3,449,400"
270,Dewayne Dedmon,"$3,447,478"
271,Troy Brown,"$3,372,840"
272,Jeff Teague,"$3,372,826"
273,Michael Carter-Williams,"$3,300,000"
274,James Ennis,"$3,300,000"
275,Cole Anthony,"$3,285,120"
276,Taj Gibson,"$3,283,684"
277,Facundo Campazzo,"$3,200,000"
278,Jon Leuer,"$3,169,348"
279,Isaiah Stewart,"$3,121,080"
280,Chuma Okeke,"$3,121,080"
281,Nickeil Alexander-Walker,"$3,113,160"
282,DeMarcus Cousins,"$3,051,832"
283,Donte DiVincenzo,"$3,044,160"
284,Khem Birch,"$3,011,499"
285,Ryan Arcidiacono,"$3,000,000"
286,Trey Burke,"$3,000,000"
287,Aleksej Pokusevski,"$2,964,840"
288,Goga Bitadze,"$2,957,520"
289,Lonnie Walker,"$2,895,720"
290,Ben McLemore,"$2,893,630"
291,Andrew Nicholson,"$2,844,429"
292,Luka Samanic,"$2,824,320"
293,Josh Green,"$2,816,760"
294,Kevin Huerter,"$2,761,920"
295,Alex Caruso,"$2,750,000"
296,Marko Guduric,"$2,750,000"
297,Matisse Thybulle,"$2,711,280"
298,Saddiq Bey,"$2,689,920"
299,Josh Okogie,"$2,651,040"
300,Vincent Poirier,"$2,619,207"
301,Brandon Clarke,"$2,602,920"
302,Precious Achiuwa,"$2,582,160"
303,Jeff Green,"$2,564,753"
304,Jose Juan Barea,"$2,564,753"
305,Marc Gasol,"$2,564,753"
306,Jared Dudley,"$2,564,753"
307,Udonis Haslem,"$2,564,753"
308,Dwight Howard,"$2,564,753"
309,Carmelo Anthony,"$2,564,753"
310,Grayson Allen,"$2,545,320"
311,Grant Williams,"$2,498,760"
312,Tyrese Maxey,"$2,478,840"
313,Chandler Hutchison,"$2,443,440"
314,Mfiondu Kabengele,"$2,432,353"
315,Darius Bazley,"$2,399,160"
316,Moritz Wagner,"$2,383,915"
317,Zeke Nnaji,"$2,379,840"
318,Aaron Holiday,"$2,345,640"
319,Bryn Forbes,"$2,337,145"
320,Reggie Jackson,"$2,331,593"
321,Markieff Morris,"$2,331,593"
322,E'Twaun Moore,"$2,331,593"
323,Kent Bazemore,"$2,320,044"
324,Hassan Whiteside,"$2,320,044"
325,Ty Jerome,"$2,303,040"
326,Mike Muscala,"$2,283,034"
327,Anfernee Simons,"$2,252,040"
328,Luke Kornet,"$2,250,000"
329,Brad Wanamaker,"$2,250,000"
330,Monta Ellis,"$2,245,400"
331,Nassir Little,"$2,210,640"
332,RJ Hampton,"$2,193,480"
333,Solomon Hill,"$2,174,318"
334,Matthew Dellavedova,"$2,174,318"
335,Edmond Sumner,"$2,160,000"
336,Anderson Varejao,"$2,141,713"
337,Dylan Windler,"$2,137,440"
338,Immanuel Quickley,"$2,105,520"
339,John Konchar,"$2,100,000"
340,Landry Shamet,"$2,090,040"
341,Jordan Poole,"$2,063,280"
342,Bol Bol,"$2,058,240"
343,Keldon Johnson,"$2,048,040"
344,Payton Pritchard,"$2,035,800"
345,Robert Williams,"$2,029,920"
346,Tyler Johnson,"$2,028,594"
347,Bruno Caboclo,"$2,028,594"
348,Langston Galloway,"$2,028,594"
349,Gary Clark,"$2,018,458"
350,Jacob Evans,"$2,017,320"
351,Spencer Hawes,"$2,007,058"
352,Dzanan Musa,"$2,002,800"
353,Damyean Dotson,"$2,000,000"
354,Kenrich Williams,"$2,000,000"
355,Theo Maledon,"$2,000,000"
356,Omari Spellman,"$1,988,280"
357,Quinn Cook,"$1,981,649"
358,Mario Hezonja,"$1,977,011"
359,Cameron Payne,"$1,977,011"
360,Udoka Azubuike,"$1,977,000"
361,Jaden McDaniels,"$1,964,760"
362,Malachi Flynn,"$1,950,600"
363,Desmond Bane,"$1,936,440"
364,Jontay Porter,"$1,900,000"
365,Jahlil Okafor,"$1,882,867"
366,JaKarr Sampson,"$1,882,867"
367,Raul Neto,"$1,882,867"
368,Larry Sanders,"$1,865,546"
369,Timothe Luwawu,"$1,824,003"
370,David Nwaba,"$1,824,003"
371,Marquese Chriss,"$1,824,003"
372,Georges Niang,"$1,783,557"
373,Rodions Kurucs,"$1,780,152"
374,PJ Dozier,"$1,762,796"
375,Damion Lee,"$1,762,796"
376,Alfonzo McKinnie,"$1,762,796"
377,Furkan Korkmaz,"$1,762,796"
378,Semi Ojeleye,"$1,752,950"
379,Abdel Nader,"$1,752,950"
380,Thon Maker,"$1,737,145"
381,Willy Hernangomez,"$1,737,145"
382,Frank Kaminsky,"$1,737,145"
383,DeAndre Bembry,"$1,737,145"
384,Monte Morris,"$1,723,707"
385,Kevin Porter,"$1,717,981"
386,Brandon Goodwin,"$1,701,593"
387,Thanasis Antetokounmpo,"$1,701,593"
388,Shake Milton,"$1,701,593"
389,Ignas Brazdeikis,"$1,686,315"
390,Sterling Brown,"$1,678,854"
391,Wesley Iwundu,"$1,678,854"
392,Dwayne Bacon,"$1,678,854"
393,Torrey Craig,"$1,678,854"
394,Bruce Brown,"$1,663,861"
395,Devonte Graham,"$1,663,861"
396,Jalen Brunson,"$1,663,861"
397,Hamidou Diallo,"$1,663,861"
398,Duncan Robinson,"$1,663,861"
399,Kendrick Nunn,"$1,663,861"
400,Jarred Vanderbilt,"$1,663,861"
401,Mitchell Robinson,"$1,663,861"
402,Sviatoslav Mykhailiuk,"$1,663,861"
403,Gary Trent Jr,"$1,663,861"
404,Isaac Bonga,"$1,663,861"
405,Isaiah Hartenstein,"$1,620,564"
406,Wenyen Gabriel,"$1,620,564"
407,Josh Gray,"$1,620,564"
408,Harry Giles,"$1,620,564"
409,Drew Eubanks,"$1,620,564"
410,Bruno Fernando,"$1,517,981"
411,Carsen Edwards,"$1,517,981"
412,Nicolas Claxton,"$1,517,981"
413,Cody Martin,"$1,517,981"
414,Caleb Martin,"$1,517,981"
415,Jalen McDaniels,"$1,517,981"
416,Javonte Green,"$1,517,981"
417,Dean Wade,"$1,517,981"
418,Vlatko Cancar,"$1,517,981"
419,Eric Paschall,"$1,517,981"
420,Alen Smailagic,"$1,517,981"
421,Mychal Mulder,"$1,517,981"
422,Chris Clemons,"$1,517,981"
423,Jalen Lecque,"$1,517,981"
424,Terance Mann,"$1,517,981"
425,Talen Horton-Tucker,"$1,517,981"
426,KZ Okpala,"$1,517,981"
427,Naz Reid,"$1,517,981"
428,Jaylen Nowell,"$1,517,981"
429,Luguentz Dort,"$1,517,981"
430,Isaiah Roby,"$1,517,981"
431,Admiral Schofield,"$1,517,981"
432,Justin James,"$1,517,981"
433,Terence Davis,"$1,517,981"
434,Chris Silva,"$1,517,981"
435,Miye Oni,"$1,517,981"
436,Juwan Morgan,"$1,517,981"
437,Matt Thomas,"$1,517,981"
438,Daniel Gafford,"$1,517,981"
439,Robert Woodard,"$1,500,000"
440,Damian Jones,"$1,487,284"
441,JR Smith,"$1,456,667"
442,Jae'Sean Tate,"$1,445,697"
443,DaQuan Jeffries,"$1,445,697"
444,Kelan Martin,"$1,445,697"
445,Zylan Cheatham,"$1,445,697"
446,Paul Watson,"$1,445,697"
447,Vernon Carey,"$1,350,000"
448,Xavier Tillman,"$1,300,000"
449,Tyrell Terry,"$1,289,846"
450,Oshae Brissett,"$1,255,493"
451,Moses Brown,"$1,250,000"
452,Sindarius Thornwell,"$1,235,889"
453,Ersan Ilyasova,"$1,194,542"
454,Glenn Robinson III,"$1,165,322"
455,Zhaire Smith,"$1,068,200"
456,Khyri Thomas,"$1,061,283"
457,Guerschon Yabusele,"$1,039,080"
458,Norvel Pelle,"$1,014,905"
459,Nick Richards,"$1,000,000"
460,Lamar Stevens,"$1,000,000"
461,Jahmi'us Ramsey,"$1,000,000"
462,Kyle Singler,"$999,200"
463,Juan Toscano-Anderson,"$943,963"
464,Shaquille Harrison,"$915,048"
465,Chimezie Metu,"$910,895"
466,Deividas Sirvydis,"$898,310"
467,KJ Martin,"$898,310"
468,Daniel Oturu,"$898,310"
469,Jordan Nwora,"$898,310"
470,Sam Merrill,"$898,310"
471,Isaiah Joe,"$898,310"
472,CJ Elleby,"$898,310"
473,Tre Jones,"$898,310"
474,Elijah Hughes,"$898,310"
475,Anthony Gill,"$898,310"
476,Iman Shumpert,"$803,044"
477,Theo Pinson,"$802,182"
478,Yuta Watanabe,"$737,996"
479,Tremont Waters,"$712,278"
480,Frank Jackson,"$699,115"
481,Rayjon Tucker,"$693,755"
482,Tyler Cook,"$693,141"
483,Garrison Mathews,"$688,052"
484,Cole Aldrich,"$685,340"
485,Shaun Livingston,"$666,666"
486,Gabe Vincent,"$660,750"
487,Tacko Fall,"$653,924"
488,Max Strus,"$647,098"
489,Alize Johnson,"$621,587"
490,Anthony Tolliver,"$614,838"
491,Paul Reed,"$609,128"
492,Tim Frazier,"$597,463"
493,Jordan Bell,"$592,368"
494,Amir Coffey,"$578,842"
495,Naji Marshall,"$538,391"
496,Kyle Guy,"$537,888"
497,Markus Howard,"$535,294"
498,Skylar Mays,"$532,218"
499,Mamadi Diakite,"$529,341"
500,Nathan Knight,"$522,989"
501,Jared Harper,"$520,487"
502,Saben Lee,"$516,836"
503,Jarrell Brantley,"$510,586"
504,Jordan McLaughlin,"$503,760"
505,Rondae Hollis-Jefferson,"$502,957"
506,Reggie Perry,"$489,148"
507,Cassius Stanley,"$470,690"
508,Trent Forrest,"$470,690"
509,Dakari Johnson,"$459,414"
510,Chris Chiozza,"$449,115"
511,Grant Riller,"$449,115"
512,Nate Darling,"$449,115"
513,Devon Dotson,"$449,115"
514,Adam Mokoka,"$449,115"
515,Marques Bolden,"$449,115"
516,Tyler Bey,"$449,115"
517,Nate Hinton,"$449,115"
518,Nico Mannion,"$449,115"
519,Jay Scrubb,"$449,115"
520,Kostas Antetokounmpo,"$449,115"
521,Devontae Cacok,"$449,115"
522,Killian Tillie,"$449,115"
523,Sean McDermott,"$449,115"
524,Jaylen Adams,"$449,115"
525,Josh Hall,"$449,115"
526,Ty-Shon Alexander,"$449,115"
527,Keljin Blevins,"$449,115"
528,Quinndary Weatherspoon,"$449,115"
529,Keita Bates-Diop,"$449,115"
530,Jalen Harris,"$449,115"
531,Cassius Winston,"$449,115"
532,Yogi Ferrell,"$444,149"
533,Noah Vonleh,"$427,725"
534,Mason Jones,"$424,544"
535,Brodric Thomas,"$412,202"
536,Andre Roberson,"$411,639"
537,Donta Hall,"$376,276"
538,Brian Bowen,"$375,321"
539,Anzejs Pasecniks,"$374,297"
540,Freddie Gillespie,"$363,015"
541,AJ Hammons,"$350,087"
542,Karim Mane,"$344,557"
543,Will Magnay,"$341,481"
544,Greg Whittington,"$332,252"
545,Raymond Spalding,"$289,156"
546,Chasson Randle,"$279,927"
547,Justin Patton,"$267,623"
548,Gary Payton II,"$249,864"
549,Mike James,"$237,648"
550,Charlie Brown,"$217,844"
551,Anthony Lamb,"$215,330"
552,Justin Robinson,"$198,040"
553,Axel Toupane,"$196,872"
554,Henry Ellenson,"$168,983"
555,Ashton Hagans,"$166,111"
556,Isaiah Thomas,"$159,698"
557,John Henson,"$158,907"
558,Armoni Brooks,"$135,362"
559,Jordan Bone,"$135,350"
560,Jaylen Hoard,"$129,209"
561,Justin Anderson,"$125,000"
562,Amida Brimah,"$123,056"
563,Didi Louzada,"$123,056"
564,Troy Williams,"$122,741"
565,James Nunnally,"$107,674"
566,Demetrius Jackson,"$92,857"
567,Dakota Mathias,"$86,132"
568,Malik Fitts,"$61,528"
569,Jeremiah Martin,"$58,452"
570,Jerian Grant,"$50,000"
571,Louis King,"$49,222"
572,Cameron Oliver,"$43,070"
573,Cam Reynolds,"$33,299"
574,Tyler Hall,"$25,000"
575,Andrew White,"$25,000"
576,Elijah Bryant,"$24,611"
577,Caleb Homesley,"$20,000"
