,Player,Salary,Date
0,Shaquille O'Neal,"$27,696,430",2004
1,Dikembe Mutombo,"$19,485,719",2004
2,Allan Houston,"$17,531,250",2004
3,Chris Webber,"$17,531,250",2004
4,Kevin Garnett,"$16,000,000",2004
5,Jason Kidd,"$14,796,000",2004
6,Jermaine O'Neal,"$14,796,000",2004
7,Antoine Walker,"$14,625,000",2004
8,Zydrunas Ilgauskas,"$14,625,000",2004
9,Latrell Sprewell,"$14,625,000",2004
10,Anfernee Hardaway,"$14,625,000",2004
11,Stephon Marbury,"$14,625,000",2004
12,Ray Allen,"$14,625,000",2004
13,Allen Iverson,"$14,625,000",2004
14,Shareef Abdur-Rahim,"$14,625,000",2004
15,Michael Finley,"$14,609,375",2004
16,Tracy McGrady,"$14,487,000",2004
17,Keith Van Horn,"$14,487,000",2004
18,Grant Hill,"$14,487,000",2004
19,Jalen Rose,"$14,487,000",2004
20,Tim Duncan,"$14,260,641",2004
21,Kobe Bryant,"$14,175,000",2004
22,Eddie Jones,"$13,455,000",2004
23,Brian Grant,"$13,233,434",2004
24,Antonio Davis,"$12,925,000",2004
25,Tim Thomas,"$12,900,000",2004
26,Paul Pierce,"$12,584,688",2004
27,Vince Carter,"$12,584,688",2004
28,Dirk Nowitzki,"$12,584,688",2004
29,Antawn Jamison,"$12,584,688",2004
30,Damon Stoudamire,"$12,500,000",2004
31,Baron Davis,"$12,330,000",2004
32,Steve Francis,"$12,330,000",2004
33,Shawn Marion,"$12,330,000",2004
34,Glenn Robinson,"$12,071,250",2004
35,Elton Brand,"$12,056,000",2004
36,Nick Van Exel,"$11,933,252",2004
37,Carlos Boozer,"$10,967,500",2004
38,Theo Ratliff,"$10,937,500",2004
39,Lamar Odom,"$10,548,596",2004
40,Mike Bibby,"$10,500,000",2004
41,Dale Davis,"$10,068,750",2004
42,Rasheed Wallace,"$9,720,000",2004
43,Raef LaFrentz,"$9,714,538",2004
44,Kerry Kittles,"$9,566,667",2004
45,Kenyon Martin,"$9,454,546",2004
46,Gilbert Arenas,"$9,389,600",2004
47,Jamal Mashburn,"$9,300,000",2004
48,Wally Szczerbiak,"$9,000,000",2004
49,Vin Baker,"$8,833,333",2004
50,Steve Nash,"$8,750,000",2004
51,Jamaal Magloire,"$8,533,333",2004
52,Marcus Camby,"$8,500,000",2004
53,Maurice Taylor,"$8,450,000",2004
54,Derek Anderson,"$8,443,500",2004
55,Alan Henderson,"$8,273,125",2004
56,Austin Croshere,"$8,260,000",2004
57,Shandon Anderson,"$8,173,699",2004
58,PJ Brown,"$8,000,000",2004
59,Kelvin Cato,"$7,992,000",2004
60,Brad Miller,"$7,875,000",2004
61,Richard Hamilton,"$7,812,500",2004
62,Rashard Lewis,"$7,792,208",2004
63,Erick Dampier,"$7,700,000",2004
64,Bonzi Wells,"$7,700,000",2004
65,Bo Outlaw,"$7,632,904",2004
66,Doug Christie,"$7,550,000",2004
67,Jason Terry,"$7,500,000",2004
68,Mehmet Okur,"$7,500,000",2004
69,Jerry Stackhouse,"$7,437,500",2004
70,Andre Miller,"$7,366,667",2004
71,Lorenzen Wright,"$7,150,000",2004
72,Ben Wallace,"$7,000,000",2004
73,Corey Maggette,"$7,000,000",2004
74,Jason Williams,"$6,875,000",2004
75,Predrag Stojakovic,"$6,875,000",2004
76,Tariq Abdul-Wahad,"$6,750,000",2004
77,Darius Miles,"$6,750,000",2004
78,Manu Ginobili,"$6,603,500",2004
79,Christian Laettner,"$6,600,000",2004
80,Desmond Mason,"$6,529,630",2004
81,Jonathan Bender,"$6,525,000",2004
82,Adonal Foyle,"$6,500,000",2004
83,Al Harrington,"$6,325,000",2004
84,Howard Eisley,"$6,301,923",2004
85,Sam Cassell,"$6,250,000",2004
86,Vitaly Potapenko,"$6,191,250",2004
87,Jerome Williams,"$6,187,500",2004
88,Jahidi White,"$6,166,466",2004
89,Radoslav Nesterovic,"$6,160,000",2004
90,Metta World Peace,"$6,157,895",2004
91,Mike Miller,"$6,000,000",2004
92,Kenny Thomas,"$6,000,000",2004
93,Stromile Swift,"$5,993,105",2004
94,Calvin Booth,"$5,900,700",2004
95,Clarence Weatherspoon,"$5,899,400",2004
96,Joe Smith,"$5,899,400",2004
97,Todd MacCulloch,"$5,899,400",2004
98,Ruben Patterson,"$5,899,400",2004
99,Kurt Thomas,"$5,884,500",2004
100,Cuttino Mobley,"$5,884,500",2004
101,Alvin Williams,"$5,850,000",2004
102,Danny Fortson,"$5,818,136",2004
103,Quentin Richardson,"$5,800,000",2004
104,Scot Pollard,"$5,792,250",2004
105,Jamal Crawford,"$5,760,000",2004
106,Reggie Miller,"$5,500,000",2004
107,Aaron McKie,"$5,500,000",2004
108,Corliss Williamson,"$5,500,000",2004
109,Malik Rose,"$5,462,500",2004
110,Ricky Davis,"$5,455,200",2004
111,Chauncey Billups,"$5,455,200",2004
112,Jerome James,"$5,455,200",2004
113,Larry Hughes,"$5,455,200",2004
114,Gary Payton,"$5,408,700",2004
