,Player,2009/10
0,Tracy McGrady,"$23,239,562"
1,Kobe Bryant,"$23,034,375"
2,Jermaine O'Neal,"$23,016,000"
3,Tim Duncan,"$22,183,220"
4,Shaquille O'Neal,"$20,000,000"
5,Dirk Nowitzki,"$19,795,714"
6,Paul Pierce,"$19,795,712"
7,Rashard Lewis,"$18,876,000"
8,Ray Allen,"$18,776,860"
9,Michael Redd,"$17,040,000"
10,Pau Gasol,"$16,452,000"
11,Andrei Kirilenko,"$16,452,000"
12,Kevin Garnett,"$16,400,000"
13,Yao Ming,"$16,378,325"
14,Amare Stoudemire,"$16,378,325"
15,Vince Carter,"$16,300,000"
16,Gilbert Arenas,"$16,192,080"
17,Zach Randolph,"$16,000,000"
18,LeBron James,"$15,779,912"
19,Carmelo Anthony,"$15,779,912"
20,Dwyane Wade,"$15,779,912"
21,Chris Bosh,"$15,779,912"
22,Kenyon Martin,"$15,363,636"
23,Dwight Howard,"$15,202,590"
24,Joe Johnson,"$14,976,754"
25,Elton Brand,"$14,858,471"
26,Richard Jefferson,"$14,200,000"
27,Larry Hughes,"$13,655,268"
28,Chris Paul,"$13,520,500"
29,Carlos Boozer,"$13,520,500"
30,Predrag Stojakovic,"$13,392,000"
31,Jason Richardson,"$13,333,333"
32,Steve Nash,"$13,125,000"
33,Tony Parker,"$12,600,000"
34,Andrew Bynum,"$12,526,998"
35,Deron Williams,"$12,323,900"
36,Brad Miller,"$12,250,000"
37,Andre Iguodala,"$12,200,000"
38,Baron Davis,"$12,150,000"
39,Erick Dampier,"$12,115,500"
40,Chauncey Billups,"$12,100,000"
41,Samuel Dalembert,"$12,025,694"
42,Al Jefferson,"$12,000,000"
43,Tyson Chandler,"$11,850,000"
44,Antawn Jamison,"$11,641,095"
45,Richard Hamilton,"$11,625,000"
46,Zydrunas Ilgauskas,"$11,541,074"
47,Troy Murphy,"$11,047,619"
48,Monta Ellis,"$11,000,000"
49,Josh Howard,"$10,890,000"
50,Josh Smith,"$10,800,000"
51,Manu Ginobili,"$10,728,130"
52,Bobby Simmons,"$10,560,000"
53,Emeka Okafor,"$10,538,937"
54,Nenê,"$10,520,000"
55,Eddy Curry,"$10,500,423"
56,Chris Kaman,"$10,400,000"
57,Luol Deng,"$10,370,425"
58,Tayshaun Prince,"$10,324,380"
59,Kevin Martin,"$10,180,170"
60,Al Harrington,"$10,026,875"
61,Ben Gordon,"$10,000,000"
62,Andrew Bogut,"$10,000,000"
63,Danny Granger,"$9,930,500"
64,Jason Terry,"$9,862,500"
65,Mike Dunleavy,"$9,780,992"
66,Caron Butler,"$9,780,970"
67,Mike Miller,"$9,750,000"
68,Kirk Hinrich,"$9,500,000"
69,Cuttino Mobley,"$9,500,000"
70,Earl Watson,"$9,400,000"
71,Jamal Crawford,"$9,360,000"
72,Quentin Richardson,"$9,352,400"
73,Gerald Wallace,"$9,075,000"
74,David West,"$9,075,000"
75,Boris Diaw,"$9,000,000"
76,Andris Biedrins,"$9,000,000"
77,Darius Miles,"$9,000,000"
78,Hidayet Turkoglu,"$9,000,000"
79,Mehmet Okur,"$9,000,000"
80,Corey Maggette,"$8,937,931"
81,Maurice Williams,"$8,860,000"
82,Kenny Thomas,"$8,775,000"
83,TJ Ford,"$8,500,000"
84,Devin Harris,"$8,400,000"
85,Jose Calderon,"$8,219,009"
86,Jason Kidd,"$8,000,000"
87,Mark Blount,"$7,962,500"
88,Tim Thomas,"$7,773,055"
89,Paul Millsap,"$7,692,932"
90,Stephen Jackson,"$7,650,000"
91,Marcus Camby,"$7,650,000"
92,Marvin Williams,"$7,500,000"
93,Antonio McDyess,"$7,500,000"
94,Lamar Odom,"$7,500,000"
95,Darko Milicic,"$7,500,000"
96,Andres Nocioni,"$7,500,000"
97,Etan Thomas,"$7,350,000"
98,Marko Jaric,"$7,100,000"
99,Udonis Haslem,"$7,100,000"
100,David Lee,"$7,000,000"
101,Shane Battier,"$6,864,200"
102,Joel Przybilla,"$6,857,725"
103,Brian Cardinal,"$6,750,000"
104,Dan Gadzuric,"$6,749,260"
105,Andre Miller,"$6,730,800"
106,Shawn Marion,"$6,635,068"
107,Jerome James,"$6,600,000"
108,Leandro Barbosa,"$6,600,000"
109,Shareef Abdur-Rahim,"$6,600,000"
110,Andrea Bargnani,"$6,527,491"
111,Charlie Villanueva,"$6,500,000"
112,Luke Ridnour,"$6,500,000"
