,Player,Salary,Date
0,Kobe Bryant,"$23,500,000",2014
1,Joe Johnson,"$23,180,790",2014
2,Carmelo Anthony,"$22,458,401",2014
3,Amare Stoudemire,"$21,896,658",2014
4,Dwight Howard,"$21,436,271",2014
5,LeBron James,"$20,644,400",2014
6,Chris Bosh,"$20,644,400",2014
7,Chris Paul,"$20,068,563",2014
8,Kevin Durant,"$19,997,513",2014
9,Deron Williams,"$19,754,465",2014
10,Rudy Gay,"$19,317,326",2014
11,Derrick Rose,"$18,862,876",2014
12,Blake Griffin,"$17,632,688",2014
13,Carlos Boozer,"$16,800,000",2014
14,Zach Randolph,"$16,500,000",2014
15,Marc Gasol,"$15,829,688",2014
16,Paul George,"$15,800,000",2014
17,Kevin Love,"$15,719,063",2014
18,Russell Westbrook,"$15,719,062",2014
19,Brook Lopez,"$15,719,000",2014
20,LaMarcus Aldridge,"$15,200,000",2014
21,David Lee,"$15,012,000",2014
22,Dwyane Wade,"$15,000,000",2014
23,Josh Smith,"$14,945,778",2014
24,Roy Hibbert,"$14,898,938",2014
25,Jeremy Lin,"$14,898,938",2014
26,Eric Gordon,"$14,898,938",2014
27,Omer Asik,"$14,898,938",2014
28,Gordon Hayward,"$14,746,000",2014
29,Chandler Parsons,"$14,700,000",2014
30,James Harden,"$14,693,906",2014
31,Tyson Chandler,"$14,596,888",2014
32,Brandon Roy,"$14,399,332",2014
33,DeMarcus Cousins,"$13,701,250",2014
34,John Wall,"$13,701,250",2014
35,Al Jefferson,"$13,500,000",2014
36,Eric Bledsoe,"$13,000,000",2014
37,Nenê,"$13,000,000",2014
38,Andrew Bogut,"$12,972,973",2014
39,Derrick Favors,"$12,950,000",2014
40,Rajon Rondo,"$12,909,090",2014
41,Joakim Noah,"$12,700,000",2014
42,Tony Parker,"$12,500,000",2014
43,Andre Iguodala,"$12,289,544",2014
44,Serge Ibaka,"$12,250,000",2014
45,Nikola Pekovic,"$12,100,000",2014
46,Al Horford,"$12,000,000",2014
47,David West,"$12,000,000",2014
48,Kevin Garnett,"$12,000,000",2014
49,Andrea Bargnani,"$12,000,000",2014
50,Kyle Lowry,"$12,000,000",2014
51,Ty Lawson,"$11,595,506",2014
52,DeAndre Jordan,"$11,440,123",2014
53,Nicolas Batum,"$11,390,500",2014
54,Tyreke Evans,"$11,265,416",2014
55,JaVale McGee,"$11,250,000",2014
56,Larry Sanders,"$11,000,000",2014
57,Jrue Holiday,"$11,000,000",2014
58,Danilo Gallinari,"$10,854,850",2014
59,Stephen Curry,"$10,629,213",2014
60,Marcin Gortat,"$10,434,782",2014
61,Tim Duncan,"$10,361,446",2014
62,Gerald Wallace,"$10,105,855",2014
63,Anderson Varejao,"$9,800,000",2014
64,Brendan Haywood,"$9,798,000",2014
65,Luol Deng,"$9,714,461",2014
66,Steve Nash,"$9,701,000",2014
67,Kendrick Perkins,"$9,588,889",2014
68,Paul Millsap,"$9,500,000",2014
69,DeMar DeRozan,"$9,500,000",2014
70,Tyrus Thomas,"$9,460,664",2014
71,Mike Miller,"$9,332,000",2014
72,Tiago Splitter,"$9,250,000",2014
73,Jeff Green,"$9,200,000",2014
74,Thaddeus Young,"$9,160,870",2014
75,Lance Stephenson,"$9,000,000",2014
76,Jordan Hill,"$9,000,000",2014
77,Mike Conley,"$8,760,000",2014
78,Monta Ellis,"$8,720,000",2014
79,Marcus Thornton,"$8,697,500",2014
80,Trevor Ariza,"$8,600,000",2014
81,Channing Frye,"$8,579,088",2014
82,Landry Fields,"$8,500,000",2014
83,Ryan Anderson,"$8,491,500",2014
84,Marcus Camby,"$8,354,416",2014
85,Drew Gooden,"$8,128,490",2014
86,Jeff Teague,"$8,000,000",2014
87,Taj Gibson,"$8,000,000",2014
88,Brandon Jennings,"$8,000,000",2014
89,George Hill,"$8,000,000",2014
90,OJ Mayo,"$8,000,000",2014
91,Boris Diaw,"$8,000,000",2014
92,Dirk Nowitzki,"$7,974,482",2014
93,Ersan Ilyasova,"$7,900,000",2014
94,Glen Davis,"$7,827,985",2014
95,Tayshaun Prince,"$7,707,865",2014
96,Al Harrington,"$7,609,800",2014
97,Arron Afflalo,"$7,562,500",2014
98,Goran Dragic,"$7,500,000",2014
99,Kyrie Irving,"$7,459,924",2014
100,Josh Childress,"$7,317,500",2014
101,Wesley Matthews,"$7,245,640",2014
102,Isaiah Thomas,"$7,238,606",2014
103,Avery Bradley,"$7,191,011",2014
104,Pau Gasol,"$7,128,000",2014
105,Jose Calderon,"$7,097,191",2014
106,Travis Outlaw,"$7,000,000",2014
107,Marvin Williams,"$7,000,000",2014
108,Manu Ginobili,"$7,000,000",2014
109,Amir Johnson,"$7,000,000",2014
110,Brandon Bass,"$6,950,000",2014
111,JJ Redick,"$6,792,500",2014
112,Kevin Martin,"$6,792,500",2014
113,Wilson Chandler,"$6,754,913",2014
114,Carl Landry,"$6,750,000",2014
115,Derrick Williams,"$6,679,866",2014
116,Jason Richardson,"$6,601,125",2014
117,Greivis Vasquez,"$6,400,000",2014
118,Jarrett Jack,"$6,300,000",2014
119,Kyle Korver,"$6,253,521",2014
120,Jason Thompson,"$6,037,500",2014
121,Enes Kanter,"$6,008,106",2014
122,Gerald Henderson,"$6,000,000",2014
123,Jodie Meeks,"$6,000,000",2014
124,JR Smith,"$5,982,375",2014
125,Chuck Hayes,"$5,958,750",2014
126,Patrick Patterson,"$5,831,326",2014
127,Jose Juan Barea,"$5,822,078",2014
128,PJ Tucker,"$5,700,000",2014
129,Anthony Davis,"$5,607,240",2014
130,Anthony Bennett,"$5,563,920",2014
131,Andrew Wiggins,"$5,510,640",2014
132,Greg Monroe,"$5,479,933",2014
133,Jason Terry,"$5,450,000",2014
134,Jamal Crawford,"$5,450,000",2014
135,Courtney Lee,"$5,450,000",2014
136,Louis Williams,"$5,450,000",2014
137,Tristan Thompson,"$5,421,233",2014
138,JJ Hickson,"$5,381,750",2014
139,Martell Webster,"$5,381,750",2014
140,Robin Lopez,"$5,340,229",2014
141,Nikola Mirotic,"$5,305,000",2014
142,Shaun Livingston,"$5,305,000",2014
143,Spencer Hawes,"$5,305,000",2014
144,Josh McRoberts,"$5,305,000",2014
145,Paul Pierce,"$5,305,000",2014
146,Chris Andersen,"$5,300,000",2014
147,Zaza Pachulia,"$5,200,000",2014
148,Ricky Rubio,"$5,070,686",2014
149,Michael Kidd-Gilchrist,"$5,016,960",2014
150,Tony Allen,"$5,000,000",2014
151,Chase Budinger,"$5,000,000",2014
152,Brandan Wright,"$5,000,000",2014
153,Trevor Booker,"$5,000,000",2014
154,Nick Young,"$4,994,420",2014
155,Victor Oladipo,"$4,978,200",2014
156,Jabari Parker,"$4,930,560",2014
157,Chris Kaman,"$4,800,000",2014
158,Kostas Papanikolaou,"$4,797,664",2014
159,Darren Collison,"$4,797,664",2014
160,Jameer Nelson,"$4,750,000",2014
161,Corey Brewer,"$4,702,500",2014
162,Timofey Mozgov,"$4,650,000",2014
163,Andre Miller,"$4,625,000",2014
164,Bradley Beal,"$4,505,280",2014
165,Jonas Jerebko,"$4,500,000",2014
166,Luis Scola,"$4,500,000",2014
167,Caron Butler,"$4,500,000",2014
168,Ben Gordon,"$4,500,000",2014
169,Otto Porter,"$4,470,480",2014
170,Joel Embiid,"$4,427,640",2014
171,Luc Mbah a Moute,"$4,382,576",2014
172,Raymond Felton,"$4,360,000",2014
173,Jared Dudley,"$4,250,000",2014
174,Kris Humphries,"$4,250,000",2014
175,CJ Miles,"$4,205,000",2014
176,Bismack Biyombo,"$4,086,453",2014
177,Dion Waiters,"$4,062,000",2014
178,Cody Zeller,"$4,030,560",2014
179,Danny Green,"$4,025,000",2014
180,Thabo Sefolosha,"$4,000,000",2014
181,Ian Mahinmi,"$4,000,000",2014
182,Mario Chalmers,"$4,000,000",2014
183,Aaron Gordon,"$3,992,040",2014
184,Vince Carter,"$3,911,981",2014
185,Kevin Seraphin,"$3,898,691",2014
186,Devin Harris,"$3,878,896",2014
187,Joel Anthony,"$3,800,000",2014
188,Maurice Williams,"$3,750,000",2014
189,Thomas Robinson,"$3,678,360",2014
190,Jonas Valanciunas,"$3,678,360",2014
191,Marreese Speights,"$3,657,500",2014
192,Alex Len,"$3,649,920",2014
193,Dante Exum,"$3,615,000",2014
194,Brandon Knight,"$3,553,917",2014
195,Gerald Green,"$3,500,000",2014
196,Patrick Mills,"$3,500,000",2014
197,Darrell Arthur,"$3,457,149",2014
198,Kemba Walker,"$3,452,183",2014
199,Steve Novak,"$3,445,947",2014
200,Matt Barnes,"$3,396,250",2014
201,Mirza Teletovic,"$3,368,100",2014
202,Damian Lillard,"$3,340,920",2014
203,Mike Scott,"$3,333,333",2014
204,Andrei Kirilenko,"$3,326,235",2014
205,Tyler Hansbrough,"$3,326,235",2014
206,Nerlens Noel,"$3,315,120",2014
207,Marcus Smart,"$3,283,320",2014
208,Evan Turner,"$3,278,000",2014
209,Bojan Bogdanovic,"$3,278,000",2014
210,Jason Smith,"$3,278,000",2014
211,Carlos Delfino,"$3,250,000",2014
212,Gary Neal,"$3,250,000",2014
213,Alec Burks,"$3,201,369",2014
214,Anthony Morrow,"$3,200,000",2014
215,Alexey Shved,"$3,198,723",2014
216,Markieff Morris,"$3,153,860",2014
217,Quincy Pondexter,"$3,146,068",2014
218,Dorell Wright,"$3,145,000",2014
219,Chris Copeland,"$3,130,000",2014
220,Marcus Morris,"$3,105,301",2014
221,Joel Freeland,"$3,100,000",2014
222,Klay Thompson,"$3,075,880",2014
223,Kawhi Leonard,"$3,053,368",2014
224,Harrison Barnes,"$3,049,920",2014
225,Ben McLemore,"$3,026,280",2014
226,Mike Dunleavy,"$3,000,000",2014
227,Randy Foye,"$3,000,000",2014
228,Anthony Tolliver,"$3,000,000",2014
229,Kosta Koufos,"$3,000,000",2014
230,Jerryd Bayless,"$3,000,000",2014
231,DJ Augustin,"$3,000,000",2014
232,Julius Randle,"$2,997,360",2014
233,Will Bynum,"$2,915,908",2014
234,Nikola Vucevic,"$2,902,757",2014
235,Marco Belinelli,"$2,873,750",2014
236,Furkan Aldemir,"$2,810,305",2014
237,Terrence Ross,"$2,793,960",2014
238,Kentavious Caldwell-Pope,"$2,772,480",2014
239,Iman Shumpert,"$2,761,113",2014
240,Luke Ridnour,"$2,750,000",2014
241,Nik Stauskas,"$2,745,840",2014
242,Brian Roberts,"$2,732,000",2014
243,Udonis Haslem,"$2,732,000",2014
244,Kirk Hinrich,"$2,730,000",2014
245,Andre Drummond,"$2,568,360",2014
246,Trey Burke,"$2,548,560",2014
247,Noah Vonleh,"$2,524,200",2014
248,Tobias Harris,"$2,511,432",2014
249,DeMarre Carroll,"$2,500,000",2014
250,James Johnson,"$2,500,000",2014
