,Player,2015/16
0,Kobe Bryant,"$25,000,000"
1,LeBron James,"$22,970,500"
2,Carmelo Anthony,"$22,875,000"
3,Dwight Howard,"$22,359,364"
4,Joe Johnson,"$22,309,344"
5,Chris Bosh,"$22,192,730"
6,Kevin Durant,"$21,971,850"
7,Chris Paul,"$21,468,695"
8,Derrick Rose,"$20,093,064"
9,Dwyane Wade,"$20,000,000"
10,Brook Lopez,"$19,689,000"
11,Kevin Love,"$19,689,000"
12,DeAndre Jordan,"$19,689,000"
13,Marc Gasol,"$19,689,000"
14,LaMarcus Aldridge,"$19,689,000"
15,Blake Griffin,"$18,862,876"
16,Paul Millsap,"$18,671,659"
17,David Lee,"$17,120,776"
18,Paul George,"$16,900,000"
19,Russell Westbrook,"$16,744,218"
20,Jimmy Butler,"$16,407,500"
21,Kyrie Irving,"$16,407,500"
22,Wesley Matthews,"$16,407,500"
23,Greg Monroe,"$16,407,500"
24,Enes Kanter,"$16,407,500"
25,Kawhi Leonard,"$16,407,500"
26,Tobias Harris,"$16,000,000"
27,James Harden,"$15,719,062"
28,Roy Hibbert,"$15,514,031"
29,Eric Gordon,"$15,514,031"
30,Klay Thompson,"$15,501,000"
31,Gordon Hayward,"$15,409,570"
32,Chandler Parsons,"$15,361,500"
33,Goran Dragic,"$14,783,000"
34,DeMarcus Cousins,"$14,728,844"
35,John Wall,"$14,728,844"
36,Khris Middleton,"$14,700,000"
37,Draymond Green,"$14,260,870"
38,Tristan Thompson,"$14,260,000"
39,Danilo Gallinari,"$14,000,000"
40,Reggie Jackson,"$13,913,044"
41,DeMarre Carroll,"$13,600,000"
42,Al Jefferson,"$13,500,000"
43,Eric Bledsoe,"$13,500,000"
44,Brandon Knight,"$13,500,000"
45,Tony Parker,"$13,437,500"
46,Joakim Noah,"$13,400,000"
47,JaVale McGee,"$13,270,964"
48,Tyson Chandler,"$13,000,000"
49,Nenê,"$13,000,000"
50,Ricky Rubio,"$12,700,000"
51,Robin Lopez,"$12,650,000"
52,Ty Lawson,"$12,444,552"
53,Rudy Gay,"$12,403,101"
54,Serge Ibaka,"$12,250,000"
55,Nikola Pekovic,"$12,100,000"
56,Al Horford,"$12,000,000"
57,Amir Johnson,"$12,000,000"
58,Kemba Walker,"$12,000,000"
59,Andrew Bogut,"$12,000,000"
60,Kyle Lowry,"$12,000,000"
61,Derrick Favors,"$12,000,000"
62,Nicolas Batum,"$11,860,750"
63,Andre Iguodala,"$11,710,456"
64,Stephen Curry,"$11,370,786"
65,Nikola Vucevic,"$11,250,000"
66,Thaddeus Young,"$11,235,955"
67,Kenneth Faried,"$11,235,955"
68,Marcin Gortat,"$11,217,391"
69,Jrue Holiday,"$11,000,000"
70,Deron Williams,"$10,853,761"
71,Tyreke Evans,"$10,734,586"
72,Wilson Chandler,"$10,449,438"
73,Monta Ellis,"$10,300,000"
74,Anderson Varejao,"$10,158,574"
75,Luol Deng,"$10,151,612"
76,Gerald Wallace,"$10,105,855"
77,Zach Randolph,"$10,000,000"
78,Danny Green,"$10,000,000"
79,Mike Conley,"$9,680,000"
80,Rajon Rondo,"$9,500,000"
81,DeMar DeRozan,"$9,500,000"
82,Alec Burks,"$9,213,484"
83,Omer Asik,"$9,213,483"
84,Jeff Green,"$9,200,000"
85,Lance Stephenson,"$9,000,000"
86,Iman Shumpert,"$8,988,765"
87,Tiago Splitter,"$8,500,000"
88,Taj Gibson,"$8,500,000"
89,Kevin Garnett,"$8,500,000"
90,Ryan Anderson,"$8,500,000"
91,Brandon Jennings,"$8,344,497"
92,Dirk Nowitzki,"$8,333,333"
93,Corey Brewer,"$8,229,375"
94,Trevor Ariza,"$8,200,000"
95,Channing Frye,"$8,193,029"
96,Al-Farouq Aminu,"$8,042,895"
97,Jeff Teague,"$8,000,000"
98,George Hill,"$8,000,000"
99,OJ Mayo,"$8,000,000"
100,Arron Afflalo,"$8,000,000"
101,Markieff Morris,"$8,000,000"
102,Ersan Ilyasova,"$7,900,000"
103,Avery Bradley,"$7,730,337"
104,Kosta Koufos,"$7,700,000"
105,Boris Diaw,"$7,500,000"
106,Pau Gasol,"$7,448,760"
107,Jose Calderon,"$7,402,812"
108,Kevin Martin,"$7,402,474"
109,JJ Redick,"$7,085,000"
110,Anthony Davis,"$7,070,730"
111,Marvin Williams,"$7,000,000"
112,Rodney Stuckey,"$7,000,000"
113,Louis Williams,"$7,000,000"
114,Cory Joseph,"$7,000,000"
115,Ed Davis,"$6,980,802"
116,Isaiah Thomas,"$6,912,869"
117,Josh Smith,"$6,830,916"
