,Player,Salary,Date
0,Kobe Bryant,"$25,244,493",2011
1,Vince Carter,"$21,300,000",2011
2,Kevin Garnett,"$21,247,044",2011
3,Tim Duncan,"$21,164,619",2011
4,Rashard Lewis,"$21,136,631",2011
5,Gilbert Arenas,"$19,269,307",2011
6,Dirk Nowitzki,"$19,092,873",2011
7,Pau Gasol,"$18,714,150",2011
8,Carmelo Anthony,"$18,518,574",2011
9,Amare Stoudemire,"$18,217,705",2011
10,Dwight Howard,"$18,091,770",2011
11,Joe Johnson,"$18,038,573",2011
12,Richard Hamilton,"$17,500,000",2011
13,Elton Brand,"$17,059,727",2011
14,Deron Williams,"$16,359,805",2011
15,Chris Paul,"$16,359,805",2011
16,Brandon Roy,"$16,032,144",2011
17,LeBron James,"$16,022,500",2011
18,Chris Bosh,"$16,022,500",2011
19,Dwyane Wade,"$15,691,000",2011
20,Kevin Durant,"$15,506,632",2011
21,Paul Pierce,"$15,333,334",2011
22,Baron Davis,"$15,252,181",2011
23,Zach Randolph,"$15,200,000",2011
24,Antawn Jamison,"$15,076,715",2011
25,Rudy Gay,"$15,032,144",2011
26,Andrew Bynum,"$14,900,000",2011
27,Chauncey Billups,"$14,200,000",2011
28,Chris Kaman,"$14,030,000",2011
29,Al Jefferson,"$14,000,000",2011
30,Andre Iguodala,"$13,531,750",2011
31,Carlos Boozer,"$13,500,000",2011
32,Tyson Chandler,"$13,107,837",2011
33,Nenê,"$13,000,000",2011
34,Manu Ginobili,"$12,981,038",2011
35,Marc Gasol,"$12,922,194",2011
36,Emeka Okafor,"$12,541,812",2011
37,Tony Parker,"$12,500,000",2011
38,Josh Smith,"$12,400,000",2011
39,LaMarcus Aldridge,"$12,372,000",2011
40,Luol Deng,"$12,325,000",2011
41,Danny Granger,"$12,015,904",2011
42,Al Horford,"$12,000,000",2011
43,Joakim Noah,"$12,000,000",2011
44,Andrew Bogut,"$12,000,000",2011
45,Steve Nash,"$11,689,062",2011
46,David Lee,"$11,610,000",2011
47,Ben Gordon,"$11,600,000",2011
48,Kevin Martin,"$11,519,840",2011
49,Marcus Camby,"$11,227,250",2011
50,Jason Terry,"$11,158,000",2011
51,Hidayet Turkoglu,"$11,015,850",2011
52,Monta Ellis,"$11,000,000",2011
53,Mehmet Okur,"$10,890,000",2011
54,Corey Maggette,"$10,262,069",2011
55,Jason Kidd,"$10,121,000",2011
56,DeAndre Jordan,"$10,079,404",2011
57,Rajon Rondo,"$10,045,455",2011
58,Ray Allen,"$10,000,000",2011
59,David West,"$10,000,000",2011
60,Jose Calderon,"$9,780,992",2011
61,Gerald Wallace,"$9,500,000",2011
62,Devin Harris,"$9,319,000",2011
63,Richard Jefferson,"$9,282,000",2011
64,Stephen Jackson,"$9,256,500",2011
65,Andrea Bargnani,"$9,250,000",2011
66,Boris Diaw,"$9,000,000",2011
67,Andris Biedrins,"$9,000,000",2011
68,Lamar Odom,"$8,900,000",2011
69,Luis Scola,"$8,591,793",2011
70,Rodney Stuckey,"$8,500,000",2011
71,Maurice Williams,"$8,500,000",2011
72,Carl Landry,"$8,500,000",2011
73,John Salmons,"$8,500,000",2011
74,Paul Millsap,"$8,103,435",2011
75,Kirk Hinrich,"$8,100,000",2011
76,Shawn Marion,"$8,022,449",2011
77,Kris Humphries,"$8,000,000",2011
78,Caron Butler,"$8,000,000",2011
79,Andre Miller,"$7,807,728",2011
80,Jameer Nelson,"$7,800,000",2011
81,Anderson Varejao,"$7,700,000",2011
82,Brendan Haywood,"$7,624,500",2011
83,Leandro Barbosa,"$7,600,000",2011
84,James Posey,"$7,595,600",2011
85,Arron Afflalo,"$7,562,500",2011
86,Raymond Felton,"$7,560,000",2011
87,Charlie Villanueva,"$7,540,000",2011
88,Marvin Williams,"$7,500,000",2011
89,Thaddeus Young,"$7,478,261",2011
90,Tyrus Thomas,"$7,305,765",2011
91,Kendrick Perkins,"$7,123,626",2011
92,Travis Outlaw,"$7,000,000",2011
93,Samuel Dalembert,"$7,000,000",2011
94,Marcus Thornton,"$7,000,000",2011
95,Derrick Rose,"$6,993,708",2011
96,DeSagana Diop,"$6,925,400",2011
97,Beno Udrih,"$6,925,400",2011
98,Metta World Peace,"$6,790,640",2011
99,Trevor Ariza,"$6,790,640",2011
100,Marcin Gortat,"$6,790,640",2011
101,Kwame Brown,"$6,750,000",2011
102,JJ Redick,"$6,750,000",2011
103,Andres Nocioni,"$6,650,000",2011
104,Mike Conley,"$6,611,571",2011
105,Mickael Pietrus,"$6,523,166",2011
106,Grant Hill,"$6,500,000",2011
107,Andray Blatche,"$6,442,083",2011
108,Glen Davis,"$6,300,000",2011
109,Tayshaun Prince,"$6,292,135",2011
110,Michael Beasley,"$6,262,347",2011
111,Jermaine O'Neal,"$6,226,200",2011
112,Al Harrington,"$6,226,200",2011
113,Drew Gooden,"$6,226,200",2011
114,Wesley Matthews,"$6,135,160",2011
115,Josh Childress,"$6,000,000",2011
116,Francisco Garcia,"$5,800,000",2011
117,Kyle Lowry,"$5,750,000",2011
118,Blake Griffin,"$5,731,080",2011
119,Luke Walton,"$5,680,000",2011
120,OJ Mayo,"$5,632,637",2011
121,Channing Frye,"$5,600,000",2011
122,John Wall,"$5,530,080",2011
123,Amir Johnson,"$5,500,000",2011
124,Nate Robinson,"$5,483,307",2011
125,Mike Miller,"$5,400,000",2011
126,Jason Richardson,"$5,395,000",2011
127,Martell Webster,"$5,256,000",2011
128,Chuck Hayes,"$5,250,000",2011
129,Louis Williams,"$5,176,000",2011
130,Kyrie Irving,"$5,144,280",2011
131,Hasheem Thabeet,"$5,127,720",2011
132,Russell Westbrook,"$5,082,416",2011
133,Kyle Korver,"$5,000,000",2011
134,Jason Maxiell,"$5,000,000",2011
135,Luc Mbah a Moute,"$5,000,000",2011
136,Jarrett Jack,"$5,000,000",2011
137,Jamal Crawford,"$5,000,000",2011
138,Evan Turner,"$4,947,840",2011
139,Darko Milicic,"$4,776,500",2011
140,Brad Miller,"$4,752,000",2011
141,Zaza Pachulia,"$4,750,000",2011
142,Ronnie Brewer,"$4,710,000",2011
143,Kevin Love,"$4,609,701",2011
144,Linas Kleiza,"$4,605,000",2011
145,James Harden,"$4,604,760",2011
146,Derrick Williams,"$4,602,720",2011
147,Nikola Pekovic,"$4,503,600",2011
148,Jonas Jerebko,"$4,500,000",2011
149,Derrick Favors,"$4,443,360",2011
150,Daniel Gibson,"$4,403,834",2011
151,Ronny Turiaf,"$4,360,000",2011
152,Jose Juan Barea,"$4,300,000",2011
153,Ramon Sessions,"$4,257,973",2011
154,Brandon Bass,"$4,250,000",2011
155,Randy Foye,"$4,250,000",2011
156,Jared Dudley,"$4,250,000",2011
157,Chris Andersen,"$4,234,000",2011
158,Danilo Gallinari,"$4,190,182",2011
159,Tyreke Evans,"$4,151,640",2011
160,Enes Kanter,"$4,133,280",2011
161,Charlie Bell,"$4,099,920",2011
162,Spencer Hawes,"$4,051,024",2011
163,Wesley Johnson,"$4,006,080",2011
164,Jordan Farmar,"$4,000,000",2011
165,Anthony Morrow,"$4,000,000",2011
