,Player,2003/04
86,Charlie Ward,"$6,030,000"
87,Jerome Williams,"$5,987,500"
88,Howard Eisley,"$5,843,750"
89,Jonathan Bender,"$5,800,000"
90,Steve Nash,"$5,750,000"
91,Vitaly Potapenko,"$5,715,000"
92,Al Harrington,"$5,692,500"
93,Jason Caffey,"$5,687,500"
94,Jahidi White,"$5,676,091"
95,Christian Laettner,"$5,625,000"
96,Radoslav Nesterovic,"$5,600,000"
97,Eric Williams,"$5,540,000"
98,Ben Wallace,"$5,500,000"
99,Kenny Thomas,"$5,500,000"
100,Alvin Williams,"$5,500,000"
101,Metta World Peace,"$5,473,684"
102,Calvin Booth,"$5,446,800"
103,Avery Johnson,"$5,445,600"
104,Clarence Weatherspoon,"$5,445,600"
105,Joe Smith,"$5,445,600"
106,Todd MacCulloch,"$5,445,600"
107,Ruben Patterson,"$5,445,600"
108,Danny Fortson,"$5,428,602"
109,Brent Barry,"$5,400,000"
110,Cuttino Mobley,"$5,394,125"
111,Kurt Thomas,"$5,394,125"
112,Scot Pollard,"$5,309,563"
113,Kenyon Martin,"$5,128,689"
114,Sam Cassell,"$5,062,500"
115,Ricky Davis,"$5,000,600"
116,Chauncey Billups,"$5,000,600"
117,Jerome James,"$5,000,600"
118,Keon Clark,"$5,000,600"
119,Larry Hughes,"$5,000,600"
120,Nazr Mohammed,"$5,000,000"
121,Corliss Williamson,"$5,000,000"
122,Reggie Miller,"$5,000,000"
123,Aaron McKie,"$5,000,000"
124,Brevin Knight,"$5,000,000"
125,Alonzo Mourning,"$4,917,000"
126,Scottie Pippen,"$4,917,000"
127,Gary Payton,"$4,917,000"
128,James Posey,"$4,917,000"
129,Michael Olowokandi,"$4,917,000"
130,Juwan Howard,"$4,917,000"
131,Malik Rose,"$4,916,250"
132,Rick Fox,"$4,734,797"
133,Clifford Robinson,"$4,700,000"
134,Donyell Marshall,"$4,605,196"
135,Stromile Swift,"$4,592,418"
136,Devean George,"$4,546,000"
137,Eric Snow,"$4,500,000"
138,Robert Horry,"$4,500,000"
139,Lamond Murray,"$4,500,000"
140,Michael Stewart,"$4,480,000"
141,Ervin Johnson,"$4,418,156"
142,Travis Knight,"$4,402,500"
143,Tony Battie,"$4,400,000"
144,Adonal Foyle,"$4,400,000"
145,Anthony Mason,"$4,348,094"
146,Matt Harpring,"$4,290,000"
147,Kwame Brown,"$4,252,080"
148,Zeljko Rebraca,"$4,200,000"
149,Yao Ming,"$4,147,560"
150,Darius Miles,"$4,130,701"
151,LeBron James,"$4,018,920"
152,Elden Campbell,"$4,000,000"
153,Jeff Foster,"$4,000,000"
154,Derrick Coleman,"$4,000,000"
155,David Wesley,"$3,960,000"
156,Chucky Atkins,"$3,900,000"
157,Marc Jackson,"$3,900,000"
158,Tyson Chandler,"$3,804,360"
159,Marcus Fizer,"$3,726,994"
160,Jay Williams,"$3,710,880"
161,Bruce Bowen,"$3,650,000"
162,Lawrence Funderburke,"$3,600,000"
163,Darko Milicic,"$3,595,800"
164,Shawn Bradley,"$3,500,000"
165,Moochie Norris,"$3,500,000"
166,Eduardo Najera,"$3,428,572"
167,Mike Miller,"$3,380,457"
168,Mike Dunleavy,"$3,332,520"
169,Jeff McInnis,"$3,300,000"
170,Carmelo Anthony,"$3,229,200"
171,Eddy Curry,"$3,080,160"
172,Rodney Rogers,"$3,075,600"
173,Evan Eschmeyer,"$3,017,266"
174,Matt Maloney,"$3,006,260"
175,Drew Gooden,"$3,004,560"
176,Chris Crawford,"$3,000,000"
177,Jon Barry,"$3,000,000"
178,Lindsey Hunter,"$3,000,000"
179,Speedy Claxton,"$3,000,000"
180,Derek Fisher,"$3,000,000"
181,Michael Redd,"$3,000,000"
182,Eric Montross,"$2,960,000"
183,Hubert Davis,"$2,956,250"
184,Aaron Williams,"$2,925,000"
185,Tony Delk,"$2,925,000"
186,Othella Harrington,"$2,925,000"
187,Bobby Jackson,"$2,925,000"
188,Chris Bosh,"$2,911,320"
189,Chris Mihm,"$2,809,494"
190,George Lynch,"$2,800,000"
191,Michael Curry,"$2,800,000"
192,Jason Richardson,"$2,789,280"
193,Nikoloz Tskitishvili,"$2,720,760"
194,Pat Garrity,"$2,643,750"
195,Greg Buckner,"$2,640,000"
196,Dwyane Wade,"$2,636,400"
197,Wang Zhizhi,"$2,620,943"
198,Pau Gasol,"$2,618,395"
199,John Amaechi,"$2,610,000"
200,Jamal Crawford,"$2,577,937"
201,Shane Battier,"$2,533,440"
202,Lucious Harris,"$2,500,000"
203,Earl Boykins,"$2,500,000"
204,Eric Piatkowski,"$2,500,000"
205,Predrag Drobnjak,"$2,500,000"
206,Andrew DeClercq,"$2,500,000"
207,Darrell Armstrong,"$2,475,000"
208,Dajuan Wagner,"$2,471,280"
209,Ira Newble,"$2,458,500"
210,Kevin Ollie,"$2,458,500"
211,Stacey Augmon,"$2,400,000"
212,Chris Kaman,"$2,394,600"
213,Joel Przybilla,"$2,373,309"
214,Eddie Griffin,"$2,312,760"
215,Cory Alexander,"$2,302,778"
216,Keyon Dooling,"$2,256,444"
217,Etan Thomas,"$2,200,942"
218,Jim Jackson,"$2,200,000"
219,Antonio Daniels,"$2,200,000"
220,Kirk Hinrich,"$2,185,920"
221,Courtney Alexander,"$2,168,193"
222,Bimbo Coles,"$2,120,000"
223,DeSagana Diop,"$2,118,840"
224,Nenê,"$2,102,840"
225,Troy Hudson,"$2,100,000"
226,Chris Wilcox,"$2,066,760"
227,TJ Ford,"$2,002,680"
228,Hidayet Turkoglu,"$1,995,611"
229,Rodney White,"$1,947,600"
230,Marko Jaric,"$1,925,000"
231,Amare Stoudemire,"$1,899,720"
232,Desmond Mason,"$1,898,312"
233,Joe Johnson,"$1,850,160"
234,Mike Sweetney,"$1,840,800"
235,Quentin Richardson,"$1,805,735"
236,Caron Butler,"$1,804,680"
237,Nate Huffman,"$1,760,000"
238,Kedrick Brown,"$1,757,640"
239,Jarvis Hayes,"$1,748,760"
240,Jamaal Magloire,"$1,726,771"
241,Jared Jeffries,"$1,714,440"
242,Samaki Walker,"$1,700,000"
243,Corie Blount,"$1,680,000"
244,Vladimir Radmanovic,"$1,669,800"
245,Morris Peterson,"$1,646,079"
246,Melvin Ely,"$1,628,760"
247,DeShawn Stevenson,"$1,616,087"
248,Cezary Trybanski,"$1,600,000"
249,Jerome Moiso,"$1,600,000"
250,Dalibor Bagaric,"$1,599,076"
251,Richard Jefferson,"$1,586,280"
252,Iakovos Tsakalidis,"$1,580,702"
253,Nick Collison,"$1,578,240"
254,Marcus Haislip,"$1,547,280"
255,Stanislav Medvedenko,"$1,540,000"
256,Michael Doleac,"$1,540,000"
257,Gordan Giricek,"$1,540,000"
258,Mickael Pietrus,"$1,527,946"
259,Malik Allen,"$1,510,000"
260,Troy Murphy,"$1,506,960"
261,Fred Jones,"$1,506,000"
262,Jumaine Jones,"$1,500,000"
263,Mark Jackson,"$1,500,000"
264,Karl Malone,"$1,500,000"
265,Brian Skinner,"$1,500,000"
266,Erick Strickland,"$1,500,000"
267,Tyronn Lue,"$1,500,000"
268,Jake Voskuhl,"$1,500,000"
269,Marcus Banks,"$1,499,400"
270,Manu Ginobili,"$1,457,500"
271,Steven Hunter,"$1,431,600"
272,Luke Ridnour,"$1,424,400"
273,Bostjan Nachbar,"$1,396,440"
274,Kirk Haston,"$1,360,080"
275,Reece Gaines,"$1,353,120"
276,Earl Watson,"$1,336,500"
277,Jiri Welsch,"$1,326,600"
278,Bryce Drew,"$1,300,000"
279,Michael Bradley,"$1,292,040"
280,Troy Bell,"$1,285,440"
281,Juan Dixon,"$1,260,360"
282,Ryan Bowen,"$1,250,000"
283,Jarron Collins,"$1,250,000"
284,Jason Collins,"$1,227,480"
285,Zarko Cabarkapa,"$1,221,240"
286,Walter McCarty,"$1,200,000"
287,Voshon Lenard,"$1,200,000"
288,Daniel Santiago,"$1,200,000"
289,Curtis Borchardt,"$1,187,240"
290,Zach Randolph,"$1,172,160"
291,Chris Childs,"$1,166,667"
292,David West,"$1,160,160"
293,Ryan Humphrey,"$1,143,360"
294,Jeryl Sasser,"$1,125,729"
295,Brendan Haywood,"$1,125,360"
296,Aleksandar Pavlovic,"$1,107,960"
297,Mehmet Okur,"$1,100,000"
298,Kareem Rush,"$1,097,640"
299,Joseph Forte,"$1,080,360"
300,Kendall Gill,"$1,070,000"
301,Calbert Cheaney,"$1,070,000"
302,Popeye Jones,"$1,070,000"
303,Kenny Anderson,"$1,070,000"
304,Olden Polynice,"$1,070,000"
305,Bryon Russell,"$1,070,000"
306,Horace Grant,"$1,070,000"
307,Sean Rooks,"$1,070,000"
308,Steve Smith,"$1,070,000"
309,Scott Williams,"$1,070,000"
310,Anthony Peeler,"$1,070,000"
311,Tony Massenburg,"$1,070,000"
312,Kevin Willis,"$1,070,000"
313,Chris Whitney,"$1,070,000"
314,Dahntay Jones,"$1,063,680"
315,Qyntel Woods,"$1,053,720"
316,Boris Diaw,"$1,021,080"
317,Casey Jacobsen,"$1,011,600"
318,Dion Glover,"$1,000,000"
319,Stephen Jackson,"$1,000,000"
320,Monty Williams,"$1,000,000"
321,Brandon Armstrong,"$995,650"
322,Zoran Planinic,"$980,280"
323,Tayshaun Prince,"$971,160"
324,Efthimios Rentzias,"$971,160"
325,Robert Pack,"$965,610"
326,Andrei Kirilenko,"$955,800"
327,Mark Blount,"$944,922"
328,Travis Outlaw,"$941,040"
329,Travis Best,"$938,679"
330,Fred Hoiberg,"$938,679"
331,Gary Trent,"$938,679"
332,Gerald Wallace,"$917,520"
333,Brian Cook,"$903,360"
334,Frank Williams,"$894,960"
335,Rod Strickland,"$887,317"
336,Samuel Dalembert,"$887,160"
337,Mitchell Butler,"$876,179"
338,John Salmons,"$865,320"
339,Jamaal Tinsley,"$861,600"
340,Primoz Brezec,"$861,600"
341,Tony Parker,"$856,200"
342,Chris Jefferies,"$840,360"
343,Ndudi Ebi,"$838,560"
344,Dan Dickau,"$835,200"
345,Maciej Lampe,"$829,000"
346,Robert Traylor,"$825,000"
347,Kendrick Perkins,"$814,320"
348,Jacque Vaughn,"$813,679"
349,Rick Brunson,"$813,679"
350,Darvin Ham,"$813,679"
351,Anthony Johnson,"$813,679"
352,John Wallace,"$813,679"
353,Leandro Barbosa,"$809,280"
354,Brian Scalabrine,"$800,000"
355,Carlos Arroyo,"$800,000"
356,Josh Howard,"$773,400"
357,Mark Pope,"$751,179"
358,Adrian Griffin,"$751,179"
359,Damon Jones,"$751,179"
360,Shammond Williams,"$751,179"
361,Vladimir Stepania,"$751,179"
362,Anthony Carter,"$751,179"
363,Bruno Sundov,"$751,159"
364,Eddie House,"$750,000"
365,Reggie Evans,"$700,000"
366,Doug Overton,"$695,844"
367,Obinna Ekezie,"$688,679"
368,Scott Padgett,"$688,679"
369,Rafer Alston,"$688,679"
370,Ansu Sesay,"$688,679"
371,Amal McCaskill,"$688,679"
372,Milt Palacio,"$688,679"
373,Raja Bell,"$688,679"
374,Oliver Miller,"$686,838"
375,Brian Cardinal,"$663,679"
376,Pepe Sanchez,"$663,679"
377,Mark Madsen,"$663,679"
378,Donnell Harvey,"$663,679"
379,Ruben Boumtje-Boumtje,"$663,679"
380,Michael Ruffin,"$663,679"
381,Mike James,"$638,679"
382,Chris Andersen,"$638,679"
383,Jeff Trepagnier,"$638,679"
384,Tremaine Fowlkes,"$638,679"
385,Mike Wilks,"$638,679"
386,Jamison Brewer,"$638,679"
387,Bobby Simmons,"$638,679"
388,Loren Woods,"$638,679"
389,Trenton Hassell,"$638,679"
390,Jabari Smith Sr,"$638,679"
391,Jason Hart,"$638,679"
392,Lonny Baxter,"$636,679"
393,Mengke Bateer,"$636,679"
394,Raul Lopez,"$621,520"
395,Dan Langhi,"$603,786"
396,Sean Marks,"$596,295"
397,Alton Ford,"$586,082"
398,Tamar Slay,"$563,679"
399,Carlos Boozer,"$563,679"
400,JR Bremer,"$563,679"
401,Jamal Sampson,"$563,679"
402,Jannero Pargo,"$563,679"
403,Rasual Butler,"$563,679"
404,Dan Gadzuric,"$563,679"
405,Ronald Murray,"$563,679"
406,Robert Archibald,"$563,679"
407,Sam Clancy,"$563,679"
408,Devin Brown,"$563,679"
409,Roger Mason,"$563,679"
410,Mikki Moore,"$513,000"
411,Zendon Hamilton,"$485,619"
412,Muggsy Bogues,"$437,420"
413,Travis Hansen,"$366,931"
414,Brandon Hunter,"$366,931"
415,Linton Johnson,"$366,931"
416,Jason Kapono,"$366,931"
417,Jon Stefansson,"$366,931"
418,Marquis Daniels,"$366,931"
419,Francisco Elson,"$366,931"
420,James Jones,"$366,931"
421,Josh Moore,"$366,931"
422,Luke Walton,"$366,931"
423,Theron Smith,"$366,931"
424,Jerome Beasley,"$366,931"
425,Udonis Haslem,"$366,931"
426,Keith McLeod,"$366,931"
427,Richie Frahm,"$366,931"
428,Keith Bogans,"$366,931"
429,Zaza Pachulia,"$366,931"
430,Kyle Korver,"$366,931"
431,Willie Green,"$366,931"
432,Darius Songaila,"$366,931"
433,Alex Garcia,"$366,931"
434,Ben Handlogten,"$366,931"
435,Maurice Williams,"$366,931"
436,Steve Blake,"$366,931"
437,Paul Grant,"$350,581"
438,Matt Carroll,"$349,032"
439,Kaniel Dickens,"$264,011"
440,Cherokee Parks,"$228,946"
441,Tyrone Hill,"$221,829"
442,Damone Brown,"$202,508"
443,Quincy Lewis,"$202,341"
444,Ben Davis,"$176,369"
445,Rodney Buford,"$145,686"
446,Tracy Murray,"$143,537"
447,Slavko Vranes,"$129,768"
448,Sean Lampley,"$89,364"
449,Shane Heal,"$75,615"
450,Torraye Braggs,"$53,697"
451,Britton Johnsen,"$44,748"
452,Jelani McCoy,"$36,643"
453,Derrick Dial,"$32,375"
