,Player,Salary,Year,UUID
0,Kevin Garnett,23750000.0,2007,0ed94437-a147-48ac-83f0-a3983fb029d8
1,Michael Finley,21696750.0,2007,ab078447-a6ff-4e7f-930c-32994aaa5f52
2,Shaquille O'Neal,20000000.0,2007,3fab405f-b6e2-4a04-8e0c-c58d6a1fea7c
3,Jason Kidd,19728000.0,2007,a84f0046-8b7d-4bde-a24d-2689996a73e8
4,Jermaine O'Neal,19728000.0,2007,f1e3c3ae-95ab-43a0-bf12-f59d2a96a373
5,Chris Webber,19602173.0,2007,01f6cea7-3bf1-49bf-a2e1-e8c5601b929f
6,Kobe Bryant,19490625.0,2007,de239086-5a79-49b6-a5b1-552a168da685
7,Tim Duncan,19014188.0,2007,5d4a4b8e-cecc-4fae-977b-853801dae01d
8,Tracy McGrady,19014187.0,2007,7c74b779-6f5c-484e-9307-fc05b880c3aa
9,Allen Iverson,19012500.0,2007,b8337f78-f11c-44ac-bdbc-7667d03929b3
10,Stephon Marbury,19012500.0,2007,e1e4ed3a-5ec6-4639-860d-92926006ba68
11,Steve Francis,17500000.0,2007,db5d76d1-f6c1-40c9-a12d-cf464dfb14bc
12,Baron Davis,16440000.0,2007,d7694db9-2bdd-4f18-901c-0ca9b101b5d2
13,Shawn Marion,16440000.0,2007,40337b0b-ac2c-4381-bff4-fca22fce984e
14,Paul Pierce,16360094.0,2007,4b9de629-5a81-4abd-a7f2-5d3cbc8b19f6
15,Dirk Nowitzki,16360094.0,2007,4700c150-0c70-4d0e-b464-75b7c0062372
16,Antawn Jamison,16360094.0,2007,26391d5a-bf40-4e81-8e70-cffc7549e5c0
17,Ray Allen,16000000.0,2007,6240e96a-429a-4506-9eae-fb9dc4b4739e
18,Ben Wallace,15500000.0,2007,8493385e-ecb8-419b-ad37-22bdaf12781a
19,Elton Brand,15344000.0,2007,1a076e4d-1d1c-4ff8-8807-0bab0c19f8ec
20,Rashard Lewis,14880000.0,2007,ecbde104-ba2c-4e9a-aef8-8a2e2701c6bc
21,Michael Redd,14520000.0,2007,dd49a397-32cb-46f4-9c58-61f903e3399a
22,Yao Ming,13762775.0,2007,b295fcb9-21e9-4978-829d-f7a04ddf1e43
23,Amare Stoudemire,13762775.0,2007,2363dc7f-0739-4da6-b6d2-207eade761dd
24,Pau Gasol,13735000.0,2007,a9e30495-6389-4abf-b861-cca562269443
25,Andrei Kirilenko,13735000.0,2007,a51a2b60-4b63-4783-b8a7-55ab13f9fc5d
26,Mike Bibby,13500000.0,2007,9b4eed28-cd94-4f32-9abd-65d412013cb8
27,Joe Johnson,13488377.0,2007,f2a1b12a-e644-451d-bb44-ff366af917ac
28,Zach Randolph,13333333.0,2007,47621a25-09a8-41b7-9b83-eecf488c549a
29,Vince Carter,13320000.0,2007,3e63da53-49dc-4303-be6f-ff70d6b50714
30,Kenyon Martin,13250000.0,2007,95ff9580-4d68-46ba-aee8-83154fc7a1bd
31,Lamar Odom,13248596.0,2007,400784ad-5144-4822-9fc2-213b26f735ed
32,LeBron James,13041250.0,2007,4ae6326c-7a7a-4902-a874-ae7a1358a285
33,Carmelo Anthony,13041250.0,2007,dec0915f-5e9d-4006-b467-1ea1235d68be
34,Dwyane Wade,13041250.0,2007,28880f9d-32fd-4989-81f5-f512bd9985dc
35,Wally Szczerbiak,12775000.0,2007,75c261cb-e4ba-4abc-8f14-3ae8563180ea
36,Rasheed Wallace,12540000.0,2007,bd24dc8d-c240-4f21-be92-57fdb977dedf
37,Chris Bosh,12455000.0,2007,b1cbbc4e-df84-4e4e-93fe-ade060013d0e
38,Raef LaFrentz,12440787.0,2007,dc2bfba7-4b28-49f1-b75b-e85da29fefc9
39,Richard Jefferson,12200000.0,2007,a49ede90-f0d8-44df-bed7-ac22fdd8d76d
40,Larry Hughes,12000084.0,2007,2415123e-00f8-4eaf-b46e-19330eae3f16
41,Gilbert Arenas,11950400.0,2007,7b32f2d8-6a6f-4349-b25c-f95d733105ae
42,Theo Ratliff,11666666.0,2007,ebe92f3a-df7d-46e3-8232-7610e9c21fd0
43,Predrag Stojakovic,11664000.0,2007,2dcc7c17-52ce-4097-a39f-cfe83a28dc2e
44,Steve Nash,11375000.0,2007,32da2829-dbdc-4b02-b7d6-ea6f6845bff7
45,Carlos Boozer,11260483.0,2007,9d42e4dd-f381-4716-bdac-208830784c89
46,Kirk Hinrich,11250000.0,2007,028e6a03-0313-40c2-8523-de575ae121d5
47,Marcus Camby,11250000.0,2007,08d72f32-4f4b-4815-bbef-c3d3ccd6c41a
48,Jason Richardson,11111110.0,2007,ddd544af-b36d-46e1-815e-9c0566469aef
49,Derek Fisher,10723900.0,2007,ec90129f-2814-4ef2-b9cf-6ff51fe46cd8
50,David West,10650000.0,2007,279c8d57-0bcb-47fc-97a0-553b968f7ba7
51,Erick Dampier,10590500.0,2007,e02ad4e6-60d2-47f3-9ae8-60a60b70f74f
52,Brad Miller,10500000.0,2007,e346b201-1279-487b-9ecc-bfabed7b12d5
53,Tony Parker,10500000.0,2007,c379561a-119d-4af0-92e7-8f28c6cdfd94
54,Tyson Chandler,10250000.0,2007,a0087f6e-fab6-4cfb-9904-440a694c5037
55,Samuel Dalembert,10250000.0,2007,60106180-a854-4c4c-a2b0-b86f3d2b0167
56,Adonal Foyle,10157090.0,2007,5e6736af-e8fe-47c6-b1d8-f3caac9b167a
57,Zydrunas Ilgauskas,10142156.0,2007,751662ec-5a87-4635-b111-c042b6d773b5
58,Chauncey Billups,10000000.0,2007,6b545b06-856d-4dee-8fdb-139c8909fc46
59,Richard Hamilton,10000000.0,2007,a5081eb3-d21a-475c-b8b9-86cdebe8d3cd
60,Gerald Wallace,9500000.0,2007,fd3c2363-b6ca-4024-acfc-3333e0a1fea0
61,Andre Miller,9366666.0,2007,6b213b17-dec3-43d4-ad6b-0f989992830e
62,Bobby Simmons,9280000.0,2007,8f1b9e57-043a-4860-84f1-0b1a4379127b
63,Troy Murphy,9206349.0,2007,6d5a8857-ca91-48ac-afb9-e9102109e67f
64,Manu Ginobili,9079811.0,2007,5e65e442-1275-42bb-bb05-8cefb258bbcc
65,Kwame Brown,9075000.0,2007,c8f52e7f-210b-420c-870f-2381966b6019
66,Josh Howard,9000000.0,2007,3fd1377e-8ee2-4aad-8ab0-3d5f46809884
67,Boris Diaw,9000000.0,2007,0277bd77-09bf-4987-a6c9-86c284fc360e
68,Eddy Curry,8947543.0,2007,60074750-bfe1-4308-b236-833b5a2ad0e6
69,Jason Williams,8937500.0,2007,8435b987-85b9-4c3b-804e-3fbe5c27ca5c
70,Jason Terry,8898000.0,2007,dbb4a5fa-dac7-4dac-8916-9d94a180b60a
71,Nenê,8840000.0,2007,363119e4-4c21-4514-923d-e0039dff2b4c
72,Tayshaun Prince,8675620.0,2007,6ecf46d3-1cf8-413b-a71e-220415cbf299
73,Chris Kaman,8600000.0,2007,0dc5fd18-2ad5-440e-952f-2d62bfca98d0
74,Andres Nocioni,8500000.0,2007,c0efd955-0467-4b07-ba41-a34978b723e8
75,Mehmet Okur,8500000.0,2007,ecafd168-679f-40d4-bd5a-89959cdc7f3f
76,Al Harrington,8425625.0,2007,5d28654e-691a-46c9-b359-031c4eea654f
77,Mike Miller,8376194.0,2007,0235790d-86c2-49b9-b093-b95bec9165e2
78,Cuttino Mobley,8350000.0,2007,acb3f43a-6652-418d-8bf5-86fc58d3fefc
79,Antoine Walker,8329640.0,2007,c400236b-71b9-44b1-acf5-ec0af47ad20e
80,Darius Miles,8250000.0,2007,e137e185-9d14-435b-b6b8-db4199204bf9
81,Mike Dunleavy,8219008.0,2007,87a13fd1-6f1d-471e-bc0d-0ceb07cf5aba
82,Caron Butler,8218990.0,2007,236a2a3f-b9ab-4450-abcd-73581545ee6d
83,Quentin Richardson,8105500.0,2007,a9acc8cb-c9ce-4c54-8a28-1ba1aa788f80
84,Juwan Howard,8094997.0,2007,b72085ba-0fea-419f-abfe-e5f38fd489f6
85,Kurt Thomas,8091188.0,2007,cec820df-7c60-4746-91c3-80ecc66d135a
86,TJ Ford,8000000.0,2007,7d5230f3-43be-4f6d-89fa-94d44fb72b58
87,Jamal Crawford,7920000.0,2007,4a147dce-21fc-4703-b1a4-9b987bbbf14c
88,Mark Blount,7901040.0,2007,237409e7-0761-4f06-82b3-0971660a81e2
89,Kenny Thomas,7875000.0,2007,2e97a14a-200d-4a57-b247-080f7e3be26d
90,Radoslav Nesterovic,7840000.0,2007,6469e6f2-84b5-42d2-9513-21f101f67ba1
91,Aaron McKie,7750000.0,2007,e12c9f91-0ab9-4aea-8982-b10486c047d0
92,Maurice Williams,7750000.0,2007,5f0387fe-b2b2-44d5-8005-8a5b10f8274e
93,Jerome Williams,7639400.0,2007,e16093dd-eb55-45c2-81ae-2461b366fed5
94,Metta World Peace,7400000.0,2007,7fa706ab-2829-45e7-868d-59f8a1a3ee6a
95,Troy Hudson,7172590.0,2007,7fcd023c-913a-431d-b9c4-9d68323f9be5
96,Malik Rose,7101250.0,2007,c7a489fb-de42-4d87-af13-352bc8d98927
97,Corey Maggette,7000000.0,2007,483bc56d-a119-4e96-9705-8ee184e470a9
98,Ricky Davis,6819000.0,2007,05148829-6358-47a9-af02-74d56caf1f35
