,Pick,Team,Player,Year,UUID
0,1,NOP,Zion Williamson,2019,0bad4016-78c8-4040-b0ae-00b78afd6797
1,2,MEM,Ja Morant,2019,7511efae-6609-4e92-b8c4-86809070e70a
2,3,NYK,RJ Barrett,2019,e243f6c5-6433-4f40-9b5e-bca4e04082db
3,4,LAL,De'Andre Hunter,2019,b125793a-8bdc-46d9-a530-d349e3d0ee10
4,5,CLE,Darius Garland,2019,81d543c4-7603-4ef7-977e-410f91a5100b
5,6,PHO,Jarrett Culver,2019,a36bebbd-5405-4df1-a42e-443c5ebf3912
6,7,CHI,Coby White,2019,11db75ee-57ea-4c90-9eff-4aa0e6ab1eda
7,8,ATL,Jaxson Hayes,2019,96bdb7bb-66db-43a5-a567-cd7d3b8e4d2e
8,9,WAS,Rui Hachimura,2019,89e040d6-0657-49b1-8bd5-fc11af58d83c
9,10,ATL,Cam Reddish,2019,df12e249-3fd4-4dbc-9fc0-4b0b3ba2755d
10,11,MIN,Cameron Johnson,2019,7170fb18-6eed-420f-bcab-e873cfdc16f9
11,12,CHO,PJ Washington,2019,d2eecaf6-7222-4a03-bba4-8016e209b58e
12,13,MIA,Tyler Herro,2019,b1359ec1-999b-418f-84e8-791659e3d59c
13,14,BOS,Romeo Langford,2019,a2883275-53b6-4d38-87ba-8585f9918b78
14,15,DET,Sekou Doumbouya,2019,c2c45623-499c-4391-a3ba-2d0429cf95a3
15,16,ORL,Chuma Okeke,2019,71e8a555-347a-46df-93a1-95ff7a913bee
16,17,BRK,Nickeil Alexander-Walker,2019,79980b92-b43d-490d-8492-bf09f3332e94
17,18,IND,Goga Bitadze,2019,989155f3-e6ce-4c41-86ac-c860e85b7967
18,19,SAS,Luka Samanic,2019,b83a27ee-876b-4734-9301-a69ae09b35a2
19,20,BOS,Matisse Thybulle,2019,16ef7932-6c34-47b4-88cc-e59b4d2412d2
20,21,OKC,Brandon Clarke,2019,2cce9d5a-b2ef-4546-a1da-4955d618a3cb
21,22,BOS,Grant Williams,2019,58c2bcf0-5051-4b24-8bc3-94ad87ba9898
22,23,UTA,Darius Bazley,2019,653846d6-1abe-404c-b726-c1d17ae16ea2
23,24,PHI,Ty Jerome,2019,aabefe85-f1bf-4b63-a326-97411134c0de
24,25,POR,Nassir Little,2019,0396361c-822b-48d0-9a58-321096dfb48d
25,26,CLE,Dylan Windler,2019,1b8d5320-3c35-4235-8d0c-9592d6edb779
26,27,BRK,Mfiondu Kabengele,2019,5d04eae9-1d3f-4785-8352-e3f7cae76985
27,28,GSW,Jordan Poole,2019,1bed90b2-7430-4e74-adc7-faf4230714d1
28,29,SAS,Keldon Johnson,2019,70b2b274-9bf0-4e29-b610-60ca3a9e5b22
29,30,MIL,Kevin Porter,2019,80f9d27b-ee3f-412c-a1f7-53bdcc65cae9
30,31,BRK,Nicolas Claxton,2019,06a83a89-c37c-4a27-99e5-84e43b4e32a7
31,32,PHO,KZ Okpala,2019,72a6cd38-b236-4167-a513-f8dc6d3a9f8d
32,33,PHI,Carsen Edwards,2019,c5c8d8eb-eb29-4349-a503-456879972831
33,34,PHI,Bruno Fernando,2019,5794daec-58a7-4113-8fbe-52091bc64154
34,35,ATL,Didi Louzada,2019,e894bef6-2407-4e9b-8597-dc0c3db8839e
35,36,CHO,Cody Martin,2019,b0d40834-6c0f-4717-aa2a-71b3b194009f
36,37,DAL,Deividas Sirvydis,2019,d6cdbb73-60c0-46e3-850d-e9befe2e7f8f
37,38,CHI,Daniel Gafford,2019,58d4bc81-9614-45f1-9da4-3c2752d3334e
38,39,NOP,Alen Smailagic,2019,6e23e8e7-3559-44ef-98ee-a9c929cedf17
39,40,SAC,Justin James,2019,0227d3c5-a83b-418b-b5b7-8991524e816f
40,41,GSW,Eric Paschall,2019,fd82625d-1d73-4ae1-bfd9-7c55704964e9
41,42,PHI,Admiral Schofield,2019,059e0509-c604-4266-9c1b-ad8d6070c0d9
42,43,MIN,Jaylen Nowell,2019,15b071b7-5079-40c4-ad43-cb45a51da321
43,44,MIA,Bol Bol,2019,587e8d04-6148-4c7e-9c23-6c8550034fea
44,45,DET,Isaiah Roby,2019,101b0787-caee-4baf-8877-61ff5cc00f3a
45,46,ORL,Talen Horton-Tucker,2019,3dcefee2-4121-4a46-b6eb-df5685ba2932
46,47,SAC,Ignas Brazdeikis,2019,deb1f02b-6e61-4764-84ab-25006c6c9196
47,48,LAC,Terance Mann,2019,517e3746-ecff-4a49-b247-196bce41bb37
48,49,SAS,Quinndary Weatherspoon,2019,6bd705db-ce21-4cfa-ac71-cb16a2eba160
49,50,IND,Jarrell Brantley,2019,80a7710b-f78c-4efc-b9f1-6995c87a7296
50,51,BOS,Tremont Waters,2019,72521861-4326-405b-b75a-520141965fa7
51,52,CHO,Jalen McDaniels,2019,09598d16-659e-4135-a764-acba8203fde8
52,53,UTA,Justin Wright-Foreman,2019,b38ddb86-9005-4cd9-824e-b27336d54d4e
53,54,PHI,Marial Shayok,2019,de0f793b-a6d2-46cc-986a-942ff480eac7
54,55,NYK,Kyle Guy,2019,6946341d-065c-41cd-ae1d-2f44809af847
55,56,LAC,Jaylen Hoard,2019,b31a4afa-7099-464d-9bde-ed8bb4afc3c9
56,57,NOP,Jordan Bone,2019,c83f0c39-dbae-40be-ad0c-1cbeb2dab1e8
57,58,GSW,Miye Oni,2019,0b442e3b-9ee5-4e8c-b30f-dd81e1abf06b
58,59,TOR,Dewan Hernandez,2019,5ad430a2-a867-471f-969a-a8d40d83c5da
59,60,SAC,Boban Marjanovic,2019,1f457d2a-ac8a-41a2-9fdd-cc1f34c4b3c5
