,Pick,Team,Player,Year,UUID
0,1,NOH,Anthony Davis,2012,d8f59c50-268f-4f55-883b-bc65926f3c63
1,2,CHA,Michael Kidd-Gilchrist,2012,4d1c4ea2-ca30-4354-bf59-e58fad34489d
2,3,WAS,Bradley Beal,2012,45a90845-4882-4379-9cd8-624405bb1ff0
3,4,CLE,Dion Waiters,2012,1954c84d-dba0-456e-a982-b3ff2c222636
4,5,SAC,Thomas Robinson,2012,8ae5f795-ccce-438c-b679-e7c7f6f58739
5,6,POR,Damian Lillard,2012,661aaab7-cd03-4fc0-a2d5-66c720502a29
6,7,GSW,Harrison Barnes,2012,89a7a924-3a08-4f82-b358-d6fdc8d1118e
7,8,TOR,Terrence Ross,2012,27f1c6b1-f02c-4d86-8ade-d93110fed343
8,9,DET,Andre Drummond,2012,1e0d924a-63aa-43fe-8912-7708757d7242
9,10,NOH,Austin Rivers,2012,2c896cd4-f6be-4c35-8dd4-ee49312e9f12
10,11,POR,Meyers Leonard,2012,e20a125b-b567-4e98-8725-01c9ce24400f
11,12,HOU,Jeremy Lamb,2012,5fd7ce18-1152-488f-b9b7-d1f10c271ee7
12,13,PHO,Kendall Marshall,2012,9b360153-56e3-4c74-a03e-54c238023a4b
13,14,MIL,John Henson,2012,aa5eb2da-1e20-45bb-aa62-9880476a372f
14,15,PHI,Moe Harkless,2012,61902cc8-a4e6-41bc-bdd2-915a3ee5adb7
15,16,HOU,Royce White,2012,37316e2f-04fb-4544-9124-cc661c2f2435
16,17,DAL,Tyler Zeller,2012,ceeb531e-a24e-4be6-a605-bb0514ecc1f3
17,18,HOU,Terrence Jones,2012,8bf2757f-ed98-4727-b4f9-acda389e2070
18,19,ORL,Andrew Nicholson,2012,0876335a-1392-4037-869a-5dd26e16142e
19,20,DEN,Evan Fournier,2012,9a54ddb2-9d34-4e05-8486-40715ae3ad18
20,21,BOS,Jared Sullinger,2012,9ac6202c-5fe3-457b-bfce-8521eb3be609
21,22,BOS,Fab Melo,2012,3af94379-2435-4648-90e4-b8369a21b67e
22,23,ATL,John Jenkins,2012,873da288-c829-4cb2-b81f-7e6ca22664e2
23,24,CLE,Jared Cunningham,2012,304a5224-2385-476f-a7f6-300471cd314a
24,25,MEM,Tony Wroten,2012,3b1301e1-1c55-4644-98db-38d6926440ae
25,26,IND,Miles Plumlee,2012,015e1492-2cf1-4985-9b8b-23e849d9b972
26,27,MIA,Arnett Moultrie,2012,a280c253-005c-43b6-b987-5c882933ba23
27,28,OKC,Perry Jones,2012,4f76fd74-7773-4992-a386-f0cac3d5a1cb
28,29,CHI,Marquis Teague,2012,ab04fdc5-47cd-4259-9a1a-ecc6b9f496c5
29,30,GSW,Festus Ezeli,2012,61d4855e-3d69-4aa2-8b3f-2d16cf0e0a34
30,31,CHA,Jeffery Taylor,2012,a4e25eeb-1fc1-404e-9f2c-583ea7e44877
31,32,WAS,Tomas Satoransky,2012,b623d903-b285-4f09-83e7-07a43b8f482d
32,33,CLE,Bernard James,2012,7fb77843-0a6e-4dfa-9343-38bf82b6c3d1
33,34,CLE,Jae Crowder,2012,112a0899-fd05-4119-8e17-29f27e44f857
34,35,GSW,Draymond Green,2012,3076cee1-0d1c-4d32-abf5-c06a847a9ef8
35,36,SAC,Orlando Johnson,2012,73532a29-26b4-4222-b6ed-5691f336982f
36,37,TOR,Quincy Acy,2012,7b9a8d4d-a606-4c64-8cb3-fd2f82e9e03f
37,38,DEN,Quincy Miller,2012,1d12889f-1bed-4eac-ba2d-036c7e8773f3
38,39,DET,Khris Middleton,2012,73308122-b037-4736-afff-7f77dfe9910d
39,40,POR,Will Barton,2012,ebfe3487-196d-44b8-a9b6-7731f7ec8552
40,41,POR,Tyshawn Taylor,2012,84e8a3b2-58d8-4c39-ba8c-803d3976edc5
41,42,MIL,Doron Lamb,2012,48469133-42c9-401b-9982-052e9f99edc8
42,43,ATL,Mike Scott,2012,7b4f831e-e0bf-4a53-bd90-74fdd0c8813c
43,44,DET,Kim English,2012,4e8c55ea-29a2-4f38-bf59-b607cd79b8f6
44,45,PHI,Justin Hamilton,2012,a2e8743a-a89b-413d-9bdf-36d26d661e72
45,46,NOH,Darius Miller,2012,b459c30e-5b79-42d0-8db0-525bc210e594
46,47,UTA,Kevin Murphy,2012,18354c25-03e3-4faa-9605-c9df9d6d00f9
47,48,NYK,Kostas Papanikolaou,2012,448fd72d-ff71-4d3f-a380-e2e786ce470e
48,49,ORL,Kyle O'Quinn,2012,c41480b3-4567-481d-b935-6c54b966f9df
49,50,DEN,İzzet Türkyılmaz,2012,
50,51,BOS,Kris Joseph,2012,6c380ea7-b973-494d-a53c-28e497564019
51,52,GSW,Ognjen Kuzmic,2012,8b60019e-3a85-4fc2-a2a6-b11e085c7c97
52,53,LAC,Furkan Aldemir,2012,2fd04cdc-286d-4372-96e4-4ab394e913d7
53,54,PHI,Tornike Shengelia,2012,1690389e-ff3d-41c9-b6d6-df6ec221dad9
54,55,DAL,Darius Johnson-Odom,2012,50e761b2-33e0-40de-8b49-9cfa1aae1736
55,56,TOR,Tomislav Zubčić,2012,
56,57,NJN,İlkan Karaman,2012,
57,58,MIN,Robbie Hummel,2012,f5233f01-0a55-4164-853d-2aa75a63b920
58,59,SAS,Marcus Derrickson,2012,8ef3125f-2bf4-4872-86f4-2aa70d192568
59,60,LAL,Robert Sacre,2012,9d483895-5531-492b-badc-b56d363b9488
